,STATE,DISTRICT,BLOCK,CATEGORY
897,TN,TIRUVANNAMALAI,T.V.MALAI (NORTH),Critical
898,TN,TIRUVANNAMALAI,VADATHANDALAM,Critical
899,TN,TIRUVANNAMALAI,KANNAMANGALAM,Critical
900,TN,TIRUVANNAMALAI,ANAKAVOOR,Critical
901,TN,TIRUVANNAMALAI,THETHURAI,Critical
902,TN,TIRUVANNAMALAI,THELLAR,Critical
903,TN,TIRUVANNAMALAI,DEVIKAPURAM,Critical
904,TN,TIRUVANNAMALAI,THATCHAMPATTU,Over-exploited
905,TN,TIRUVANNAMALAI,VANAPURAM,Over-exploited
906,TN,TIRUVANNAMALAI,VERAIYUR,Over-exploited
907,TN,TIRUVANNAMALAI,MODAYUR,Over-exploited
908,TN,TIRUVANNAMALAI,THACHAMBADI,Over-exploited
909,TN,TIRUVANNAMALAI,NEDUNGUNAM,Over-exploited
910,TN,TIRUVANNAMALAI,SANTHAVASAL,Over-exploited
911,TN,TIRUVANNAMALAI,THANDARAMPAT,Over-exploited
912,TN,TIRUVANNAMALAI,KOLAPPALUR,Over-exploited
913,TN,TIRUVANNAMALAI,ERAIYUR,Over-exploited
914,TN,TIRUVANNAMALAI,PERANAMALLUR,Over-exploited
915,TN,TIRUVANNAMALAI,DUSI,Over-exploited
916,TN,TIRUVANNAMALAI,THANIPADI,Over-exploited
917,TN,TIRUVANNAMALAI,NAYADUMANGALAM,Over-exploited
918,TN,TIRUVANNAMALAI,CHEYYAR,Over-exploited
919,TN,TIRUVANNAMALAI,MALAIYUR,Over-exploited
920,TN,TIRUVANNAMALAI,POLUR,Over-exploited
921,TN,TIRUVANNAMALAI,KALASAPAKKAM,Over-exploited
922,TN,TIRUVANNAMALAI,ARNI,Over-exploited
923,TN,TIRUVANNAMALAI,VANDAVASI,Over-exploited
924,TN,TIRUVANNAMALAI,KILKODUNGALUR,Over-exploited
925,TN,TIRUVANNAMALAI,KADALADI,Over-exploited
926,TN,TIRUVANNAMALAI,CHENNAVARAM,Over-exploited
927,TN,TIRUVANNAMALAI,,"CHENGAM,JAWADHUHILLS Over-exploited"
928,TN,TIRUVANNAMALAI,SOMASPADI,Over-exploited
929,TN,TIRUVANNAMALAI,VETTAVLAM,Over-exploited
930,TN,TIRUVANNAMALAI,OSUR,Over-exploited
931,TN,TIRUVANNAMALAI,THURINJAPURAM,Over-exploited
932,TN,TIRUVANNAMALAI,DESUR,Over-exploited
933,TN,TIRUVANNAMALAI,KETTAVARAMPALAYAM,Over-exploited
934,TN,TIRUVANNAMALAI,PACHAL,Over-exploited
935,TN,TIRUVANNAMALAI,KILPENNATHUR,Over-exploited
936,TN,TIRUVANNAMALAI,KELUR,Over-exploited
937,TN,TIRUVANNAMALAI,MULLIPATTU,Over-exploited
938,TN,TIRUVANNAMALAI,PUDUPALAYAM,Over-exploited
939,TN,TIRUVANNAMALAI,MELPALLIPATTU,Over-exploited
940,TN,TIRUVANNAMALAI,VAKKADAI,Semi-critical
941,TN,TIRUVANNAMALAI,VEMBAKKAM,Semi-critical
942,TN,TIRUVANNAMALAI,SATHYAVIJAYANAGARAM,Semi-critical
943,TN,TIRUVANNAMALAI,PERUNGATTUR,Semi-critical
944,TN,TIRUVANNAMALAI,MANDAKOLATHUR,Semi-critical
945,TN,TIRUVANNAMALAI,T.V.MALAI  (SOUTH),Semi-critical
946,TN,TIRUVANNAMALAI,NATERI,Semi-critical
947,TN,TIRUVANNAMALAI,MANGALAM,Over-exploited
