,STATE,DISTRICT,BLOCK,CATEGORY
308,TN,KRISHNAGIRI,NAGARASAMPATTI,Critical
309,TN,KRISHNAGIRI,RAYAKOTTAI,Critical
310,TN,KRISHNAGIRI,MATHIGIRI,Critical
311,TN,KRISHNAGIRI,BERIGAI,Over-exploited
312,TN,KRISHNAGIRI,HOSUR,Over-exploited
313,TN,KRISHNAGIRI,PALEPALLI,Over-exploited
314,TN,KRISHNAGIRI,KALLAVI,Over-exploited
315,TN,KRISHNAGIRI,UTHANGARAI,Over-exploited
316,TN,KRISHNAGIRI,POCHAMPALLI,Over-exploited
317,TN,KRISHNAGIRI,BARGUR,Over-exploited
318,TN,KRISHNAGIRI,ALAPATTI,Over-exploited
319,TN,KRISHNAGIRI,KRISHNAGIRI,Over-exploited
320,TN,KRISHNAGIRI,SINGARAPETTAI,Over-exploited
321,TN,KRISHNAGIRI,MATHUR,Over-exploited
322,TN,KRISHNAGIRI,SAMALPATTI,Over-exploited
323,TN,KRISHNAGIRI,GURUPARAPALLI,Over-exploited
324,TN,KRISHNAGIRI,VEPPANAPALLI,Over-exploited
325,TN,KRISHNAGIRI,ANJETTI,Safe
326,TN,KRISHNAGIRI,KAVERIPATTINAM,Safe
327,TN,KRISHNAGIRI,DENKANIKOTTA,Safe
328,TN,KRISHNAGIRI,SHOOLAGIRI,Safe
329,TN,KRISHNAGIRI,ANDEVANAPALLI,Safe
330,TN,KRISHNAGIRI,BARUR,Safe
331,TN,KRISHNAGIRI,KAKKADASAM,Semi-critical
332,TN,KRISHNAGIRI,PERIYAMUTHUR,Semi-critical
333,TN,KRISHNAGIRI,THALLY,Semi-critical
334,TN,KRISHNAGIRI,BAGALUR,Semi-critical
335,TN,KRISHNAGIRI,UTHANAPALLI,Semi-critical
336,TN,KRISHNAGIRI,KELAMANGALAM,Semi-critical
