Date,Season,Thurinjapuram,West Arani,Kalasapakkam,Peranamallur,Thandarampet,Cheyyar,Chetpet,Chengam,Tiruvannamalai,Polur,Thellar,Vandavasi,Vembakkam,Arani,Anakavur,Kilpernnathur,Jawathu Hills,Thurinjapuram_Trend,Thurinjapuram_SMA,Thurinjapuram_EWMA,Thurinjapuram_DES,Thurinjapuram_TES,Thurinjapuram_ARIMA,West Arani_Trend,West Arani_SMA,West Arani_EWMA,West Arani_DES,West Arani_TES,West Arani_ARIMA,Kalasapakkam_Trend,Kalasapakkam_SMA,Kalasapakkam_EWMA,Kalasapakkam_DES,Kalasapakkam_TES,Kalasapakkam_ARIMA,Peranamallur_Trend,Peranamallur_SMA,Peranamallur_EWMA,Peranamallur_DES,Peranamallur_TES,Peranamallur_ARIMA,Thandarampet_Trend,Thandarampet_SMA,Thandarampet_EWMA,Thandarampet_DES,Thandarampet_TES,Thandarampet_ARIMA,Cheyyar_Trend,Cheyyar_SMA,Cheyyar_EWMA,Cheyyar_DES,Cheyyar_TES,Cheyyar_ARIMA,Chetpet_Trend,Chetpet_SMA,Chetpet_EWMA,Chetpet_DES,Chetpet_TES,Chetpet_ARIMA,Chengam_Trend,Chengam_SMA,Chengam_EWMA,Chengam_DES,Chengam_TES,Chengam_ARIMA,Tiruvannamalai_Trend,Tiruvannamalai_SMA,Tiruvannamalai_EWMA,Tiruvannamalai_DES,Tiruvannamalai_TES,Tiruvannamalai_ARIMA,Polur_Trend,Polur_SMA,Polur_EWMA,Polur_DES,Polur_TES,Polur_ARIMA,Thellar_Trend,Thellar_SMA,Thellar_EWMA,Thellar_DES,Thellar_TES,Thellar_ARIMA,Vandavasi_Trend,Vandavasi_SMA,Vandavasi_EWMA,Vandavasi_DES,Vandavasi_TES,Vandavasi_ARIMA,Vembakkam_Trend,Vembakkam_SMA,Vembakkam_EWMA,Vembakkam_DES,Vembakkam_TES,Vembakkam_ARIMA,Arani_Trend,Arani_SMA,Arani_EWMA,Arani_DES,Arani_TES,Arani_ARIMA,Anakavur_Trend,Anakavur_SMA,Anakavur_EWMA,Anakavur_DES,Anakavur_TES,Anakavur_ARIMA,Kilpernnathur_SMA,Kilpernnathur_EWMA,Kilpernnathur_TES,Kilpernnathur_ARIMA,Jawathu Hills_Trend,Jawathu Hills_SMA,Jawathu Hills_EWMA,Jawathu Hills_DES,Jawathu Hills_TES,Jawathu Hills_ARIMA
1996-02-29,POMRB,5.4090000000000025,8.34,3.4033333333333338,5.4940000000000015,10.04,3.7,4.15,7.3900000000000015,3.1,6.61,4.15,7.65,6.427499999999998,5.281666666666665,4.7,,2.98,,,5.4090000000000025,7.038054250668062,5.807278053018355,0.0,,,8.34,6.768595465664827,8.34,0.0,,,3.4033333333333338,8.903774775612893,3.402557074763823,0.0,,,5.4940000000000015,5.777180021807352,5.520300394505363,0.0,,,10.04,8.796561894991276,8.630147570226367,0.0,,,3.7,2.5687305543602004,2.656095981938035,0.0,,,4.15,5.009358144299327,3.7141124859969548,0.0,,,7.3900000000000015,6.111292651768852,5.3736601074264625,0.0,,,3.1,3.140437402005033,2.5700613860294252,0.0,,,6.61,4.74896363960935,4.050867282347127,0.0,,,4.15,6.759578216642631,2.0686116677435433,0.0,,,7.65,6.470430195438621,5.186257408570558,0.0,,,6.427499999999998,7.810424186837611,6.429642785079954,0.0,,,5.281666666666665,7.84962594732753,5.877344461894519,0.0,,,4.7,3.400458140419454,3.507227766719554,0.0,,,,,,,2.98,2.2124941156281146,2.9842657218857616,0.0
1996-05-31,PREMON,7.385416666666668,10.54,6.945,9.027777777777779,12.58,6.15,7.55,8.875,4.2,8.83,5.6,7.8,9.8075,6.631666666666666,7.35,6.5,4.8,,,6.199566666666669,7.063459313195521,7.452694313490568,5.408984420624503,,,9.219999999999999,6.9564843353703045,10.54,0.0,,,4.82,12.955456797621625,6.931595532837012,1.9534767906768754e-06,,,6.907511111111113,6.59355156200765,8.848287624403476,7.450481092862909e-06,,,11.056,9.77438015681973,12.589631006110675,5.65849995333542,,,4.680000000000001,3.4030896847794034,5.1606953811006,3.699993619718999,,,5.51,5.236912950057332,6.783968813897074,2.3392047386664565,,,7.984000000000002,6.554270354759961,7.7898761567237464,2.1978723569027654,,,3.54,3.3734109546780715,4.066923219949585,1.415750435916021,,,7.498,5.0466898164159755,8.962355837048205,6.609941672468489,,,4.73,8.26069187882538,5.615386403583213,1.633433886298374,,,7.71,6.450949434105495,8.058376940276906,7.6499864660470065,,,7.779499999999999,8.085636783733268,9.814677467947632,3.8854804229157685,,,5.821666666666665,7.806057823327958,7.015287566258973,5.281646941393648,,,5.76,3.2620181382744557,6.863716931058333,4.699992151995048,,6.5,7.231249999999999,0.0,,,3.708,2.5735783300315487,5.415047349828219,0.6188486310417193
1996-08-31,MONSOON,9.975,10.86,8.0425,7.6,9.555,3.5,5.4,7.55,3.73,9.745,2.7,7.28,10.855,10.3,6.75,18.2,1.8,6.924333333333335,,7.709740000000002,7.684379185631291,8.404651674338092,6.813468757199719,7.9350000000000005,,9.876,7.445880107278419,10.86,0.0,5.891041666666666,,6.109,15.271698690298955,8.0933142463835,4.351595914947141e-06,7.0261587301587305,,7.1845066666666675,6.8460028301580635,7.743656918101195,1.2242670574145698e-05,8.33,,10.4556,9.565757047483803,13.356777629025622,7.550565936185285,3.4812499999999997,,4.208,3.4642273107220682,5.460579015062926,5.236560620512888,4.4399999999999995,,5.465999999999999,4.927914894331506,7.276057709444242,4.241935111291955,6.2995833333333335,,7.810400000000001,6.711407421290788,8.41608899636245,2.1785572552735597,3.1174999999999997,,3.616,3.446354839679598,3.5880525499697433,1.6066459442334782,6.9075,,8.396799999999999,5.441822485245325,8.856889521182527,7.974976607193812,3.085,,3.918,7.840302369875137,5.292117049065767,2.701315088778808,6.49125,,7.538,6.405485120242001,8.34815287304065,7.745785399884218,8.556249999999999,,9.009699999999999,8.691579004068148,10.691366319416069,6.021356226518774,6.629289215686274,,7.6129999999999995,7.762731520564083,8.251452605824007,6.166651773763389,5.4475,,6.156000000000001,3.2141251679800353,6.852780130308299,6.801225544363825,,11.18,19.577423822714678,-1.8155313468956042e-14,2.5387500000000003,,2.9448000000000003,2.3863976022228583,5.789495283516626,0.9074217379622358
1996-11-30,POMKH,4.9279166666666665,5.39,5.173333333333333,5.982857142857143,5.19,1.85,2.23,3.813333333333333,2.2,4.2,1.2,6.02,7.134999999999999,4.3038235294117655,4.81,2.1,1.3,6.924333333333333,6.924333333333335,6.597010666666668,6.983620299595182,5.477093784183797,8.36370063582833,6.6499999999999995,8.782499999999999,8.0816,6.284462273562341,5.389999999999999,0.0,5.891041666666666,5.891041666666666,5.734733333333333,11.97763891317375,5.124902479240954,4.362693392477619e-06,7.026158730158731,7.0261587301587305,6.7038468571428576,6.492730332907553,6.1055915739146185,8.143177844649202e-06,6.566875,9.341249999999999,8.34936,8.143258169728565,7.511495461757918,7.350363644454218,2.9475000000000002,3.8000000000000003,3.2648,3.0661875728720904,2.8022815047672673,3.965610637343069,3.5050000000000003,4.8325000000000005,4.1716,3.9964297539842195,4.226007125123942,3.561821195148161,5.2039583333333335,6.9070833333333335,6.211573333333334,6.239470554072794,5.448854771559564,3.3573722010507523,2.6975000000000002,3.3075,3.0496,3.1554742624194185,2.958420243638061,2.1475498970907747,6.289375,7.34625,6.718079999999999,5.264918398112089,3.899591530200933,8.445673068397372,2.59,3.4124999999999996,2.8308,6.337973311963475,1.9862950380560878,2.6094457674378453,5.57875,7.1875,6.9308,6.288586974212478,6.206322104101506,7.4815618118634974,8.556249999999999,8.55625,8.25982,8.11895209401743,7.243018426096242,7.0077060715246775,6.629289215686275,6.629289215686274,6.289329411764705,7.719645688597921,5.122966342924373,8.133068235520447,4.7825,5.9025,5.6175999999999995,2.925096565868498,4.079373357060021,5.23349265578317,,7.547999999999999,4.040317034476407,-6.140957076256215e-14,2.76375,2.72,2.28688,2.152189990728496,1.519261321365824,0.5147061343281458
1997-02-28,POMRB,5.4090000000000025,1.56,3.4033333333333338,5.4940000000000015,1.95,1.15,1.01,2.53,1.58,3.1,1.53,2.08,6.427499999999998,5.281666666666665,1.06,,1.53,6.924333333333334,6.924333333333334,6.121806400000001,6.5629346198825,6.052693452992609,5.411028335425376,5.960000000000001,7.0874999999999995,5.4729600000000005,4.324256552108259,8.34,5.493681074802595,5.891041666666668,5.891041666666666,4.802173333333333,7.19923025937655,3.4074385905197313,3.403332151487382,7.026158730158731,7.0261587301587305,6.219908114285715,6.02865348702643,5.5678922561541135,5.493998915269035,5.899375000000001,7.31875,5.7896160000000005,6.2096214729376,6.201235800714889,8.65055691360329,2.895,3.1625000000000005,2.4188799999999997,2.524908181367255,2.4602718768166603,3.3177656827980444,2.9937499999999995,4.047500000000001,2.9069599999999998,3.051543366216956,2.651033895112967,3.084383669865117,4.785416666666666,5.692083333333334,4.738944,5.636731864628898,5.440541033192997,6.842358459638011,2.4275,2.9275,2.46176,2.79061371981822,2.619445786863414,2.5232104526071177,5.911875,6.46875,5.270847999999999,4.985038204045756,4.4934268872371925,6.344459172671447,2.71,2.7574999999999994,2.31048,4.91629067439129,1.90361288220562,3.661499349321023,5.49,5.795,4.99048,5.936762309191534,5.67685863034986,7.169516383571171,8.55625,8.556250000000002,7.526891999999999,7.446214102150341,6.470929455165597,6.350655948480407,6.629289215686274,6.629289215686274,5.886264313725489,7.676798998684623,5.952148127285202,5.282729680030974,4.6475,4.9925,3.7945599999999997,2.0591517677183107,3.753976643487517,5.236812079541246,,,,,3.6950000000000003,2.3575,1.9841280000000001,1.9972719202672518,4.221351193837909,2.2575972100412467
1997-05-31,PREMON,7.385416666666668,7.04,6.945,9.027777777777779,6.565,4.43,3.21,4.97,2.36,7.395,4.26,6.07,9.8075,6.631666666666666,5.67,6.5,8.05,6.924333333333334,6.924333333333334,6.627250506666668,6.702453109124748,7.589709719093234,6.658586094912344,5.734999999999999,6.2125,6.099776,4.554649361436667,9.300443213296397,6.942853540577865,5.891041666666666,5.891041666666666,5.659304000000001,6.747365226001181,6.93456095083666,6.9449913894346285,7.0261587301587305,7.0261587301587305,7.343055979682541,6.973306308126228,9.002344152634254,9.027763764449077,5.5225,5.8149999999999995,6.0997696,6.221943336145305,7.249405789009629,7.715569950791966,3.31,2.7325000000000004,3.2233279999999995,2.930658150196474,4.4407953300239145,4.238629937361383,3.02625,2.9625000000000012,3.0281759999999998,2.8626661187399036,4.892596488218249,4.308528900686166,4.956250000000001,4.715833333333333,4.8313664,5.525842529851984,7.752342631563206,6.883014172225913,2.4099999999999997,2.4675000000000002,2.421056,2.686342668233142,3.697411573006225,2.8681035903453056,5.68,6.109999999999999,6.1205088,5.1585905996548,9.219195577335348,7.099112535310794,3.45,2.4224999999999994,3.090288,4.739502831626499,5.093487668897553,4.4750192711842995,5.7675,5.3625,5.422288,5.843748395380946,7.065747160547619,5.514251561985992,8.556249999999999,8.556250000000002,8.439135199999999,7.9266889877448845,9.820749083393533,9.371492101435543,6.629289215686274,6.629289215686274,6.18442525490196,7.63419012382093,7.0677183541101485,6.325956053514199,5.0725,4.5725,4.544736,2.400959237931603,6.694734668696356,5.774161977808329,8.325,7.1288,8.922458971487854,-7.571308433698645e-14,4.755,3.17,4.4104768000000005,2.9277619424291137,6.204998568099352,3.3497156662896415
1997-08-31,MONSOON,9.975,8.84,8.0425,7.6,10.23,4.8,5.65,8.106666666666667,3.41,8.16,5.0,8.3,10.855,10.3,7.35,18.2,6.0,7.910708333333334,6.924333333333333,7.9663503040000005,7.410078839080447,8.481147368473149,8.506793572201811,5.9799999999999995,5.7075,7.195865599999999,5.491312761569348,9.038146116128637,7.15364226287245,5.891041666666666,5.891041666666666,6.612582400000001,7.471813188844984,8.095115675356045,8.042492785997412,7.101908730158731,7.0261587301587305,7.445833587809524,7.291513371885203,7.6881327424935115,7.599992579652949,5.136875,5.983749999999999,7.751861760000001,7.303561375089034,7.669537700098172,6.791385529681975,3.605,3.0575,3.8539967999999996,3.4316714694507806,4.518041250607379,3.336932886602216,3.0787500000000003,3.0250000000000017,4.0769056,3.281099795807996,3.931931042518384,2.961833661227492,5.13125,4.8549999999999995,6.141486506666667,5.939609428832808,8.291183564177901,6.339552264574941,2.5075000000000003,2.3875,2.8166336000000003,2.8441816087552496,2.826041933958823,2.7008850846772683,5.680625,5.713749999999999,6.93630528,5.413888788686136,9.071200048259609,8.52442134556726,4.012499999999999,2.9974999999999996,3.8541727999999997,4.879555531569197,4.651285460795702,2.249534834889517,5.995,5.6175,6.5733728,5.895992993167948,7.113446335830355,6.64585877033646,8.6590625,8.556250000000002,9.405481120000001,8.700286400279397,10.692259210850187,10.493877183336696,7.15908088235294,6.629289215686273,7.830655152941176,7.59181774602959,8.288201974994026,8.516882978930624,5.50125,4.7225,5.6668416,3.16814124729933,6.522177669331441,6.943967452830695,11.25,11.55728,9.211546948686596,2.9054839755758355,5.362500000000001,4.22,5.046286080000001,3.3652386860191257,6.806335706924369,2.3351713022917577
1997-11-30,POMKH,4.9279166666666665,5.61,5.173333333333333,5.982857142857143,1.5,3.87,2.24,4.623333333333334,2.38,3.93,4.82,7.22,7.134999999999999,4.3038235294117655,7.61,2.1,5.58,9.83015625,6.924333333333333,6.750976849066667,6.775200944832064,5.519801326415751,6.657770128751931,6.2,5.762499999999999,6.56151936,5.323953631515091,3.306534945535401,3.550472541149402,5.891041666666666,5.891041666666666,6.036882773333334,5.761475090830278,5.1259968093972805,5.173330725186812,6.9741865079365075,7.0261587301587305,6.860643009828571,6.942566853641543,6.072078795918969,5.982852477343088,5.436875000000001,5.0612499999999985,5.251117056,5.4964293901676005,5.096148481149033,6.886220140882134,3.725,3.5625000000000004,3.8603980799999995,3.6404560924061893,2.358967314185229,3.1363653382777974,3.2725,3.0275000000000016,3.3421433599999997,2.825533291429025,2.38615822350753,3.0094501189661296,5.6215625000000005,5.0575,5.534225237333334,5.723624710033812,5.332524631839839,4.67389808348507,2.7262500000000003,2.4325,2.64198016,2.732168862946287,2.3143899643911627,2.4129450865179027,5.791875,5.646249999999999,5.7337831679999995,5.232260606594747,4.036469668115959,5.175032352014712,4.19625,3.9025,4.24050368,4.913019114621549,1.7729918103108193,1.6422791384525706,6.13875,5.9174999999999995,6.832023679999999,5.886134377029727,5.505486635451273,7.0908483262041475,8.761875,8.556250000000002,8.497288672,8.24376764004973,7.2431497346600615,7.114886028731042,7.688872549019608,6.629289215686273,6.419922503529412,7.549680544423561,5.148724417325292,6.019017839801179,5.665,5.4225,6.444104960000001,4.00267601607368,3.848309207748477,4.366284491939341,7.2250000000000005,7.774368,22.514811688148395,8.135355131612373,5.92875,5.29,5.259771648000001,3.659969273991821,2.901063471100815,1.940429076589513
1998-02-28,POMRB,13.3,3.3,3.4033333333333338,6.1,2.555,1.49,1.42,3.12,2.18,3.375,2.41,2.7,7.25,9.52,1.69,,2.11,10.763229166666665,8.897083333333331,9.370586109440001,8.237824071263187,6.076537071697133,5.4712576467559435,6.09375,6.1975,5.256911616,4.4814970943916075,2.878921066393679,-0.17384585683573528,5.891041666666668,5.891041666666666,4.9834629973333335,3.687439685834189,3.4081033730392174,3.403335730862909,6.770714285714286,7.177658730158731,6.556385805897143,6.659266193607293,5.567952190959119,5.494001984323759,5.445250000000001,5.212499999999999,4.1726702336,4.554004819750467,3.13037625328895,3.64670698074794,3.74625,3.6475000000000004,2.912238848,3.162922150097825,2.5653295031985834,3.0612153974972145,3.2037500000000003,3.1300000000000017,2.573286016,2.3144169529321017,1.6508818319636966,2.088584603323598,5.867916666666667,5.205,4.5685351424,5.299810504850786,5.336714126418482,4.731568273274606,2.845,2.5825,2.4571880960000003,2.6004589587178497,2.1953635503280062,2.010645570440815,6.0304166666666665,5.714999999999999,4.7902699008,5.000965548952743,4.580583383035775,4.793104718721011,4.3325,4.1225,3.508302208,3.9552219382006832,2.2475825873573494,3.3493140029861617,5.876875,6.0725,5.179214207999999,5.603048342450663,4.903703857853055,5.380775380046959,8.761875,8.761875000000003,7.9983732032,7.888461524790795,6.470948765394111,6.399814791406366,7.688872549019608,7.688872549019607,7.659953502117647,7.50777722326151,5.970202271120488,5.341905562579251,6.275,5.580000000000001,4.542462976,3.4130209168101158,3.847118608721812,4.287815823539257,,,,,7.116249999999999,5.435,3.9998629888000004,3.340439665539184,5.977188577943047,2.5947155603603838
1998-05-31,PREMON,14.85,7.06,6.945,7.4,8.36,5.05,4.35,8.3025,3.51,8.01,4.85,6.6,9.8075,6.631666666666666,6.35,6.5,12.0,11.534739583333334,10.763229166666665,11.562351665664,9.709255583276603,11.088476702835763,11.296469202464017,5.8275,6.2025,5.978146969599999,5.052001344157259,7.361721289709627,3.6675365222263276,5.891041666666666,5.891041666666666,5.7680777984,5.484955524492159,6.934964792214565,6.945,6.770714285714286,6.770714285714286,6.893831483538286,6.894126523151043,9.170348126145363,9.30531805730797,5.52425,5.661249999999998,5.847602140159999,5.601099994630669,6.068921183021195,7.524301906966221,3.6643749999999997,3.8025,3.7673433088,3.695050447023151,4.598154762721928,4.442419897040551,2.8075,3.415000000000001,3.2839716096,2.605908961468657,4.483510290935495,4.018643751696105,5.576875,6.038125000000001,6.06212108544,5.781851239131752,7.660532335002612,6.111084366741905,3.00375,2.87,2.8783128576,2.8006709743433267,3.546674733083462,2.9545638823529163,6.038958333333333,5.8687499999999995,6.07816194048,5.256413424606608,9.300230091089478,7.174072405150497,3.8,4.27,4.0449813248,4.157459936230537,5.515383683757662,4.823898332817985,4.87125,6.205,5.7475285248,5.571364901957671,6.881743285967843,5.913240984048745,8.82,8.761875000000003,8.72202392192,8.376995480471907,10.522295118861209,10.083198073840991,8.138394607843138,7.688872549019607,7.248638767937255,7.4661064775107375,8.348007296148596,8.150034192623371,5.94875,5.75,5.2654777856,3.9889192604466377,6.845299588043735,5.008631027146825,8.325000000000001,7.264620799999999,4.70994259927828,0.9386948228783201,7.2524999999999995,6.4224999999999985,7.199917793280001,4.6900011348381945,7.813163359510796,5.285105798088411
