Date,Season,Ron,Shirhatti,Mundargi,Gadag,Nargund,Ron_Trend,Ron_SMA,Ron_EWMA,Ron_DES,Ron_TES,Ron_ARIMA,Shirhatti_Trend,Shirhatti_SMA,Shirhatti_EWMA,Shirhatti_DES,Shirhatti_TES,Shirhatti_ARIMA,Mundargi_Trend,Mundargi_SMA,Mundargi_EWMA,Mundargi_DES,Mundargi_TES,Mundargi_ARIMA,Gadag_Trend,Gadag_SMA,Gadag_EWMA,Gadag_DES,Gadag_TES,Gadag_ARIMA,Nargund_Trend,Nargund_SMA,Nargund_EWMA,Nargund_DES,Nargund_TES,Nargund_ARIMA
1996-02-29,POMRB,12.383333333333333,10.785,6.84,9.53,24.08,,,12.383333333333333,12.408513097455241,12.46296875,0.0,,,10.785,11.148709512665668,11.248256582366235,0.0,,,6.84,7.122064710564994,6.712042976824662,0.0,,,9.53,9.243391497035418,9.004628848830952,0.0,,,24.08,24.5881026031677,24.29643576000415,0.0
1996-05-31,PREMON,9.066666666666668,13.8125,9.416666666666666,9.6125,20.23638888888889,,,11.056666666666667,12.422645614907236,9.221525565558634,12.383291129919606,,,11.996,12.289859604753559,12.24225552738908,9.976697871320944,,,7.870666666666667,7.668926796700611,8.037998252628004,6.370838231025312,,,9.562999999999999,9.235172417392436,10.662259090820454,8.688002592496236,,,22.542555555555555,23.860928879660676,26.51901240357175,24.079256383923024
1996-08-31,MONSOON,12.173333333333332,12.235,2.25,9.475,18.71076923076923,11.200520833333334,,11.503333333333334,12.43681984477884,12.39902761178807,10.71228543387394,11.365312499999998,,12.0916,12.19781613598993,12.066769035339284,11.976211680077345,7.751354166666666,,5.6224,6.341438965933809,7.701130067071885,7.881375125135458,8.4375,,9.5278,9.16787948222753,8.635697027960129,8.763213527845759,22.13428952991453,,21.009841025641027,23.01862645244556,25.423876650199517,21.331387921126872
1996-11-30,POMKH,11.716666666666667,9.0575,10.635,6.5200000000000005,25.435,11.526458333333332,11.335,11.588666666666667,12.451006354423173,12.008842954905376,11.211654772270984,10.4890625,11.472499999999998,10.87796,10.713788304501588,11.335177034787352,12.009492940391183,7.827708333333335,7.285416666666666,7.62744,7.374978129172865,5.70673429137605,5.778312044470087,7.938124999999999,8.784375,8.32468,7.778841453992578,7.800525009987645,8.637861968929888,23.37349091880342,22.11553952991453,22.779904615384616,23.29435348371801,24.481141745053748,21.043583761049437
1997-02-28,POMRB,11.3075,9.927499999999998,10.5675,6.754999999999999,24.23,12.093541666666667,11.066041666666667,11.476199999999999,12.465205550698313,12.725109212452594,11.156606607355375,9.5540625,11.258125,10.497776,10.300274635756056,10.664809861390335,9.962662372374776,8.182708333333334,8.217291666666668,8.803464,8.13956473928722,7.013182394940651,7.275199261480033,7.588125,8.090625,7.696808,7.16052313510007,8.557221477757361,5.943943011865211,25.612596153846155,22.15303952991453,23.35994276923077,23.350901361855996,25.919954795103397,23.490483488426605
1997-05-31,PREMON,12.75,7.66,6.3000000000000025,8.3925,30.0,11.926874999999999,11.986875,11.98572,12.4794327671211,9.395578550767983,11.794053246287925,9.423125,9.719999999999999,9.3626656,9.052307783585167,11.499305419914101,11.589559454689013,8.206666666666667,7.438125000000003,7.802078400000001,7.680778943113458,9.217873456830729,8.187475568960295,7.511562499999999,7.785624999999999,7.9750848,7.587595988399823,8.976195335220366,6.158180221648695,26.631874999999997,24.59394230769231,26.01596566153846,24.249249495405575,27.22367001702747,22.073488407969272
1997-08-31,MONSOON,13.026666666666666,10.9075,8.206666666666667,7.895,26.86,11.2259375,12.200208333333332,12.402098666666667,12.49367839037646,12.75052561541671,11.453464257018236,9.274375,9.388124999999999,9.98059936,9.840009226936962,8.175374210765671,8.601214521104366,6.885104166666668,8.927291666666669,7.963913706666668,7.797214724169694,7.77909990897413,7.653899804911613,7.74625,7.390624999999998,7.9430508799999995,7.582871992069081,7.197654699848281,7.651003332374046,26.625156249999996,26.63125,26.353579396923074,24.54932497457481,27.21703864983921,26.81195148463649
1997-11-30,POMKH,9.53,9.3375,4.87,7.4875,25.44,10.631770833333334,11.653541666666666,11.2532592,12.507911223869462,12.38157689677915,11.842568413901708,9.673750000000002,9.458124999999999,9.723359616,9.559350852062584,8.936010051547848,8.35204725413666,6.286250000000002,7.486041666666669,6.726348224000001,7.074752257083145,7.292374196606684,7.774987205485326,7.9484375,7.632499999999998,7.760830528,7.393702182550449,6.28693820108575,7.197458601023901,26.4740625,26.6325,25.988147638153848,24.59486323709062,27.756096384430123,22.878922853614885
1998-02-28,POMRB,7.886666666666668,8.457500000000001,5.7600000000000025,7.664999999999999,24.17125,10.575937499999998,10.798333333333334,9.906622186666667,12.52214658584961,12.783668883270387,11.484833924507717,10.267812500000002,9.090625,9.2170157696,9.009741934366449,9.824960992375358,9.671059307945708,5.6000000000000005,6.284166666666669,6.3398089344000015,6.745004825782691,6.713652837997611,7.003428811768501,8.150312499999998,7.8599999999999985,7.722498316799999,7.376155486411837,8.36397482553935,6.825962162782326,26.376562500000002,26.617812500000003,25.26138858289231,24.446554385136814,28.522678562853578,26.393371820103894
1998-05-31,PREMON,11.4175,12.325,6.316666666666667,9.1,28.85,10.836416666666667,10.465208333333333,10.510973312,12.536427285887186,10.01308355129284,10.731357058403068,10.085104166666666,10.256875,10.460209461759998,10.456614430100934,10.292698474215953,9.325746261740704,5.087291666666667,6.288333333333336,6.330552027306668,6.631044287357178,7.762214865518144,6.664765796172979,8.3059375,8.036874999999998,8.27349899008,8.024446327528963,9.370054644967304,6.987779629746447,26.422187500000003,26.330312500000005,26.696833149735383,25.01013235966922,29.75031218672928,22.801739219583002
1998-08-31,MONSOON,13.912499999999998,10.995,2.7,8.8025,27.23,11.710333333333333,10.686666666666666,11.871583987200001,12.550744805930794,12.762545576306179,10.681812789596654,10.0296875,10.27875,10.674125677055997,10.642343404303446,10.386136621136888,11.786260343968067,5.464791666666667,4.911666666666669,4.878331216384001,5.666476106972289,6.7010387310179516,6.555948576467769,8.516749999999998,8.263749999999998,8.485099394048,8.226975085730489,7.75842167144541,8.295994080977518,26.684531250000003,26.422812500000003,26.910099889841227,25.249946146380108,28.866433218571316,28.238529566646143
1998-11-30,POMKH,10.727999999999998,7.788333333333331,6.275,7.8249999999999975,25.435,12.500645833333332,10.986166666666666,11.41415039232,12.565052200325763,11.931348444366105,11.812270187444,9.926874999999999,9.891458333333334,9.519808739566932,9.29604347359942,9.910999709806996,9.813428895831937,5.569166666666667,5.262916666666668,5.436998729830401,5.805946263097561,5.078538183402363,5.559967248724984,8.910374999999998,8.348124999999998,8.221059636428798,7.884974723487599,7.032223319899623,8.024778889868637,27.091250000000002,26.4215625,26.320059933904734,25.189049808804448,28.9174133396466,23.35853596966659
1999-02-28,POMRB,13.679999999999998,9.563333333333333,7.375,9.014,26.275,12.468979166666665,12.434499999999998,12.320490235392,12.57940022576656,12.08740474547584,11.975686771467265,9.399270833333333,10.167916666666667,9.537218577073492,9.36577897598263,9.330851218809858,8.481272196476612,5.8075,5.666666666666668,6.21219923789824,6.178515183912299,5.427915497652038,5.723561331118165,9.4280625,8.685374999999999,8.538235781857278,8.250980844317601,8.892252193665767,7.133643261939457,27.18875,26.9475,26.30203596034284,25.261132191452905,29.184285232795812,27.390522858582727
1999-05-31,PREMON,11.946666666666667,10.396666666666668,5.536666666666666,10.9,30.0,12.706416666666666,12.566791666666663,12.170960807901867,12.59375016586408,10.661492082630451,11.51848772268716,9.374166666666666,9.685833333333335,9.880997812910763,9.779749772638791,10.729781244270098,10.436825009098515,5.871874999999999,5.471666666666668,5.94198620940561,6.0135281738915936,7.220410233386876,6.122908582292377,9.9979375,9.135374999999998,9.482941469114367,9.306367911286575,10.335089422988725,8.217592378673773,27.14375,27.235000000000007,27.781221576205702,25.871297354680305,30.718680446541555,24.06797100361453
1999-08-31,MONSOON,13.13,8.7025,5.386666666666668,11.144000000000002,26.86,12.99,12.371166666666664,12.554576484741121,12.608126152784854,13.37232376128196,11.081930303459396,9.737083333333334,9.112708333333336,9.409598687746458,9.240036848003074,9.446509312864475,10.700111118802475,5.178541666666666,6.143333333333334,5.719858392310033,5.852424048201985,6.098145725720991,5.95616094013682,10.226291666666668,9.720749999999997,10.147364881468622,9.969761563745722,9.16779322482047,9.936959943148896,26.623124999999998,27.142500000000002,27.41273294572342,25.92666598332239,29.64592244340241,29.12732125601296
1999-11-30,POMKH,13.41,9.88,4.1033333333333335,10.0425,25.445,13.18375,13.041666666666664,12.896745890844674,12.622520742671638,12.100241722524594,12.056177230657005,9.946875,9.635625000000003,9.597759212647874,9.478269061566525,8.18397879977014,7.478571463401087,4.848333333333334,5.600416666666668,5.073248368719353,5.418977683160666,5.319296549623555,5.794189725462738,10.176833333333333,10.275124999999997,10.105418928881173,9.81182205450392,8.937638226085754,10.159401982243239,25.81375,27.145000000000003,26.625639767434052,25.76515143690527,29.222801492499944,23.753674209244707
2000-02-29,POMRB,13.266666666666666,10.375,4.0,8.623333333333333,22.1,13.556354166666669,12.93833333333333,13.04471420117347,12.636930454303611,12.8409601369487,11.734910242036069,10.173229166666669,9.83854166666667,9.908655527588724,9.83107810555245,9.826367671923768,9.40922512643762,5.017083333333333,4.756666666666668,4.643949021231612,5.066350301903915,5.0499753477688945,5.349882039705818,9.656020833333335,10.17745833333333,9.512584690662038,9.079066871826855,10.96374693237736,9.155222039364476,25.61875,26.10125,24.815383860460432,25.135047122895767,29.315294779714502,28.193917137531084
2000-05-31,PREMON,13.91,11.263333333333335,6.2700000000000005,10.895,27.7,13.587541666666665,13.429166666666665,13.390828520704082,12.651361813036855,11.312788337374275,12.117740045494184,9.883958333333336,10.055208333333336,10.45052664988657,10.423641465859179,11.409302183972638,11.378499750750366,5.3565625,4.940000000000001,5.294369412738968,5.35125378539967,6.073834185324763,4.9929752796447735,8.680520833333334,10.17620833333333,10.065550814397223,9.736879566601818,11.096315385901752,7.8614420100691715,25.930625,25.526249999999997,25.96923031627626,25.425280321490842,30.19340866970682,22.247322397674903
2000-08-31,MONSOON,14.1475,9.646666666666668,6.003333333333333,6.9825,27.6,13.63102083333333,13.683541666666665,13.693497112422449,12.665811485902715,13.862821266769833,12.024256951543746,9.153958333333334,10.291250000000003,10.128982656598609,10.015919553525514,10.234952062514903,10.952488615723965,5.773958333333334,5.094166666666668,5.577954980976714,5.501766866971284,5.433697465599989,5.299714192896365,8.073541666666666,9.13583333333333,8.832330488638334,8.288131290015093,9.521262835035913,9.932401704642864,26.18375,25.711249999999996,26.621538189765758,25.656990987150593,28.433000559505643,29.776675774859896
2000-11-30,POMKH,12.642,6.621666666666666,6.2025,6.4,27.2,13.120083333333334,13.491541666666667,13.27289826745347,12.680265073511176,12.876332244100967,12.360625708289103,8.552916666666667,9.476666666666668,8.726056260625832,8.429233797879071,9.063055382001844,8.719299033238679,5.883958333333332,5.618958333333335,5.8277729885860285,5.663876071848565,4.983407267857133,5.460887278929021,7.447083333333332,8.225208333333331,7.859398293183001,7.264058180185005,6.888412508900565,6.365580073673134,25.28,26.15,26.852922913859455,25.79479666989752,27.937795466086914,23.079265156481796
