Date,Season,Bhikangaon,Maheshwar,Jhiranya,Bhagwanpura,Segaon,Kasrawad,Khargone,Badwah,Gogawan,Bhikangaon_Trend,Bhikangaon_SMA,Bhikangaon_EWMA,Bhikangaon_DES,Bhikangaon_TES,Bhikangaon_ARIMA,Maheshwar_Trend,Maheshwar_SMA,Maheshwar_EWMA,Maheshwar_DES,Maheshwar_TES,Maheshwar_ARIMA,Jhiranya_Trend,Jhiranya_SMA,Jhiranya_EWMA,Jhiranya_DES,Jhiranya_TES,Jhiranya_ARIMA,Bhagwanpura_Trend,Bhagwanpura_SMA,Bhagwanpura_EWMA,Bhagwanpura_DES,Bhagwanpura_TES,Bhagwanpura_ARIMA,Segaon_Trend,Segaon_SMA,Segaon_EWMA,Segaon_DES,Segaon_TES,Segaon_ARIMA,Kasrawad_Trend,Kasrawad_SMA,Kasrawad_EWMA,Kasrawad_DES,Kasrawad_TES,Kasrawad_ARIMA,Khargone_Trend,Khargone_SMA,Khargone_EWMA,Khargone_DES,Khargone_TES,Khargone_ARIMA,Badwah_Trend,Badwah_SMA,Badwah_EWMA,Badwah_DES,Badwah_TES,Badwah_ARIMA,Gogawan_Trend,Gogawan_SMA,Gogawan_EWMA,Gogawan_DES,Gogawan_TES,Gogawan_ARIMA
1996-02-29,POMRB,8.99,4.66,7.93,6.35,2.77,5.4250000000000025,7.115,5.136666666666666,9.18,,,8.99,11.56615371227144,9.944199246664965,0.0,,,4.66,4.948008493850347,4.926893362980819,0.0,,,7.93,7.227132767470114,7.907649124444611,0.0,,,6.35,5.817724519413536,6.831044689218707,0.0,,,2.77,2.3230313935824403,2.819975950632011,0.0,,,5.4250000000000025,6.484519508455848,4.395802619729701,0.0,,,7.115,6.6358920273597075,6.045612343704622,0.0,,,5.136666666666666,3.9465501610530307,4.831361693823686,0.0,,,9.18,9.276705520408411,9.165531903313301,0.0
1996-05-31,PREMON,12.37,7.503333333333333,8.9,8.5,4.28,7.2,7.45,6.963333333333333,10.555,,,10.342,14.522134383275038,13.202529030547984,8.989895974354946,,,5.797333333333333,5.294707086103379,6.460729879913641,3.291279004225322,,,8.318000000000001,7.546443344877651,9.182178380354843,1.650686108601476,,,7.21,6.3400008977868305,9.049928700706538,1.805395744725593,,,3.374,2.7768852026872035,4.226350513692459,1.5608940743920954,,,6.135000000000002,6.475410198334311,9.736931325105711,3.1284647609773217,,,7.2490000000000006,6.816152438829819,10.052868399224305,4.742609384324073,,,5.867333333333333,4.562636406591415,6.933611019760896,2.238961715132517,,,9.73,9.386601190338904,10.636711390193897,9.179971545823474
1996-08-31,MONSOON,7.355,3.2833333333333337,6.72,6.125,2.15,4.975,5.39,2.43,8.425,9.07875,,9.147200000000002,13.981254124313242,5.545947991812511,11.182739406008942,4.973333333333334,,4.791733333333333,5.024288468159513,4.017923466849915,5.1631871828277776,7.61625,,7.678800000000001,7.236036175504383,6.449386913818621,1.5773413573529091,6.43375,,6.776,6.199659607484753,4.921773877109308,2.621793516062988,2.9762499999999994,,2.8844,2.558562432304871,2.0452028786686673,2.5792038480793513,4.79,,5.671000000000001,6.466313668042422,2.647816256839349,4.616568746696423,6.010625,,6.5054,6.480383469614179,4.878577282613945,5.320850134772443,4.595416666666667,,4.4924,3.7626455722960923,3.0767414185615722,3.2926849985348823,8.630625,,9.208,9.268704721236636,8.027299158775204,9.886939715849335
1996-11-30,POMKH,7.73,4.543333333333334,6.98,5.05,2.55,2.335,4.875,4.1433333333333335,6.6850000000000005,8.92875,9.11125,8.58032,13.316060466457806,6.551883827488923,8.576459337839363,4.719583333333334,4.9975000000000005,4.692373333333333,4.960640166610562,4.411826970172721,3.34344333927792,7.4475,7.632499999999999,7.399280000000001,7.048808078646939,6.538478226595571,2.4763730803646347,6.36125,6.5062500000000005,6.0855999999999995,5.848290715353524,5.424807186519564,2.817615885914243,2.88,2.9375,2.7506399999999998,2.5033659371420374,2.4253608285915145,2.7138677215590103,4.465,4.983750000000001,4.336600000000001,6.457229896492857,3.6153594094660617,4.6098909005604245,5.780625000000001,6.2075000000000005,5.8532399999999996,6.103709393804148,4.874538252506602,4.84688812625551,4.425416666666667,4.668333333333333,4.352773333333333,3.6409220674343876,3.813444783429703,2.479753722380679,8.603750000000002,8.71125,8.1988,8.98626922077711,7.754983800101741,9.354744525154993
1997-02-28,POMRB,8.73,4.466666666666667,7.8,5.77,3.08,3.875,5.54,4.553333333333334,8.535,8.721875,9.046249999999999,8.640192,12.948085052027585,10.150527558834172,8.648091115981378,4.407916666666667,4.949166666666668,4.602090666666666,4.8952152062172845,5.04358461423385,4.514081850510119,7.2,7.6,7.5595680000000005,7.1396283937448715,7.914914744351287,7.8528711899708465,6.326875,6.36125,5.959359999999999,5.7440034416382435,6.7957568619069075,5.318133020481593,2.7037500000000003,3.015,2.882384,2.5994194826545742,2.9248964960051835,2.471569651884508,3.915,4.5962499999999995,4.151960000000001,6.44815889733283,4.2020189564578105,4.241389085110416,5.859375,5.813750000000001,5.727944,5.967295595520453,5.6017432673061,5.788946885083509,4.4174999999999995,4.5225,4.432997333333333,3.7149063835677985,4.95472732873207,4.978025573898611,8.841875,8.549999999999999,8.33328,8.921080167399477,9.001982279491479,8.701865867123038
1997-05-31,PREMON,11.43,5.666666666666668,7.68,8.5,3.2,6.15,7.1850000000000005,6.1866666666666665,10.985,8.668125,8.81125,9.7561152,13.70730618680731,13.328706113735166,10.460327585516984,4.208333333333334,4.490000000000001,5.027921066666667,5.0008007139603965,6.439328254609899,6.8846903980143495,6.9425,7.295,7.6077408,7.210438497846204,9.189365034570374,8.772137623480633,6.361250000000001,6.36125,6.9756160000000005,6.286656460721149,8.919744371505079,6.791476565382327,2.6875,2.745,3.0094304000000003,2.699625714841979,4.423575353168532,3.771006835094058,3.58375,4.333749999999999,4.951176,6.439100658171139,8.918149378549678,5.182526330977575,6.104375,5.747500000000001,6.3107664,6.241211344500205,8.979181291725956,5.725271015392353,4.48,4.328333333333333,5.1344650666666665,4.351497074807528,6.838395966577499,6.499320885117991,9.21125,8.657499999999999,9.393968000000001,9.11155463587608,10.36668680590362,9.194513957623048
1997-08-31,MONSOON,6.64,2.6266666666666665,5.96,5.85,1.82,1.625,6.285,3.143333333333333,9.9,8.640625,8.6325,8.50966912,11.801397887791603,5.488873487571316,8.643975516258969,4.064583333333333,4.325833333333334,4.067419306666666,4.681274076492265,3.1879563578873307,2.4217420263372547,6.726249999999999,7.105,6.9486444800000005,6.796612431883239,6.455866359086604,6.39413067230946,6.390000000000001,6.2925,6.5253696,6.099204608199072,4.814269484324733,5.296617847498256,2.68,2.6625,2.5336582400000003,2.4180737987091843,1.6675610775581002,1.9727749231715934,3.5881250000000002,3.4962499999999994,3.6207056,6.430055109723968,1.7224798597983941,4.210889735353756,6.226875000000001,5.971250000000001,6.30045984,6.244528728760222,4.2551702542709,5.219814801567245,4.3975,4.506666666666667,4.338012373333333,3.9705593498566234,2.6834637873692286,2.1848464101731286,9.360624999999999,9.026249999999997,9.5963808,9.172041033905371,7.912088222355843,8.759153450074153
1997-11-30,POMKH,8.015,3.6033333333333335,5.68,5.6,2.75,3.035,5.94,3.93,8.165,8.532499999999999,8.70375,8.311801471999999,10.830089647523431,6.38172689674981,7.866559874958307,3.9758333333333336,4.090833333333333,3.8817849173333334,4.536847862377819,3.6590523127459527,4.001916651718517,6.77125,6.78,6.441186688,6.362473505044751,6.544515593492697,6.792212005292399,6.356249999999999,6.430000000000001,6.15522176,5.899433740868268,5.288122709272791,4.395916581374141,2.81,2.7125000000000004,2.6201949440000005,2.453125019835599,2.0691621446851096,2.2007344566408165,3.5768750000000002,3.671249999999999,3.38642336,6.421022278989185,1.572641848097443,1.745052200063849,6.2,6.237500000000002,6.156275904,6.16764025864708,5.096586073853713,5.366806318465462,4.317083333333333,4.453333333333333,4.174807424,3.8878124371109526,3.8782885592741523,4.360089639003152,9.404375,9.396249999999997,9.023828479999999,9.049990096772449,7.991455308569046,8.334644781293928
1998-02-28,POMRB,8.225,4.256666666666667,7.37,5.45,2.82,3.21,5.455,4.1066666666666665,8.25,8.546875,8.5775,8.2770808832,10.10507848429414,10.058601750592306,8.818096276110895,4.2184375,4.038333333333334,4.031737617066667,4.5002036379416595,4.2074149986976765,3.997667302504521,6.9875,6.6725,6.8127120128000005,6.482862896545545,7.920198793583785,7.57584327796854,6.4312499999999995,6.3500000000000005,5.873133056,5.713014908090323,6.778702453639605,5.599489423560076,3.01125,2.6475000000000004,2.7001169664000004,2.4964147469717477,2.819037500826954,2.696900823328468,3.8631249999999997,3.504999999999999,3.3158540160000003,6.412002138773468,3.4232544392066417,3.7092108253641314,6.170208333333333,6.216250000000002,5.8757655424,5.996864897767203,6.293150090685296,6.155890845007146,4.467395833333333,4.341666666666666,4.147551121066667,3.886202274265154,4.801167920257893,4.606583627610695,9.254999999999999,9.324999999999996,8.714297087999999,8.949236612335877,9.513465820738292,9.113584295973789
1998-05-31,PREMON,11.07,5.166666666666667,8.47,8.55,4.5,6.725,7.055,5.9899999999999975,11.62,8.434375000000001,8.4875,9.394248529919999,10.805812759839158,13.165782248370062,11.075864540059968,4.677812500000001,3.913333333333334,4.485709236906667,4.591492933488425,5.882070601159544,6.186232105122263,7.17,6.870000000000001,7.4756272076800006,6.9434813582000485,9.194397208797225,8.031757186253055,6.655000000000001,6.362500000000001,6.9438798336000005,6.277298229896118,8.849912591334283,7.44455605299273,2.97875,2.9725,3.42007017984,2.9586344189157145,4.248338971205381,3.474452188061004,4.026041666666667,3.6487499999999993,4.6795124096,6.402994696475552,8.191812063377235,5.4569371090732055,6.025416666666667,6.183750000000002,6.34745932544,6.234006763917245,9.238281821796013,6.275090175224305,4.711666666666666,4.292499999999999,4.884530672639999,4.516020739191407,6.565267596059902,6.100053183442929,8.769375,9.483749999999995,9.876578252799998,9.20130094887909,10.70202435926602,9.969381731836698
1998-08-31,MONSOON,7.115,5.067500000000001,6.9,6.4,2.13,3.34,6.176666666666666,4.5425,8.07,8.250625,8.606250000000001,8.482549117951999,9.494272988758814,5.292076717853215,7.496470046406305,4.9265625,4.523541666666668,4.718425542144001,4.657065833784156,2.656202728221598,2.2215632290272977,7.26375,7.105,7.245376324608001,6.92382700468894,6.4613498303584045,6.292813292606042,6.9725,6.5,6.72632790016,6.220228463528837,4.7653140813006045,5.547054185104324,2.9174999999999995,3.05,2.904042107904,2.684796776967692,2.156314430833832,2.202982727948138,4.165,4.077499999999999,4.14370744576,6.393999882143559,1.5958503979325331,3.2591318080902543,6.168541666666666,6.156666666666668,6.279142261930666,6.214046429195393,4.2976181187352,5.58368486852392,4.954270833333333,4.642291666666665,4.747718403583999,4.616991874266111,2.663893783354669,2.6345654833017957,8.46375,9.026249999999996,9.153946951679998,9.066563208598433,8.313697502085065,9.454919700958095
1998-11-30,POMKH,6.64,4.8375,6.2,6.84,2.18,2.623333333333333,4.89,4.485,6.109999999999999,8.161875,8.262500000000001,7.745529470771199,8.309413533276052,6.300396709975964,7.911346703176079,5.254895833333333,4.832083333333335,4.7660553252864,4.682708356425585,4.4513649490383855,5.2271045371577936,7.371250000000001,7.235000000000001,6.827225794764801,6.705259482312071,6.550536817652411,6.265267609771091,7.225625,6.8100000000000005,6.771796740096001,6.277430941175298,5.343513739805298,5.061159881127102,2.83375,2.9074999999999998,2.6144252647424002,2.499698066684957,2.4774603296679527,2.8283695587580673,4.9939583333333335,3.9745833333333325,3.535557800789333,6.385017698191165,2.2947082918355557,2.962568432080946,6.670624999999999,5.894166666666668,5.723485357158399,5.902440667211581,5.055078389811355,5.548805857129934,5.405625000000001,4.781041666666665,4.642631042150399,4.669795818789509,4.093205705026209,4.590447549267815,8.296249999999999,8.512499999999996,7.936368171007999,8.746683378676126,7.899533957804602,8.18163899219026
1999-02-28,POMRB,8.129999999999999,5.012499999999998,7.6,6.75,2.9,4.733333333333333,7.65,5.4925,7.86,8.900625,8.238750000000001,7.899317682462719,8.117298198128616,9.754919150676978,8.17950117467024,5.517812500000001,5.021041666666668,4.864633195171839,4.728544157738362,5.196540722001738,4.781356129192186,7.49375,7.292500000000001,7.13633547685888,6.917187634045394,7.926515695407576,7.566225786217406,7.385,7.135000000000001,6.7630780440576,6.301380466869135,7.0404689847503334,5.835831948424547,2.76375,2.9274999999999998,2.7286551588454397,2.550597269152401,2.787013063234641,2.657479866470805,6.010416666666667,4.355416666666666,4.014668013806933,6.376048148224511,3.6228516953373395,3.758226795122362,7.483124999999999,6.442916666666669,6.4940912142950395,6.298429130924894,5.690110022052039,5.326058650898469,5.539375000000001,5.127499999999999,4.982578625290239,5.030598550772881,4.93449601034301,4.390974969637402,8.19,8.414999999999996,7.905820902604799,8.637775439430516,8.987400618689984,8.35726924001554
1999-05-31,PREMON,10.455,7.0375000000000005,9.1,9.275,3.75,11.833333333333336,8.876666666666663,8.215,10.67,9.973125,8.085,8.921590609477633,9.036439519033925,12.89796744032676,10.658536668188843,5.665,5.488750000000001,5.733779917103104,5.041885636539255,6.767281925233931,6.296950969774967,7.718749999999999,7.450000000000001,7.921801286115327,7.56223340502927,9.200842641134233,8.408957360536697,7.46125,7.316250000000001,7.76784682643456,6.896453483439533,9.292553957417265,8.126890018234633,2.865,2.7399999999999998,3.1371930953072638,2.805416584036677,4.266735657680767,3.663109885615987,7.411250000000001,5.6325,7.142134141617493,6.3670912521838,9.001439410848548,6.278462042656624,8.36125,6.898333333333335,7.447121395243689,6.885257215616433,10.193201181365728,7.751739399649255,5.3625,5.683749999999999,6.275547175174143,6.277380350827913,7.007529989972584,6.404986152499238,8.415625,8.177499999999997,9.01149254156288,8.825639757392505,10.206050598980305,9.79824099064263
1999-08-31,MONSOON,13.64,5.300000000000002,7.25,6.95,2.32,6.363333333333332,10.855,3.3875,8.17,11.045000000000002,9.71625,10.80895436568658,11.200266499912242,4.964588673180492,7.094396204443152,5.918749999999999,5.546875000000002,5.560267950261863,5.078130786827685,3.9804353124801333,4.234376080802151,8.09375,7.537500000000001,7.653080771669196,7.603689311216052,6.468154341321469,6.778063897581216,7.49375,7.453750000000001,7.440708095860736,6.823009626467674,5.2571462824347535,5.994454872949036,3.02375,2.7874999999999996,2.8103158571843583,2.6227903992075383,1.8288631442655434,1.975507546612587,9.213333333333335,6.388333333333334,6.83061381830383,6.358146897354822,4.386491975031397,5.380572687857829,8.722916666666666,8.067916666666669,8.810272837146215,7.7918519971128495,5.735145699005204,6.772190288361951,5.449375,5.394999999999999,5.120328305104486,5.764008838406407,4.03132262165109,4.746012387939544,8.833749999999998,8.202499999999997,8.674895524937728,8.74003405172562,7.717313753676182,8.531775665078904
1999-11-30,POMKH,8.695,5.7825,7.65,6.9,2.8,10.806666666666667,7.236666666666667,4.2250000000000005,7.814999999999999,12.886875,10.23,9.963372619411947,10.51139104164814,7.15069548210253,10.239926263048169,6.0671875,5.783125000000002,5.649160770157118,5.174699146405339,5.289311911801312,5.22404445981962,8.375,7.900000000000001,7.651848463001518,7.734064424420635,6.557539023606945,6.412972397541145,7.4825,7.468750000000001,7.224424857516441,6.75591611651323,5.845479587499517,5.726878139493715,3.23625,2.9425,2.806189514310615,2.6139151510272947,2.3829089002201385,2.480969425930115,11.833333333333334,8.434166666666666,8.421034957648963,6.349215140992845,5.1925834601776,4.875986284753561,8.840416666666666,8.654583333333335,8.180830368954396,7.655571037546108,8.297099027411347,7.971125545940657,5.3759375,5.329999999999999,4.762196983062692,5.492008333017551,4.57351394498061,3.948438699288786,9.12375,8.628749999999997,8.330937314962636,8.627244302444288,7.457158668458238,7.269609737413095
2000-02-29,POMRB,14.65,6.0975,9.15,6.95,3.55,10.966666666666667,8.196666666666665,6.4475,9.5,13.353125,11.86,11.838023571647168,12.698421019471594,10.812278659642958,8.699779143514244,5.9809375000000005,6.054375000000002,5.828496462094271,5.300815609998719,6.082171844458067,5.365735789196657,8.32375,8.287500000000001,8.251109077800912,8.276943796794033,7.934349603208831,7.900824330969333,7.475,7.518750000000001,7.114654914509865,6.716499214172063,7.465438181729191,6.049748291261004,3.4237499999999996,3.105,3.103713708586369,2.799880121182481,3.014074373444895,2.9391249381940026,13.640625,9.9925,9.439287641256044,6.340295933048742,8.956475637758482,7.3895312894198355,8.435833333333333,8.791250000000002,8.187164888039304,7.771863355680912,8.433594138962164,7.197103556835643,5.23625,5.56875,5.436318189837616,5.935087359829724,5.282506926537271,4.805189423509462,9.335,9.038749999999997,8.798562388977581,8.697338477794487,9.019927226197762,8.287823244634131
2000-05-31,PREMON,18.67,7.1400000000000015,9.8,8.985,4.8,26.56,9.27,6.6725,11.35,12.996875000000001,13.91375,14.5708141429883,16.24338177231826,14.894230587424063,12.831987972423205,5.958125,6.080000000000002,6.3530978772565625,5.550819615958621,7.741717046285789,7.114038401520412,8.0740625,8.4625,8.870665446680547,8.95007789969769,9.209565887222062,8.922277395822245,7.7825,7.446250000000001,7.862792948705918,7.151464510457488,9.678330364338098,8.446925912774851,3.57375,3.3674999999999997,3.7822282251518216,3.2549246698986205,4.684157612655653,4.033831101251389,12.9765625,13.674166666666666,16.287572584753626,6.331389372458872,14.749685128389808,11.303702699149259,8.0525,8.889583333333334,8.620298932823582,8.10839430307102,11.713488927002997,8.309510628750864,5.4296875,5.1831249999999995,5.93079091390257,6.387368310987145,7.631005816062495,7.721680576192417,9.903125,9.208749999999997,9.819137433386548,8.948106040481044,10.594077323309191,10.365614012640137
