Date,Season,Chopan,Babhani,Chatra,Dudhi,Myorpur,Dhorawal,Robertsganj,Chopan_Trend,Chopan_SMA,Chopan_EWMA,Chopan_DES,Chopan_TES,Chopan_ARIMA,Babhani_Trend,Babhani_SMA,Babhani_EWMA,Babhani_DES,Babhani_TES,Babhani_ARIMA,Chatra_Trend,Chatra_SMA,Chatra_EWMA,Chatra_DES,Chatra_TES,Chatra_ARIMA,Dudhi_Trend,Dudhi_SMA,Dudhi_EWMA,Dudhi_DES,Dudhi_TES,Dudhi_ARIMA,Myorpur_Trend,Myorpur_SMA,Myorpur_EWMA,Myorpur_DES,Myorpur_TES,Myorpur_ARIMA,Dhorawal_Trend,Dhorawal_SMA,Dhorawal_EWMA,Dhorawal_DES,Dhorawal_TES,Dhorawal_ARIMA,Robertsganj_Trend,Robertsganj_SMA,Robertsganj_EWMA,Robertsganj_DES,Robertsganj_TES,Robertsganj_ARIMA
1996-02-29,POMRB,6.33,5.5675,6.13,5.56,7.144,2.56,3.2433333333333336,,,6.33,5.202945297771996,6.671192715447286,0.0,,,5.5675,4.806719880588908,6.279837941143566,0.0,,,6.13,5.776790485840784,5.879847684072043,0.0,,,5.56,5.639653311166305,5.156872462136093,0.0,,,7.144,12.386678950169543,7.144,0.0,,,2.56,3.660347747087326,2.8916109768747384,0.0,,,3.2433333333333336,5.3204898086167836,3.2220468529834085,0.0
1996-05-31,PREMON,9.62,8.983333333333333,8.35,6.73,10.635714285714283,5.215,6.6933333333333325,,,7.646,5.581205782829404,8.07820197266186,3.49379977853835,,,6.933833333333333,5.96522069686925,8.35357981394874,5.567487369628142,,,7.018,6.129449211033143,8.28701976789045,3.7163424035261636,,,6.0280000000000005,5.772464517876201,7.1375800513862,3.5874604858575507,,,8.540685714285713,15.433046431924152,10.635714285714283,2.610244204969238e-10,,,3.622,6.362211211836082,4.625315057804923,1.7215780100486882,,,4.623333333333333,9.156507923344888,6.041749814648172,0.8474072534094451
1996-08-31,MONSOON,2.08,4.913333333333333,5.4,2.45,6.273749999999999,1.075,1.2166666666666668,6.11875,,5.4196,3.930529095986857,4.2521245279047815,5.475328419584191,6.706666666666667,,6.125633333333333,5.706136130250095,4.623035538190334,7.891383667822678,6.20125,,6.3708,6.0042571123395305,5.607968426293372,5.256623364829656,5.166250000000001,,4.5968,5.308683529938805,4.633102100018886,4.5652407919585105,8.215544642857141,,7.633911428571427,12.842158732534111,6.273749999999999,8.946632491180582e-10,2.934375,,2.6032,5.952392092139149,1.6792773762659057,3.3182402755588756,3.577083333333333,,3.2606666666666664,8.319669705627165,1.6738583073795987,1.8247647502346303
1996-11-30,POMKH,6.385,7.0,5.92,5.78,8.235714285714284,2.73,2.9633333333333334,6.144374999999999,6.10375,5.80576,4.006735426990125,4.9220134197096925,3.0657234220045306,6.835000000000001,6.616041666666667,6.4753799999999995,6.120055346825362,5.632006787335485,5.399537831248981,5.723749999999999,6.450000000000001,6.190479999999999,5.972598546196523,5.539429829969465,4.567379736045488,5.358750000000001,5.13,5.070080000000001,5.358704377281609,3.7024055887513914,3.066333872273345,8.421986607142856,8.072294642857141,7.874632571428569,11.346352037038878,8.235714285714284,1.2810579907475776e-09,2.984375,2.895,2.6539200000000003,6.001165588761861,2.084569065799169,1.4473341266188064,3.6491666666666664,3.5291666666666663,3.141733333333333,7.79958160790342,2.715498471112295,0.9536995827005224
1997-02-28,POMRB,6.45,6.2925,4.14,5.85,8.290000000000001,2.875,3.6266666666666665,6.130624999999999,6.133749999999999,6.063456,4.238807103940421,6.821050614033452,6.1293728184239455,6.811354166666667,6.797291666666667,6.402228,6.247613583949015,6.84918364015607,6.058069053266946,5.345000000000001,5.9525000000000015,5.3702879999999995,5.688687222168287,6.08294666140256,5.925601749722331,6.175000000000001,5.2025,5.382048,5.41129603410308,5.106641983240531,5.340747934119488,8.448638392857141,8.358794642857141,8.040779542857141,9.898995426295231,7.144,6.971337184579257,3.195,2.97375,2.7423520000000003,5.717315019764187,3.0165138562239973,2.5029828605327937,3.7370833333333335,3.6249999999999996,3.3357066666666664,7.157761665157502,3.258391960951303,2.977749494191976
1997-05-31,PREMON,9.705,9.285,6.52,7.98,11.14125,5.3,6.886666666666668,5.961875000000001,6.154999999999999,7.5200736,5.61888580309878,8.218955620922003,9.076702210992453,6.361666666666666,6.872708333333334,7.5553368,7.279354055119038,8.97218442119095,8.530338985387214,5.289375,5.495000000000001,5.8301728,5.7902067029834265,7.573123252180275,6.8830569058916025,6.7775,5.515,6.4212288,5.744447678454403,7.242768892502177,6.308093271488018,8.178883928571429,8.48517857142857,9.280967725714284,10.78315768755843,10.699204590423424,10.378660482146483,3.283125,2.995,3.7654112,6.50302543029535,4.8055732447093025,4.9094164247731475,3.724166666666667,3.673333333333334,4.756090666666667,8.144070038788314,6.250767769512682,6.055123374310547
1997-08-31,MONSOON,1.885,4.422499999999999,4.2,7.73,5.98142857142857,2.6750000000000003,1.7266666666666666,5.7562500000000005,6.106249999999999,5.26604416,4.4071375786757585,4.375877811078137,2.393300656043185,5.7559375,6.75,6.30220208,6.638059943360893,5.14134084870996,5.823383996526265,5.286875,5.195,5.1781036799999995,5.541874470486737,4.427398093031535,4.434279139951061,6.5600000000000005,6.835,6.94473728,5.997947612945736,5.26124753350104,3.409116884360939,7.878169642857142,8.412098214285713,7.961152063999998,7.874470245629492,6.36490487033665,6.122120193419361,3.0068749999999995,3.3950000000000005,3.3292467199999995,5.520580991411333,1.8317968672064193,1.3693414129875374,3.435416666666667,3.8008333333333337,3.544321066666667,5.795423995628494,1.6192881667822245,1.3224801391755836
1997-11-30,POMKH,5.23,3.893333333333333,6.675,5.32,6.37,1.835,2.35,5.27125,5.817499999999999,5.251626496,4.436784680107584,4.9485726659913825,5.869187395660176,5.567916666666667,5.973333333333334,5.3386545813333335,5.9162447434288605,5.830956529142326,6.261712963079475,5.0875,5.383750000000001,5.776862207999999,5.6874343236049665,4.350735410308554,5.169225968441862,6.185,6.719999999999999,6.294842368,5.8909082523498935,6.455546042964994,7.92738258590272,7.837477678571428,7.945669642857141,7.324691238399999,6.343892031360614,8.310022949489758,8.036665907273187,2.71125,3.1712500000000006,2.7315480319999996,4.1427753881155525,2.6585874646864944,3.3262833580245195,3.015833333333333,3.6475000000000004,3.06659264,4.200517061322707,2.8659903238644473,2.7642710470740086
1998-02-28,POMRB,5.96,4.553333333333334,3.365,4.57,7.750000000000001,1.56,1.93,4.945,5.694999999999999,5.5349758976,4.747745014078613,6.4873296085392385,5.806243508411162,5.636597222222221,5.538541666666667,5.024526082133333,5.506446046636693,6.00202637315116,4.721445633348107,4.93,5.190000000000001,4.812117324799999,5.333746094925362,5.70696476768011,4.72334983814481,5.65125,6.399999999999999,5.6049054208,5.697268790163029,6.392000638308162,5.3472725735209305,7.946197916666668,7.8106696428571425,7.49481474304,6.518162011072274,7.415743871866537,7.466153950561237,2.450833333333333,2.8425000000000007,2.2629288192,2.9333248739704363,3.162761623998449,2.268741088809465,2.7798611111111113,3.223333333333334,2.611955584,2.8949578624451777,3.385813122548773,3.1661487411241196
1998-05-31,PREMON,6.315,9.52,5.7,6.26,11.355714285714289,4.25,5.226666666666667,4.9825,4.8475,5.84698553856,5.177481163804357,7.837582129450332,9.126726422757017,5.992986111111111,5.597291666666667,6.822715649279999,6.6909510903555764,7.842738718534337,7.9069887864029464,4.3968750000000005,4.985000000000001,5.167270394879999,5.369291546976277,7.030300823414777,5.9816308179035715,5.11875,5.969999999999998,5.86694325248,5.758641348768137,7.356256352997286,6.372088521749152,8.199717261904762,7.864285714285714,9.039174560109714,9.555698073217778,10.738688026372019,10.716202952075868,2.404166666666667,2.580000000000001,3.0577572915199998,3.3176904969585084,4.5263131493384705,4.361420890942211,2.888472222222222,2.8083333333333345,3.6578400170666665,3.6997229173437582,6.318358975652698,6.06964061679704
