Date,Season,Valangaiman,Nannilam,Thiruvarur,Mannargudi,Madukkur,Muthupet,Kodavasal,Needamangalam,Thiruthuraipoondi,Valangaiman_Trend,Valangaiman_SMA,Valangaiman_EWMA,Valangaiman_DES,Valangaiman_TES,Valangaiman_ARIMA,Nannilam_Trend,Nannilam_SMA,Nannilam_EWMA,Nannilam_DES,Nannilam_TES,Nannilam_ARIMA,Thiruvarur_Trend,Thiruvarur_SMA,Thiruvarur_EWMA,Thiruvarur_DES,Thiruvarur_TES,Thiruvarur_ARIMA,Mannargudi_Trend,Mannargudi_SMA,Mannargudi_EWMA,Mannargudi_DES,Mannargudi_TES,Mannargudi_ARIMA,Madukkur_Trend,Madukkur_SMA,Madukkur_EWMA,Madukkur_DES,Madukkur_TES,Madukkur_ARIMA,Muthupet_Trend,Muthupet_SMA,Muthupet_EWMA,Muthupet_DES,Muthupet_TES,Muthupet_ARIMA,Kodavasal_Trend,Kodavasal_SMA,Kodavasal_EWMA,Kodavasal_DES,Kodavasal_TES,Kodavasal_ARIMA,Needamangalam_Trend,Needamangalam_SMA,Needamangalam_EWMA,Needamangalam_DES,Needamangalam_TES,Needamangalam_ARIMA,Thiruthuraipoondi_SMA,Thiruthuraipoondi_EWMA,Thiruthuraipoondi_TES,Thiruthuraipoondi_ARIMA
1996-02-29,POMRB,2.1,1.315,5.18,1.6480000000000001,3.4200000000000004,4.23,1.0614285714285714,0.84,1.795,,,2.1,1.6451280359815554,1.8988640636983825,0.0,,,1.315,5.200050254529449,1.3952005204952973,0.0,,,5.18,5.633258671017913,4.910324212272607,0.0,,,1.6480000000000001,2.662014742917016,1.45565777753025,0.0,,,3.4200000000000004,6.770926217229421,3.0633683898699866,0.0,,,4.23,3.711628911832928,4.23,0.0,,,1.0614285714285714,6.751135476645852,1.0614378028317155,0.0,,,0.84,3.8738053756274358,0.8178462402890254,0.0,,1.795,1.9693051598392346,0.0
1996-05-31,PREMON,3.3,3.74,6.69,5.064,5.57,5.02,4.083333333333333,2.47,,,,2.58,1.5762128815775382,3.2372089259082517,0.6945680751495689,,,2.285,8.781407535355806,3.450795551062991,0.5673364874591819,,,5.784,5.771206434322168,6.2915721387688155,2.4139569429047936,,,3.0144,2.728429040759929,4.576197888926597,0.4615662787379232,,,4.28,8.85901935661086,6.122095526211897,0.9740547017277261,,,4.546,3.7756740433128915,5.02,4.229998273486267,,,2.270190476190476,13.066558712119319,4.083341579402223,1.2293385313829714e-07,,,1.492,6.776944471215552,2.78442330285248,-5.770159712418647e-22,,,,
1996-08-31,MONSOON,3.4,2.075,7.14,3.53,9.085,5.3900000000000015,3.99,1.83,2.34,2.69125,,2.9080000000000004,1.6405157026838497,3.1328727065591755,1.1686572996326012,2.051875,,2.201,7.349719240893585,2.247332794470113,1.5792838198256258,6.166250000000001,,6.3264,5.948704048196485,7.402240778999917,3.383826823811451,3.0172499999999998,,3.22064,2.760038016464027,4.001441107665354,1.4313672299740607,4.8481250000000005,,6.202,12.880408066179001,6.360063860362362,1.6962732960802789,4.282500000000001,,4.883600000000001,3.9766832709929236,5.3900000000000015,4.918970101753001,2.510357142857143,,2.9581142857142853,15.03984534521695,3.9900073156486346,4.5855087354606957e-07,1.4975,,1.6272000000000002,7.197317569308973,1.4986941363867894,-2.2748701350227824e-21,,2.013,2.0534378399522417,1.2390572811571257
1996-11-30,POMKH,2.16,1.07,6.35,1.65,2.575,3.435,0.9066666666666668,0.79,1.07,2.66125,2.74,2.6088000000000005,1.476358248203628,2.048158784202608,1.4995040704984903,1.9825000000000002,2.05,1.7486000000000002,3.976519720660062,1.0079578950709183,1.1161701027250301,5.93375,6.34,6.335839999999999,6.0040502967031735,5.475644440148899,4.252112331918351,3.0234999999999994,2.973,2.592384,2.7498289443974566,1.3491043350249197,1.2439710019201373,4.490625,5.1625000000000005,4.7512,9.42813811797488,3.921176683486376,3.0760349970541787,3.955,4.51875,4.304160000000001,3.6973130926123425,3.435,4.699961942238742,2.510357142857143,2.510357142857143,2.137535238095238,9.044173178549752,0.906673284563288,4.043868154225585e-07,1.58875,1.4825000000000002,1.2923200000000001,4.969956638863818,0.4215240203140642,-8.52621077262063e-22,,1.6358000000000001,1.8591858222460385,1.519833067470882
1997-02-28,POMRB,1.71,1.33,3.79,2.002,0.905,2.34,1.0614285714285714,0.96,2.38,2.5949999999999998,2.6425000000000005,2.24928,1.2949536575697542,2.0400812615044868,1.9828634944925412,1.9125,2.05375,1.5811600000000001,2.033239527563732,1.4489664464012821,1.2314060781795164,5.8375,5.9925,5.317504,5.7288662264977015,5.224663745411523,5.071698324431599,2.9114375,3.0614999999999997,2.3562304,2.7475218373940415,1.6264456083711,1.5202785192662072,3.9175,4.53375,3.21272,5.065239779728709,3.4446740767656845,3.1572714483531445,3.9706250000000005,4.04625,3.5184960000000007,3.2047648519610545,4.23,3.9544633768507786,2.510357142857143,2.510357142857143,1.7070925714285714,4.107238393968046,1.0614268441079062,1.0614285678365418,1.5462500000000001,1.5125000000000002,1.159392,2.884960034087044,0.9727574925473061,0.8399996901894266,1.89625,1.9334799999999999,2.0922124446599906,-0.1573646248135267
1997-05-31,PREMON,3.45,3.17,6.22,4.76,5.225,4.29,4.083333333333333,3.08,,2.3712500000000003,2.6800000000000006,2.7295680000000004,1.627194096670931,3.2634541832824855,2.903126295038472,1.795,1.91125,2.2166959999999998,2.658260299365394,3.613281458332245,3.407287558466039,5.623749999999999,5.874999999999999,5.678502399999999,5.795396893320426,6.211764406443752,5.721658335642088,2.768625,2.9855,3.3177382399999997,2.8058212148869224,4.786524510714846,4.555335702866751,3.219375,4.4475,4.017632,4.8645751774272075,5.570094366235526,4.411925323844878,3.8481250000000005,3.8637499999999996,3.8270976000000005,3.2895657029651426,4.538337950138503,4.8283762219360264,2.510357142857143,2.510357142857143,2.6575888761904762,3.79410880288625,4.083332693564229,4.083333130899832,1.33,1.665,1.9276352,3.070711935370951,2.785473611982094,2.469999089009385,,,,
1997-08-31,MONSOON,2.72,2.085,6.84,2.9375000000000004,4.845,6.245,3.99,0.88,2.3,2.23125,2.5100000000000007,2.7257408000000005,1.772184722542115,3.185902343250886,3.2137051803740873,1.66625,1.91375,2.1640176,2.131670948393771,2.0333633323645293,1.7920432214381554,5.41625,5.799999999999999,6.14310144,5.931936431567246,7.232196792501524,6.6450715481745215,2.6205624999999997,2.837375,3.165642944,2.8231161559190765,4.100771539239244,3.1635301715250392,3.058125,3.3874999999999993,4.3485792,4.590166632377971,5.874766849045795,8.233724280369335,3.61125,4.0775,4.79425856,3.915290019710531,4.761282295255563,5.0276455076629345,2.510357142857143,2.510357142857143,3.1905533257142857,3.6844975625208822,3.990000213548271,3.9899998776257832,1.22875,1.4275,1.50858112,1.5815205382159958,1.8367823221064938,1.829999325055536,2.0225,2.080088,1.9693051598383953,3.3280583612767507
1997-11-30,POMKH,1.05,0.12,4.94,1.1,1.23,1.6,0.9066666666666668,0.01,1.535,1.9875,2.232500000000001,2.0554444800000002,1.4962177748484808,1.9425379853586224,1.909147748027653,1.663125,1.67625,1.34641056,0.6058070417693503,0.9395562997113915,1.0551009016442434,5.3375,5.4475,5.661860863999999,5.811168500707516,5.275546695960115,6.201151278020605,2.465,2.699875,2.3393857664,2.7997672476769995,1.299131699392655,1.3956789129516358,3.0318750000000003,3.0512499999999996,3.1011475199999996,2.3691518693363585,2.2259624911749194,1.611849347495585,3.66125,3.61875,3.516555136,3.3089640916191536,3.0896302776219664,4.07580353397793,2.510357142857143,2.510357142857143,2.276998662095238,1.4630453914943702,0.9066675721944075,0.906666636132458,1.23125,1.2325,0.909148672,0.45090110539623135,0.6768357241901148,0.7899997086305328,1.82125,1.8620527999999998,2.0534378399524917,0.12077217411150354
1998-02-28,POMRB,1.7,1.25,3.54,1.3675,0.96,2.28,1.0614285714285714,0.93,2.38,1.7425000000000002,2.2300000000000004,1.9132666880000002,1.4408827376629076,1.7170815330040186,1.563691171397037,1.584375,1.65625,1.3078463359999999,0.8317050600941039,1.0497980162324274,0.9061305136453718,5.23375,5.385,4.813116518399999,5.528614919183075,4.74476279514978,3.959233944520743,2.15,2.54125,1.9506314598399999,2.782685733027531,1.4685626875301232,1.6389945848348624,2.575625,3.065,2.2446885119999997,1.165064563967912,1.862313062528822,1.238002259903655,3.460625,3.60375,3.0219330816,2.947454252528043,3.177566816493086,2.596330598096685,2.510357142857143,2.510357142857143,1.7907706258285714,0.7873097647288297,1.0614283449091848,1.0614285836127946,1.3925,1.2249999999999999,0.9174892032000002,0.5438936214138346,0.9768976917285854,0.9080808477991612,2.1487499999999997,2.0692316799999997,1.859185822244552,1.352373361224086
1998-05-31,PREMON,1.51,3.225,5.84,4.15,4.96,4.75,4.083333333333333,3.13,,1.80125,1.7450000000000003,1.7519600128000001,1.3643924466177617,3.008197340678377,3.1583826913467954,1.6362500000000002,1.67,2.0747078016,3.7014339903459788,3.206520077570102,3.059595754309556,4.998749999999999,5.29,5.2238699110399995,5.572270154764179,5.785030579934535,5.841118015882133,1.8790000000000002,2.38875,2.830378875904,2.826997355315249,4.525783449274921,4.220566326291693,2.38,2.99875,3.3308131072,3.51092234941426,4.515357302402485,4.779349415776162,3.279375,3.71875,3.71315984896,3.2780436235452703,3.9029977897797465,5.148428846749338,2.510357142857143,2.510357142857143,2.707795708830476,4.144669625501493,4.0833331645275655,4.083333326233855,1.58625,1.2374999999999998,1.8024935219200002,3.414809632333846,2.9249860861994232,2.816077546862617,,,,
