Date,Season,Silao,Noorsarai,Eknagarsari,Asthawan,Rajgir,Sarmara,Harnaut,Giriak,Bihar Shariff,Prabalpur,Islampur,Rahul,Karaiparsurai,Bari,Hilsa,Bind,Silao_Trend,Silao_SMA,Silao_EWMA,Silao_DES,Silao_TES,Silao_ARIMA,Noorsarai_Trend,Noorsarai_SMA,Noorsarai_EWMA,Noorsarai_DES,Noorsarai_TES,Noorsarai_ARIMA,Eknagarsari_Trend,Eknagarsari_SMA,Eknagarsari_EWMA,Eknagarsari_DES,Eknagarsari_TES,Eknagarsari_ARIMA,Asthawan_Trend,Asthawan_SMA,Asthawan_EWMA,Asthawan_DES,Asthawan_TES,Asthawan_ARIMA,Rajgir_Trend,Rajgir_SMA,Rajgir_EWMA,Rajgir_TES,Rajgir_ARIMA,Sarmara_Trend,Sarmara_SMA,Sarmara_EWMA,Sarmara_DES,Sarmara_TES,Sarmara_ARIMA,Harnaut_Trend,Harnaut_SMA,Harnaut_EWMA,Harnaut_DES,Harnaut_TES,Harnaut_ARIMA,Giriak_Trend,Giriak_SMA,Giriak_EWMA,Giriak_DES,Giriak_TES,Giriak_ARIMA,Bihar Shariff_Trend,Bihar Shariff_SMA,Bihar Shariff_EWMA,Bihar Shariff_DES,Bihar Shariff_TES,Bihar Shariff_ARIMA,Prabalpur_Trend,Prabalpur_SMA,Prabalpur_EWMA,Prabalpur_DES,Prabalpur_TES,Prabalpur_ARIMA,Islampur_Trend,Islampur_SMA,Islampur_EWMA,Islampur_DES,Islampur_TES,Islampur_ARIMA,Rahul_Trend,Rahul_SMA,Rahul_EWMA,Rahul_DES,Rahul_TES,Rahul_ARIMA,Karaiparsurai_Trend,Karaiparsurai_SMA,Karaiparsurai_EWMA,Karaiparsurai_DES,Karaiparsurai_TES,Karaiparsurai_ARIMA,Bari_Trend,Bari_SMA,Bari_EWMA,Bari_DES,Bari_TES,Bari_ARIMA,Hilsa_Trend,Hilsa_SMA,Hilsa_EWMA,Hilsa_DES,Hilsa_TES,Hilsa_ARIMA,Bind_Trend,Bind_SMA,Bind_EWMA,Bind_DES,Bind_TES,Bind_ARIMA
1996-02-29,POMRB,6.4126666666666665,5.97875,2.56,6.273666666666666,2.66,5.106,1.23,3.6533333333333338,1.23,2.39,3.0766666666666667,5.666,3.155,2.79,2.73,2.594,,,6.4126666666666665,8.183548969229108,6.398415361593728,0.0,,,5.97875,4.54806080253172,5.982595899855875,0.0,,,2.56,2.6273044764478377,2.6071370267153626,0.0,,,6.273666666666666,5.809169578256663,6.27065569915765,0.0,,,2.66,2.490218794340213,0.0,,,5.106,4.619022754885957,5.116,0.0,,,1.23,1.854972216495552,1.5008008291765005,0.0,,,3.6533333333333338,3.432183537353989,3.2491760335178546,0.0,,,1.23,0.7651915418516142,1.3891329888687154,0.0,,,2.39,3.4449258312292925,3.3488019177914277,0.0,,,3.0766666666666667,4.397504426578949,3.120416666666667,0.0,,,5.666,6.799248217344714,5.6291620760460495,0.0,,,3.155,1.3231514131991602,3.140985343960598,0.0,,,2.79,2.9416113356992897,2.8601368285772693,0.0,,,2.73,1.8779906395762191,1.5270170313198246,0.0,,,2.594,2.358568276343944,2.6039935725383967,0.0
1996-05-31,PREMON,7.525999999999999,8.685,4.135,7.356666666666667,3.35,5.62,2.5,3.97,2.5,6.52,4.463333333333334,6.315,4.57,3.87,1.75,4.15,,,6.858,9.03327417519031,7.5704061688982485,5.426511297797582,,,7.061249999999999,5.718186982329219,8.644896000578683,3.835992746696374,,,3.19,3.223059061259419,3.3954841412081374,2.559995905563563,,,6.7068666666666665,5.811294241655642,7.428392802101372,4.420494698989189,,,2.936,3.8301632091401916,2.659996265737648,,,5.3116,4.757500320195939,5.629474736842106,1.6806332663360224e-06,,,1.738,1.9046192312810444,2.6205557682656604,0.39490482734045684,,,3.7800000000000002,3.4314867078342,4.508434861324087,2.1518152264838077,,,1.738,1.0539605606564832,2.7311142794804097,1.2299991430221007,,,4.042,3.4377837333053365,4.823638716125782,2.3899970798529795,,,3.6313333333333335,5.687642696982675,4.542834718374885,7.08731309867184e-07,,,5.9256,7.346685451039737,6.337831968848205,1.6927743782993485,,,3.721,1.550622195895001,4.596316252679026,2.7889264278707923e-21,,,3.222,3.2587243331537494,4.070677823616393,2.789995185128069,,,2.338,1.8770456994734297,3.7643224152728516,2.729992926053016,,,3.2164,3.478011338268004,4.1694428548678575,5.6788383209857215e-08
1996-08-31,MONSOON,6.069166666666668,5.3275,0.6499999999999999,4.513888888888889,1.38,3.3666666666666667,0.82,1.9566666666666668,0.82,1.15,1.39,3.988333333333333,2.216666666666667,2.34,0.15,2.43,6.414041666666667,,6.542466666666667,8.630879105263451,6.013370812339803,6.380672538760321,6.475812500000001,,6.367749999999999,5.556897237211162,5.425753297698552,5.884881115729787,2.573125,,2.174,2.1099597781629855,2.4306092668644803,3.4239950431961055,5.881138888888889,,5.829675555555555,5.813419656093963,4.608158442615775,5.302490060966814,2.88,,2.3135999999999997,1.6734220692134543,3.01635925900694,4.665166666666667,,4.533626666666667,4.313180867600677,3.3756427304893823,1.8832956933554156e-06,1.70625,,1.3708,1.6512293184227582,0.9365353660841507,0.7535383954995651,3.0366666666666666,,3.050666666666667,3.4307899357249245,2.2813751338218666,2.5708183234816926,1.70625,,1.3708,1.022716165767398,0.7149039807565511,2.0027400340985704,3.6725,,2.8851999999999998,1.9948507527836803,1.8145838937962977,5.019427549385814,2.854791666666667,,2.7348,4.695835824734349,1.4976257855602702,1.4845588021521333e-06,5.1243333333333325,,5.150693333333333,6.891357582914667,4.018597750962537,2.1522793299521643,3.0804166666666664,,3.119266666666667,1.3495470258918782,2.1671828093145504,2.9974855662342832e-21,2.9375000000000004,,2.8691999999999998,2.956487898555844,1.6215061500686576,3.4132439040387172,1.4737500000000001,,1.4628,1.5787646452928408,0.2581559561172466,2.2024645985142475,2.8000000000000003,,2.90184,3.6317257247904804,2.4583523385660837,2.4180802656848654e-07
1996-11-30,POMKH,5.6483333333333325,5.912000000000001,2.56,5.380333333333334,4.11,4.5680000000000005,1.43,2.95,1.43,3.28,2.365,4.5280000000000005,2.38,2.37,1.84,2.026,6.414041666666666,6.414041666666667,6.184813333333333,7.80218242408794,5.681718059149686,5.845313273446272,6.4758125,6.4758125,6.1854499999999994,5.63890102857096,5.859888909120608,7.50809526274258,2.538125,2.4762500000000003,2.3284000000000002,2.271211656944175,1.550920660296013,2.222941860592204,5.88113888888889,5.881138888888889,5.649938666666666,5.815545855792847,5.357955897293307,4.214185239138546,3.00625,2.875,3.03216,1.8693253350958343,2.4126813028685286,4.665166666666667,4.665166666666667,4.547376,4.246302990502493,4.576503636786132,-1.2268760445832321e-07,1.98,1.4949999999999999,1.39448,1.5514584751576068,1.2414540042029425,0.147977172755525,2.944166666666667,3.1325000000000003,3.0104,3.4300933466061916,2.7571214582893377,2.1546903202730703,1.98,1.4949999999999999,1.39448,1.1017891122059422,1.1302305267046249,1.2713357307403477,3.8216666666666663,3.335,3.04312,1.8592577063243843,2.6839530793618342,2.2628686876251565,2.8935416666666667,2.8237500000000004,2.58688,4.12571574223374,2.493626299930487,9.828323863659247e-07,5.124333333333333,5.124333333333334,4.901616000000001,6.526275901802081,4.398881509458388,2.4705007797809007,3.080416666666667,3.0804166666666664,2.82356,1.283340532058158,2.400943483152687,1.7035501014373819e-22,3.0475000000000003,2.8425000000000002,2.66952,2.7651925436732276,2.633004693227556,2.892762869232112,1.49625,1.6175000000000002,1.61368,1.6465501968212655,0.8533064784403837,1.3543544232571645,2.8,2.8,2.551504,3.460325080157943,2.0626815525424647,3.605988338160329e-07
1997-02-28,POMRB,6.4126666666666665,5.97875,3.335,6.273666666666666,2.7,5.106,2.92,2.8866666666666667,2.92,5.09,3.325,5.666,3.155,3.55,1.58,2.594,6.414041666666667,6.414041666666666,6.2759546666666655,7.36916961782341,6.442965581889604,6.302810148703166,6.4758125,6.4758125,6.10277,5.744666269101897,6.01498992112378,5.778188423370686,2.36375,2.6700000000000004,2.73104,2.6863393341954493,2.601359816220871,2.1104066997453637,5.88113888888889,5.881138888888889,5.899429866666667,5.817672841285579,6.161874278155524,6.074028729145133,3.0625,2.885,2.899296,3.057000050163506,2.8319900777271467,4.665166666666667,4.665166666666666,4.7708256,4.353300817609298,5.114055074468562,5.105998124522896,2.03625,1.9174999999999995,2.004688,1.736249042413645,1.4989588043646327,1.1700527641756078,2.9250000000000003,2.9408333333333334,2.960906666666667,3.429396896302741,3.138846525303405,3.475879260731287,2.03625,1.9174999999999995,2.004688,1.4481290214736138,1.4928382412286123,1.313101666195329,3.5283333333333333,4.01,3.861872,2.595100128546818,3.3917915860015566,2.692763419589613,2.88875,2.8858333333333337,2.882128,4.03298448978226,3.215165597259678,3.076666410256629,5.124333333333333,5.124333333333334,5.207369600000001,6.498124809656139,5.68290621702308,5.576479826965148,3.0804166666666664,3.0804166666666664,2.956136,1.444151492748435,3.1602356880431706,3.1549991997677678,3.02625,3.0325000000000006,3.021712,3.0337845537690744,3.1545989064799227,2.592365583032202,1.6825,1.33,1.600208,1.6542129429591246,1.7939081237966847,1.9407524392029292,2.8,2.8,2.5685024,3.451705392935833,2.638489101804755,2.4833751639619828
1997-05-31,PREMON,7.525999999999999,8.685,3.08,7.356666666666667,4.32,5.62,3.0,3.9966666666666666,3.0,5.013333333333334,4.525,6.315,4.57,3.99,3.08,4.15,6.414041666666667,6.414041666666665,6.775972799999999,7.529029303286603,7.590704088828482,7.409404581668575,6.475812500000001,6.4758125,7.135662,6.877077708096719,8.655787191876946,8.154297214239088,2.25,2.4062500000000004,2.8706240000000003,2.8168770538042573,3.76486452445388,3.544916428992151,5.88113888888889,5.881138888888888,6.482324586666667,5.81980061459536,7.424204203021295,7.083350062921861,2.6225,3.1275,3.4675776000000003,4.269604279175366,3.1437251974585116,4.665166666666667,4.665166666666666,5.11049536,4.610639088692272,5.6276321732459555,5.619996971187637,1.9799999999999998,2.0424999999999995,2.4028128,1.9086446232629892,2.9201581189232235,2.5785182169065317,2.964583333333333,2.9475,3.375210666666667,3.4287006337977743,4.116897166846743,3.441009672109285,1.9799999999999998,2.0424999999999995,2.4028128,1.793458635127337,3.307637943677944,2.782981433636263,3.2670833333333333,3.6333333333333337,4.322456533333334,3.3059803177303233,6.140395778060793,6.477529552756289,2.9375000000000004,2.90125,3.5392768,4.525265644462584,4.652936797761502,4.541954497752064,5.124333333333333,5.124333333333334,5.65042176,6.639909038980936,6.381365676002909,6.206892981638822,3.0804166666666664,3.0804166666666664,3.6016816,1.9539419730020986,4.610639724849898,4.569998840868051,3.0387499999999994,3.062500000000001,3.4090271999999997,3.3604099551438225,4.577091907405361,3.4571467294794633,1.7162499999999998,1.6625,2.1921248,1.9394506893572399,3.5620728929214307,1.3784661862369625,2.8,2.8,3.20110144,4.055304902596153,4.201764604650194,3.973017310115629
1997-08-31,MONSOON,6.069166666666668,5.3275,0.31,4.513888888888889,0.86,3.3666666666666667,0.77,1.7766666666666666,0.77,0.31,1.29,3.988333333333333,2.216666666666667,2.05,0.31,2.43,6.414041666666667,6.414041666666665,6.493250346666667,6.900749072055045,6.022618927179376,6.077439721551209,6.475812500000001,6.4758125,6.412397199999999,6.588357879710185,5.429415024250233,5.402702184785031,2.010625,2.3212500000000005,1.8463744000000002,1.7364505821144982,2.1155855589375383,1.9251622702170512,5.881138888888889,5.881138888888888,5.6949503075555565,5.821929140081875,4.60799716169781,4.555626248840966,2.04875,2.9974999999999996,2.42454656,2.24111651190635,2.439969704138333,4.665166666666667,4.665166666666666,4.412963882666666,4.259348287351705,3.3738971418040844,3.366665635373337,1.69375,2.0299999999999994,1.74968768,1.657606761640487,1.271843617984712,0.803925887849284,3.0966666666666662,2.9025,2.7357930666666666,3.4280044199554847,2.069017434423068,2.069104575382355,1.69375,2.0299999999999994,1.74968768,1.7058362447617927,1.2686186446899461,1.6015768655861646,2.7283333333333335,3.423333333333334,2.71747392,2.142924284435449,1.8651942140744746,1.5017239071979014,3.00375,2.8762499999999998,2.63956608,3.2016888313503054,1.5907784575525488,1.4358796735485713,5.1243333333333325,5.124333333333334,4.985586389333333,5.947974030476544,4.053860825675026,3.94294697252048,3.0804166666666664,3.0804166666666664,3.0476756266666665,1.9102165441619539,2.177840377519551,2.2166661044327163,3.07,2.990000000000001,2.8654163199999996,2.9269033099694566,1.9519920532054007,3.129872388099755,1.7762499999999999,1.7025,1.4392748800000001,1.6600756354528836,0.5632428735856307,1.2587000970926896,2.8000000000000003,2.8,2.8926608639999998,3.7633798122399984,2.488525225182968,2.3263691796226564
1997-11-30,POMKH,5.6483333333333325,5.912000000000001,1.99,5.380333333333334,1.11,4.5680000000000005,1.03,3.4466666666666668,1.03,2.03,2.8550000000000004,4.5280000000000005,2.38,2.76,1.95,2.026,6.414041666666666,6.414041666666665,6.155283541333333,6.199458444927181,5.685931674552034,5.64500233054164,6.4758125,6.4758125,6.212238319999999,6.494044967980178,5.861120017907364,6.133247314782145,2.015625,2.1787500000000004,1.90382464,1.8204495613471294,1.2238960313776222,1.8496423688848094,5.88113888888889,5.881138888888888,5.569103517866667,5.824058451966763,5.357949687166356,5.253321262583086,1.875,2.2474999999999996,1.8987279360000002,2.1740886068848684,3.430709662717346,4.665166666666667,4.665166666666666,4.474978329600001,4.26544049522209,4.57484991907512,4.567999134554375,1.48625,1.9299999999999993,1.4618126080000002,1.4965175668087414,1.5081098620569264,0.9449503326542794,3.2733333333333334,3.0266666666666664,3.0201425066666667,3.427308417255459,2.5586274430433384,2.876325169153575,1.48625,1.9299999999999993,1.4618126080000002,1.6620477328735772,1.5039991818658203,1.5185901904280932,2.296666666666667,3.110833333333334,2.442484352,1.8913792532320157,2.715761946879133,2.4943063584754137,3.0018750000000005,2.99875,2.7257396480000002,2.940512115600827,2.5429139131356013,2.318585479439554,5.124333333333333,5.124333333333334,4.802551833600001,5.487533768634811,4.427445225242106,4.470758694320979,3.080416666666667,3.0804166666666664,2.7806053759999996,1.9259582667339719,2.408873387207321,2.3799993963382846,3.0675,3.0875000000000012,2.8232497919999995,2.8763771378440657,2.6809932395934766,2.653603279402378,1.9762499999999998,1.73,1.643564928,1.7341850321512011,1.1103543013221806,1.6838739340685298,2.8,2.8,2.5459965184,3.2726354393332713,2.0907351383291046,1.9395983412385618
1998-02-28,POMRB,6.4126666666666665,5.97875,1.99,6.273666666666666,1.11,5.106,1.03,3.4466666666666668,1.03,2.03,3.365,5.666,3.155,3.41,1.95,2.594,6.414041666666667,6.414041666666666,6.258236791466667,6.072358683913454,6.444885384471251,6.38072888237449,6.4758125,6.4758125,6.118842991999999,6.403054273478515,6.015403832105884,5.903917145282312,2.3475,1.8425000000000005,1.938294784,1.8683761314965532,2.1575873438355826,2.2415479428847056,5.88113888888889,5.881138888888888,5.850928777386667,5.82618855078372,6.16187403898711,6.207319548855436,2.06,1.8499999999999994,1.5832367616000003,2.5628944093631127,2.137660356075753,4.665166666666667,4.665166666666666,4.72738699776,4.429027941238423,5.112488392628662,5.1059995098953435,1.5112500000000002,1.4574999999999991,1.2890875648000002,1.3646333455564794,1.6468330881870064,1.8644048168405556,3.40875,3.1666666666666665,3.1907521706666664,3.42661255589713,3.238194660821653,3.339502649733667,1.5112500000000002,1.4574999999999991,1.2890875648000002,1.6140267603974792,1.6359738018564576,2.0551555331263174,2.40625,2.3458333333333337,2.2774906112,1.7479805995712834,3.261375837648192,3.41074582364155,3.0053125,3.00875,2.9814437888,3.0275414486082926,3.3589711048066633,3.296527770156326,5.124333333333333,5.124333333333334,5.147931100160001,5.4606260489706715,5.706043333284927,5.635755508724492,3.0804166666666664,3.0804166666666664,2.9303632256,2.137634533721165,3.166136037645081,3.155000200869007,3.15,3.052500000000001,3.0579498752,3.0608729561030996,3.358299824770292,3.06052714567552,2.115833333333333,1.8224999999999998,1.7661389567999999,1.7954165385776837,2.002267584759385,1.9513972014465844,2.8,2.8,2.5651979110400003,3.0578745884485063,2.664457258778915,2.5681005715593535
1998-05-31,PREMON,7.525999999999999,8.685,4.465,7.356666666666667,4.52,5.62,3.23,4.85,3.23,4.62,4.4700000000000015,6.315,4.57,4.11,4.31,4.15,6.414041666666667,6.414041666666665,6.7653420748799995,6.599130908237411,7.591578787061211,7.488711872642773,6.475812500000001,6.4758125,7.1453057952,7.3311792022815165,8.655926352850456,8.544183916535827,2.41625,2.18875,2.9489768704,2.927631996758437,2.8880589843362188,2.1973776382878363,5.88113888888889,5.881138888888888,6.453223933098667,5.8283194385563695,7.42420419376206,7.2632350288895715,2.3525,1.8999999999999995,2.75794205696,3.510585280585842,2.618793728913712,4.665166666666667,4.665166666666666,5.084432198656,4.729688266838554,5.626147946236781,5.619999123199883,1.5350000000000001,1.5149999999999992,2.0654525388800002,1.6502842244399387,2.7049336430727697,2.140311812596529,3.2849999999999997,3.38,3.8544513024,3.4259168944705323,4.413611964216849,3.983674263546158,1.5350000000000001,1.5149999999999992,2.0654525388800002,1.9684188755570127,2.844767635256814,2.167459439424923,2.5500000000000003,2.2475,3.2144943667200003,2.7625435901462447,4.6249516507414645,4.628778263262674,2.9362500000000007,2.9950000000000006,3.5768662732800007,3.7085977582250127,4.752566067057644,4.656508281298364,5.124333333333333,5.124333333333334,5.614758660096001,5.67035483998501,6.400107150430383,6.279113226442729,3.0804166666666664,3.0804166666666664,3.58621793536,2.695841304823353,4.615029957718406,4.570000290957642,3.175,3.082500000000001,3.47876992512,3.4187329918878775,4.624311266969993,3.642398311672534,1.9366666666666665,2.1299999999999994,2.7836833740799998,2.2848208931169802,3.8239524459115675,2.115782889552494,2.8,2.8,3.1991187466240003,3.5171355464758514,4.225685200746089,4.108564905682931
