Date,Season,Dindigul,Natham,Vadamadurai,Vedasandur,Guziliamparai,Batlagundu,Shanarpatti,Oddanchatram,Nilakkottai,Kodaikanal,Attur,Palani,Thoppampatti,Reddiyarchattiram,Dindigul_Trend,Dindigul_SMA,Dindigul_EWMA,Dindigul_DES,Dindigul_TES,Dindigul_ARIMA,Natham_Trend,Natham_SMA,Natham_EWMA,Natham_DES,Natham_TES,Natham_ARIMA,Vadamadurai_Trend,Vadamadurai_SMA,Vadamadurai_EWMA,Vadamadurai_DES,Vadamadurai_TES,Vadamadurai_ARIMA,Vedasandur_Trend,Vedasandur_SMA,Vedasandur_EWMA,Vedasandur_DES,Vedasandur_TES,Vedasandur_ARIMA,Guziliamparai_Trend,Guziliamparai_SMA,Guziliamparai_EWMA,Guziliamparai_DES,Guziliamparai_TES,Guziliamparai_ARIMA,Batlagundu_Trend,Batlagundu_SMA,Batlagundu_EWMA,Batlagundu_DES,Batlagundu_TES,Batlagundu_ARIMA,Shanarpatti_Trend,Shanarpatti_SMA,Shanarpatti_EWMA,Shanarpatti_DES,Shanarpatti_TES,Shanarpatti_ARIMA,Oddanchatram_Trend,Oddanchatram_SMA,Oddanchatram_EWMA,Oddanchatram_DES,Oddanchatram_TES,Oddanchatram_ARIMA,Nilakkottai_Trend,Nilakkottai_SMA,Nilakkottai_EWMA,Nilakkottai_DES,Nilakkottai_TES,Nilakkottai_ARIMA,Kodaikanal_Trend,Kodaikanal_SMA,Kodaikanal_EWMA,Kodaikanal_DES,Kodaikanal_TES,Kodaikanal_ARIMA,Attur_Trend,Attur_SMA,Attur_EWMA,Attur_DES,Attur_TES,Attur_ARIMA,Palani_Trend,Palani_SMA,Palani_EWMA,Palani_DES,Palani_TES,Palani_ARIMA,Thoppampatti_Trend,Thoppampatti_SMA,Thoppampatti_EWMA,Thoppampatti_DES,Thoppampatti_TES,Thoppampatti_ARIMA,Reddiyarchattiram_Trend,Reddiyarchattiram_SMA,Reddiyarchattiram_EWMA,Reddiyarchattiram_DES,Reddiyarchattiram_TES,Reddiyarchattiram_ARIMA
1996-02-29,POMRB,5.176,5.965,13.454117647058823,10.15,11.855,3.0,10.176666666666668,18.15,4.6850000000000005,3.035,10.340000000000002,7.723333333333334,10.2,7.460000000000001,,,5.176,5.5708218130239535,5.176,0.0,,,5.965,5.917478778588028,5.690741430146519,0.0,,,13.454117647058823,14.603354459316847,12.887884700525733,0.0,,,10.15,9.667207250896011,8.72836170395912,0.0,,,11.855,11.614474557925487,11.826018022468462,0.0,,,3.0,5.43652535268335,1.7199440270136144,0.0,,,10.176666666666668,9.825752548022233,9.046247154648498,0.0,,,18.15,17.365451656752292,16.21974876743198,0.0,,,4.6850000000000005,4.994708376358564,4.605869162454664,0.0,,,3.035,2.25273702653327,3.035001617944466,0.0,,,10.340000000000002,9.982703590634213,4.411753077226026,0.0,,,7.723333333333334,5.636801919816084,6.9273676797591515,0.0,,,10.2,13.001393779830384,10.644947190161039,0.0,,,7.460000000000001,8.800110531167238,8.398534452125709,0.0
1996-05-31,PREMON,7.8125,6.6,15.787058823529415,8.135,14.1,6.8,12.75,21.4,6.49,7.15,11.563333333333333,9.826666666666666,15.875,14.255,,,6.2306,5.768725738988734,7.8125,4.6479561447067826e-05,,,6.218999999999999,6.065082285391583,6.165450709571445,5.246271723189224,,,14.387294117647059,14.847060765452916,15.06628602254508,13.45394926225622,,,9.344,9.178600996244437,11.862450700731436,10.1499619446125,,,12.753,13.188613426941531,13.873544466171754,10.76550931030735,,,4.52,5.075455645339783,4.762859438266097,1.4638724049061032,,,11.206000000000001,10.062741249688296,12.583288602850455,10.173862580202309,,,19.45,18.530368235181218,19.89476479925981,12.378982673504344,,,5.407,5.798936544133304,6.988078130184682,4.684992389613213,,,4.681,3.579326051979056,7.14994098876808,0.8449143807721045,,,10.829333333333334,10.083635702556313,7.204908456268171,10.33983700943533,,,8.564666666666668,5.614513776968747,8.958017882452419,4.141938633754272,,,12.469999999999999,13.3469041703455,14.256901144016815,8.29510417949679,,,10.178,10.872608456555325,9.716170917520476,3.6184838137824884
1996-08-31,MONSOON,7.2239999999999975,4.285,18.399285714285714,16.165,11.75,7.42,12.866666666666667,18.8,6.619999999999999,4.645,8.92,12.823333333333332,19.775,10.73,6.312624999999999,,6.627959999999999,5.9030867492604315,7.2239999999999975,7.015444619104828e-05,5.428124999999999,,5.445399999999999,5.5822656411767095,6.613404630885163,5.875642590684443,16.222928046218485,,15.992090756302522,15.51463633492099,18.28488980439706,14.667344380735454,9.076875000000001,,12.0724,10.926878171009673,14.435724368873231,8.706582836732322,12.715625,,12.3518,11.715162915974888,15.302842372370762,12.662114596301551,5.3975,,5.68,5.0300735522415945,6.65504395518701,3.275521445957949,11.083541666666667,,11.870266666666668,10.379645394347378,12.553437349304874,10.282510540472376,16.435,,19.19,18.444381731598323,21.981698007541386,15.19112620304976,5.525625,,5.892199999999999,6.238554764459917,7.448613879104727,6.053146156443986,4.730625000000001,,4.6666,3.8207585105812356,4.644990854749086,2.0515811624333415,9.737916666666667,,10.0656,10.144326824685596,10.017884274413191,11.178271110064587,7.913749999999999,,10.268133333333335,5.592313810371493,10.385171003544578,5.552708471527838,13.7225,,15.392,14.645215361964132,18.125079138772268,12.325839194982246,10.15125,,10.398800000000001,10.721721779526744,14.883250057912186,6.746552000678745
1996-11-30,POMKH,5.322,5.4499999999999975,17.25125,4.935,12.8,5.32,8.716666666666667,12.82,4.71,3.975,9.203333333333333,4.109999999999999,11.3,8.559999999999999,6.070812499999999,6.383624999999999,6.105575999999999,5.831317640584021,5.322,5.703877865677917e-05,5.418749999999999,5.574999999999999,5.447239999999999,5.523033850262595,4.428715508162474,5.251410680047571,15.612045693277311,16.222928046218488,16.49575445378151,15.859171366221926,16.917721311248798,16.072236303837848,8.044374999999999,9.846250000000001,9.21744,9.258175583461618,11.813030865251351,13.800467007104714,12.716875,12.626249999999999,12.531080000000001,12.214715227826726,10.997564808400208,11.030134204397678,4.9350000000000005,5.635,5.536,4.618026978853157,3.4470363025163815,3.771562558513699,11.000416666666666,11.127500000000001,10.608826666666667,9.7703445448154,10.361088037835616,12.714153444050108,13.66,17.792499999999997,16.642000000000003,16.41810706706097,19.574078172607685,15.100470125181658,5.3625,5.626250000000001,5.419319999999999,5.409076563913144,5.157735222441774,6.090922201150451,4.483124999999999,4.70125,4.38996,3.8051948907300184,3.974979693896163,1.834108964819419,9.421875,10.006666666666668,9.720693333333333,10.208816088927234,7.045491516518943,9.638028723780327,6.791249999999999,8.620833333333334,7.804880000000001,5.570201486080324,8.669370556091316,7.601475839105557,12.38,14.287499999999998,13.755199999999999,13.318121699018644,15.64079401655381,14.620684293280537,9.314375,10.251250000000002,9.66328,9.776647956679971,9.962786988060273,3.8648130588977603
1997-02-28,POMRB,4.6080000000000005,4.79,13.454117647058823,3.995,12.57,1.1,9.825,7.29,3.88,3.27,8.190000000000001,2.066666666666667,5.68,6.66,6.02525,6.241624999999999,5.5065456,5.684998629250305,5.176,5.176015832530854,5.979374999999999,5.281249999999999,5.184343999999999,5.310440442909252,5.582774555082749,5.279615320594416,15.001163340336133,16.222928046218488,15.279099731092437,15.464211803264558,13.479057436201268,15.871950164890226,7.1187499999999995,8.307500000000001,7.128463999999999,7.795472704774958,4.938063613280322,7.83724325449251,12.459375,12.805,12.546648000000001,12.142371119443407,10.534039156881082,11.957472396094786,4.605,5.16,3.7615999999999996,3.4205041891693657,1.7204056182764234,3.1181256039440246,10.592916666666667,11.039583333333335,10.295296,9.50825399826741,10.05200202820836,11.663231459181185,11.44875,15.077499999999999,12.901200000000001,13.257049004091689,13.273451201928573,14.824353954661234,5.449375,5.425000000000001,4.803591999999999,4.579854720003324,4.0943572094899,4.784462048825006,4.329375,4.76,3.9419760000000004,3.598262193180634,3.0350063423550844,2.9145151179101476,9.297083333333333,9.469166666666666,9.108416,10.257692939331305,4.884889960059681,9.769769323069152,5.664583333333333,7.206666666666668,5.5095946666666675,5.548176563092019,6.77371546254426,5.493887139096608,10.85625,13.157499999999999,10.52512,10.875797731151323,9.529426156686062,10.201727628701093,8.541875000000001,10.051250000000001,8.461968,8.46357870868766,7.020786375016601,8.945176287889163
1997-05-31,PREMON,6.4460000000000015,7.7,10.9,6.029999999999999,13.395,5.0,12.436666666666667,10.06,5.99,4.9350000000000005,11.185,6.503333333333333,9.655,8.36,6.090750000000001,5.8999999999999995,5.882327360000001,5.741434690811801,7.746416897506926,7.591571721717652,6.692499999999999,5.556249999999999,6.1906064,5.897338653735877,5.764573038298695,5.102015416114943,15.001163340336134,15.001163340336136,13.527459838655464,14.682470095868771,15.508120097354055,15.798158721931694,7.214375,7.781250000000002,6.6890784,7.262590240199881,5.962471457227329,5.303101365382769,11.983749999999997,12.628749999999998,12.8859888,12.759735681958757,14.316031744651985,12.717256303448169,4.2475,4.71,4.256959999999999,3.3529045577573386,4.763321021284105,5.3616128341094855,10.53875,10.961250000000001,11.151844266666668,9.91899124242375,12.990779320855324,10.483320153737395,10.662499999999998,12.242499999999998,11.76472,12.079106486991364,13.361531400832327,12.465320967397762,5.64,5.300000000000001,5.2781552,5.3383723729797,6.076595329875893,5.170926366029788,4.548125000000001,4.206250000000001,4.3391856,3.9147387119433046,7.162981028941507,6.623103394860312,8.779791666666668,9.374583333333334,9.9390496,10.350988336053017,7.678045336263869,9.532841156176401,5.235833333333333,6.375833333333334,5.907090133333334,5.526238798349902,6.95249997357058,5.114917634104751,10.59375,11.6025,10.177071999999999,10.193573469577286,10.639097628910058,11.108701984205883,8.509374999999999,8.5775,8.4211808,8.349051966968872,8.745424956826074,11.25626770074686
1997-08-31,MONSOON,8.226,7.67,18.399285714285714,10.865,10.395,6.58,9.92,12.45,7.814999999999999,5.63,8.3,7.133333333333334,13.805,10.445,5.793,6.150500000000001,6.819796416000001,5.992043996583842,7.000328227990882,6.699125283150356,6.938125,6.402499999999999,6.78236384,6.323809487746771,6.624532232382403,5.794104568403004,14.66939863445378,15.001163340336138,15.476190188907564,15.379101225144195,17.380569563699545,15.166738507930063,8.245625,6.4562500000000025,8.35944704,8.141275270224597,11.466693952333328,12.0115272629242,10.726875,12.29,11.88959328,10.590340795125917,14.7536511286731,11.553544244554919,4.0675,4.5,5.186176,3.7415628646865677,6.655505530394048,6.2718286093692015,10.229375000000001,10.224583333333335,10.659106560000001,9.757212300832242,12.90973501384367,11.137702548360904,10.982500000000002,10.654999999999998,12.038832,12.087319656030306,13.269767152735875,11.535877732356505,5.373124999999999,5.598750000000001,6.292893119999999,6.672306284050401,6.585566598632175,6.055025573926651,4.668749999999999,4.452500000000001,4.85551136,4.331574070764313,4.53523201010794,3.8088757761955176,7.8879166666666665,9.219583333333333,9.28342976,10.400485214453063,10.491021153486189,9.945886865188413,5.8879166666666665,4.953333333333335,6.3975874133333335,5.504387786990874,7.936183938886528,8.823235327117436,11.568125,10.11,11.6282432,10.817964065998693,12.594668513462548,14.100011820251108,8.299999999999999,8.506250000000001,9.23070848,9.102104407849987,10.443549556116306,7.535137886581565
1997-11-30,POMKH,4.843999999999999,7.77,17.25125,11.0,10.35,3.3,11.23,12.88,5.04,4.74,5.6850000000000005,6.37,15.17,8.585,5.30425,6.0310000000000015,6.0294778496,5.873663623991855,5.2202244796095965,6.025543915179996,6.742708333333334,6.9825,7.177418304,6.664852572831359,5.3660033454097835,6.26802301557814,14.346383928571427,15.001163340336138,16.186214113344537,15.747562573155948,16.24184525545766,15.714124515881732,9.143125,7.972500000000003,9.415668224000001,8.817148664162909,6.192199944534272,5.82463259063246,9.220625,11.677499999999998,11.273755968,10.107146878205276,9.751979581643878,10.591147140760352,4.1001562499999995,3.995,4.4317056,3.384326251756519,3.4474978740772317,5.148442140820518,8.909166666666668,10.852916666666669,10.887463936,9.940157605448633,9.4184512618879,10.649745681889941,11.7175,10.669999999999998,12.3752992,12.234364112234145,11.932707461726572,10.781424524245937,4.95359375,5.68125,5.7917358719999985,5.786520095095787,5.451247956089681,6.321514507712719,4.75859375,4.643750000000001,4.809306816,4.378841185308279,3.920353893872142,3.98050858078927,7.403333333333334,8.34,7.844057856000001,10.410535217238795,7.518628394410465,9.036611929608855,5.844166666666666,5.518333333333335,6.386552448,5.482623163939229,5.129722960020293,3.542225222886122,12.654375,11.0775,13.04494592,11.636548046724894,9.787286435082898,8.902093359517734,7.694375000000001,8.512500000000003,8.972425088000001,8.819092942117678,8.449919069944299,9.770734749632332
1998-02-28,POMRB,2.7039999999999997,4.4350000000000005,10.8,6.18,4.965,1.68,4.836666666666667,9.79,1.415,3.47,4.573333333333333,5.023333333333333,9.605,4.96,4.541500000000001,5.5550000000000015,4.69928670976,5.527254825764459,4.993436644026233,4.160445708283952,6.489166666666667,6.893750000000001,6.0804509823999995,6.064288686235815,6.899630103083587,6.6317726356276605,14.355133928571428,14.337633928571432,14.031728468006722,14.8979270140974,12.973917307479336,14.915956608292957,10.208125,8.518750000000002,8.1214009344,8.046624086544538,6.581615672470292,9.471099261972213,8.790625,9.77625,8.750253580799999,5.885228535264103,8.24757767406543,10.20406326907158,3.9540625,4.14,3.33102336,2.752829386994818,1.720867181071874,1.7368498012724576,7.85625,9.605833333333337,8.467145028266668,8.667308310380626,10.21304536961668,9.571908997336832,12.1375,11.294999999999998,11.34117952,11.313952693405906,9.122775623220395,11.0422352977303,4.2203125,5.065,4.041041523199999,3.4221128544958117,4.510242250319812,4.640559849378054,4.5240625,4.6937500000000005,4.2735840896,4.05929261915023,3.0851370563167,3.211600104381608,7.165208333333334,7.435833333333332,6.535768046933334,10.403895089674656,5.358026833633925,7.324001731656352,5.015833333333333,6.257500000000002,5.841264802133333,5.46094457837955,5.185756073954256,5.654118853427776,13.383125,12.058750000000002,11.668967552,10.742233977468274,10.822669346879742,9.953459871964736,7.07375,8.087500000000002,7.3674550528000005,7.221851489914285,6.591289431581599,5.043841374379135
1998-05-31,PREMON,4.44,6.491666666666667,10.97,11.025,8.95,4.68125,6.863333333333332,13.44,5.098750000000001,5.45375,10.925,3.1966666666666668,14.42,5.215,3.90275,5.053500000000001,4.595572025856001,5.376613520417319,7.313736814324951,5.986497159575141,5.721666666666668,6.591666666666668,6.244937256106667,6.14597756820345,6.62248825141842,5.9994551131357365,13.90872767857143,14.355133928571432,12.807037080804033,14.22866414339243,14.46011761139877,13.808370814362661,10.785,9.767500000000002,9.28284056064,8.754707022415406,8.061794437714626,6.96638451633793,9.015,8.665,8.83015214848,8.063417394968589,7.43319650209186,6.85962544098501,3.5978125000000003,4.0603125,3.871114016,2.9416819369982075,4.763782586593775,5.701780961361158,6.89625,8.212500000000002,7.825620350293334,7.99690011829643,12.229933725893368,11.840505449276712,11.9875,12.139999999999997,12.180707712,11.907414953734204,12.225316720084884,12.907780182456573,3.1084375000000004,4.8421875,4.464124913919999,4.325289182035432,5.170593169063272,3.4473287587603463,3.9146874999999994,4.823437500000001,4.74565045376,4.384760016693758,6.573033244174647,6.099757826995424,7.225625000000001,7.370833333333332,8.29146082816,10.492250543845191,8.151182205414178,7.716818303374528,4.1745833333333335,5.430833333333335,4.783425547946666,5.4393516825186286,6.893890935016435,7.48232617610241,12.75375,13.250000000000002,12.7693805312,11.393560681665473,13.866674685121223,13.10266516085867,6.63625,7.301250000000003,6.506473031680001,6.368278377028249,7.420905678567427,7.389231122706063
