Date,Season,Manjeshwar,Parappa,Kanhangad,Nileshwar,Kasargod,Karadka,Manjeshwar_Trend,Manjeshwar_SMA,Manjeshwar_EWMA,Manjeshwar_DES,Manjeshwar_TES,Manjeshwar_ARIMA,Parappa_Trend,Parappa_SMA,Parappa_EWMA,Parappa_DES,Parappa_TES,Parappa_ARIMA,Kanhangad_Trend,Kanhangad_SMA,Kanhangad_EWMA,Kanhangad_DES,Kanhangad_TES,Kanhangad_ARIMA,Nileshwar_Trend,Nileshwar_SMA,Nileshwar_EWMA,Nileshwar_DES,Nileshwar_TES,Nileshwar_ARIMA,Kasargod_Trend,Kasargod_SMA,Kasargod_EWMA,Kasargod_DES,Kasargod_TES,Kasargod_ARIMA,Karadka_Trend,Karadka_SMA,Karadka_EWMA,Karadka_DES,Karadka_TES,Karadka_ARIMA
1996-02-29,POMRB,8.67,8.98625,6.78,5.343333333333333,12.666666666666664,13.00875,,,8.67,10.817491880069303,8.51393215417416,0.0,,,8.98625,8.860854084923327,8.526586331515494,0.0,,,6.78,8.78721889132739,6.813541666666667,0.0,,,5.343333333333333,5.010343838957473,5.3996549282114845,0.0,,,12.666666666666664,12.135948935276026,12.249172944486817,0.0,,,13.00875,11.891452072490022,13.018749999999999,0.0
1996-05-31,PREMON,9.951666666666666,8.63,7.906666666666666,6.1400000000000015,13.133333333333333,12.354285714285714,,,9.182666666666666,11.851980355507335,9.987231103482973,1.340276189404173e-06,,,8.84375,8.752556438973034,9.06240097269169,5.220062689303482,,,7.230666666666666,9.810192931493921,7.971891735918744,6.7799806529239435,,,5.662000000000001,5.248942981459193,6.046776185843362,5.343327908146292,,,12.853333333333332,12.159683417467932,13.831272597701044,12.66660811400041,,,12.746964285714284,11.432154891154601,12.372457459438067,-7.446427914876795e-08
1996-08-31,MONSOON,6.313333333333333,7.26,4.8133333333333335,3.6733333333333333,9.45,8.67,8.054583333333333,,8.034933333333333,10.826898879478417,5.769056561274571,1.538406007137322e-06,8.05828125,,8.210249999999998,8.411768153841406,6.748817787463816,7.356100827092056,6.602916666666666,,6.263733333333333,9.397484729235861,4.908393578804133,7.531077236876269,4.937916666666666,,4.866533333333334,4.923825588609043,3.4371509527752027,5.821946155414903,11.697916666666666,,11.491999999999999,11.587880218800507,8.570590681844998,12.9344682505684,11.033415178571428,,11.11617857142857,10.235970613992512,8.69460017955663,-1.2471418954725077e-07
1996-11-30,POMKH,7.531666666666666,7.6750000000000025,6.6400000000000015,4.633333333333333,11.591666666666667,10.686666666666667,7.974374999999999,8.116666666666667,7.833626666666666,10.169263017366921,7.565442458529271,3.2013876171100275e-07,7.987500000000001,8.1378125,7.99615,8.175119521478468,7.737557419971643,7.188164134266499,6.766666666666666,6.535,6.4142399999999995,9.397910700622768,6.76306182447726,5.798340266375166,4.8775,4.9475,4.773253333333334,4.866364957647818,4.767280208113832,4.693754019933593,11.744166666666668,11.710416666666667,11.531866666666666,11.417434280567546,11.054630300568675,11.42036430104348,10.951681547619048,11.179925595238096,10.94437380952381,9.76464036921865,10.716066963793633,-1.7867752286050987e-07
1997-02-28,POMRB,8.173333333333334,8.35,7.323333333333332,5.266666666666667,12.566666666666668,11.836666666666664,7.724374999999999,7.9925,7.969509333333333,9.718244821489046,8.651114189372324,8.669997172174693,7.72734375,7.978750000000002,8.13769,8.08799613843777,8.621534697156761,8.822937665048547,6.627083333333333,6.6708333333333325,6.777877333333333,9.446478666542465,6.923952692055464,6.82202212445644,4.677499999999999,4.928333333333333,4.970618666666667,4.95285242171374,5.524126370363198,4.729835276583506,11.63875,11.685416666666669,11.945786666666667,11.440142804838871,12.439034177107548,12.420800821281015,10.763541666666667,10.886904761904763,11.301290952380953,9.732447078062116,13.038827951052834,12.957134185637015
1997-05-31,PREMON,9.806666666666667,8.7,8.673333333333332,5.7333333333333325,13.603333333333332,12.8725,7.594583333333333,7.956249999999999,8.704372266666667,9.938346200536612,10.021112618384825,9.851109476764536,7.4565625,7.996250000000002,8.362613999999999,8.085319903713597,9.011461725246233,8.349392441758448,6.530416666666666,6.862499999999999,7.536059733333333,9.807884939721896,8.100406925866144,7.733126317517154,4.5304166666666665,4.826666666666666,5.275704533333332,5.118635936495009,6.06621465637121,5.660433698242913,11.458124999999999,11.802916666666668,12.608805333333333,11.657077180586612,13.97268893240621,12.896097610320746,10.552708333333333,11.016458333333334,11.929774571428572,10.058054794752634,12.170378871556043,12.305266668013417
1997-08-31,MONSOON,4.458333333333333,5.10875,2.93,2.48,8.136666666666665,6.6466666666666665,7.8225,7.4925,7.005956693333333,7.909435274603164,5.773785135970845,6.3039473938748225,7.43796875,7.458437500000002,7.061068399999999,7.454232681230945,6.722008159239353,7.132345826029802,6.781666666666666,6.391666666666666,5.693635839999999,8.074543574574435,5.06787402634709,5.2663070447615565,4.507916666666667,4.528333333333333,4.15742272,4.5718672803377105,3.2340801777052803,3.9670452892497963,11.388333333333334,11.474583333333335,10.819949866666665,10.972145833484165,8.766923646752883,10.100508451439442,10.600902777777778,10.510625000000001,9.81653140952381,8.902549026681786,8.590747704785274,8.635599376258602
1997-11-30,POMKH,8.348333333333333,7.66,7.75,4.65,11.46,11.023333333333332,7.913958333333333,7.696666666666665,7.542907349333333,7.798378868116975,7.2670846203047565,7.197761821711211,7.528571428571428,7.4546875,7.3006410399999995,7.333135320593322,7.286882600644218,7.168663664702854,6.79625,6.669166666666666,6.5161815039999995,8.043230975890731,6.807034846418841,6.15653004953222,4.510416666666667,4.532500000000001,4.354453632,4.5910194924945635,4.047100964515524,3.880100612434526,10.903333333333334,11.441666666666668,11.075969919999999,10.888081918935173,10.998650705278296,11.191859496424449,10.50205853174603,10.594791666666667,10.299252179047619,9.00537033121086,10.24620863437434,10.644264360191869
1998-02-28,POMRB,9.18,8.216249999999999,8.223333333333333,5.069999999999999,12.14,11.885555555555555,7.993541666666666,7.948333333333332,8.1977444096,8.120209301107511,8.53447575965024,8.603102621697158,7.796049107142856,7.421249999999999,7.666884624,7.341177955293811,8.257785071396498,7.995246784920894,6.76,6.894166666666665,7.199042235733333,8.158038014029918,7.105906687146993,7.368014210740183,4.587916666666667,4.483333333333334,4.6406721792,4.693733544047224,5.18872311897999,4.653385681519167,10.578541666666666,11.335,11.501581951999999,10.94299308760932,12.370404899715139,12.418401346190683,10.593075396825395,10.60701388888889,10.933773529650793,9.389649674505621,12.346134891803512,12.361421759359931
1998-05-31,PREMON,9.531666666666666,9.558571428571428,7.8900000000000015,5.95,10.15,12.032857142857141,7.991874999999999,7.879583333333333,8.731313312426668,8.593273758113305,10.08754311431692,9.998380198089746,7.970580357142857,7.6358928571428555,8.42355934582857,7.6127896448787356,8.69360128357889,8.478777855825536,6.599583333333333,6.698333333333332,7.47542534144,8.136332320221404,8.348927200589085,8.181039143029382,4.590416666666666,4.537500000000001,5.164403307520001,4.958523895309525,5.803258718547487,5.416119288607957,10.618541666666667,10.471666666666668,10.9609491712,10.683541676156212,13.844220384282398,13.078666265017462,10.72265873015873,10.397103174603174,11.373406974933332,9.837539122349327,12.072833372805524,12.602341717755245
