Date,Season,Gumla,Ghaghra,Raidih,Kamdara,Sisai,Chainpur,Palkot,Verno,Gumla_Trend,Gumla_SMA,Gumla_EWMA,Gumla_DES,Gumla_TES,Gumla_ARIMA,Ghaghra_Trend,Ghaghra_SMA,Ghaghra_EWMA,Ghaghra_DES,Ghaghra_TES,Ghaghra_ARIMA,Raidih_Trend,Raidih_SMA,Raidih_EWMA,Raidih_DES,Raidih_TES,Raidih_ARIMA,Kamdara_Trend,Kamdara_SMA,Kamdara_EWMA,Kamdara_DES,Kamdara_TES,Kamdara_ARIMA,Sisai_Trend,Sisai_SMA,Sisai_EWMA,Sisai_DES,Sisai_TES,Sisai_ARIMA,Chainpur_Trend,Chainpur_SMA,Chainpur_EWMA,Chainpur_DES,Chainpur_TES,Chainpur_ARIMA,Palkot_Trend,Palkot_SMA,Palkot_EWMA,Palkot_DES,Palkot_TES,Palkot_ARIMA,Verno_Trend,Verno_SMA,Verno_EWMA,Verno_DES,Verno_TES
1996-02-29,POMRB,2.5700000000000003,4.37,6.61,1.86,4.776666666666667,4.154999999999999,5.92,4.89,,,2.5700000000000003,1.9355215225490643,3.2029835172643235,0.0,,,4.37,3.053831527860079,3.8045367872636477,0.0,,,6.61,8.955654275807111,6.714203745659487,0.0,,,1.86,1.8371984892351219,2.4892573246881806,0.0,,,4.776666666666667,3.8971265051422597,4.141064242517681,0.0,,,4.154999999999999,3.6291614235741423,3.163085480680979,0.0,,,5.92,5.194331198948971,5.50375807063495,0.0,,,4.89,3.6736012266112223,3.25418658180989
1996-05-31,PREMON,4.13,5.34,7.98,2.3,5.763333333333333,5.84,7.1,5.49,,,3.194,2.430117944335153,3.682520406963155,1.6102621557493748,,,4.758,3.2179800624244734,5.89270429382838,4.369988957082438,,,7.158,10.14964753089424,8.432266703817401,6.609958213992684,,,2.036,1.8611636145776251,3.5437964983401167,1.8599952405024587,,,5.171333333333333,4.114923173455403,6.322878604441958,4.776652280355776,,,4.828999999999999,3.6529752052471554,4.623399085809491,4.154988027704612,,,6.3919999999999995,5.5269931762242255,7.3911027608703455,1.8047166766104012,,,5.13,3.687467979471061,6.381802761611044
1996-08-31,MONSOON,0.93,0.52,2.5,0.6,1.405,2.88,1.31,1.2,2.849375,,2.2883999999999998,2.3306802287894883,1.2009934070704618,2.580252794718793,3.51875,,3.0628,2.4005353377706977,1.6829675901652075,4.993916257668228,6.00375,,5.2948,8.395119187662909,2.0786469996058816,7.221095729709457,1.705,,1.4616,1.8440101297201206,0.5249360081868089,2.1113113843935642,3.9154166666666668,,3.6647999999999996,3.26022823468254,2.0394859056350505,5.3015868704799765,4.225625,,4.0493999999999994,3.6739169207827453,1.512014718838552,4.950278579079544,5.0725,,4.3591999999999995,4.5706684373999344,3.1729924770265083,1.7796624813806534,3.38375,,3.558,3.700102585447191,1.794783158276672
1996-11-30,POMKH,3.19,3.94,6.77,1.9,3.8966666666666665,3.93,5.87,2.85,3.06375,2.705,2.64904,2.6230519211802164,2.015935846464284,2.1696740571628066,3.58125,3.5425,3.4136800000000003,2.4632144096743747,2.348899741802543,2.5504884873328946,6.2225,5.965,5.884880000000001,8.390559509929078,4.903446107893188,5.924255426771698,1.86375,1.665,1.63696,1.85816007778022,1.4691599836876668,1.4297334097862202,3.9687500000000004,3.9604166666666663,3.7575466666666664,3.1760818224029514,2.9444347299766815,3.7656395326761207,4.3100000000000005,4.20125,4.00164,3.6960225124211683,2.1885301639810404,4.405752840217614,5.185,5.05,4.96352,4.7079514926724695,4.259742678177782,1.0212055969204656,3.23875,3.6074999999999995,3.2748,3.713270916538615,2.5296090086667435
1997-02-28,POMRB,3.725,4.18,6.92,2.18,4.416666666666667,4.35,6.1,3.1,3.294375,2.99375,3.0794240000000004,3.0020397405937342,3.433031387866425,2.187998716558364,3.6975000000000002,3.495,3.7202080000000004,2.618835004998861,4.092768260734968,4.248270684262123,6.25125,6.0425,6.298928,8.290191732231586,7.292348218072076,6.249059067410321,1.9962499999999999,1.7449999999999999,1.854176,1.878792246928265,2.563880692631897,1.7964504505009535,4.023333333333333,3.8704166666666664,4.021194666666666,3.2811455214131544,4.319065111144557,4.338731802798083,4.242083333333333,4.25,4.1409839999999996,3.718661990599843,3.3205212071286425,4.129606735149206,5.46875,5.094999999999999,5.418112,4.911124451467694,5.534499239163223,5.802680280457816,3.2187500000000004,3.1599999999999993,3.20488,3.7265575840663643,3.4392112833960455
1997-05-31,PREMON,4.69,6.03,9.42,3.25,6.55,6.32,7.82,6.12,3.2618750000000003,3.13375,3.7236544000000005,3.5496032280156826,4.127331821677426,3.768156873311116,3.5475,3.6675000000000004,4.6441248,3.2233894343399037,6.030309090253302,5.0201424120276705,5.80375,6.402500000000001,7.5473568,9.16701022209084,8.84112260894473,7.896667150655006,1.9849999999999999,1.9825000000000002,2.4125056000000002,1.924783376881641,3.6184198683253386,2.0952610172475445,3.8320833333333333,4.067083333333334,5.032716799999999,3.9847548643914767,6.359896924827733,5.077812257109959,3.949791666666667,4.37,5.012590400000001,3.7434050773165004,4.780834812528833,5.054023747031925,5.5125,5.274999999999999,6.3788672,5.511844871102476,7.437795493029386,6.820658296657719,2.9825,3.3174999999999994,4.370928,3.740788374075767,6.182761052052715
1997-08-31,MONSOON,2.215,0.76,1.29,0.71,1.055,1.856666666666667,2.86,0.41,2.723125,3.455,3.1201926400000004,3.619117744648528,1.672550323582008,1.9059051141116745,3.27,3.7275000000000005,3.0904748800000004,2.619332749466887,1.9945581204410203,1.4861241304884505,5.31375,6.1000000000000005,5.04441408,6.47445617756454,3.0367063543396746,3.7511892392130113,1.96375,2.0100000000000002,1.73150336,1.9092544460019458,0.599559385462415,1.3902585502229428,3.5862499999999997,3.9795833333333337,3.4416300799999995,3.2169480980570255,2.2729487678073528,2.414997135241708,3.7004166666666674,4.114166666666667,3.7502209066666667,3.7637615874734167,1.669450447890791,3.629290019262593,5.255,5.662499999999999,4.97132032,4.963663246322758,3.291642785297603,1.5778160901175524,2.79,3.1199999999999997,2.7865568,3.7533651040548883,1.7569582040446399
1997-11-30,POMKH,1.645,2.5,4.4,1.7,2.716666666666667,2.615,4.67,1.75,1.89375,3.06875,2.5301155840000003,3.5457977751193313,2.676365153240148,3.182636528213342,3.0,3.367500000000001,2.854284928,2.4728807975557867,2.6379416859300666,3.8136096939478246,4.80875,5.507500000000001,4.786648448,5.460465981081099,5.425464233773692,6.346546082787492,1.73,1.96,1.718902016,1.9175727439914356,1.5437833612585332,1.7869045040727574,3.2399999999999998,3.6845833333333338,3.1516447146666664,2.9673222546685065,3.0250017775358646,3.781700230675535,3.214166666666667,3.7854166666666664,3.2961325439999998,3.784983161630374,2.345965884493547,4.061192788722604,5.02875,5.362499999999998,4.850792192,4.854371367022636,4.531363939392582,6.011919434999393,2.5325,2.8449999999999998,2.37193408,3.7663829940610487,2.345514911497829
1998-02-28,POMRB,0.96,3.4,5.37,2.21,3.63,3.67,5.24,2.66,1.3893749999999998,2.3775,1.9020693504000001,3.3135521954755256,3.5813846648700576,2.6197183347846633,2.86,3.172500000000001,3.0725709568,2.5625688561611346,3.8372206977436045,3.701259471320767,4.552499999999999,5.120000000000001,5.0199890688,5.088474464863538,6.320305277555415,5.581479982077262,1.51125,1.9675000000000002,1.9153412095999998,1.937953996222555,2.6385040679147833,1.9518982739467303,3.0339583333333335,3.487916666666667,3.3429868288,3.003644152409253,4.069301921470087,3.98607022865908,2.7845833333333334,3.615416666666667,3.4456795263999997,3.8073746692603674,3.4779569169919817,3.9022738646391684,4.9,5.147499999999997,5.006475315199999,4.887981001275344,5.648845651330949,5.492092102881661,2.39,2.735,2.487160448,3.7797153834371535,3.0770086831973833
1998-05-31,PREMON,0.82,4.65,6.93,1.35,4.566666666666666,3.11,6.87,4.5,1.165625,1.41,1.46924161024,3.0317719586500935,3.599237037103814,2.7961336244005413,2.845,2.8275000000000006,3.70354257408,2.9547683221586114,5.609576816098651,5.143716390100067,4.44875,4.4975000000000005,5.78399344128,5.503223861025055,7.87677553365234,7.481165272453765,1.33,1.4925000000000002,1.6892047257599998,1.9374011007754726,3.6930432432367617,2.5622759778908932,2.98625,2.9920833333333334,3.8324587639466667,3.309180330973747,5.9694387572428855,5.1702619745172775,2.5556250000000005,2.812916666666667,3.3114077158399997,3.8293105549594557,4.938270516335546,5.069429556506412,4.775,4.9099999999999975,5.751885189119999,5.29874399176368,7.448011726507834,7.177609844289481,2.4125,2.33,3.2922962688,3.793640436464355,5.8054298470755885
1998-08-31,MONSOON,2.05,1.02,1.73,0.86,1.39,1.63,2.78,0.89,1.7425,1.36875,1.701544966144,2.954164830660325,0.3685025082083224,0.033487424730323234,3.0225000000000004,2.8925000000000005,2.630125544448,2.50453265705782,1.2716890821439781,0.5669762252903254,4.612500000000001,4.607500000000001,4.162396064768,3.8987154097572185,1.0335673704945725,1.2008695671839735,1.8287499999999999,1.5300000000000002,1.3575228354559998,1.9250286799708343,0.6741827439358477,0.8695607189989678,3.128333333333333,3.0758333333333336,2.855475258368,2.778612846542036,1.4650793784907656,0.8531387362574883,2.44625,2.75625,2.638844629504,3.8498580781282934,1.826886127343037,2.1539638308914197,4.6925,4.889999999999998,4.563131113471999,4.767745148498739,3.199238958062731,1.9310521708632065,2.69875,2.45,2.3313777612799997,3.8065361600328678,1.1379756698652401
1998-11-30,POMKH,0.02,2.12,3.13,0.1,2.0,1.01,3.75,1.45,3.040625,0.9624999999999998,1.0289269796864,2.5155415334759272,1.6367915067148444,1.681689830328526,3.6137499999999996,2.7975000000000003,2.4260753266688,2.345897537557087,2.224643023862457,3.307061484326221,4.99125,4.290000000000001,3.7494376388608,3.240801873232554,4.428249390267375,4.925516277678659,2.6100000000000003,1.1300000000000001,0.8545137012735999,1.894502766065682,1.6184067203595816,1.7150661773661495,3.5324999999999998,2.896666666666667,2.5132851550208,2.4746869940802028,2.516620080869659,2.7640415286076827,2.655,2.355,1.9873067777024,3.8698781068573536,2.503401561167831,2.601366506789425,4.80625,4.659999999999998,4.2378786680832,4.489986513035415,4.440285731804141,5.434644773147591,3.2725,2.375,1.9788266567679997,3.819641684815966,1.9402422501487029
1999-02-28,POMRB,7.2,5.2,7.95,7.8,5.4833333333333325,4.4,5.5,5.25,3.74,2.5225,3.49735618781184,3.361445999827739,2.4058815636696034,1.5318272589589244,3.95875,3.2475,3.53564519600128,2.9280385154042117,3.4344099836300837,3.4247938125958197,5.09375,4.9350000000000005,5.42966258331648,4.798337394442072,5.244867888910051,5.095330419987086,2.68125,2.5275,3.63270822076416,2.048960272657629,2.7131274130731535,1.7097173461790194,3.7495833333333333,3.3600000000000003,3.701304426345813,3.1453035220025134,3.506339372729941,3.179282960664154,2.70125,2.5375,2.9523840666214403,3.8934205127227544,3.635392580919717,2.722984297400748,4.855,4.724999999999998,4.74272720084992,4.633067716301457,5.4691790594827285,5.121731104485167,3.62125,3.0225,3.2872959940608,3.8339231498530078,2.692207509219288
