Date,Season,Nilambur,Kondotty,Malappuram,Wandoor,Tanur,Mankada,Perinthalmanna,Areekode,Ponanni,Kuttippuram,Kalikavu,Vengara,Thirurangadi,Perumbadappu,Tirur,Nilambur_Trend,Nilambur_SMA,Nilambur_EWMA,Nilambur_DES,Nilambur_TES,Nilambur_ARIMA,Kondotty_Trend,Kondotty_SMA,Kondotty_EWMA,Kondotty_DES,Kondotty_TES,Kondotty_ARIMA,Malappuram_Trend,Malappuram_SMA,Malappuram_EWMA,Malappuram_DES,Malappuram_TES,Malappuram_ARIMA,Wandoor_Trend,Wandoor_SMA,Wandoor_EWMA,Wandoor_DES,Wandoor_TES,Wandoor_ARIMA,Tanur_Trend,Tanur_SMA,Tanur_EWMA,Tanur_DES,Tanur_TES,Tanur_ARIMA,Mankada_Trend,Mankada_SMA,Mankada_EWMA,Mankada_DES,Mankada_TES,Mankada_ARIMA,Perinthalmanna_Trend,Perinthalmanna_SMA,Perinthalmanna_EWMA,Perinthalmanna_DES,Perinthalmanna_TES,Perinthalmanna_ARIMA,Areekode_Trend,Areekode_SMA,Areekode_EWMA,Areekode_DES,Areekode_TES,Areekode_ARIMA,Ponanni_Trend,Ponanni_SMA,Ponanni_EWMA,Ponanni_DES,Ponanni_TES,Ponanni_ARIMA,Kuttippuram_Trend,Kuttippuram_SMA,Kuttippuram_EWMA,Kuttippuram_DES,Kuttippuram_TES,Kuttippuram_ARIMA,Kalikavu_Trend,Kalikavu_SMA,Kalikavu_EWMA,Kalikavu_DES,Kalikavu_TES,Kalikavu_ARIMA,Vengara_Trend,Vengara_SMA,Vengara_EWMA,Vengara_DES,Vengara_TES,Vengara_ARIMA,Thirurangadi_Trend,Thirurangadi_SMA,Thirurangadi_EWMA,Thirurangadi_DES,Thirurangadi_TES,Thirurangadi_ARIMA,Perumbadappu_Trend,Perumbadappu_SMA,Perumbadappu_EWMA,Perumbadappu_DES,Perumbadappu_TES,Perumbadappu_ARIMA,Tirur_Trend,Tirur_SMA,Tirur_EWMA,Tirur_DES,Tirur_TES,Tirur_ARIMA
1996-02-29,POMRB,4.7316666666666665,5.6,4.906666666666666,7.3900000000000015,8.505,7.2375000000000025,6.952857142857143,9.16,7.5124999999999975,7.3,4.153333333333333,9.253333333333332,9.036666666666667,5.826666666666665,4.880000000000001,,,4.7316666666666665,4.4560759257576965,4.689139960361004,0.0,,,5.6,5.073893462500443,5.09960331592599,0.0,,,4.906666666666666,5.486047961392792,5.793843708953352,0.0,,,7.3900000000000015,6.846614437334347,7.400000000000001,0.0,,,8.505,8.57624732201971,8.756911886227503,0.0,,,7.2375000000000025,6.61048242551319,7.317817807947675,0.0,,,6.952857142857143,7.0713801585523575,6.790227599829432,0.0,,,9.16,7.122922909977633,9.17,0.0,,,7.5124999999999975,7.073736077921663,7.522499999999997,0.0,,,7.3,7.0765180266584995,7.139106322944466,0.0,,,4.153333333333333,3.684337994207298,3.92603121525077,0.0,,,9.253333333333332,8.970724733318905,9.246803138070097,0.0,,,9.036666666666667,9.160623204635764,9.360411285769104,0.0,,,5.826666666666665,7.667265733975272,5.667020350094324,0.0,,,4.880000000000001,4.372246429000576,5.058078812535984,0.0
1996-05-31,PREMON,6.01,6.1999999999999975,5.533333333333332,8.13,9.585,8.1775,7.4700000000000015,9.09,8.514999999999999,8.58,4.743333333333333,10.346666666666666,9.453333333333337,6.91,5.702000000000001,,,5.243,4.777072277049677,5.666866124980992,4.731661023092529,,,5.839999999999999,5.2130937604639,5.569898081258713,1.500619437009363,,,5.157333333333332,5.52446471678964,6.857023088294458,4.9066500978235075,,,7.686000000000002,6.927280966648327,8.149445983379502,1.1173744596692375e-08,,,8.937000000000001,8.862879875438042,9.41497423361142,6.781834482634415,,,7.613500000000002,6.8068578851557975,8.480723867749438,1.7897752594089884,,,7.159714285714287,7.084515543941772,7.659903955047795,6.952847592554167,,,9.132,7.262432778387889,9.108836565096954,3.228914549677753,,,7.913499999999998,7.385964071870213,8.533836565096951,7.512489217744263,,,7.812,7.194582098541587,8.302413650724816,7.299990551622323,,,4.389333333333333,3.8966613286685967,4.590466383377517,4.153328323375879,,,9.690666666666665,9.314387228875072,10.315426289961623,9.253328001896879,,,9.203333333333335,9.179822854471526,9.343351906625996,9.036641575436887,,,6.26,8.586083373502749,6.927798888016529,1.0688645762823579e-06,,,5.208800000000001,4.556059681147012,5.634085688659834,1.2720452520911147
1996-08-31,MONSOON,3.458333333333333,2.85,3.4600000000000004,5.31,7.73,5.5625,4.672857142857142,5.1320000000000014,7.1400000000000015,4.848000000000001,2.066666666666667,8.033333333333333,8.379999999999999,3.753333333333333,3.7960000000000003,4.480625,,4.529133333333333,4.562616274405868,3.729583889670789,5.433059956133042,4.296249999999999,,4.643999999999999,4.599558042781007,3.515156163288105,1.8837803630039873,4.347083333333333,,4.478399999999999,5.5631504870284,3.5371898326837945,5.298997882036995,6.5225,,6.735600000000002,6.662752529235163,5.338340942749058,-1.9725320939587095e-07,8.5075,,8.4542,8.383268090742217,7.229836353878843,7.984045859057337,6.7384375,,6.793100000000001,6.367099777381338,5.3694390699088235,2.28661673484784,5.92375,,6.1649714285714285,6.895161386501447,4.632361706383099,7.285656562980521,7.2775,,7.532,7.0699535791972945,5.158534250044124,2.359188495139532,7.596875,,7.6041,7.211697513286103,7.166534250044124,7.968524228470636,6.546250000000001,,6.6264,6.7699894455334,5.351485985636858,8.11311449399764,3.3249999999999997,,3.4602666666666666,3.748367887734456,2.2786909625914498,4.469250097518261,8.975833333333334,,9.027733333333332,8.917828714745905,7.7645737671383195,10.068978705832592,8.927083333333336,,8.874,9.194183445709097,7.4281223079379135,9.299597399378811,5.218333333333333,,5.257333333333333,7.702462651383222,3.249710400361499,1.2675949221349871e-06,4.604500000000001,,4.643680000000001,4.30292086060701,3.5957468583165904,1.6621641130342266
1996-11-30,POMKH,3.783333333333333,2.965,3.3000000000000003,5.54,7.935,6.055,4.767142857142857,6.279999999999999,7.2525,5.523999999999999,2.54,8.286666666666667,8.633333333333335,4.489999999999998,4.093999999999999,4.382499999999999,4.495833333333334,4.230813333333333,4.447668563146732,3.8960698273785908,4.577533997706301,4.13,4.403749999999999,3.9723999999999995,4.131290845078698,3.9019077493867598,1.9352013150406902,4.380416666666667,4.3,4.00704,5.60210715901909,4.212406645714148,4.284998082827878,6.439374999999999,6.5925,6.257360000000001,6.442923060057347,5.576689239595705,-2.3026161102912527e-07,8.57,8.43875,8.24652,8.151908730773593,7.486700865313367,7.649008539417491,6.847812500000001,6.758125000000001,6.497860000000001,6.116871306853673,5.761569306437254,2.807850964788699,5.913571428571428,5.965714285714286,5.60584,6.716103174380364,5.113154544629738,5.867342534065401,7.144,7.4155,7.0312,6.977634874918174,6.313127644054535,3.6647502961340335,7.494375,7.6049999999999995,7.4634599999999995,7.121750839977185,7.285627644054535,7.80648297615569,6.490125000000001,6.563000000000001,6.18544,6.483686064119229,5.846897076932613,6.238031424262139,3.1933333333333334,3.3758333333333335,3.09216,3.667588479200172,2.8542275729581763,3.4899054125721864,9.010833333333332,8.98,8.731306666666667,8.647183337925908,8.550980356316185,8.394947718165858,8.972083333333334,8.875833333333334,8.777733333333334,9.209635092780426,8.174973796511438,8.769763902110052,5.168749999999999,5.244999999999999,4.950399999999999,6.99318265161767,4.440015887788941,1.5409256906379228e-07,4.624,4.618,4.423808,4.154109051085855,4.249202748466031,1.9200804700715945
1997-02-28,POMRB,4.609999999999999,4.74,5.283333333333334,6.83,9.055,7.08,6.6171428571428565,8.056000000000001,7.447499999999999,7.166,3.7466666666666666,9.22,9.446666666666667,5.613333333333334,4.772,4.215416666666666,4.465416666666667,4.3824879999999995,4.508167937809201,4.845906447694947,4.290582012929301,4.07625,4.188749999999999,4.27944,4.144100657100784,5.045060171763938,5.302430739084616,4.291666666666667,4.394166666666667,4.517557333333333,5.641336633257636,6.0216934186587885,4.309823194424645,6.4375,6.452500000000001,6.486416,6.399261053675154,7.432917572786724,7.224706232589464,8.474375,8.57625,8.569911999999999,8.40447628637706,9.175495491498838,7.679618902034201,6.9096874999999995,6.71875,6.730716000000001,6.1773174670070174,7.320193989488356,7.076820237478584,5.922321428571427,5.881785714285714,6.010361142857143,6.675331759480477,6.735036309818956,6.543209175233924,7.125,7.139500000000001,7.441120000000001,7.037462559983008,9.196028352334718,9.076444633775273,7.3325000000000005,7.588750000000001,7.457075999999999,7.13648788936384,7.5506336154926075,7.597818086391417,6.399500000000001,6.529500000000001,6.577664,6.466690115751026,7.1033513915685065,6.722828057169692,3.101666666666667,3.274166666666667,3.353962666666667,3.743910544421028,4.06321332832051,3.5184738577047425,8.947083333333332,8.971666666666668,8.926784000000001,8.71245287672256,9.312945471293299,9.094140081323395,8.877500000000001,8.978333333333333,9.045306666666667,9.228676561809426,9.474238590632947,8.841037951061027,4.9854166666666675,5.191666666666666,5.215573333333333,6.7217485477229895,5.804998889154581,5.826664984056692,4.6377500000000005,4.590999999999999,4.5630848,4.192375053106607,5.076652183804322,4.535641511916868
1997-05-31,PREMON,5.346666666666667,5.73,5.423333333333333,8.025,9.535,9.21,7.724285714285713,9.126,7.76,8.265,4.096666666666667,10.659999999999998,9.403333333333334,6.726666666666668,5.966,4.101875,4.299583333333334,4.768159466666667,4.695623401470194,5.718953676609862,5.062975138712773,4.09375,4.071249999999999,4.859664,4.379236335777245,5.410945133201605,5.689510178440052,4.192916666666667,4.366666666666667,4.879867733333333,5.680840817090287,7.0848727980075115,5.115634351591429,6.46,6.42625,7.1018496,6.515081258106565,8.147761759285089,7.948154489105232,8.32875,8.56375,8.955947199999999,8.73600248927997,9.897036062254083,8.710337902090327,6.736875,6.976875,7.722429600000002,6.8071062925587045,8.481773839382935,7.9369884356104885,5.905714285714286,5.945357142857142,6.69593097142857,6.71766622006289,7.482063819333012,7.14100946585633,7.0895,7.148500000000001,8.115072,7.1885894560053964,9.000087470564493,8.610643533080614,7.237187499999999,7.4,7.578245599999999,7.2820671462982425,8.549689015979274,7.964140967860878,6.34375,6.450750000000003,7.2525984,6.620789724594251,8.231795970836055,7.972440546789348,3.1175,3.1125000000000007,3.651044266666667,3.857094881197075,4.549654401708264,4.012059979395332,8.820416666666667,9.05,9.6200704,9.24418098112488,10.355515230926676,9.62500041744294,9.242500000000001,8.965833333333332,9.188517333333333,9.247477896553516,9.457179212159533,9.218897014835335,4.819166666666667,5.145833333333333,5.8200106666666676,6.892268203955005,7.0037810512891765,6.849108867560298,4.59325,4.656999999999999,5.12425088,4.527109427873022,5.636084558357403,5.221663310473829
1997-08-31,MONSOON,2.785,2.89,2.86,5.4,7.015,5.025,4.488571428571428,4.944,6.6,4.438,1.98,7.210000000000001,7.673333333333333,2.47,3.642,4.020625000000001,4.131250000000001,3.9748956800000004,4.369843187685987,3.512703842638533,3.901941049421427,4.080625,4.081249999999999,4.0717984000000005,3.9570084792406623,3.315882791526467,2.6830649262410784,4.091666666666666,4.216666666666667,4.071920639999999,5.7206216298265815,3.76503954237955,4.177070897721946,6.479375000000001,6.4487499999999995,6.42110976,6.309520225759357,5.327624247904818,5.19123005145258,8.151250000000001,8.385000000000002,8.17956832,8.047722313150425,7.454895702023239,7.786469392448977,6.5984375,6.842499999999999,6.64345776,6.349434121708442,5.377029431624825,5.69689231741652,5.903214285714284,5.899285714285714,5.812987154285714,6.526852840423636,4.643453449731277,5.166120072979124,7.014249999999999,7.101500000000001,6.846643199999999,6.988644363533204,5.051098381700752,5.273000527503148,7.210625,7.265000000000001,7.18694736,7.013735231132125,7.090285351203989,7.407115976618203,6.304250000000001,6.348250000000002,6.12675904,6.216869842639944,5.1941480307629,5.381056730677004,3.13,3.090833333333334,2.98262656,3.68912935026834,2.0395912211251965,2.259480354202333,8.739583333333334,8.844166666666668,8.65604224,8.659482173946346,7.916799765857011,8.567284413437278,9.585833333333333,8.789166666666667,8.582443733333333,9.258508653967468,7.541949613101011,8.966944227707144,4.790416666666667,4.824999999999999,4.480006400000001,5.273395352056896,3.2799308850860998,3.7152849502557457,4.5665,4.618499999999999,4.531350528,4.304414900300827,3.6320541935483095,3.635730363508083
1997-11-30,POMKH,3.5483333333333333,3.065,3.11,5.63,7.4849999999999985,5.21,4.8185714285714285,6.1839999999999975,7.03,5.488,2.7533333333333334,8.096666666666666,12.26,4.443333333333333,3.892,3.9352083333333336,4.072500000000002,3.8042707413333336,4.245687186715869,3.507582902633947,3.64256941126661,4.00875,4.106249999999999,3.66907904,3.6576232923574734,3.733650918908899,2.962039697250301,3.9887499999999996,4.1691666666666665,3.687152383999999,5.760681013152909,4.440256355367521,3.5546452724310154,6.4712499999999995,6.4712499999999995,6.1046658560000004,6.146771049671747,5.568043933843457,5.41608558973952,7.994375,8.2725,7.901740992,7.778404882433876,7.257682188123073,7.2752279292785005,6.4784375,6.63125,6.070074656,5.983222125235873,5.766495930413383,5.806858002099588,5.914285714285715,5.9121428571428565,5.415220864,6.36473751556207,5.0388243438847375,4.887978770363191,6.935249999999999,7.077500000000001,6.581585919999998,6.89651702955408,6.182685745715155,6.296491612883455,7.088958333333334,7.2093750000000005,7.124168416,6.9418778048174845,7.144523457576743,7.43552604737533,6.266125,6.339250000000002,5.871255423999999,6.004267123695949,5.599900745701188,5.377558244919411,3.19,3.144166666666668,2.890909269333333,3.629158688198188,2.665017043642686,2.478793192077862,8.623333333333333,8.796666666666667,8.432292010666666,8.409745592507463,8.344685689701544,8.080960158638778,9.468333333333334,9.695833333333333,10.053466239999999,9.289982740604174,8.28880109981927,8.482702043415715,4.75875,4.8133333333333335,4.465337173333333,4.7330277693132965,4.238432148060084,4.142295547989782,4.55875,4.568,4.2756103168,4.1608823782419035,4.260589761238927,3.8035515593542524
1998-02-28,POMRB,4.195,4.535,4.663333333333333,6.895,8.085,6.8175,6.545714285714286,7.55,7.4575,6.886,3.6333333333333333,8.763333333333334,8.566666666666666,5.43,4.76,3.945625,3.9687500000000018,3.9605624448,4.264951819244785,4.515124030101191,3.9829789998247955,4.004375,4.055,4.0154474239999995,3.7411256526585044,4.911576951895038,5.01326531780274,4.128958333333333,4.014166666666666,4.077624763733333,5.801020919906464,6.249543128290769,4.5585449349845035,6.473125,6.487500000000001,6.4207995136000005,6.154820696860083,7.338421569814489,6.937093627066511,7.97375,8.030000000000001,7.9750445952,7.82142075274201,8.839735933412584,7.8267980991531365,6.3999999999999995,6.565625000000001,6.3690447936000005,6.068684426502498,7.319468639851471,6.8384601912844065,5.895714285714285,5.894285714285714,5.867418232685715,6.332693803152721,6.7156897235366975,6.613913166335861,6.933249999999999,6.951,6.968951551999998,6.922051355072838,8.765513393189295,8.483896487409554,6.960729166666667,7.211875000000001,7.2575010496,7.048648750750506,7.380682669645902,7.469545140134402,6.27175,6.269250000000002,6.2771532544,6.019993617946407,6.93122815204406,6.790765448504526,3.2841666666666667,3.1158333333333346,3.187878894933333,3.683418010830571,4.005749771854826,3.468240533108633,8.551666666666668,8.682500000000001,8.564708539733333,8.410971745182719,9.134222930845654,9.133472359362097,9.470416666666667,9.475833333333332,9.458746410666667,9.304902437682895,9.588065901883862,10.17357071439669,4.83375,4.7675,4.851202304,4.746807697729368,5.630753528318919,5.791903648542803,4.538,4.5649999999999995,4.46936619008,4.239939313646043,5.060096641654746,4.612357198729464
1998-05-31,PREMON,5.078333333333333,5.359999999999999,5.22,7.895,9.25,8.5125,7.8842857142857135,9.0,6.776666666666667,8.24,4.69,10.186666666666667,9.343333333333334,6.656666666666666,5.916,3.95375,3.901666666666668,4.407670800213333,4.44605952688453,5.356509056551981,4.74368676835669,4.20625,3.9624999999999995,4.5532684543999995,3.9975441386753348,5.268191332380632,5.648629261434046,4.389166666666666,3.963333333333333,4.534574858239999,5.841643312873577,7.312722507596087,4.9600612065288345,6.529375,6.455,7.01047970816,6.29585596143202,8.136278094028139,7.949225244915959,7.981875,7.958750000000001,8.48502675712,8.264218568394083,9.254918561692552,8.406748457943088,6.4703125,6.391250000000001,7.22642687616,6.6024453653577355,8.481734641929291,8.63592420083084,5.951428571428572,5.934285714285714,6.674165225325714,6.401109740488834,7.439946210864361,7.370067882005981,6.97725,6.919500000000001,7.7813709312,7.071119372609126,8.881523791892805,8.674494738794971,6.952604166666667,6.966041666666667,7.065167296426667,6.915997757579748,8.347945442307926,7.815309771732526,6.349,6.263000000000002,7.06229195264,6.24135611015734,8.021392129307781,7.898146861057808,3.2695833333333333,3.264166666666668,3.78872733696,3.866609738391957,4.473905449134009,3.913395814881823,8.469166666666666,8.564166666666669,9.213491790506666,8.878737917965154,10.147624251101723,9.520779395446633,8.99875,9.460833333333332,9.412581179733333,9.323248785278519,9.571006521163248,9.094350974691425,4.797083333333333,4.75,5.573388049066667,5.332790812712803,6.827931926383759,6.707482130641111,4.5365,4.552499999999999,5.048019714047999,4.598790512858091,5.62012555432415,5.576456688368323
