Date,Season,Thaikkatusseri,Muthukulam,Veliyanad,Harippad,Mavelikara,Bharanikavu,Champakulam,Pattanakad,Chengannur,Kanjikuzhy,Ambalapuzha,Aryad,Thaikkatusseri_Trend,Thaikkatusseri_SMA,Thaikkatusseri_EWMA,Thaikkatusseri_DES,Thaikkatusseri_TES,Thaikkatusseri_ARIMA,Muthukulam_Trend,Muthukulam_SMA,Muthukulam_EWMA,Muthukulam_DES,Muthukulam_TES,Muthukulam_ARIMA,Veliyanad_Trend,Veliyanad_SMA,Veliyanad_EWMA,Veliyanad_DES,Veliyanad_TES,Veliyanad_ARIMA,Harippad_Trend,Harippad_SMA,Harippad_EWMA,Harippad_DES,Harippad_TES,Harippad_ARIMA,Mavelikara_Trend,Mavelikara_SMA,Mavelikara_EWMA,Mavelikara_DES,Mavelikara_TES,Mavelikara_ARIMA,Bharanikavu_Trend,Bharanikavu_SMA,Bharanikavu_EWMA,Bharanikavu_DES,Bharanikavu_TES,Bharanikavu_ARIMA,Champakulam_Trend,Champakulam_SMA,Champakulam_EWMA,Champakulam_DES,Champakulam_TES,Champakulam_ARIMA,Pattanakad_Trend,Pattanakad_SMA,Pattanakad_EWMA,Pattanakad_DES,Pattanakad_TES,Pattanakad_ARIMA,Chengannur_Trend,Chengannur_SMA,Chengannur_EWMA,Chengannur_DES,Chengannur_TES,Chengannur_ARIMA,Kanjikuzhy_Trend,Kanjikuzhy_SMA,Kanjikuzhy_EWMA,Kanjikuzhy_DES,Kanjikuzhy_TES,Kanjikuzhy_ARIMA,Ambalapuzha_Trend,Ambalapuzha_SMA,Ambalapuzha_EWMA,Ambalapuzha_DES,Ambalapuzha_TES,Ambalapuzha_ARIMA,Aryad_Trend,Aryad_SMA,Aryad_EWMA,Aryad_DES,Aryad_TES,Aryad_ARIMA
1996-02-29,POMRB,2.05,2.22,1.34,3.18,3.34875,8.104285714285714,1.0233333333333334,1.866,4.085,1.41,2.1225,1.8,,,2.05,2.1418600805777697,2.0599999999999996,0.0,,,2.22,2.1895877151970797,2.3881698626121524,0.0,,,1.34,0.7592741110049274,1.35,0.0,,,3.18,2.152514481119224,2.729885919711098,0.0,,,3.34875,5.22032186644859,3.1557245425530893,0.0,,,8.104285714285714,7.842813884695066,8.645826249967277,0.0,,,1.0233333333333334,0.9333068693689142,1.0589621131497222,0.0,,,1.866,2.5146298978750727,2.769373046217954,0.0,,,4.085,4.159864215188367,4.074075106440779,0.0,,,1.41,0.7773177259555374,1.42,0.0,,,2.1225,2.009898966391718,1.8584154565972275,0.0,,,1.8,1.5849956220267272,1.7567005816257755,0.0
1996-05-31,PREMON,2.1,2.995,1.45,3.6275,4.54,8.402857142857142,1.3266666666666669,5.625,4.59,1.4,2.3275,1.64,,,2.07,2.1849663762180747,2.1181717451523543,7.112365648854062e-23,,,2.5300000000000002,2.3535583413054266,2.6180810079869588,2.219998325503408,,,1.384,0.8009285118896218,1.4694459833795015,0.0,,,3.359,2.169221447266367,3.044134006784369,3.1799964396684106,,,3.8252499999999996,6.23048279573107,4.188486859066187,3.3487480413356456,,,8.223714285714285,7.886225407937926,8.093830633475845,2.864690446177447,,,1.1446666666666667,1.0137125106691642,1.263706178277278,0.766474080604627,,,3.3696,3.7323347069781465,2.8365703535549573,1.8659990963398918,,,4.287,4.161120872426868,4.657247852357354,1.6142497442788715,,,1.406,0.8441242768457539,1.4174515235457061,1.4099997257945338,,,2.2045000000000003,2.0523580099167105,2.289798258475882,2.1224987871522556,,,1.7360000000000002,1.5882509457838185,1.7256959500539746,1.4915119198878601
1996-08-31,MONSOON,0.84,1.825,0.36,2.03,2.1,7.321428571428571,0.48,2.9933333333333336,3.1,0.26,1.2875000000000003,0.94,1.4525,,1.5779999999999998,1.9875551949261734,0.8646001795566328,-4.3519871516006405e-23,2.2925,,2.248,2.2564987411763173,1.5426795433505909,2.620758060405984,0.965,,0.9743999999999999,0.7721409456236801,0.3883409427490583,0.0,2.7193750000000003,,2.8274,2.1860580708706054,1.8158290030740822,3.51524004301699,3.0108705357142855,,3.1351499999999994,5.005052690292664,2.502670527406405,4.003629517326305,7.859285714285714,,7.8628,7.866084336969779,6.727715561800303,3.437409152999468,0.8075000000000001,,0.8788,0.88479859483557,0.32638126683152047,1.0047293398778137,3.2211250000000002,,3.2190933333333334,3.294752676094551,3.4296097289650658,4.36284817595342,3.8,,3.8122000000000003,4.162377895703516,2.891351888204412,2.048957459693946,0.80125,,0.9475999999999999,0.7981225675486477,0.2825608305645291,1.404855092599508,1.7509375000000003,,1.8377000000000003,1.8692205893078995,1.2386159668067969,2.2185414126068204,1.3424999999999998,,1.4176000000000002,1.3650027445189514,0.347663363794946,1.5401109582698838
1996-11-30,POMKH,1.1,1.8575,0.81,2.3525,2.36625,7.568571428571429,0.49,1.114,3.6725,0.48,1.3600000000000003,1.21,1.3575000000000002,1.5225,1.3868,1.8406947984390216,1.129400297126968,1.0438707158903616e-24,2.3671875,2.224375,2.0918,2.1845654876151714,2.033197190777954,2.326117102784996,0.8712500000000001,0.99,0.90864,0.7731754971787528,0.8466892395957049,0.0,2.4865625000000002,2.7975000000000003,2.63744,2.2030253764764383,2.2112268047625716,2.412058701113999,2.8495535714285714,3.08875,2.8275899999999994,3.933772727849883,2.5078288049966297,3.1669258703370424,7.933035714285715,7.849285714285715,7.745108571428572,7.861029896364413,6.776719545189282,4.458940222311639,0.7545833333333334,0.8300000000000001,0.7232799999999999,0.7882652940688673,0.5824686137511657,0.7714353972254193,3.3418333333333337,2.8995833333333336,2.377056,2.2677977379518905,3.0301731604939035,3.1086711119544415,3.7184374999999994,3.861875,3.7563200000000005,4.163635303918358,3.007328751984714,2.198280158967324,0.63375,0.8874999999999998,0.7605599999999999,0.7766544634315553,0.5055945679920417,0.9873010710970805,1.6868750000000001,1.7743750000000003,1.6466200000000004,1.7387676302733053,1.7810420044718738,1.910017875838311,1.2725,1.3975,1.3345600000000002,1.302634866924234,1.7228324665475139,1.2828180005529635
1997-02-28,POMRB,1.49,2.765,1.14,2.555,2.7257142857142855,8.184285714285716,0.8433333333333334,4.4383333333333335,3.59,0.72,1.935,1.36,1.3275000000000001,1.3825,1.42808,1.7703784783508025,2.078499003684417,2.0499999100961546,2.2910416666666666,2.360625,2.3610800000000003,2.3044217311163244,2.540590278447837,2.1711469984610856,0.8075,0.94,1.0011839999999999,0.794664661580105,1.3766017833130384,0.6253241296002284,2.239375,2.6412500000000003,2.604464,2.2201243772465022,3.012709886304382,2.8727085937096977,2.7251785714285717,2.932991071428572,2.7868397142857138,3.2717364434986957,3.155815086133975,3.203062299239712,7.8759821428571435,7.869285714285715,7.92077942857143,7.891076697632259,8.659599422938921,7.948772002945567,0.73125,0.7850000000000001,0.7713013333333334,0.7938053497445792,1.1011488786944217,0.7170316460845334,3.060166666666667,3.5426666666666673,3.2015669333333334,3.0999925765039187,2.474195893693829,1.674197232088252,3.65625,3.738125,3.689792,4.164893091220595,4.262297252882184,3.9066078825276236,0.61375,0.7149999999999999,0.7443359999999999,0.7795534343526278,1.4347499754130069,1.164811371423774,1.6553125,1.7275,1.761972,1.7553492367349888,1.9032414084142375,1.7163235461836854,1.2637500000000002,1.2875,1.3447360000000002,1.309226091766818,1.8687489085402085,1.2368091247235196
1997-05-31,PREMON,1.9,3.0475,0.9,2.39,3.8725,8.912857142857145,1.0833333333333333,4.0183333333333335,4.432499999999999,0.75,2.0025,1.52,1.30375,1.3325,1.616848,1.7790969066082318,2.0254170383025527,2.0999999079033778,2.0223958333333334,2.3737500000000002,2.635648,2.4564931080043415,2.866525612791545,2.5773267574920764,0.7925,0.8025,0.9607104,0.7998566615151124,1.475774589143667,0.6766567074032322,2.100625,2.3318750000000006,2.5186784,2.237356091861522,3.196353200432375,2.7525717941674954,2.6020535714285713,2.7661160714285717,3.2211038285714286,3.476453300184258,3.993535886953547,4.126420225009433,7.509642857142858,7.996785714285714,8.317610514285716,7.960674910696175,8.120261424341145,8.232341037408169,0.7204166666666667,0.7241666666666666,0.8961141333333333,0.8520581616274558,1.2339964223661712,0.8395928823526988,2.978833333333333,3.141000000000001,3.5282734933333337,3.3787925533286747,4.352339577827699,5.3036084908842405,3.4378124999999997,3.6987499999999995,3.9868751999999996,4.1661512661515365,4.714481585588105,4.180207908828043,0.6275,0.5524999999999999,0.7466016,0.7850323258378975,1.2476778859916586,1.0317098174953092,1.6353125,1.6462499999999998,1.8581832,1.783211864201097,2.2827203439681427,1.929230720256471,1.21375,1.2575,1.4148416000000001,1.3651604059999969,1.6434594872791304,1.2581176093683475
1997-08-31,MONSOON,0.8,1.1633333333333329,0.4,1.29,1.7725000000000004,6.355,0.5366666666666666,2.3466666666666667,2.76,0.75,1.36,0.99,1.3,1.3225,1.2901088,1.5917034191206993,0.7330605629920199,0.8399999631613511,1.7452083333333333,2.2083333333333335,2.046722133333333,2.209841862067487,1.7431964857953557,2.2827180647375633,0.7625,0.8125,0.73642624,0.7736249383014007,0.3559362701624089,0.16799752735528523,2.05375,2.146875000000001,2.0272070400000004,2.254721541530363,1.7681152070421526,2.5804711310848596,2.488794642857143,2.684241071428572,2.641662297142857,2.48477981082813,2.159809433244112,2.086876122317399,7.249464285714287,7.755178571428573,7.532566308571431,7.881776333955971,6.758486188632064,7.337315534082404,0.6983333333333333,0.7383333333333333,0.7523351466666667,0.7736785695315415,0.22754591693307047,0.6704741664785733,2.603541666666667,2.9793333333333343,3.055630762666667,2.8304441231532462,2.9734370924140427,2.836124604077003,3.295625,3.61375,3.4961251199999994,4.167409805916508,2.9074165362426356,2.970332954517305,0.57375,0.6749999999999998,0.74796096,0.790053900255892,-0.04525946360642352,0.1589031796399516,1.5996875,1.6643749999999997,1.65890992,1.6716822983544772,1.160511181503798,1.6384886608623195,1.145,1.27,1.24490496,1.231892303961459,0.25213661364941764,1.3236301126339098
1997-11-30,POMKH,0.95,0.3700000000000001,0.65,1.9825,1.70875,5.604285714285715,0.3466666666666667,1.11,2.265,0.1,1.1275,0.76,1.34125,1.2850000000000001,1.15406528,1.4456132103319521,0.993430620048611,1.0999999517589123,1.6352083333333334,1.8364583333333333,1.37603328,1.85534301648884,2.022825729579882,2.0330057725970967,0.80625,0.7725,0.701855744,0.7646152361056703,0.8092746564706546,0.37799443654939185,2.0772916666666665,2.054375000000001,2.009324224,2.272221781237779,2.063916736975783,2.10365514680331,2.4349107142857145,2.519866071428572,2.2684973782857143,1.8359306748421484,2.169775807507375,2.3679632987579584,7.120535714285714,7.264107142857144,6.761254070857144,7.764763812105884,6.810212194744678,7.113239561752154,0.75,0.7024999999999999,0.5900677546666667,0.6708621652026711,0.5339515355459039,0.6207507128781591,1.9819583333333335,2.978333333333334,2.2773784576000002,2.012341705651797,2.4536960035445805,1.4628558936140246,3.355625,3.261875,3.0036750719999996,4.168668721352799,2.9551281320816187,3.4666770849516126,0.62875,0.5799999999999998,0.488776576,0.7335152820855527,0.32968444240795025,0.4550722288885119,1.631875,1.6062499999999995,1.446345952,1.534799668059231,1.7365837852642738,1.6116510686044299,1.1675,1.1575,1.050942976,1.0686886587018405,1.6785215840122971,1.1942464403206237
1998-02-28,POMRB,1.61,2.035,1.06,2.5500000000000003,2.4771428571428578,8.067142857142857,0.81,1.44,3.86,0.67,1.8825,1.26,1.3525,1.3150000000000002,1.336439168,1.431412062423896,1.687691662261145,1.779841637845574,1.7152083333333334,1.6539583333333332,1.6396199679999999,1.895722280350512,2.1689161014115776,1.901041253743144,0.8475,0.7525000000000002,0.8451134464000001,0.7816766236217316,1.1723401498302208,0.3070439098911146,2.124375,2.0531250000000014,2.2255945344000003,2.2898578559839122,2.8333623651079325,2.514795687469626,2.4378571428571427,2.457723214285715,2.3519555698285717,1.9025258383431891,2.7177736384652134,2.762433427002117,6.856339285714287,7.234821428571429,7.283609585371429,7.7934858190428375,8.673809981027539,7.593904227428749,0.8020833333333334,0.6941666666666666,0.6780406528,0.6963411143543016,1.0219505898745966,0.6668933455862109,1.5673333333333332,2.2287500000000007,1.9424270745599999,1.703517862957666,2.2592607218708958,2.676382859266786,3.3021875,3.3293749999999998,3.3462050431999995,4.169928031613894,3.9502565250563526,3.3267675621025927,0.6612499999999999,0.5674999999999999,0.5612659456,0.7353118757092434,1.042118833588191,0.7282739089175254,1.6612500000000001,1.5931249999999992,1.6208075712,1.5838172371983197,1.816772835870247,1.7512741709251367,1.12625,1.1324999999999998,1.1345657856,1.1205494634102453,1.6816620749885676,1.0348630132741503
1998-05-31,PREMON,2.11,2.8975,1.33,2.583333333333333,3.69,7.998571428571429,1.53,2.044,4.6425,1.24,2.3125,1.8,1.2625,1.3675000000000002,1.6458635008,1.514260381106905,1.90576780836607,2.0035148706591333,1.8527083333333332,1.616458333333333,2.1427719808,2.0973669780716047,2.4072056489527522,2.1995926241327455,0.7849999999999999,0.8600000000000002,1.0390680678400002,0.8144375810507893,1.0080597581784048,0.1332415249108155,2.103854166666667,2.1014583333333343,2.3686900539733333,2.3076308150019194,3.0420883155810348,2.4717808887890347,2.4475223214285715,2.412098214285715,2.8871733418971433,2.798252894356329,3.6147994670118013,3.8660400475562646,6.921607142857144,7.0062500000000005,7.5695943226514295,7.8167481867650235,8.15328859142665,8.51757404161409,0.9012500000000001,0.8058333333333334,1.0188243916800002,0.8778878206025251,1.1696393897991133,0.8374824158567373,1.3295,1.7351666666666674,1.983056244736,1.78790880771666,2.3795782914961237,3.1522005943468794,3.408125,3.3818750000000004,3.8647230259199996,4.171187729417148,4.514030612201017,4.396599938352051,0.7424999999999999,0.69,0.8327595673599999,0.7905745049353475,0.9593954931989938,0.7178906041104226,1.7278125,1.6706249999999994,1.89748454272,1.713449651812602,2.203840678919081,1.8945874768586022,1.0225,1.2024999999999997,1.40073947136,1.329135803172271,1.4870215050798081,1.0908677240728668
