Date,Season,Srivilliputhur,Rajapalayam,Vembakottai,Virudhunagar,Aruppukkottai,Narikudi,Sattur,Sivakasi,Kariapatti,Tiruchuli,Vathirairuppu,Srivilliputhur_Trend,Srivilliputhur_SMA,Srivilliputhur_EWMA,Srivilliputhur_DES,Srivilliputhur_TES,Srivilliputhur_ARIMA,Rajapalayam_Trend,Rajapalayam_SMA,Rajapalayam_EWMA,Rajapalayam_DES,Rajapalayam_TES,Rajapalayam_ARIMA,Vembakottai_Trend,Vembakottai_SMA,Vembakottai_EWMA,Vembakottai_DES,Vembakottai_TES,Vembakottai_ARIMA,Virudhunagar_Trend,Virudhunagar_SMA,Virudhunagar_EWMA,Virudhunagar_DES,Virudhunagar_TES,Virudhunagar_ARIMA,Aruppukkottai_Trend,Aruppukkottai_SMA,Aruppukkottai_EWMA,Aruppukkottai_DES,Aruppukkottai_TES,Aruppukkottai_ARIMA,Narikudi_Trend,Narikudi_SMA,Narikudi_EWMA,Narikudi_DES,Narikudi_TES,Narikudi_ARIMA,Sattur_Trend,Sattur_SMA,Sattur_EWMA,Sattur_DES,Sattur_TES,Sattur_ARIMA,Sivakasi_Trend,Sivakasi_SMA,Sivakasi_EWMA,Sivakasi_DES,Sivakasi_TES,Sivakasi_ARIMA,Kariapatti_Trend,Kariapatti_SMA,Kariapatti_EWMA,Kariapatti_DES,Kariapatti_TES,Kariapatti_ARIMA,Tiruchuli_Trend,Tiruchuli_SMA,Tiruchuli_EWMA,Tiruchuli_DES,Tiruchuli_TES,Tiruchuli_ARIMA,Vathirairuppu_Trend,Vathirairuppu_SMA,Vathirairuppu_EWMA,Vathirairuppu_DES,Vathirairuppu_TES,Vathirairuppu_ARIMA
1996-02-29,POMRB,9.71,6.5,5.465714285714286,4.91,7.225,6.8100000000000005,3.302291666666667,8.626666666666667,8.855,9.3,14.37,,,9.71,9.486450144589078,9.5921509423116,0.0,,,6.5,6.5833805825281635,5.6139426841555276,0.0,,,5.465714285714286,6.741661069664342,5.402876600552836,0.0,,,4.91,4.847029253388777,4.01834169800431,0.0,,,7.225,7.895225831741441,7.684873123496945,0.0,,,6.8100000000000005,6.851552029676947,6.787011210513915,0.0,,,3.302291666666667,3.543620019988192,3.4076304746300163,0.0,,,8.626666666666667,8.481148833033341,8.113247490355493,0.0,,,8.855,8.921080667379202,8.76383282724052,0.0,,,9.3,7.280194896376943,9.300001814876577,0.0,,,14.37,14.310621902743392,14.33442245903112,0.0
1996-05-31,PREMON,9.96,8.05,6.19125,8.36,12.35,8.365,4.090208333333334,11.685,10.38,10.6,13.6,,,9.81,9.626175185931622,9.194352306488314,4.457809281928049,,,7.120000000000001,6.941268234008405,7.703339340951137,6.49998084560269,,,5.755928571428572,7.369948555765705,6.20436027617877,5.465695304224142,,,6.29,5.775911169968783,5.4806052437872,2.172859456511072,,,9.275,9.20527204628604,9.970509754948068,6.447979999457994,,,7.432,7.658265491495984,7.95715671253396,6.80999358402363,,,3.6174583333333334,3.6980327371390675,3.9257938965813723,3.3022895082787063,,,9.850000000000001,8.456182662860906,10.021687057402808,4.501004362472287,,,9.465,9.4423274482748,11.057077372082997,2.807533380953188e-05,,,9.82,7.30431698303147,10.600049874468692,8.511808900655648,,,14.062000000000001,13.873313874745277,13.66243792462313,13.450990684623594
1996-08-31,MONSOON,9.28,6.3450000000000015,9.081666666666663,1.77,10.1,7.79,4.465238095238095,12.735,10.5,8.25,15.18,9.76375,,9.597999999999999,9.500202497880812,10.868609556596333,5.213845690951528,6.724375000000001,,6.8100000000000005,6.782742230027543,9.038584271498337,7.352614513022384,6.816443452380952,,7.086223809523808,8.877461625602935,9.51609248166277,5.864456851651406,4.33,,4.482,4.620325193111972,8.318671581382162,3.822801444341003,8.120625,,9.605,9.143806967944803,11.425404980049443,10.262131040840554,7.3125,,7.575200000000001,7.586782102214565,9.675841542730483,8.09134304440929,3.9610521708683475,,3.9565702380952383,3.9269989924949784,5.02902868035173,3.8594868102151354,9.962083333333332,,11.004000000000001,8.431289994359213,13.840196184282938,6.388526245863745,8.934999999999999,,9.879,9.824800493282893,11.714676107277754,4.777236776465282e-05,7.5075,,9.192,6.816834898020776,8.250141336903344,9.483804559269696,14.705000000000002,,14.5092,14.31344370656241,15.26637364113364,12.935425535465193
1996-11-30,POMKH,10.06,6.565,6.527142857142858,3.31,3.985,6.205,3.9864705882352944,7.37,7.055,5.12,15.2,9.284583333333334,9.752500000000001,9.782799999999998,9.667842071751055,10.598544215250126,6.385307250433351,6.446250000000001,6.865000000000001,6.712000000000001,6.71910039221139,6.865422754827975,6.913401321071442,6.816443452380952,6.816443452380952,6.862591428571428,9.20340392998817,6.351278942288484,7.038107091987303,3.5025,4.5874999999999995,4.0132,4.219052246944871,3.4603486145613496,1.9146028450838126,7.185625,8.415,7.357,6.817256313148774,8.340758723352472,8.6688605262502,7.343750000000001,7.2925,7.02712,6.567764820431094,6.742881439052649,7.609539357521434,3.9610521708683475,3.9610521708683475,3.968530378151261,3.909857252955324,3.935127946462782,4.08815918062457,9.534375,10.104166666666666,9.5504,8.406470563060992,9.226669603589356,7.666830859009628,8.373125,9.1975,8.7494,8.876444097464908,8.692885272858094,5.857965646221964e-05,6.053750000000001,8.317499999999999,7.5632,5.629579926315688,5.120071677719507,9.207583511917317,14.67,14.587499999999999,14.78552,14.567674564140221,15.57832386831225,14.33668003319985
1997-02-28,POMRB,9.8,5.375,5.465714285714286,2.85,4.87,6.9700000000000015,3.302291666666667,7.4899999999999975,6.755000000000001,2.82,15.31,8.859166666666667,9.775,9.789679999999999,9.696734361768522,9.415950494233595,9.287086584539033,6.8075,6.583750000000002,6.177200000000001,6.373842094206889,4.951986364898209,6.655002589823497,7.193735119047619,6.816443452380952,6.303840571428571,8.902155446326228,5.439391968902203,5.692032592486647,4.015,4.0725,3.5479200000000004,3.8049812007027497,3.005020303984454,4.029821251679729,6.248750000000001,7.826249999999998,6.3622000000000005,5.7753858204054564,4.943313084081705,5.223843244611268,8.07875,7.3325,7.004272,6.684161401955066,5.527723028837374,6.390800514939114,4.421647408963586,3.961052170868348,3.702034893557423,3.662991999326049,3.238682876558866,3.739710137253072,8.847708333333333,9.819999999999999,8.726239999999999,8.38172419450023,7.845973280023792,7.107433870573895,7.9275,8.6725,7.951639999999999,8.152162340722231,7.2874734124743075,8.855053378042935,5.41875,6.697499999999999,5.66592,4.155370647692888,9.299895987785014,6.8124297707680554,14.51125,14.8225,14.995312,14.7571520671181,14.123608234832412,14.458582660488455
1997-05-31,PREMON,6.036666666666666,6.95,6.19125,3.8,7.225,8.455,4.090208333333334,9.4,7.985,5.45,12.38,8.835416666666667,8.794166666666667,8.288474666666666,8.497339965309775,9.37043308073442,9.346018698715259,7.060625000000001,6.3087500000000025,6.486320000000001,6.509308690832773,6.8648675251371785,6.64319804451116,7.5710267857142854,6.816443452380951,6.258804342857143,8.681509568448355,6.176040788436519,6.267862855875412,5.00875,2.9325,3.648752,3.771166514006673,4.105045554660538,5.922210842993147,6.0562499999999995,6.544999999999998,6.70732,6.045544401228377,7.510689562726914,8.468652929877884,8.394375,7.354999999999999,7.5845632,7.659253562503118,7.747079840236873,7.508521284294092,4.882242647058824,3.9610521708683484,3.8573042694677873,3.7751202250341818,3.8198040265833133,3.776593611108265,8.273333333333332,9.248749999999998,8.995744,8.357050687020456,9.45845536694955,8.652108980784224,7.891250000000001,8.073749999999999,7.964983999999999,8.106577768330315,8.9305029344534,9.268335682929509,5.1575,5.409999999999998,5.579552,3.9307147744505047,8.44593377430536,4.824838189428201,14.432500000000001,14.5175,13.9491872,13.594206454813872,13.94038998857312,13.917317390184547
1997-08-31,MONSOON,9.8,10.335,12.1,10.43,7.73,13.58,8.15,9.526666666666666,9.33,8.32,15.13,8.172916666666666,8.924166666666668,8.8930848,8.907024677061653,8.848423026513673,7.107944739158451,6.378125,7.306250000000001,8.025792000000001,7.457301486325491,8.100416078807045,6.231773716197852,7.162812499999999,7.571026785714285,8.595282605714285,10.434636620617063,9.144649421275908,8.671076966482415,4.729375,5.0975,6.3612512,5.578038266542569,5.84102934036968,0.33660396151782535,5.846875000000001,5.952499999999999,7.116392,6.4002757294890325,7.023099083432834,6.474236663137262,7.418750000000001,8.802499999999998,9.98273792,11.237552790228138,9.687597029868822,8.062752731225208,5.01945618872549,4.882242647058825,5.574382561680673,5.246697165507036,4.962535562529625,4.179203177490551,7.407916666666667,8.446666666666664,9.208113066666666,8.332449812767019,12.690842303766463,9.429873030805926,7.5575,7.781249999999998,8.5109904,8.544649561169539,9.215870619880777,9.232173314544154,4.8100000000000005,5.427499999999998,6.6757311999999995,4.827560451167677,4.651356314724493,3.359836182546691,13.77375,14.505,14.421512320000001,14.136065777047516,14.858902932736996,12.670064116726993
1997-11-30,POMKH,9.35,4.6,6.527142857142858,2.6,4.815,2.94,3.9864705882352944,5.9833333333333325,7.935,2.96,14.62,7.293333333333333,8.746666666666668,9.07585088,9.037680857885203,9.766111302257725,9.592049792344088,5.54625,6.815,6.655475200000001,6.732591388367251,7.805906818525154,7.8386120620326505,6.435691964285714,7.571026785714285,7.768026706285714,9.978638286594565,6.72267709623004,7.015552048063979,4.574999999999999,4.920000000000001,4.85675072,4.7080149859928895,4.837261643760753,6.1407159224438335,5.18625,6.159999999999999,6.1958352,5.520670597108039,5.419675645618561,4.188167762482443,6.424375,7.986249999999998,7.165642752,5.836274762236037,11.02621444606236,11.721240410952639,5.15164368872549,4.882242647058825,4.939217772302522,4.762085870605533,5.266526816028499,6.157225157005913,6.2075000000000005,8.099999999999998,7.918201173333333,8.307921330410332,7.376400542316523,5.929136398462979,6.925,8.001249999999999,8.280594240000001,8.345746970087847,6.659943272650398,6.435644166187947,4.744999999999999,4.887499999999998,5.18943872,3.9641406941320367,2.0846027366311217,4.14286164664894,13.131249999999998,14.36,14.500907392000002,14.217571291412638,15.23772259784064,14.27718368979343
1998-02-28,POMRB,5.21,1.88,2.2,1.325,2.365,2.43,4.4,1.9533333333333327,3.205,2.2,10.62,6.4325,7.599166666666668,7.529510528000001,7.784947421899367,9.010163404191816,8.891463588415085,4.4875,5.94125,4.74528512,5.509839790293832,4.78487953911022,6.263039876144242,6.116785714285714,6.754598214285714,5.540816023771428,7.959962650581865,5.661671240359218,5.746694056110793,3.7074999999999996,4.53875,3.444050432,3.7335633941662145,3.659686968908388,2.1817599467621753,4.219375,5.533749999999999,4.66350112,4.087321012614428,4.756163841757839,5.630609994271261,4.94375,6.851249999999998,5.2713856512,3.5877547308791518,4.230937454778621,4.103482376723697,5.146617647058823,5.156669730392158,4.7235306633815135,4.591654663830449,4.073940641196692,3.7562286551357245,5.361666666666666,6.7158333333333315,5.532254037333333,8.283465023198925,6.15352315952947,6.60846317182026,6.300625,7.113749999999998,6.250356544000001,6.570357216970322,7.183298318119541,7.220840285264314,4.26375,4.732499999999998,3.9936632320000003,3.094228345260351,3.4248800421574934,2.9344385568344227,12.81125,13.1875,12.948544435200002,12.53108175191551,14.183026195062402,13.888975374001056
1998-05-31,PREMON,3.59,3.79,3.64,4.09,4.445,5.04,4.05,5.333333333333333,6.475,5.55,11.93,5.55375,6.987500000000002,5.953706316800001,6.41506448298446,6.165933439589784,3.937258967898324,4.00375,5.15125,4.363171072,5.072246358253545,5.429144496279632,5.248534051075581,5.988392857142857,6.116785714285714,4.780489614262857,6.5901489925806045,6.139302709661946,5.900906590802801,2.819375,4.61125,3.7024302592000002,3.8001731733761277,4.005365343577987,2.517705936044437,3.2481250000000004,4.838749999999999,4.576100672,4.021007223774446,5.634201407205605,6.120743875061256,4.22125,5.997499999999999,5.17883139072,4.422188487650973,4.052742240980589,4.167616775436128,5.599558823529412,5.146617647058825,4.454118398028909,4.360970323304555,4.752863072356278,4.56777420743258,5.046249999999999,5.699166666666665,5.452685755733333,8.259080734226286,6.457361912788199,6.392669029682255,5.35375,6.736249999999998,6.340213926400001,6.54731275766975,6.944037170057926,6.105757940132603,3.8025,4.7574999999999985,4.6161979392,3.526608858354553,5.4431396872704685,3.5318423702370776,12.4225,13.075000000000001,12.541126661120002,12.157321404398447,10.958926460754803,8.692022129680522
