Date,Season,Kadayanallur,Tirunelveli,Kurivikulam,Alangulam,'0002,Radhapuram,Kalakkad,Tenkasi,Melaneelithanallur,Pappakudi,Shenkottai,Sankarankoil,Kadayam,Ambasamudram,Valliyur,Manur,Nanguneri,Vasudevanallur,Palayamkottai,Cheranmadevi,Kadayanallur_Trend,Kadayanallur_SMA,Kadayanallur_EWMA,Kadayanallur_DES,Kadayanallur_TES,Kadayanallur_ARIMA,Tirunelveli_Trend,Tirunelveli_SMA,Tirunelveli_EWMA,Tirunelveli_DES,Tirunelveli_TES,Tirunelveli_ARIMA,Kurivikulam_Trend,Kurivikulam_SMA,Kurivikulam_EWMA,Kurivikulam_DES,Kurivikulam_TES,Kurivikulam_ARIMA,Alangulam_Trend,Alangulam_SMA,Alangulam_EWMA,Alangulam_DES,Alangulam_TES,Alangulam_ARIMA,'0002_Trend,'0002_SMA,'0002_EWMA,'0002_DES,'0002_TES,'0002_ARIMA,Radhapuram_Trend,Radhapuram_SMA,Radhapuram_EWMA,Radhapuram_DES,Radhapuram_TES,Radhapuram_ARIMA,Kalakkad_Trend,Kalakkad_SMA,Kalakkad_EWMA,Kalakkad_DES,Kalakkad_TES,Kalakkad_ARIMA,Tenkasi_Trend,Tenkasi_SMA,Tenkasi_EWMA,Tenkasi_DES,Tenkasi_TES,Tenkasi_ARIMA,Melaneelithanallur_Trend,Melaneelithanallur_SMA,Melaneelithanallur_EWMA,Melaneelithanallur_DES,Melaneelithanallur_TES,Melaneelithanallur_ARIMA,Pappakudi_Trend,Pappakudi_SMA,Pappakudi_EWMA,Pappakudi_DES,Pappakudi_TES,Pappakudi_ARIMA,Shenkottai_Trend,Shenkottai_SMA,Shenkottai_EWMA,Shenkottai_DES,Shenkottai_TES,Shenkottai_ARIMA,Sankarankoil_Trend,Sankarankoil_SMA,Sankarankoil_EWMA,Sankarankoil_DES,Sankarankoil_TES,Sankarankoil_ARIMA,Kadayam_Trend,Kadayam_SMA,Kadayam_EWMA,Kadayam_DES,Kadayam_TES,Kadayam_ARIMA,Ambasamudram_Trend,Ambasamudram_SMA,Ambasamudram_EWMA,Ambasamudram_DES,Ambasamudram_TES,Ambasamudram_ARIMA,Valliyur_Trend,Valliyur_SMA,Valliyur_EWMA,Valliyur_DES,Valliyur_TES,Valliyur_ARIMA,Manur_Trend,Manur_SMA,Manur_EWMA,Manur_DES,Manur_TES,Manur_ARIMA,Nanguneri_Trend,Nanguneri_SMA,Nanguneri_EWMA,Nanguneri_DES,Nanguneri_TES,Nanguneri_ARIMA,Vasudevanallur_Trend,Vasudevanallur_SMA,Vasudevanallur_EWMA,Vasudevanallur_DES,Vasudevanallur_TES,Vasudevanallur_ARIMA,Palayamkottai_Trend,Palayamkottai_SMA,Palayamkottai_EWMA,Palayamkottai_DES,Palayamkottai_TES,Palayamkottai_ARIMA,Cheranmadevi_Trend,Cheranmadevi_SMA,Cheranmadevi_EWMA,Cheranmadevi_DES,Cheranmadevi_TES,Cheranmadevi_ARIMA
1996-02-29,POMRB,5.2,0.8,8.9,11.32,1.89,8.357999999999999,3.42,5.9274999999999975,8.75,2.7,4.63,6.395625000000003,3.1,7.85,7.746666666666667,5.75,5.9,11.25,3.23,1.275,,,5.2,7.407753017201143,6.992437072487631,0.0,,,0.8,5.652143625164019,0.8,0.0,,,8.9,7.749132202921355,9.235,0.0,,,11.32,11.750099468023564,10.475185836718175,0.0,,,1.89,0.11826720579830817,2.4880051854566196,0.0,,,8.357999999999999,8.134259831357692,8.638838721509979,0.0,,,3.42,9.250903883487698,3.5590474023224217,0.0,,,5.9274999999999975,5.450088623493266,5.077559523915852,0.0,,,8.75,9.89679343595599,8.807470659046547,0.0,,,2.7,2.9916740535229374,2.7,0.0,,,4.63,5.611418530195863,5.06896935519107,0.0,,,6.395625000000003,7.110634267012616,6.409445610196917,0.0,,,3.1,4.487686779799525,2.2006938185455436,0.0,,,7.85,5.930890844954104,6.818326642609202,0.0,,,7.746666666666667,8.770487124500997,7.952408434751685,0.0,,,5.75,3.922573966461083,4.621088418813286,0.0,,,5.9,6.581993642489918,6.165588524750266,0.0,,,11.25,10.96007305879312,10.73463820730689,0.0,,,3.23,3.4986185529858567,2.724501982637288,0.0,,,1.275,1.9054684292301565,1.0071941984882797,0.0
1996-05-31,PREMON,11.45,4.57,3.57,12.16,5.42,9.508,7.136666666666668,7.6325,11.3,3.4,8.33,8.04735294117647,4.26,8.209999999999999,10.62,6.703333333333332,8.85,10.135,4.33,2.425,,,7.7,8.6228678104653,7.922134594404241,3.0745668391036176,,,2.3080000000000003,13.719915789799215,4.57,-3.924738906153053e-10,,,6.768,7.700317806335908,4.201024930747922,2.916989019733794,,,11.656,11.763288146027735,11.828333190388111,11.319911116067694,,,3.302,0.5110444490708848,3.5974764580221303,1.0513043751392412,,,8.818,8.578785905887722,8.813507576763964,8.357987376674588,,,4.906666666666667,13.612327732470192,5.29263163924983,3.419989959966354,,,6.609499999999999,6.404041753175574,7.852394673412547,5.927485740827126,,,9.77,10.170888797470232,10.810810055341118,7.812892159917703,,,2.9800000000000004,2.573681087439711,3.3999999999999995,2.6999964499975326,,,6.11,6.40990016898188,6.483733363030279,4.276294346723757,,,7.05631617647059,7.437820553965422,7.906637988490418,4.719254017334773,,,3.564,4.62515756826313,4.446669250059308,3.099991659319537,,,7.994,5.957340352393249,8.562377183720411,3.4151020228645135,,,8.896,9.223633677029055,9.392458320863282,5.260454368566598,,,6.131333333333332,4.1796639948668695,4.735343265550926,5.749811960662411,,,7.08,7.215566425741664,6.819399714768588,4.373163260280215,,,10.804,10.206833951821036,11.447590273298056,9.486401831035925,,,3.67,3.416527354465607,4.255215613934156,3.2299975967296377,,,1.7349999999999999,1.8860158318617086,2.3609568376113375,1.2749993799464006
1996-08-31,MONSOON,12.53,3.73,8.03,12.48,4.98,10.61,5.859999999999999,6.9125,12.02,4.89,6.47,10.448055555555557,5.07,10.055,10.85,7.0233333333333325,9.66,10.7,4.68,2.12,10.08375,,9.632000000000001,9.787168577646762,12.389503592746546,6.53236407356049,3.2887500000000003,,2.8768000000000002,10.86637907180951,3.7300000000000004,-3.5089647804365744e-09,6.893749999999999,,7.272799999999999,7.682772704533674,8.918897376478082,0.43819340467422785,12.0075,,11.985600000000002,11.852784342434802,15.296544002364303,11.779079213238896,3.65625,,3.9732000000000003,0.8099161071926491,5.418823768358591,2.855333080151794,10.280249999999999,,9.5348,9.364856067170246,11.511134167752989,9.233235613431285,5.2325,,5.288,13.42872038709429,7.450621998498212,5.679212301468135,6.349374999999999,,6.730699999999999,6.506328462962322,8.474534867616054,7.307397697546382,11.14125,,10.669999999999998,10.553341564340705,12.84189197025406,9.721591945032849,3.9887500000000005,,3.744,2.5097164554708633,4.89,3.0523899710050855,5.7924999999999995,,6.254,6.401727041632777,7.9470724725881405,6.766093020465985,8.197925040849675,,8.413011928104577,8.61925714501643,10.59750802910985,6.018881324773526,4.015,,4.166399999999999,4.8505131373907355,6.294662410262067,3.97543693531847,8.88125,,8.8184,6.009469734594747,10.211799314687362,4.029616989802016,9.876666666666667,,9.6776,9.619430168084916,11.952426721805718,7.30566554754812,6.525,,6.488133333333332,4.445484922466695,5.005155423714029,6.319725956874671,6.970833333333334,,8.112,7.8973240337629225,10.386445414105967,6.305933282208323,10.291250000000002,,10.7624,10.334141663655538,12.62612465017793,8.952116962548482,3.8875,,4.074,3.4500546848178106,4.388188280988901,3.90034391880392,1.7850000000000001,,1.889,1.8666870640628002,2.290043860699861,1.8507025075845962
1996-11-30,POMKH,11.35,3.02,7.5,12.12,2.36,11.454999999999998,4.53,5.4925,11.36,5.28,3.81,7.900666666666668,4.13,9.54,9.93,6.383333333333333,5.115,10.41,3.345,1.575,9.8,10.1325,10.3192,10.20869392926463,10.234658832945158,7.283739667431361,3.2975000000000003,3.03,2.9340800000000002,5.282642934853325,3.02,-5.400167333874651e-09,7.88875,7.0,7.36368,7.6617330990804575,8.609776075826915,5.060087881057451,11.975,12.02,12.03936,11.829662414128451,12.589162128047619,12.079902759323668,3.73,3.6624999999999996,3.32792,0.7052786855608237,3.6320745959320844,2.7289367915511344,10.343625,9.98275,10.30288,10.153669588442213,9.489230628130016,9.997417149417007,5.258125,5.236666666666667,4.9848,10.05854100613765,5.2111043140520446,5.407974317500931,6.0612499999999985,6.491249999999999,6.2354199999999995,5.851993053232568,6.065265052329155,6.370809732209206,11.4575,10.8575,10.945999999999998,10.674895920265538,10.413118097848844,10.421595056107032,3.9437500000000005,4.0675,4.3584,2.574239721936294,5.28,3.6787952852544463,5.883750000000001,5.81,5.2764,5.592224286254134,5.349476882376058,5.920299843685608,8.197925040849675,8.197925040849674,8.208073823529414,8.24956008870395,8.305138954391786,7.670554571876615,3.89125,4.14,4.15184,4.941481970115416,3.678194639776829,4.082587717952454,8.709999999999999,8.91375,9.10704,6.053531943329028,7.629317469901137,5.772411483840692,9.665416666666665,9.786666666666667,9.77856,9.681090927150812,10.315853881204411,7.9066326661104105,6.60125,6.465,6.446213333333333,4.654284403116895,4.596433694311754,6.588318229987518,6.444166666666668,7.38125,6.9132,6.975479128444269,8.577826393588404,7.526882491127447,9.97125,10.623749999999998,10.62144,10.184841168732895,10.398546839332639,9.688309010941769,3.79,3.89625,3.7824,3.198050878238276,3.479826555508673,4.139382583982462,1.7018749999999998,1.8487500000000001,1.7633999999999999,1.847416744139869,1.5051542771475277,1.9408332996774327
1997-02-28,POMRB,4.81,2.87,8.05,11.22,1.84,10.738,3.3866666666666667,4.792499999999999,11.02,2.07,4.49,6.395625000000003,2.1,7.59,8.466666666666667,6.23,2.6166666666666667,8.59,3.16,0.765,9.5925,10.035,8.11552,8.445674594172708,8.350645933519422,6.352008325144972,3.15,3.5474999999999994,2.908448,2.738347726143327,0.8,0.7381280541445104,9.415,6.7875,7.6382080000000006,7.644691983661837,10.124581382160338,7.42060717638161,12.706249999999999,11.995,11.711616,11.588340546159275,9.693967419128775,11.930101099090141,3.92,3.6499999999999995,2.732752,0.6215120029948553,2.3781667904460955,1.838655342741604,10.245999999999999,10.57775,10.476928000000001,10.092761103141456,9.499016491402186,10.421605986814125,5.551666666666667,5.2283333333333335,4.3455466666666664,6.146648216534199,3.5000624257195283,4.192968972111349,6.0365625000000005,6.207499999999999,5.658251999999999,5.190321577837102,4.750353509205537,5.922580114868702,11.500625,11.425,10.9756,10.681289177400442,9.002464165420442,10.174820179197015,4.02,3.91,3.4430399999999994,2.1922002108737564,2.7,3.2668232640556485,6.3440625,5.7749999999999995,4.9618400000000005,5.2361644783244135,4.495559278856361,4.561565694564225,8.24191809640523,8.197925040849674,7.48309429411765,7.413729169324154,6.237038039179746,6.536776682342627,3.9825,3.89,3.331104,4.758740558195179,2.1922500038890096,3.6819314153004985,8.350625,8.84875,8.500224,6.069364829239241,7.410372850697065,7.432103941848295,9.201041666666667,9.966666666666667,9.253802666666667,9.356195318923819,7.742690903152085,7.890684397357083,6.583333333333333,6.585000000000001,6.3597280000000005,4.842062725421224,5.7271044483687765,6.420161277107421,6.342916666666667,6.560416666666667,5.194586666666667,5.580164750215085,5.021483272157348,5.736751757837178,10.0425,9.958749999999998,9.808864,8.940832740004538,8.778838030265582,9.905661544980145,3.7800000000000002,3.87875,3.53344,2.976063922830504,2.8635352683096817,3.518527850295161,1.686875,1.72125,1.36404,1.8281334908463616,1.0689223457933583,1.5794869005797643
1997-05-31,PREMON,9.57,2.57,12.38,12.0,6.06,7.635,7.375,6.4625,11.56,3.67,9.2,8.04735294117647,4.27,7.1000000000000005,8.21,6.833333333333332,7.92,10.235,3.62,2.27,8.67625,9.565000000000001,8.697312,8.739133539718544,8.502669258816718,9.135458988477701,2.94,3.0474999999999994,2.7730688,1.9743511778815224,4.8108310249307475,4.216556511949421,9.09,8.99,9.5349248,7.657720958552161,4.7930464616069095,2.907335646351926,13.003749999999998,11.954999999999998,11.8269696,11.60319099568667,11.29942561421273,11.912707319600969,4.028333333333333,3.809999999999999,4.0636512,1.4515762774952106,3.503157742902551,4.33639008380222,10.332708333333333,10.1095,9.3401568,8.377008362803053,10.558030274807049,10.56209967972283,5.427500000000001,5.287916666666667,5.557328,6.730772888190605,5.241346670400125,5.742063609065459,5.8440625,5.914999999999999,5.9799512,5.699360313254372,7.179042939265591,6.015980072896809,11.03,11.490000000000002,11.20936,10.81973325889532,11.732597333428584,10.69456212477997,3.465,3.9775000000000005,3.5338239999999996,2.147422166169459,3.2848199445983375,3.569916744283181,6.460624999999999,5.9925,6.657104,6.412494747929914,6.071518622710389,5.997195862959646,8.285911151960786,8.197925040849674,7.708797752941178,7.613086305566399,7.839318082923909,6.863104653926063,3.5974999999999993,3.8924999999999996,3.7066624,4.832572233588163,4.299193549726341,3.6590400223078516,7.805,8.571250000000001,7.9401344,6.078032268864262,8.94710175786691,7.174351895531476,8.791666666666666,9.364166666666668,8.8362816,9.049165073327355,9.600717501222476,9.524516361604258,5.980833333333333,6.6175,6.549170133333333,5.0613626430934175,5.780544036330041,6.353832960529232,6.297291666666667,6.327916666666667,6.284752,6.2447599883990295,4.665707191871507,5.479115704327865,9.706875,9.983749999999999,9.9793184,9.618762795963816,8.983926589872638,7.788332667202528,3.63125,3.7012500000000004,3.5680640000000006,2.919792415170134,4.354829581838651,3.8930262969820753,1.5456249999999998,1.6824999999999999,1.726424,1.8094552463078621,2.346190448371963,2.046662597521893
1997-08-31,MONSOON,12.75,4.55,11.43,18.49,5.86,11.702,7.9700000000000015,7.8850000000000025,12.105,5.23,9.2825,10.8,5.79,8.29,9.545,6.75,9.78,11.17,5.3100000000000005,2.155,7.31625,9.620000000000001,10.3183872,9.935132001431661,11.875492656190206,10.01977442455808,2.473125,3.2524999999999995,3.48384128,4.995601223641056,3.733061210395869,3.4415220545082814,7.40875,9.84,10.29295488,7.664064484866767,10.360613286194623,10.186892910291771,11.983749999999999,13.457499999999996,14.49218176,13.230479269829253,14.904273044555872,12.037631491690084,3.997916666666667,4.029999999999999,4.78219072,2.2298327915043568,5.514957839325577,4.767329127625097,10.152541666666668,10.3825,10.28489408,9.87537400100437,11.150714730465323,8.566176533350397,4.76,5.815416666666668,6.522396800000001,7.688288141700149,7.486273493921111,5.8857187648830225,5.184687500000001,6.158125,6.741970720000001,6.649088569671666,7.5883656646207625,6.538067575879015,9.37125,11.511250000000004,11.567616000000001,11.057798086559941,13.531880999330351,10.907394808873718,2.6862500000000002,4.0625,4.212294399999999,2.393943346110538,4.8295343037576455,4.50800330544794,6.005624999999999,6.695625,7.707262400000001,7.253444380130809,8.011743359055753,7.024465608856135,8.285911151960786,8.285911151960786,8.945278651764706,8.86606818204256,10.571221656306236,8.876721718718759,3.0725,4.0725,4.5399974400000005,5.085172615701929,6.169267297886681,4.884565869209202,6.783125,8.13,8.080080639999998,6.103389663373072,10.232824434439028,8.408594273900047,8.158333333333335,9.037916666666668,9.11976896,9.158783864308313,10.983584980586695,8.372080951309725,4.739999999999999,6.549166666666666,6.62950208,5.263871000960843,5.961447653689818,6.549732721184375,6.003333333333333,6.357916666666667,7.6828512,7.268684731307256,8.810262323203109,7.152388475774598,8.625,10.10125,10.45559104,10.452514303453114,12.011355534624473,9.825354646637651,3.1443750000000006,3.8587500000000006,4.2648384,3.271988986339045,4.335125941011247,4.005292030894017,1.3612499999999998,1.69125,1.8978544,1.7909433680598863,2.226609989766024,1.9222271531356094
1997-11-30,POMKH,3.8,0.52,1.5,8.49,2.3466666666666667,11.056666666666667,1.4266666666666667,2.98,7.51,0.5,1.93,7.900666666666668,0.33,6.94,7.959999999999999,1.836666666666667,4.63,7.255,1.525,0.41,5.9375,7.7325,7.711032319999999,7.943234637212914,10.04716572736703,10.416086212684059,2.3175,2.6274999999999995,2.298304768,1.1249190068785329,3.116213856001549,2.786433405933772,5.47125,8.34,6.775772928,7.601758591597397,10.271757762432944,7.451984913156574,10.809999999999999,12.549999999999997,12.091309056,11.949834784153621,14.568175226301292,14.275768767935707,3.475416666666667,4.026666666666666,3.8079810986666667,2.2085669999388027,3.9315120126410017,2.855508045113226,10.227479166666667,10.282916666666667,10.593603114666667,10.150042417657666,9.973936191338563,11.193202626813656,4.033125,5.039583333333334,4.4841047466666675,3.5423415638875806,5.869425452030127,5.859405028253001,4.678437500000001,5.53,5.237182432000001,4.675842387227505,5.975549400799389,6.7914151264673706,7.370625000000001,10.548750000000004,9.944569600000001,10.097640490562664,10.8912030872842,10.960776991849368,2.5,2.8674999999999997,2.7273766399999997,1.9060784514570221,5.286646094479558,4.830522997477926,5.770625,6.225625,5.396357440000001,5.614936834245914,6.436129631870115,6.611427966461408,8.154992034313727,8.285911151960786,8.527433857725491,8.39227948641701,8.50939578427549,7.970210258737575,2.9524999999999997,3.1224999999999996,2.8559984640000002,4.640320207538871,3.6713373151260678,3.9776109955739836,5.735625000000001,7.48,7.624048384,6.109281441708783,7.215763288007482,7.981351481128774,7.579375,8.545416666666668,8.655861375999999,8.838776917151955,9.195884169471583,8.452869378493336,3.605,5.4125,4.712367914666666,5.121850814116568,5.433272119112955,6.565226902150509,5.071249999999999,6.236666666666666,6.46171072,6.396430830558225,7.8021399267018205,6.163968085401046,6.984375,9.3125,9.175354624,8.150453649595004,10.566104882441028,10.354818882978014,2.846875,3.40375,3.16890304,2.7159726159233375,3.5555755259312094,3.9578326068818477,1.2693750000000001,1.4,1.3027126399999998,1.7721610553058127,1.486910698522985,1.6848024094293952
1998-02-28,POMRB,1.48,1.635,0.6,6.69,1.61,9.695,1.15,2.03,1.6,0.62,2.73,6.395625000000003,1.7,2.015,5.37,0.8500000000000001,0.75,3.09,1.085,0.455,4.0125,6.8999999999999995,5.218619391999999,5.862403692233616,4.888011189038656,1.6955636381084371,2.235,2.3187499999999996,2.0329828608,1.2391802506623781,1.0371098369063367,1.7697651617064831,3.57375,6.4775,4.3054637568,7.533826901055242,10.75265585840086,5.209169301247508,9.08125,11.417499999999997,9.9307854336,10.54953999735123,9.595504662676735,11.854391414750877,2.666666666666667,3.9691666666666663,2.9287886592,2.03669626358912,2.596484034602068,1.7959641588206874,10.244104166666666,10.022166666666667,10.234161868800001,9.523091663428668,9.469904744907138,10.251604162455896,3.107083333333333,4.480416666666667,3.1504628480000005,1.4967663968241036,3.029225160529614,3.0124943166156757,4.315,4.839375,3.9543094592,3.25567972703611,3.6224567786257067,3.8321003596467764,5.919375,8.193750000000005,6.60674176,7.9192232999831385,7.964589940548362,8.782898602462486,2.385,2.5049999999999994,1.8844259839999997,1.5243149982143478,1.6696160931752506,2.330218512109531,5.6834375,5.785625,4.329814464,4.720060668645749,4.47884454128612,4.002867686546699,8.024072916666668,8.285911151960786,7.674710314635296,7.496257190473475,6.316794110310416,6.343302099190777,2.83375,3.0224999999999995,2.3935990784000003,4.357904691230439,1.6535339842007786,2.126775547966065,5.048750000000001,6.086250000000001,5.3804290304,6.045468310364536,6.464808180135199,6.353986681499235,7.486458333333333,7.77125,7.341516825599999,7.944100313323701,6.240569782123631,7.0450893339111555,2.8841666666666668,4.0675,3.1674207487999997,4.919909835592416,6.040954259772929,4.969630330665483,3.71875,5.77,4.177026432,4.612829647232927,4.382983372382373,4.27227791988722,5.3275,7.937500000000001,6.7412127744,4.6688741093481685,6.550192719120463,7.096952190594438,2.4837499999999997,2.885,2.335341824,2.194552114761454,2.581785523338734,2.893849766074205,1.196875,1.3225,0.9636275839999999,1.7535887795681826,0.9016191554013093,1.2203603111159658
1998-05-31,PREMON,1.87,2.56,4.33,7.14,2.11,9.2775,3.7966666666666655,5.175000000000002,4.975,3.63,9.08,7.0,3.71,4.295,6.675,3.1333333333333333,2.33,2.61,3.3149999999999995,1.845,3.46875,4.975,3.8791716351999996,4.5703902277938155,5.09903582743102,7.142949165531677,2.5825,2.3162499999999997,2.24378971648,2.8839576685497574,3.9475192679032465,3.416187945949894,3.3200000000000003,4.465,4.315278254080001,7.4923034527231325,6.491030994330475,4.878371879755276,8.11375,10.202499999999997,8.814471260160001,9.62063008453843,9.559602521917046,10.228766298372378,2.375833333333333,2.9816666666666665,2.6012731955199997,1.9945370938751665,3.6051994995630072,4.9546222795551635,9.554583333333333,10.432791666666668,9.851497121280001,9.033649893552294,9.93896338942574,9.168805159090182,2.9274999999999993,3.5858333333333334,3.4089443754666666,2.5301460219649905,4.240449793833181,5.224884205376462,4.1821875,4.5175,4.44258567552,4.130555330643493,5.350706573111519,4.657761523343787,5.428125,6.547500000000005,5.954045056,7.131723784052054,7.758791666511632,6.739953839695529,2.65625,2.4949999999999997,2.5826555904,1.6836559054807676,2.3294178661061964,2.9941107044755126,6.1725,5.755624999999999,6.2298886784,6.0182110862360325,5.406435356140182,5.6443338373977845,8.416489583333334,8.024072916666668,7.404826188781177,7.227924592251626,7.870460399610709,7.313446580566097,3.3312500000000003,2.8824999999999994,2.92015944704,4.321087261127934,3.7799277135736924,4.517620496052139,4.60125,5.385,4.94625741824,6.014847506316435,6.875093371448926,4.7494678516313025,7.5216666666666665,7.387499999999999,7.074910095359999,7.608426309756846,7.381730362729344,7.1853382956726275,2.975416666666667,3.1425,3.1537857826133333,4.88354770575455,5.541256334689625,4.2353758674499336,3.1862500000000002,4.372499999999999,3.4382158591999996,3.873378007902297,3.447586285499161,5.403365160092205,4.834375,6.031250000000002,5.08872766464,3.226305388137485,4.396005390499518,4.553353448130366,2.3975,2.80875,2.7272050943999995,2.2933134569407314,3.734910241297383,3.077445655608385,1.273125,1.21625,1.3161765503999998,1.7355833044510327,2.2019545879988893,2.020628182789513
