Date,Season,Afzalpur,Gulbarga,Jevargi,Aland,Sedam,Chitapur,Chincholi,Afzalpur_Trend,Afzalpur_SMA,Afzalpur_EWMA,Afzalpur_DES,Afzalpur_TES,Afzalpur_ARIMA,Gulbarga_Trend,Gulbarga_SMA,Gulbarga_EWMA,Gulbarga_DES,Gulbarga_TES,Gulbarga_ARIMA,Jevargi_Trend,Jevargi_SMA,Jevargi_EWMA,Jevargi_DES,Jevargi_TES,Jevargi_ARIMA,Aland_Trend,Aland_SMA,Aland_EWMA,Aland_DES,Aland_TES,Aland_ARIMA,Sedam_Trend,Sedam_SMA,Sedam_EWMA,Sedam_DES,Sedam_TES,Sedam_ARIMA,Chitapur_Trend,Chitapur_SMA,Chitapur_EWMA,Chitapur_DES,Chitapur_TES,Chitapur_ARIMA,Chincholi_Trend,Chincholi_SMA,Chincholi_EWMA,Chincholi_DES,Chincholi_TES,Chincholi_ARIMA
1996-02-29,POMRB,8.183333333333335,7.432222222222222,5.774,5.996363636363637,5.02,7.676,5.428333333333334,,,8.183333333333335,6.815653715450826,7.15231765009496,0.0,,,7.432222222222222,6.77554692109732,6.972844614199118,0.0,,,5.774,4.995262750067828,4.319064586600312,0.0,,,5.996363636363637,5.637906849033214,5.269179189982626,0.0,,,5.02,8.458155470579177,5.352053944294912,0.0,,,7.676,5.5363894596394605,6.656841743996994,0.0,,,5.428333333333334,5.109821091025894,4.759307622880176,0.0
1996-05-31,PREMON,9.427777777777779,10.520833333333334,6.098333333333334,8.620909090909093,9.35,10.12,5.7075,,,8.681111111111113,6.827295255298005,10.531591084669547,5.305122391047045,,,8.667666666666667,7.315459782107271,10.646595592159183,7.4321916051529975,,,5.903733333333333,5.0654066971709035,7.361797832091501,1.8385605830320184,,,7.04618181818182,5.659439910071917,8.655401214650722,5.996344452774824,,,6.752,13.281408257829922,9.188303349821236,1.5987390726780493,,,8.6536,6.124052384937526,8.98052536496748,3.4972208445135196,,,5.54,5.154319102772608,6.992722164341718,1.6537858284592553
1996-08-31,MONSOON,4.943333333333333,4.995000000000001,2.0383333333333336,3.347857142857144,5.025,4.838333333333334,2.7955555555555565,6.379027777777778,,7.186000000000001,6.838488926483803,7.806880634826938,6.4999850978856255,6.7643402777777775,,7.198600000000001,6.95106915194512,6.908554974341479,9.428900447696012,3.9275833333333336,,4.357573333333334,4.863740492180262,4.18796531685123,2.200792909430391,5.253737012987014,,5.56685194805195,5.679893772240697,5.329167220513646,7.679364352952729,6.2784375,,6.0611999999999995,13.63306394203683,4.459402224455989,2.747212189814208,6.637208333333333,,7.127493333333334,5.851493087905695,6.71864452860849,4.992340873264245,4.15625,,4.442222222222222,4.9508561774879505,4.089486468982164,1.3613528640276102
1996-11-30,POMKH,4.536666666666666,4.929999999999999,2.5933333333333337,3.83,5.0975,4.911666666666666,3.348888888888889,6.012500000000001,6.772777777777779,6.126266666666667,6.8496578419871605,4.377963498484373,5.185211252791632,6.725416666666667,6.96951388888889,6.29116,6.604936105778804,5.491342988418461,6.540270767976706,4.097083333333333,4.126,3.651877333333333,4.711963758142975,3.37998057611666,1.8879936633595569,5.167863636363636,5.448782467532469,4.87211116883117,5.700524348134545,4.019422735579431,4.967203698559109,6.5181249999999995,6.123125,5.67572,12.994261745524616,4.341320374316661,1.515205261496045,6.384791666666667,6.8865,6.241162666666666,5.626076943745454,5.754337467031024,4.137733909741238,4.282048611111112,4.320069444444445,4.004888888888889,4.807287971554775,3.1042878865914463,1.6693814664818956
1997-02-28,POMRB,5.033333333333333,5.790833333333333,4.1866666666666665,4.435999999999999,6.2625,5.6816666666666675,4.117777777777778,6.416250000000001,5.985277777777778,5.689093333333333,6.860895848760924,5.708172141038688,7.16509070524171,7.3884375,6.559166666666668,6.091029333333333,6.423351989424309,6.626339123409943,6.703386239643807,4.899583333333333,3.729166666666667,3.865793066666667,4.6750946851023025,3.954381715698763,4.920915675873401,5.848361263736263,5.05869155844156,4.697666701298702,5.72135939000831,5.106386708648096,5.4160877438266715,6.97375,6.43375,5.910432,12.417201454338592,5.394031353121378,4.6845566209658935,6.693125,6.387916666666666,6.017364266666666,5.547287713661045,6.5442530790996205,7.093884657059519,5.061440972222222,3.992430555555556,4.050044444444445,4.737964853374474,4.48146784850524,5.083369869848084
1997-05-31,PREMON,9.645555555555557,11.850833333333336,9.041666666666666,9.494285714285713,10.025,10.095,8.024444444444445,7.043194444444445,6.039722222222224,7.2716782222222225,6.8726307947997665,8.13967743807142,7.171834455315854,8.33125,6.8916666666666675,8.394950933333334,7.2162468538335585,10.090550167206015,8.499835081406301,5.454583333333333,4.465000000000001,5.936142506666666,4.960143301072319,6.82143535311473,4.912689018867913,6.491040979853479,5.277035714285715,6.616314306493506,5.743374331562817,8.240898620648704,6.984449285488974,7.2828124999999995,6.602499999999999,7.556259200000001,13.696154727008846,9.230280765989754,8.511669433803965,6.950208333333334,6.381666666666666,7.64841856,6.149572357535141,8.492525242528838,8.672567097669347,5.638715277777778,4.571666666666667,5.639804444444445,5.002443546023388,6.50258615983814,4.937471958803965
1997-08-31,MONSOON,7.955555555555558,8.969166666666668,5.5150000000000015,7.918461538461537,7.994999999999999,7.330000000000001,6.71375,7.567500000000001,6.792777777777779,7.545229155555557,6.8842084518469955,6.864904478206576,5.497934847254385,9.163020833333334,7.885208333333334,8.624637226666668,7.5047526990814495,6.6577121912576045,6.971830428100555,5.867916666666668,5.334166666666667,5.767685504000001,4.994230293401193,4.148166436192382,2.9613175419283895,6.859770146520145,6.419686813186813,7.137173199280719,5.765121187189246,5.1466186273435195,4.915925612549626,7.242395833333333,7.344999999999999,7.73175552,12.907630871482015,4.5013796444958905,4.833129411571946,7.045208333333334,7.004583333333332,7.521051136,6.2688407579079835,6.323013766187322,4.964666150761685,6.046618055555555,5.551215277777779,6.069382666666667,5.139906640134007,4.176404294581972,3.603909693813056
1997-11-30,POMKH,6.540000000000001,8.498333333333333,3.556666666666667,4.400833333333333,4.6,4.476666666666667,4.0488888888888885,8.052123015873017,7.293611111111113,7.1431374933333345,6.89565709754943,5.632929256931882,6.571603558359055,9.510104166666668,8.777291666666667,8.574115669333334,7.698552651463223,5.924197442499625,7.208770076664779,6.091875000000001,5.575000000000001,4.8832779690666674,4.897193387604834,3.845453895605228,3.5572279222080114,7.166192765567766,6.562395146520146,6.0426372529017645,5.786173847505326,4.692942663014945,6.055523092005829,7.106041666666667,7.220624999999999,6.479053312,9.960671091147718,4.383297812263509,5.354026078454674,6.991458333333333,6.895833333333331,6.303297348266666,5.945628687970897,5.934727752744117,6.091348881832937,6.238965277777778,5.726215277777778,5.261185155555555,5.044182477868618,3.978804388943839,4.42813486563966
1998-02-28,POMRB,7.224444444444442,8.876666666666663,6.53,6.815,6.436666666666667,6.876666666666666,6.680999999999999,8.092579365079366,7.84138888888889,7.175660273777777,6.907194788313647,7.378928897939804,6.914837789368209,9.23963068181818,9.54875,8.695136068266667,7.93691683909786,7.566581376912381,7.673947317172134,5.956666666666667,6.1608333333333345,5.541966781440001,5.002243486475782,4.491391303970653,4.773298520452024,7.001161858974359,7.157145146520145,6.351582351741059,5.807828311836501,5.761412227056692,5.290382613018118,6.396041666666667,7.264166666666665,6.462098653866667,8.654094788370742,5.4360087877689365,4.982973615534348,6.610208333333334,7.194583333333331,6.532645075626666,6.025016770427577,6.601871892151216,6.496696839575791,5.672226686507937,6.367020833333334,5.829111093333333,5.176523106350151,5.320108850342664,4.465365153962986
1998-05-31,PREMON,11.331428571428573,11.541666666666664,8.49,9.566666666666666,8.76,8.47,7.0,7.347926587301587,8.262857142857143,8.837967592838094,6.919177376486167,10.099541665956027,9.498802133079796,8.277073863636362,9.471458333333333,9.833748307626667,8.582886526293706,11.377995121991365,11.079495874060056,5.645833333333333,6.022916666666669,6.721180068864001,5.229303514354407,7.61799111369019,7.497463241808948,6.508050595238096,7.1752403846153845,7.637616077711302,5.8301606770369405,9.206421254024217,8.953255479521912,5.50875,6.947916666666666,7.38125919232,8.921555243413346,9.272258201445743,9.431339072247194,6.288541666666667,6.788333333333332,7.307587045376,6.340389670969558,8.777053655160849,9.81903601934124,5.179515873015873,6.110909722222224,6.297466656,5.327594025329256,7.695750737575274,7.307127458267867
