Date,Season,Devhuli,Kasimabad,Bhadaura,Saidpur,Mohammadabad,Jakhania,Revatipur,Varachakwar,Virno,Ghazipur,Sadat,Mardah,Zamania,Manihari,Devhuli_Trend,Devhuli_SMA,Devhuli_EWMA,Devhuli_DES,Devhuli_TES,Devhuli_ARIMA,Kasimabad_Trend,Kasimabad_SMA,Kasimabad_EWMA,Kasimabad_DES,Kasimabad_TES,Kasimabad_ARIMA,Bhadaura_Trend,Bhadaura_SMA,Bhadaura_EWMA,Bhadaura_DES,Bhadaura_TES,Bhadaura_ARIMA,Saidpur_Trend,Saidpur_SMA,Saidpur_EWMA,Saidpur_DES,Saidpur_TES,Saidpur_ARIMA,Mohammadabad_Trend,Mohammadabad_SMA,Mohammadabad_EWMA,Mohammadabad_DES,Mohammadabad_TES,Mohammadabad_ARIMA,Jakhania_Trend,Jakhania_SMA,Jakhania_EWMA,Jakhania_DES,Jakhania_TES,Jakhania_ARIMA,Revatipur_Trend,Revatipur_SMA,Revatipur_EWMA,Revatipur_DES,Revatipur_TES,Revatipur_ARIMA,Varachakwar_Trend,Varachakwar_SMA,Varachakwar_EWMA,Varachakwar_DES,Varachakwar_TES,Varachakwar_ARIMA,Virno_Trend,Virno_SMA,Virno_EWMA,Virno_DES,Virno_TES,Virno_ARIMA,Ghazipur_Trend,Ghazipur_SMA,Ghazipur_EWMA,Ghazipur_DES,Ghazipur_TES,Ghazipur_ARIMA,Sadat_Trend,Sadat_SMA,Sadat_EWMA,Sadat_DES,Sadat_TES,Sadat_ARIMA,Mardah_Trend,Mardah_SMA,Mardah_EWMA,Mardah_DES,Mardah_TES,Mardah_ARIMA,Zamania_Trend,Zamania_SMA,Zamania_EWMA,Zamania_DES,Zamania_TES,Zamania_ARIMA,Manihari_Trend,Manihari_SMA,Manihari_EWMA,Manihari_DES,Manihari_TES,Manihari_ARIMA
1996-02-29,POMRB,9.83,5.755,6.266666666666668,9.86,7.665,2.375,4.975,8.06,6.45,5.49,3.075,4.64,6.805,3.5825,,,9.83,8.30147496074079,9.83,0.0,,,5.755,8.22620922126452,6.146640188027815,0.0,,,6.266666666666668,4.598640076857862,4.4785071792110465,0.0,,,9.86,8.442359759793685,9.12432819165331,0.0,,,7.665,6.99076111817106,7.33473518859362,0.0,,,2.375,7.108979212866695,3.0143029841022178,0.0,,,4.975,5.08048094071026,5.281708796991801,0.0,,,8.06,7.755952992301348,8.024736193547943,0.0,,,6.45,12.069313955183649,5.569450261461273,0.0,,,5.49,4.995389185053607,5.323351151023076,0.0,,,3.075,0.7257566360976416,3.3086088932809252,0.0,,,4.64,3.8348812035488344,4.564866640464262,0.0,,,6.805,5.581725661486343,6.577722179455737,0.0,,,3.5825,7.278999108138896,3.622533276225657,0.0
1996-05-31,PREMON,11.68,7.365,8.049999999999999,12.775,9.93,5.300000000000002,7.9250000000000025,9.67,9.85,7.2349999999999985,5.507499999999999,6.72,8.584999999999999,5.936666666666667,,,10.57,8.584078898215543,11.68,9.829960855093242,,,6.399,9.493938252789507,7.160618112493378,5.754997525211603,,,6.98,4.828028648876126,6.889861336397118,2.6035862780786356,,,11.026,9.322424328962875,11.98373666431626,9.859974553750636,,,8.571,7.4086762127218275,8.734651072982137,5.18319482854822,,,3.545000000000001,10.818681817150923,4.682975059897754,5.152732188713803e-07,,,6.155000000000001,5.711138120151251,6.678583958918008,4.974988055917074,,,8.704,7.846007474101772,9.41604665806515,8.059977592237662,,,7.8100000000000005,15.443413868510868,9.062400256605024,2.521368698208945,,,6.188,5.5089237871071814,7.347998913382316,3.5872448496314684,,,4.048,1.2752713276924643,4.984240397297421,3.0749940919884953,,,5.4719999999999995,4.248629355934636,7.003537804339992,2.053941966865257,,,7.5169999999999995,5.940911549350267,8.249188284006165,2.693743477390245,,,4.524166666666667,9.614095040809511,5.643049833589595,3.5824907072699097
1996-08-31,MONSOON,8.88,6.45,2.873333333333333,6.92,5.2200000000000015,1.29,2.375,5.5566666666666675,2.57,2.465,1.42,3.64,3.405,1.1700000000000002,9.98875,,9.894,8.216623774226168,8.88,10.76898979715649,6.3549999999999995,,6.4193999999999996,9.351341326077279,5.097480404723819,7.0327134104924784,5.284166666666667,,5.3373333333333335,4.744658024727294,2.924440306537215,4.821948259240621,8.919374999999999,,9.3836,8.019774679226689,9.121034690090932,11.819134643014237,7.095000000000001,,7.230600000000001,7.066460742585001,6.636421549992044,7.20953173772392,3.0868750000000005,,2.6430000000000002,7.709815494986082,1.2378813020067485,1.4434973731030428e-06,5.199375,,4.643000000000001,4.991032675390478,4.268074394312325,6.645715978135874,7.7625,,7.445066666666667,7.1347928354796775,6.093110878870064,8.795870706553194,5.965,,5.714,11.846981843087521,3.9430691119586507,4.111890085705509,4.576874999999999,,4.698799999999999,4.7431290874021785,2.7495700498596687,4.863815916230971,3.3015625,,2.9968,0.9900553729532825,1.9775521028735144,4.361401381653731,4.6675,,4.739199999999999,4.076081688683281,2.7827582975964678,3.1747947253347784,6.199375,,5.872199999999999,5.138392811757866,4.089984932022496,3.7554965682422345,3.611979166666667,,3.1825,6.523844846886096,1.988879696538766,4.5572766378347325
1996-11-30,POMKH,9.43,5.93,4.1000000000000005,6.825,5.815,3.13,4.95,7.925,5.01,3.27,2.7825,4.21,5.984999999999999,3.43,9.96875,9.955,9.708400000000001,8.119926107468252,9.43,10.107920589260779,6.3256250000000005,6.375,6.22364,8.423733908088805,5.762524496414537,5.997262695669882,4.9520833333333325,5.3225,4.8424000000000005,4.736903648972857,3.983526754815078,5.015211153855626,8.399375,9.095,8.36016,7.047920165643291,8.435967618164028,8.445748559095254,6.886875000000001,7.157500000000001,6.66436,6.863826020152961,6.5557222696926125,7.1496282963270925,3.06125,3.0237500000000006,2.8378,5.881577273659722,1.9933326668162796,1.0112183166847477e-06,5.273125,5.05625,4.7658000000000005,4.990418803909532,3.8362532038007497,4.6322292302786465,7.505,7.802916666666667,7.63704,7.024431468474274,6.793948090514254,7.909839120725122,5.7375,5.970000000000001,5.4324,9.515720028718299,4.881851656884239,2.6745661628748083,4.547499999999999,4.614999999999999,4.12728,4.361060760169909,3.5756224646268295,3.0054203423896295,3.4203125000000005,3.19625,2.91108,1.1003205564642649,2.426194797038212,3.201298459082793,4.617500000000001,4.8025,4.527519999999999,4.029590253289585,3.93593899420854,2.714353902442163,6.2943750000000005,6.194999999999999,5.917319999999999,5.048667440315045,5.455297705158428,3.1142693393454204,3.6908333333333334,3.5297916666666667,3.2815000000000003,5.252408349537019,2.8434681250896596,4.055490841450312
1997-02-28,POMRB,10.1,5.5950000000000015,5.96,8.454999999999998,7.165,2.88,6.12,7.736666666666667,6.41,5.185,3.9175,3.56,6.84,4.24,9.61,10.0225,9.86504,8.288939501363494,9.83,9.824730295398398,6.08375,6.335000000000001,5.972184,7.24316971978997,6.733202085509978,6.184567397530098,4.569166666666666,5.245833333333333,5.28944,4.837653137009337,4.764567694105754,5.618331626118167,7.897499999999999,8.74375,8.398095999999999,7.00473974089173,8.178936375948664,9.068333876833318,6.585625,7.032500000000001,6.864616,6.8915314383322235,7.134836526412725,7.00279213418527,3.034375,3.1500000000000004,2.85468,4.099453059729692,3.4259164288170116,2.3750000216628466,5.233125,5.342500000000001,5.30748,5.245837866920878,5.456383027922031,4.766047201516838,7.069583333333334,7.722083333333334,7.676890666666667,6.911521341834222,8.379347037673163,7.56257672027384,5.36625,5.960000000000001,5.82344,8.205182673973917,5.6729551805131955,6.062442791370288,4.434375,4.5387499999999985,4.550368,4.536069274822486,5.172730583251692,4.634274630752564,3.4440625000000002,3.4068750000000003,3.313648,1.4988193787172808,3.368532265741529,2.9451810914960634,4.33875,4.5325,4.140511999999999,3.882408129229652,4.784781236677576,4.40891339285295,6.436875,6.203749999999999,6.286391999999999,5.214309291955004,6.643173567779893,6.541691758957017,3.8209375000000003,3.694166666666667,3.6649000000000003,4.741622289361607,3.7138427082675207,3.251579189468398
1997-05-31,PREMON,11.25,7.29,5.6999999999999975,10.02,8.765,4.59,7.37,7.933333333333333,8.07,7.305,5.615,7.4,9.31,5.91,9.075,9.915000000000001,10.419024,8.81637206094462,11.729362880886427,11.066949270899942,5.57125,6.31625,6.499310400000001,7.2817501528784705,7.418604433016754,6.713896503442728,4.387499999999999,4.658333333333333,5.453663999999999,4.9180670739855055,7.1275323101596735,7.271970900552267,7.559999999999999,8.055000000000001,9.0468576,7.713806999035103,10.84819296917336,10.843645256154048,6.341875,6.741250000000001,7.6247696,7.15192089878261,8.439761122767184,8.991377618255871,2.9975,2.9725,3.548808,4.29031189463816,5.124413527719368,5.406780262715942,5.209375,5.203750000000001,6.132488,5.719217239624735,7.238627205144758,6.7804883390235915,6.576458333333333,7.287916666666666,7.779467733333334,6.870906188998993,9.52338333921703,9.001738208993446,5.0562499999999995,5.515000000000001,6.722064,8.121627419460722,9.130809577075688,9.144886320500973,4.273125,4.556249999999999,5.6522208,5.180020529986491,7.063179976829564,6.281673940779664,3.4,3.43375,4.2341888,2.324555341575015,5.355371449188729,4.469904038748673,3.7575000000000003,4.702500000000001,5.4443072,4.411848081386137,6.817098269564399,5.8487390938900266,6.261875,6.385,7.4958352,5.997149958514351,8.309752345399598,8.185536632455593,3.8856249999999997,3.6875,4.56294,5.551264258486396,5.961448954263549,5.578811681495551
1997-08-31,MONSOON,6.44,4.59,2.16,5.66,3.975,1.785,2.61,3.81,1.38,1.49,1.5025,0.73,3.82,2.2375,8.818750000000001,9.305,8.8274144,8.059031202495897,8.848454431749298,9.289947948001089,5.076875,5.85125,5.73558624,5.760370406533197,5.208913342598453,6.54157783920355,3.9874999999999994,4.48,4.1361984,4.788568962137531,2.950856904059574,2.597266056330256,7.286874999999999,7.740000000000002,7.692114559999999,6.740112247772539,7.315479731125946,6.80864847368971,6.03,6.430000000000001,6.164861759999999,6.664043541957307,6.066115051166186,5.027573164982662,2.878125,3.0962500000000004,2.8432848,2.4525407817790654,1.3115829069080656,1.1918409573900426,4.954999999999999,5.262500000000001,4.723492800000001,5.048756939544134,4.385273462299283,4.2636222034971105,6.055416666666667,6.851249999999999,6.19168064,6.04815881164536,5.38844564617265,5.809380906235669,4.515,5.2175,4.585238399999999,4.490857299216496,3.559430990674004,2.0432638149296483,4.10875,4.312499999999998,3.98733248,4.259943628644747,2.5473375807496863,2.9574418773865245,3.2315625,3.4543749999999998,3.14151328,2.1259942512374814,2.145331821426761,2.7900798056945075,3.6500000000000004,3.9750000000000005,3.5585843199999996,3.7289010494874097,3.261932298868045,3.884643882062278,5.845,6.48875,6.0255011199999995,5.454909316776961,4.257188323691652,3.6631611714543113,3.664375,3.954375,3.632764,3.6151408056235566,1.9838734864299106,1.9628953163841354
1997-11-30,POMKH,7.59,3.69,3.36,5.385,5.11,2.34,4.525,5.726666666666668,3.72,2.955,2.3475,2.47,4.17,2.88,8.588750000000001,8.845,8.33244864,7.712428840994843,8.952908009523725,9.169901078738421,4.6625,5.291250000000001,4.917351743999999,4.288282221308451,5.006293654284454,4.919257982764542,3.275,4.295,3.82571904,4.735529280544032,3.9495510490650405,3.58064557563476,7.1762500000000005,7.380000000000002,6.769268735999999,5.904870746550093,6.856122958553816,6.382335358358262,5.694375,6.25375,5.742917056,6.41760600648843,5.7718545609981575,5.320595834087014,3.0625,2.8987500000000006,2.6419708799999997,1.9500705364426139,2.2015850571200506,3.1643111878220687,4.6175,5.156250000000001,4.64409568,4.942659428182179,4.000237414117121,4.795588754210711,5.751666666666668,6.301666666666667,6.005675050666667,5.7560525602410895,5.843219011277127,6.814702459594827,4.02875,4.895,4.239143039999999,3.433780133925571,4.301009474796517,4.26720781826826,3.6625,4.233749999999998,3.574399488,3.9211738603069826,3.0840460913447596,2.5881353758125765,2.9684375000000003,3.3456249999999996,2.823907968,2.1462410312970213,2.6789122715760603,3.0800109796375112,3.47375,3.54,3.1231505919999996,3.452905307133974,3.5097395459373724,2.9889576753570277,5.425,6.035,5.283300671999999,5.049840423671965,5.6622714687038425,5.863381486274909,3.3771875000000002,3.8168750000000005,3.3316583999999994,2.830904050081198,3.4260059733985813,3.7610008063612064
1998-02-28,POMRB,9.89,3.88,3.5,7.709999999999999,5.375,2.715,4.51,5.766666666666668,3.37,4.1850000000000005,3.005,4.44,5.32,3.0200000000000005,8.395,8.7925,8.955469184000002,8.057143884859366,9.16636428530686,9.202001814539843,4.43578125,4.8625,4.5024110464,3.5499107857713077,5.323937233133647,4.3419737228656565,2.8037499999999995,3.6799999999999997,3.6954314239999997,4.693376762016802,4.6729530058867335,5.465848500928946,7.1957812500000005,7.193750000000001,7.1455612415999985,6.187407691977463,6.65694909571804,7.3884287561934965,5.60828125,5.80625,5.5957502336,6.247484326186957,6.375932869371534,6.564862399434714,3.2059375,2.857500000000001,2.671182528,2.1252473403184076,3.315355254435942,2.509532888173837,4.45796875,4.753750000000001,4.590457408,4.856308825491059,5.386449648515094,5.119099418918198,5.679166666666667,5.809166666666667,5.910071697066668,5.536242869936305,6.754541461510389,6.428923494973686,4.1015625,4.135,3.891485823999999,2.7986820961200167,4.918681186751121,5.70288083906481,3.3578125,3.983749999999998,3.8186396928,3.963285892165203,4.834103096751823,4.740478036701619,2.8131770833333336,3.1174999999999997,2.8963447808,2.330172462116515,3.4500886740293724,3.258950889416333,3.3271875000000004,3.7600000000000002,3.6498903552,3.5563524782948694,3.450404551268905,3.2162986394893447,5.12203125,5.655,5.2979804031999995,4.967414743168488,6.5256285696642715,6.127124437934093,3.0953125,3.5118750000000003,3.20699504,2.5686299709092295,3.9656614940427857,3.8775675477799636
1998-05-31,PREMON,9.62,5.69,2.46,9.88,7.869999999999999,6.23,6.28,7.473333333333334,7.22,4.734999999999999,4.4225,5.11,7.47,4.8325,8.41625,8.385,9.2212815104,8.340854410442294,10.694459511452935,10.44982381435582,4.2915624999999995,4.4625,4.97744662784,4.2487380862510635,5.874779938580756,5.114392130132604,2.8320833333333333,2.8700000000000006,3.2012588544,4.592966154629241,6.842565465963404,5.8607638928285875,7.2040625,7.158750000000002,8.23933674496,7.3902351473406,9.647665568381674,9.320894973816282,5.6115625,5.5825,6.505450140159999,6.472308103713344,7.354483812772887,8.110190997025533,3.00125,3.267500000000001,4.0947095168,5.942642039658772,4.9964661329599815,4.896896517112117,4.1946875,4.481250000000001,5.2662744448000005,5.175830290248281,6.557049802710116,6.281469144233532,5.395833333333334,5.694166666666667,6.535376351573334,5.700559197602702,7.666115097633719,7.198655707809904,4.136875,3.9224999999999994,5.222891494399999,4.9004790150514,7.817537864521077,7.1108009806323285,3.3662500000000004,3.341249999999998,4.18518381568,4.127870881673248,6.545581621980039,6.15718868816446,2.7772916666666667,2.8193749999999995,3.50680686848,2.864830833967218,5.12178988848074,4.523855855651665,3.380625,3.1875000000000004,4.2339342131199995,3.758115229757178,6.698842374793121,6.981400309085982,5.239062499999999,5.195,6.166788241919999,5.425533240614159,7.96711888734254,8.198451361289125,2.880625,3.2425000000000006,3.8571970239999995,3.835618397225218,5.681901364374545,5.2334209434768075
