Date,Season,Chavakkad,Mala,Wadakkanchery,Pazhayannur,Ollukkara,Talikkulam,Cherpu,Puzhakkal,Mullassery,Kodakara,Mathilakam,Irinjalakuda,Anthikadu,Vellangallur,Chalakudy,Chowwannur,Chavakkad_Trend,Chavakkad_SMA,Chavakkad_EWMA,Chavakkad_DES,Chavakkad_TES,Chavakkad_ARIMA,Mala_Trend,Mala_SMA,Mala_EWMA,Mala_DES,Mala_TES,Mala_ARIMA,Wadakkanchery_Trend,Wadakkanchery_SMA,Wadakkanchery_EWMA,Wadakkanchery_DES,Wadakkanchery_TES,Wadakkanchery_ARIMA,Pazhayannur_Trend,Pazhayannur_SMA,Pazhayannur_EWMA,Pazhayannur_DES,Pazhayannur_TES,Pazhayannur_ARIMA,Ollukkara_Trend,Ollukkara_SMA,Ollukkara_EWMA,Ollukkara_DES,Ollukkara_TES,Ollukkara_ARIMA,Talikkulam_Trend,Talikkulam_SMA,Talikkulam_EWMA,Talikkulam_DES,Talikkulam_TES,Talikkulam_ARIMA,Cherpu_Trend,Cherpu_SMA,Cherpu_EWMA,Cherpu_DES,Cherpu_TES,Cherpu_ARIMA,Puzhakkal_Trend,Puzhakkal_SMA,Puzhakkal_EWMA,Puzhakkal_DES,Puzhakkal_TES,Puzhakkal_ARIMA,Mullassery_Trend,Mullassery_SMA,Mullassery_EWMA,Mullassery_DES,Mullassery_TES,Mullassery_ARIMA,Kodakara_Trend,Kodakara_SMA,Kodakara_EWMA,Kodakara_DES,Kodakara_TES,Kodakara_ARIMA,Mathilakam_Trend,Mathilakam_SMA,Mathilakam_EWMA,Mathilakam_DES,Mathilakam_TES,Mathilakam_ARIMA,Irinjalakuda_Trend,Irinjalakuda_SMA,Irinjalakuda_EWMA,Irinjalakuda_DES,Irinjalakuda_TES,Irinjalakuda_ARIMA,Anthikadu_Trend,Anthikadu_SMA,Anthikadu_EWMA,Anthikadu_DES,Anthikadu_TES,Anthikadu_ARIMA,Vellangallur_Trend,Vellangallur_SMA,Vellangallur_EWMA,Vellangallur_DES,Vellangallur_TES,Vellangallur_ARIMA,Chalakudy_Trend,Chalakudy_SMA,Chalakudy_EWMA,Chalakudy_DES,Chalakudy_TES,Chalakudy_ARIMA,Chowwannur_Trend,Chowwannur_SMA,Chowwannur_EWMA,Chowwannur_DES,Chowwannur_TES,Chowwannur_ARIMA
1996-02-29,POMRB,3.515,6.565,6.026666666666666,2.84,4.7475,2.6333333333333333,9.54,9.96,3.643125,5.93,1.955,6.94,8.322280701754385,7.96,6.3983333333333325,5.656666666666666,,,3.515,5.798274849192544,3.525,0.0,,,6.565,4.964160624084174,6.941914231133175,0.0,,,6.026666666666666,4.997408606247443,6.017906617308564,0.0,,,2.84,3.7922509545806604,4.132891690725071,0.0,,,4.7475,4.109763097431384,4.820304575826603,0.0,,,2.6333333333333333,1.512945803802323,2.550196255680222,0.0,,,9.54,8.35222749061496,8.575467365411445,0.0,,,9.96,11.067169290467989,9.96999413927494,0.0,,,3.643125,4.351953935545429,3.657240410270083,0.0,,,5.93,5.588206731363176,5.9399999999999995,0.0,,,1.955,1.5011174463563794,2.147849757821334,0.0,,,6.94,6.950254129802946,6.7206453027917386,0.0,,,8.322280701754385,8.699633770575295,8.332280701754385,0.0,,,7.96,7.572635893471289,7.861234517497678,0.0,,,6.3983333333333325,6.025115560037098,6.279499389957041,0.0,,,5.656666666666666,5.57439051656902,6.362595334573232,0.0
1996-05-31,PREMON,4.855,8.445,8.076666666666666,5.835,5.7425,3.98,11.1,10.606666666666667,6.016428571428572,6.1850000000000005,3.12,8.99,9.0554375,9.156666666666666,7.195,7.3,,,4.051,7.086640422052293,4.873836565096953,0.0,,,7.317,5.508256288954574,7.225270019010401,6.564988656809029,,,6.846666666666666,5.605490656819382,7.773111998489945,6.026659108479989,,,4.038,4.127680655162646,4.797504021812355,1.2867977247857745,,,5.1455,4.536561684510741,5.342811894705761,4.747496832940819,,,3.1719999999999997,2.0813156521851695,3.3048840381121143,0.9018812380079781,,,10.164,8.87788589887745,10.227284841795123,6.825277367018134e-07,,,10.218666666666667,11.574003546862372,10.625507308453649,9.478927549135178e-08,,,4.592446428571429,6.3047313548613095,6.107542052901469,1.4877064341924129e-06,,,6.032,5.606786311239864,6.203836565096954,5.92999228744611,,,2.4210000000000003,1.9531003739542896,2.600192464873964,-2.1478555951703856e-08,,,7.76,6.960523204149678,7.76789444354797,6.93998808258926,,,8.615543421052632,8.692011945450378,9.074883483379502,7.865468415594985,,,8.438666666666666,7.982034238911184,9.098748675205263,7.959989020608809,,,6.717,6.021845261295099,6.634042619113135,2.3470072629551915,,,6.314,5.841209904546623,6.900585586432943,5.6566584672576585
1996-08-31,MONSOON,1.78,4.5,3.286666666666666,1.965,3.20375,1.4666666666666668,6.93,8.216666666666667,1.8225,3.13,1.2925,4.99,6.248401960784313,6.41,5.2683333333333335,5.12,3.16,,3.1426000000000003,5.993542035885535,1.8065342500441222,0.0,6.3931249999999995,,6.1902,5.077143046328383,4.970392830779327,7.559664516202002,5.493333333333332,,5.422666666666666,5.070136857935855,3.894970193579069,7.4120253153114115,3.52,,3.2088,3.7748634980584534,1.4122217301730213,2.665719518992023,4.46328125,,4.3688,4.10450670916598,3.24458726688337,5.384073032323588,2.555416666666667,,2.4898666666666665,1.925064747034332,1.5307314453463925,1.1943023922395972,8.653749999999999,,8.8704,8.096843168602529,6.497224766681017,5.227887924992265e-06,9.455,,9.417866666666669,11.07677868008331,8.243187461538463,6.012794501980297e-07,3.3887078373015878,,3.484467857142857,5.9177487261220865,1.725641116729499,3.3673202798765863e-06,5.049375,,4.8712,5.147507792876449,3.156534250044123,6.071013726053258,2.0059375000000004,,1.9696000000000002,1.8187414064074219,1.4822214207261322,1.7478954097932585e-08,6.474375000000001,,6.652,6.970719847791074,5.025897843386874,8.231949187151724,7.959260303792569,,7.668686836945304,8.495859027609459,6.276742903533372,8.49829171589526,7.702083333333333,,7.627199999999999,7.4969635162731185,6.4011233705677375,8.683358436008971,6.157916666666668,,6.137533333333334,6.018562724060668,5.385660800583039,2.0547989361102017,6.097083333333334,,5.836399999999999,5.877851777033551,4.040593201582884,6.744584054858436
1996-11-30,POMKH,2.615,5.885,4.63,3.21,4.15625,2.106666666666667,7.54,9.12,2.072777777777778,4.94,1.65,5.069999999999999,8.210921052631578,7.32,5.876666666666668,6.046666666666668,3.1637500000000003,3.19125,2.93156,5.122124409110648,2.648127644054535,0.0,6.283125,6.348750000000001,6.06812,5.0666730155507675,5.439298742074219,6.3514372366620915,5.417083333333333,5.504999999999999,5.1056,4.890127582335631,4.6764805864665355,4.629070729816949,3.5150000000000006,3.4625000000000004,3.2092799999999997,3.6834760420507116,2.5238310202112153,1.517578653847414,4.414687499999999,4.4624999999999995,4.28378,4.039086586050842,3.9795658845132675,4.085165388935889,2.48125,2.546666666666667,2.336586666666667,1.957394585953018,1.9425629260722201,0.5998555757270274,8.55125,8.7775,8.338239999999999,7.651546818528575,7.398941381379376,7.517902685360891e-06,9.475000000000001,9.475833333333334,9.29872,10.809592782951372,9.153119702902439,7.077079602659258e-07,3.3887078373015878,3.3887078373015878,2.919791825396825,5.368643445694912,2.143288122251727,2.3458328582379083e-06,5.046875,5.046250000000001,4.89872,5.009209642624349,4.973127644054537,4.8946032845740515,1.93875,2.004375,1.8417600000000003,1.79257716829219,1.9035209271056295,4.866929786077079e-08,6.085625,6.4975000000000005,6.0192,6.9809330154533065,5.973198264639903,6.263178426731641,7.959260303792568,7.959260303792568,7.885580523219814,8.437134949970766,8.247610292227284,6.7237352468833524,7.78625,7.711666666666667,7.50432,7.355187236374857,7.136341114750505,7.454129178469781,6.082916666666668,6.184583333333334,6.033186666666667,6.015286430739973,5.980656822901233,3.180345083810179,6.234166666666667,6.030833333333334,5.920506666666666,5.999843573488934,5.3697601715826675,5.5276263148397415
1997-02-28,POMRB,3.265,6.92,5.933333333333334,3.3,4.753750000000001,2.7033333333333336,8.55,9.793333333333337,3.643125,5.955,1.9675,6.755000000000001,8.322280701754385,7.883333333333333,6.185000000000001,6.186666666666667,3.2056250000000004,3.12875,3.0649360000000003,4.551217107736935,3.552607299703137,3.5149995127257503,5.98625,6.437500000000001,6.408872000000001,5.35500516947399,7.242748852040452,6.234344214971321,5.288749999999999,5.481666666666666,5.436693333333333,5.040734770629058,5.894720006342828,5.724532817353699,3.473125,3.5775000000000006,3.2455679999999996,3.621752080167282,4.541392978287924,2.6477769308938837,4.365,4.4640625,4.471768000000001,4.194870200624806,5.039101317121962,4.651338294246455,2.3791666666666664,2.564166666666667,2.483285333333334,2.1571715574951638,2.5501962584410593,2.5985893549093864,8.5175,8.53,8.422944,7.639835102067571,8.61744377906971,9.42516903536018,9.450833333333334,9.434166666666668,9.496565333333335,10.71920334399861,9.997078585555357,9.916321720545962,3.3887078373015878,3.3887078373015878,3.209125095238095,5.352925384200795,3.6275207630802644,3.6431248202890845,5.004062500000001,5.0525,5.321232,5.053311890091273,5.96655466812419,5.675670719114333,1.8740625,2.0075,1.8920560000000002,1.859727394865073,2.1478581805719896,1.8651112867016106,5.68125,6.451250000000001,6.3135200000000005,6.991197765597902,6.939162360672441,6.431608351839483,7.959260303792569,7.959260303792568,8.060260594633643,8.389069303216539,8.366776221909532,7.547678552951195,7.715833333333332,7.692500000000001,7.655925333333333,7.425260763620816,7.93423216938767,7.840653824754228,6.0045833333333345,6.131250000000001,6.093912000000001,6.012014191441761,6.318028866535871,6.351240000935426,6.260416666666668,6.163333333333334,6.026970666666667,6.127332193622871,7.08297872161111,5.821620852280446
1997-05-31,PREMON,5.135,7.21,7.56,5.335,5.3475,3.3166666666666664,11.27,10.933333333333332,6.016428571428572,6.1400000000000015,2.57,6.065,9.0554375,9.906666666666666,6.808333333333334,7.866666666666667,3.09375,3.1987499999999995,3.8929616,4.97307693213533,4.867235305525857,4.854999326965439,5.745,6.12875,6.7293232000000005,5.724861387720949,7.540879996039464,7.5426317737851285,5.118333333333333,5.352499999999999,6.286016,5.582422267075911,7.6656769821193596,7.68144166152028,3.4937499999999995,3.4525000000000006,4.0813407999999995,3.9032009784711383,5.219090969140206,5.073706288303745,4.31109375,4.3653125,4.822060800000001,4.546821277006954,5.5117479145850305,5.3061735117763495,2.3270833333333334,2.3983333333333334,2.816637866666667,2.5215178544109804,3.3048840422027173,3.8995675680013275,8.3825,8.5725,9.5617664,8.564801273144132,10.269261254087986,10.966391622080916,9.2975,9.515833333333333,10.071272533333333,10.971677574649082,10.627672842277821,10.560152514941242,3.3887078373015873,3.3887078373015873,4.332046485714286,6.2428836763948885,6.089019838206911,6.016426104090563,4.839375,5.04125,5.648739200000001,5.138484484480268,6.227369435865558,5.913020137969881,1.8621875,1.8699999999999999,2.1632336,2.1032770033534867,2.6002010084752816,2.9765458894128884,5.705625,5.720000000000001,6.214112,7.001462330633253,7.905344215459952,7.974990507033278,7.934770172213622,7.9592603037925675,8.458331356780185,8.393785525200041,9.107205242956178,8.2783243553542,7.525,7.880000000000001,8.556221866666666,8.155389822153028,9.140461820291298,8.775225465057058,5.947291666666667,6.034583333333335,6.379680533333334,6.008748299751249,6.651405904001818,7.0314446501323555,6.120833333333334,6.305000000000001,6.762849066666667,6.417760250243503,7.551091092409166,6.9979607777002855
1997-08-31,MONSOON,1.835,3.36,2.776666666666667,2.13,3.20125,1.3133333333333332,6.49,7.696666666666667,1.8225,2.8325,1.3250000000000002,4.68,6.248401960784313,5.096666666666667,5.028333333333333,4.763333333333333,2.9456249999999997,3.2125,3.06977696,3.6414340260275933,1.8284103252054311,1.7799997532437652,5.5275,5.84375,5.38159392,5.110985196272126,4.863023877764622,5.192081917634592,4.94875,5.225,4.882276266666667,4.974861934082098,3.571610777782849,3.592137727062935,3.6218749999999997,3.4937500000000004,3.3008044799999996,3.614070016694877,1.5996363522935093,1.857042589199754,4.254531249999999,4.3646875000000005,4.1737364800000005,4.156937615126536,3.2812311771978315,3.586944276559752,2.2554166666666666,2.36,2.2153160533333334,2.2879628326565467,1.5307314477754037,1.1972209300063277,8.2325,8.4625,8.33305984,7.902368854543765,6.539201179143232,6.846585082379055,9.142916666666666,9.385833333333332,9.121430186666668,10.081050772747517,8.278766489101884,8.180633548717816,3.3887078373015878,3.3887078373015873,3.3282278914285714,5.096289731000828,1.714097492574068,1.8224992239045632,4.6415625,4.966875,4.522243520000001,4.704184187151541,3.1694753835896083,3.710004468159156,1.8221875,1.8781249999999998,1.8279401599999998,1.943218998105384,1.4822246427413117,1.2330722962164775,5.678750000000001,5.6425,5.6004672,7.01171153958268,4.548096074931641,4.928449180732504,8.014369952915377,7.959260303792567,7.574359598381836,8.210509368805553,6.306915832125434,7.132041008712301,7.437916666666666,7.551666666666667,7.172399786666666,7.296139032151671,6.590890541793078,7.08225452226184,5.9750000000000005,5.974583333333334,5.839141653333334,6.005471236063999,5.369069984006024,5.098839773716726,5.963749999999999,6.215833333333333,5.963042773333333,6.381980526234304,4.660326692560016,5.92466165577291
1997-11-30,POMKH,1.665,5.095,3.776666666666667,3.21,3.7275,1.843333333333333,6.9,8.413333333333332,2.072777777777778,3.92,1.5225,5.575,8.015,7.1066666666666665,5.658333333333334,5.286666666666667,2.856875,2.975,2.507866176,2.5745609151353435,2.6722824944887495,2.614999637490138,5.3950000000000005,5.64625,5.266956351999999,4.994590669401317,5.050246334666981,5.416388811050632,4.8620833333333335,5.011666666666667,4.440032426666667,4.642907950858188,4.254643313467561,4.343157992630336,3.9,3.4937500000000004,3.2644826879999997,3.548955591884624,2.705550157824443,2.8102048504499595,4.26390625,4.2575,3.9952418880000002,3.979531564575119,4.007027138837935,4.070806674303752,2.2616666666666663,2.2941666666666665,2.0665229653333332,2.2034779068815538,1.9425629290134026,2.0400202226520094,7.94125,8.3025,7.759835904000001,7.458283412834752,7.440917793203871,7.449242650608927,9.024583333333334,9.209166666666667,8.838191445333333,9.504576816187404,9.123487290808818,9.080005431551468,3.724154265873016,3.3887078373015873,2.826047845968254,4.128412748537801,2.136093774230213,2.07277724808482,4.5584375,4.711875,4.2813461120000005,4.475737943082671,4.946805704065243,4.869156228777991,1.7971875000000002,1.84625,1.7057640959999998,1.8446573936307407,1.9035244634803425,1.574134847513744,5.743125000000001,5.76875,5.59028032,7.021995138845886,5.529108166320266,5.313470223737808,7.937780177696078,7.910280040634673,7.750615759029102,8.151702880552055,8.27566395934895,7.164543658966219,7.225833333333333,7.498333333333333,7.1461065386666665,7.152335797174316,7.011913437027301,6.991029933657297,6.008541666666668,5.920000000000001,5.766818325333334,6.002200571172344,5.945291016863396,5.792003675624551,5.744166666666667,6.025833333333333,5.692492330666667,6.388612093763934,5.631117991501931,5.696626202503353
1998-02-28,POMRB,3.03,5.9700000000000015,5.43,4.325,4.73,2.393333333333333,7.99,9.263333333333334,3.643125,5.3925,1.775,6.035,9.155,7.399999999999999,6.625,5.69,2.800625,2.91625,2.7167197056,2.481704879904155,3.436124330384332,3.389459601170042,5.311875,5.408750000000001,5.5481738112,5.129347134471402,6.744325044742851,5.71057150952049,4.790416666666666,4.885833333333333,4.836019456000001,4.7307085130839965,5.245210881519609,5.52768800020468,4.0525,3.75,3.6886896128,3.676983046769807,4.676937858428264,2.930670890497783,4.208125,4.2515625,4.2891451328,4.161188103054267,4.959541301098788,4.442573123829216,2.3162499999999997,2.2166666666666663,2.1972471125333333,2.272313844639748,2.550196261357077,2.567876928516413,7.59125,8.162500000000001,7.8519015424,7.44271897781948,8.659420189991874,8.931553129023007,9.002083333333333,9.076666666666666,9.008248200533334,9.29000218997172,9.856047881859332,9.847950033649694,4.246788194444444,3.3887078373015878,3.1528787075809523,3.9241186190224173,3.6230370201276396,3.6431265463032614,4.4490625,4.571250000000001,4.7258076672,4.50704162811991,5.82396945700947,5.652608649610548,1.818625,1.798125,1.7334584575999998,1.8263482712505554,2.147860483235324,1.914968112278614,5.68125,5.588749999999999,5.768168192,7.032303682928455,6.685746130800997,6.7011499074705085,7.871050245098038,8.118459865196076,8.31236945541746,8.17373372514423,8.381890158904215,7.511428845179911,7.164166666666667,7.3774999999999995,7.247663923199999,7.135325332532341,7.791220438934539,7.797729622093523,5.887083333333334,6.03,6.1100909952,5.998938755297988,6.267286730196771,6.200287219257775,5.59,5.901666666666666,5.691495398400001,6.42650383466925,6.969459713375704,5.683113933134244
1998-05-31,PREMON,4.66,7.1,7.37,6.535,5.44625,3.6766666666666663,9.5,10.516666666666667,8.7,6.0375,2.5625,7.3000000000000025,7.61,8.693333333333333,6.636666666666668,6.6066666666666665,2.8912500000000003,2.7975,3.4940318233600003,3.326173883127197,4.784115989366147,4.995604639932022,5.291250000000001,5.381250000000001,6.16890428672,5.562547865557422,6.919274203878881,6.746498659822795,4.792083333333333,4.838333333333334,5.8496116736,5.287738976091744,7.093295127263328,7.44378168307866,3.9631250000000002,4.05,4.82721376768,4.145822596286261,5.580643578870312,5.524333581864739,4.0740625,4.27625,4.75198707968,4.575887085640898,5.445280207786104,5.2246863191790025,2.29875,2.306666666666666,2.7890149341866666,2.701038735985661,3.3048840448006156,3.520751933642927,7.48125,7.7200000000000015,8.51114092544,7.951573413921956,10.311237664213769,11.11912073481173,9.063333333333333,8.9725,9.611615586986666,9.545465216719203,10.508633811703326,10.755657452456525,4.683628472222222,4.059600694444444,5.371727224548572,5.941710440175629,6.08622542920625,6.0164286134460365,4.375,4.545625000000001,5.25048460032,4.654606489066199,6.003761609105119,5.883456426008206,1.8641875,1.7962499999999997,2.06507507456,2.0476961107202034,2.6002014485234315,2.7769169839062147,5.498125,5.8975,6.380900915200002,7.04265477981004,7.558190486310562,7.20735907689309,8.0409375,7.757100490196076,8.031421673250478,8.09346753303634,9.166464342288743,8.800955458696542,7.166666666666666,7.074166666666667,7.825931687253332,7.550348123554844,8.926312268856417,9.108232190021,5.831250000000001,5.9870833333333335,6.320721263786668,5.995678823316569,6.641905037589857,7.127108850281953,5.616666666666667,5.586666666666666,6.057563905706667,6.5486113273584365,7.2969424477224525,7.102672073289557
