Date,Season,Chopra,Raiganj,Itahar,Kaliganj,Goalpokhor-i,Goalpokhar-ii,Islampur,Karandighi,Hemtabad,Chopra_Trend,Chopra_SMA,Chopra_EWMA,Chopra_DES,Chopra_TES,Chopra_ARIMA,Raiganj_Trend,Raiganj_SMA,Raiganj_EWMA,Raiganj_DES,Raiganj_TES,Raiganj_ARIMA,Itahar_Trend,Itahar_SMA,Itahar_EWMA,Itahar_DES,Itahar_TES,Itahar_ARIMA,Kaliganj_Trend,Kaliganj_SMA,Kaliganj_EWMA,Kaliganj_DES,Kaliganj_TES,Kaliganj_ARIMA,Goalpokhor-i_Trend,Goalpokhor-i_SMA,Goalpokhor-i_EWMA,Goalpokhor-i_DES,Goalpokhor-i_TES,Goalpokhor-i_ARIMA,Goalpokhar-ii_Trend,Goalpokhar-ii_SMA,Goalpokhar-ii_EWMA,Goalpokhar-ii_DES,Goalpokhar-ii_TES,Goalpokhar-ii_ARIMA,Islampur_Trend,Islampur_SMA,Islampur_EWMA,Islampur_DES,Islampur_TES,Islampur_ARIMA,Karandighi_Trend,Karandighi_SMA,Karandighi_EWMA,Karandighi_DES,Karandighi_TES,Karandighi_ARIMA,Hemtabad_Trend,Hemtabad_SMA,Hemtabad_EWMA,Hemtabad_DES,Hemtabad_TES,Hemtabad_ARIMA
1996-02-29,POMRB,3.78,2.935,2.855,2.973333333333333,3.55,2.5527272727272727,3.0766666666666667,3.78,2.79,,,3.78,3.8969799711068913,4.276392511837828,0.0,,,2.935,3.033652830553961,3.268915556580063,0.0,,,2.855,5.2005337369771745,3.1605109150692736,0.0,,,2.973333333333333,1.6732285881312319,2.981857706135401,0.0,,,3.55,7.4860576932949225,3.55,0.0,,,2.5527272727272727,3.5808589670522903,2.5527272727272727,0.0,,,3.0766666666666667,4.397504426572905,3.120416666666667,0.0,,,3.78,6.157217281430723,4.051126411445851,0.0,,,2.79,3.4827604267982193,3.018618352017757,0.0
1996-05-31,PREMON,7.275,4.66,4.285,4.37,6.03,3.147692307692308,4.463333333333334,5.18,5.0600000000000005,,,5.178,4.642813751034044,6.5930035703540995,3.779994329534752,,,3.625,3.588965928335586,4.263195241389712,2.934998463741132,,,3.427,6.5870128512098445,4.415268366628909,1.241426030896519,,,3.532,2.12395378882414,4.407772749653217,2.9733305376683132,,,4.542,10.021585730097666,6.03,6.250699562705103e-08,,,2.790713286713287,4.116467103399134,3.1476923076923082,1.0493768853600125e-07,,,3.6313333333333335,5.687642696973589,4.542834718374885,7.08731728275999e-07,,,4.34,7.488000037127532,5.077422612383106,1.859603913267207,,,3.6980000000000004,2.463763593984143,4.510082908309829,2.7899973498177353
1996-08-31,MONSOON,3.05,2.285,3.215,1.7333333333333334,2.83,1.04375,1.39,2.1558823529411764,1.9975000000000005,4.636875,,4.3267999999999995,3.940333658396041,2.8431504164422714,5.553376113241105,3.039375,,3.089,3.1836008279225,2.3444970927530724,4.229612290643026,3.2875,,3.3422,6.427254478154471,1.9592573096268862,1.6319875425300534,3.0266666666666664,,2.812533333333333,1.976326977750569,1.8725066010060518,3.8956341604420075,3.985,,3.8571999999999997,8.18366835016145,2.83,8.527381768575697e-08,2.206792395104895,,2.091927972027972,3.4804530877480366,1.0437500000000004,1.3471792086693118e-07,2.854791666666667,,2.7348,4.69583582470576,1.4976257855602702,1.484572046646331e-06,3.723970588235294,,3.46635294117647,6.444946035572321,2.2640702828264327,2.7284374561366644,3.1506250000000002,,3.0178000000000007,1.519133958211613,2.311015183794339,4.0173767310677055
1996-11-30,POMKH,4.01,2.485,2.67,3.01,3.53,2.083,2.365,3.52,2.5875,4.761875,4.5287500000000005,4.20008,3.7154099781566727,4.031844139921305,4.678238576154207,2.900625,3.09125,2.8474,2.9013119210178524,2.780958214253608,2.3406492959130385,3.335,3.25625,3.07332,5.402175697780933,2.72135541051445,1.5836477787882652,3.0254166666666666,3.021666666666667,2.89152,2.13592807406812,2.6177244505877524,2.4345292652300157,3.8625000000000003,3.985,3.72632,6.453344799251398,3.53,1.5867391553443395e-10,2.206792395104895,2.2067923951048956,2.088356783216783,3.2274820791598744,2.0830000000000006,-9.283951179655556e-09,2.8935416666666667,2.8237500000000004,2.58688,4.125715742185962,2.493626299930487,9.828631582541433e-07,3.862720588235294,3.658970588235294,3.4878117647058824,5.876900412124068,3.2379024724759096,2.1116800020615365,3.1575,3.10875,2.84568,1.1499059400531682,2.412823868130902,3.1732804427283727
1997-02-28,POMRB,4.645,2.52,3.105,3.0133333333333336,3.55,2.5527272727272727,3.325,4.3,3.125,4.648125,4.745,4.378048,3.7967454844265447,4.182933586486391,3.8586102575719767,2.6881250000000003,2.9875,2.71644,2.686156433040225,3.1169234883052908,3.0609521089835594,3.1106249999999998,3.3187499999999996,3.085992,4.571937159462969,3.402377773325721,2.7979980218643763,3.0595833333333333,3.031666666666667,2.9402453333333334,2.297310143603752,2.9955264577539515,2.9866515486934606,3.5912500000000005,3.9849999999999994,3.655792,4.927416871242852,3.55,3.5499997398261196,2.206792395104895,2.2067923951048956,2.274104979020979,3.134457265539406,2.552727272727273,2.5527270964582485,2.88875,2.8858333333333337,2.882128,4.032984489724,3.215165597259678,3.0766664102836963,3.975735294117647,3.7889705882352938,3.8126870588235295,5.587532909977563,4.01696186686403,3.708573501461748,3.1640625,3.1925,2.957408,1.1051290517896444,3.146364764869759,2.6213610956819684
1997-05-31,PREMON,7.41,3.965,4.415,4.319999999999999,5.05,3.147692307692308,4.525,5.77,4.78,4.5375,4.7787500000000005,5.590828800000001,4.909709600708699,7.100850234156631,6.971388286137779,2.533125,2.8137499999999998,3.215864,3.0627517475171198,3.969873844988056,3.7526279815262575,2.878125,3.3512499999999994,3.6175952000000002,4.616774669328511,4.659694575728961,4.108997394388259,3.060416666666667,3.019166666666667,3.4921472,2.761981920654381,4.424241235968433,4.0069380411580955,3.4425,3.7399999999999993,4.2134751999999995,4.864573626610281,6.03,6.02999950176711,2.206792395104895,2.2067923951048956,2.6235399104895105,3.2650145950387266,3.1476923076923082,3.14769204340618,2.9375000000000004,2.90125,3.5392768,4.525265644405543,4.652936797761502,4.541954225926977,4.175,3.9364705882352933,4.5956122352941176,5.992555258074656,5.248361326417452,5.243384917885105,3.1592708333333333,3.1225,3.6864448000000003,1.5100788626226478,4.71202405163938,4.8060812089363285
1997-08-31,MONSOON,2.005,1.28,1.29,2.0566666666666658,1.64,1.04375,1.29,2.47,2.33,4.469375,4.5175,4.15649728,4.024868705712058,3.111351741256973,3.5563952789157725,2.5218749999999996,2.5624999999999996,2.4415183999999996,2.422156985116686,1.825509958513249,2.360319443796164,2.91625,2.869999999999999,2.6865571200000002,2.87423563292269,2.1676756874169123,3.1428121285065886,3.0049999999999994,3.0999999999999996,2.917954986666666,2.679379077156786,1.8852775757346272,2.241074098834244,3.4425,3.4424999999999994,3.1840851199999998,2.7719071350875804,2.6508310249307474,2.696143342444855,2.206792395104895,2.2067923951048956,1.9916239462937062,2.485860031488449,1.0437500000000004,1.0437498814836097,3.00375,2.8762499999999998,2.63956608,3.2016888312926293,1.5907784575525488,1.435880995529704,4.38625,4.014999999999999,3.7453673411764705,4.578262406627006,2.525195700051083,2.380736144744915,3.060208333333333,3.205625,3.14386688,1.391905636714277,2.3404261737953065,2.2697718420382773
1997-11-30,POMKH,4.17,2.25,2.7350000000000003,2.6933333333333334,3.53,2.083,2.8550000000000004,4.8,2.2166666666666663,4.0337499999999995,4.557500000000001,4.161898368,3.9905227238534704,3.950678939681758,4.038672597627559,2.500625,2.5037499999999997,2.36491104,2.244861870199817,1.963186524590171,1.7808657622261235,2.86125,2.886249999999999,2.7059342720000004,2.4947626524087543,2.2584261020085847,1.4984059668615144,2.9537499999999994,3.020833333333333,2.828106325333333,2.7356105633003573,2.6533759894799793,2.99665496971525,3.50375,3.4424999999999994,3.322451072,2.7602735563326086,3.141593219818754,3.4259190333261897,2.147080856643357,2.2067923951048956,2.0281743677762236,2.2501867234906903,2.0830000000000006,2.0829998420030784,3.0018750000000005,2.99875,2.7257396480000002,2.9405121155495806,2.5429139131356013,2.3185868398721703,4.3875,4.334999999999999,4.167220404705882,4.5741840486829854,3.5652902349858184,3.4696438749431477,2.895,3.1129166666666666,2.7729867946666666,1.32753025726313,2.550737720118529,2.779250539296202
1998-02-28,POMRB,3.94,2.665,3.345,2.8866666666666667,3.55,2.5527272727272727,3.365,4.71,2.703333333333333,3.69125,4.381250000000001,4.0731390208,3.9002464278840834,4.317233243926627,4.283667030139044,2.46140625,2.54,2.484946624,2.275679502150899,2.4234377382715664,2.284970693804498,2.841302083333334,2.946249999999999,2.9615605632,2.680400121351464,3.1055781479488798,3.4204914493879626,2.8686458333333333,2.9891666666666663,2.8515304618666666,2.8253135019831204,3.008194418632886,2.876091380197807,3.639375,3.442499999999999,3.4134706431999997,2.940613425590419,3.1829709712525083,3.597830213443913,2.153150568181818,2.2067923951048956,2.237995529756643,2.267870403180089,2.552727272727273,2.5527271719821623,3.0053125,3.00875,2.9814437888,3.0275414485695866,3.3589711048066633,3.296526303317675,4.3031250000000005,4.437499999999999,4.384332242823529,4.557401552629971,4.612524650586345,4.392165552665457,2.7035677083333334,3.0075,2.7451254101333333,1.4301153094062764,3.102152166367211,2.875296786069232
1998-05-31,PREMON,4.63,3.65,3.735,4.036666666666666,5.54,2.67,4.4700000000000015,5.37,3.88,3.4737500000000003,3.686250000000001,4.29588341248,4.079059703302824,7.009548978742119,6.9286120497635615,2.3859375,2.46125,2.9509679744,2.703762490906437,3.565022958546428,3.5573526590601414,2.835729166666667,2.776249999999999,3.27093633792,3.1404412407287925,4.531815959892989,4.141227007053743,2.7685416666666667,2.918333333333333,3.3255849437866667,3.1724985039636437,4.427534860084345,4.072996011962788,3.71375,3.5649999999999986,4.26408238592,4.690336787355317,5.225913070129486,5.5529203127879025,2.2198068181818185,2.0873693181818185,2.410797317853986,2.3563140411764585,3.1476923076923082,3.147692181084491,2.9362500000000007,2.9950000000000006,3.5768662732800007,3.7085977582074103,4.752566067057644,4.65651244778462,4.122638888888889,4.3374999999999995,4.778599345694118,4.902443807464313,5.823102871585128,5.667816388858901,2.6025520833333333,2.7824999999999998,3.19907524608,1.8435905340295426,4.532686637496222,4.561009895278757
