Date,Season,Viralimalai,Thirumayam,Aranthangi,Annavasal,Gandarvakkottai,Kulathur,Pudukkottai,Ponnamaravathi,Tiruvarankulam,Kunnandarkovil,Arimalam,Manamelkudi,Avudayarkoil,Karambakkudi,Viralimalai_Trend,Viralimalai_SMA,Viralimalai_EWMA,Viralimalai_TES,Viralimalai_ARIMA,Thirumayam_Trend,Thirumayam_SMA,Thirumayam_EWMA,Thirumayam_DES,Thirumayam_TES,Thirumayam_ARIMA,Aranthangi_Trend,Aranthangi_SMA,Aranthangi_EWMA,Aranthangi_DES,Aranthangi_TES,Aranthangi_ARIMA,Annavasal_Trend,Annavasal_SMA,Annavasal_EWMA,Annavasal_DES,Annavasal_TES,Annavasal_ARIMA,Gandarvakkottai_Trend,Gandarvakkottai_SMA,Gandarvakkottai_EWMA,Gandarvakkottai_DES,Gandarvakkottai_TES,Gandarvakkottai_ARIMA,Kulathur_Trend,Kulathur_SMA,Kulathur_EWMA,Kulathur_DES,Kulathur_TES,Kulathur_ARIMA,Pudukkottai_Trend,Pudukkottai_SMA,Pudukkottai_EWMA,Pudukkottai_DES,Pudukkottai_TES,Pudukkottai_ARIMA,Ponnamaravathi_Trend,Ponnamaravathi_SMA,Ponnamaravathi_EWMA,Ponnamaravathi_DES,Ponnamaravathi_TES,Ponnamaravathi_ARIMA,Tiruvarankulam_Trend,Tiruvarankulam_SMA,Tiruvarankulam_EWMA,Tiruvarankulam_DES,Tiruvarankulam_TES,Tiruvarankulam_ARIMA,Kunnandarkovil_Trend,Kunnandarkovil_SMA,Kunnandarkovil_EWMA,Kunnandarkovil_DES,Kunnandarkovil_TES,Kunnandarkovil_ARIMA,Arimalam_Trend,Arimalam_SMA,Arimalam_EWMA,Arimalam_DES,Arimalam_TES,Arimalam_ARIMA,Manamelkudi_Trend,Manamelkudi_SMA,Manamelkudi_EWMA,Manamelkudi_DES,Manamelkudi_TES,Manamelkudi_ARIMA,Avudayarkoil_Trend,Avudayarkoil_SMA,Avudayarkoil_EWMA,Avudayarkoil_DES,Avudayarkoil_TES,Avudayarkoil_ARIMA,Karambakkudi_Trend,Karambakkudi_SMA,Karambakkudi_EWMA,Karambakkudi_TES,Karambakkudi_ARIMA
1996-02-29,POMRB,6.08,9.23,5.57,5.8100000000000005,6.263333333333333,7.36,6.0633333333333335,4.332941176470587,8.450000000000001,7.154411764705883,8.37,1.7333333333333332,2.2750000000000004,6.43,,,6.08,5.34062759295636,0.0,,,9.23,9.170884610267475,7.170053514134971,0.0,,,5.57,4.9340330322941774,4.7296139594462945,0.0,,,5.8100000000000005,7.01900270441093,5.8100000000000005,0.0,,,6.263333333333333,0.01681519758114866,6.263363383777284,0.0,,,7.36,7.636105564075286,6.77207262105973,0.0,,,6.0633333333333335,6.65788842934873,5.8920692636090735,0.0,,,4.332941176470587,4.811455285249506,4.3300466379805185,0.0,,,8.450000000000001,7.888116062047227,6.51253007505062,0.0,,,7.154411764705883,7.256346977197786,6.721767793468837,0.0,,,8.37,6.993181762968352,8.519945124938493,0.0,,,1.7333333333333332,4.408418636752759,2.2703821600071645,0.0,,,2.2750000000000004,3.1843143309573825,2.553234121718676,0.0,,,6.43,5.669967587217307,0.0
1996-05-31,PREMON,7.2,11.525,6.51,9.17,15.53,8.01,8.343333333333334,5.727647058823528,10.409999999999998,7.949117647058824,10.31,3.8833333333333333,3.58,10.5,,,6.5280000000000005,7.460175683682065,4.005805993975368,,,10.148,9.497458853717138,11.092804344974798,3.516476657989943,,,5.946,5.204804713016659,6.779411570764545,4.592564046691336,,,7.154,7.0171712052766395,9.17,5.374806225578916,,,9.969999999999999,2.596048572303228,15.529959672065448,5.646711501168114,,,7.620000000000001,7.314732916801632,8.667593746457364,6.8184498678200995,,,6.975333333333333,6.693524871714192,8.875398539826701,6.063329863191414,,,4.8908235294117635,5.0931290301067484,5.6148625146872995,4.3329337181231145,,,9.234,7.764783330963747,10.315821213093916,2.3975390047566636,,,7.47229411764706,7.462499941863448,7.59494939883023,7.15438292410682,,,9.146,6.668275405538313,9.399819422802343,6.6004765153403815,,,2.5933333333333333,6.778341939764809,2.6755761233914477,1.1901571897350822,,,2.7970000000000006,3.2171173731475147,3.388707482906993,2.274998145920295,,,8.058,8.323995471077508,1.956726957839638
1996-08-31,MONSOON,7.15,11.275,5.635,9.47,11.666666666666664,9.94,8.593333333333334,6.393888888888887,10.976666666666668,9.958611111111113,10.51,4.3500000000000005,3.55,10.7,6.12875,,6.776800000000001,8.747650127677439,5.010065133666539,9.85875,,10.5988,9.756051443725102,9.411381192520677,4.755488871045281,5.0803125,,5.8216,5.213176174060423,7.097892023443902,5.479273462630271,8.2975,,8.080400000000001,7.066917766542462,9.47,7.22864612703714,10.308749999999998,,10.648666666666665,3.9294347561316876,11.666688273656332,10.526179188655798,8.035,,8.548,7.689394572891773,9.173541021003935,7.3954785694258405,7.267083333333334,,7.622533333333333,6.809603686725713,9.110829527324334,7.878688125910434,5.569060457516338,,5.492049673202613,5.531882143994802,6.227821029496006,5.128356341189915,9.3775,,9.931066666666666,8.047903798127795,11.069989976924605,3.2809441235984913,8.397175755718955,,8.466820915032681,8.015875046023309,9.863679947622817,7.702179321438184,7.48625,,9.691600000000001,6.522539921250685,10.219799692863699,8.180699720610724,2.8729166666666672,,3.2960000000000003,7.473984664640557,3.255556350925537,2.2541911257198874,3.585625,,3.0982000000000003,3.24118140573459,4.083165418441194,2.9513193009282506,8.37875,,9.114799999999999,9.51731395847817,2.865151400972034
1996-11-30,POMKH,4.3,8.3,4.1975,8.595,8.583333333333334,8.54,7.843333333333334,5.8217647058823525,9.36,8.5265625,3.76,1.7166666666666666,4.85,6.8,6.0375000000000005,6.1825,5.78608,5.653897918714204,5.530606117180371,9.456875,10.0825,9.67928,9.626044774857808,11.049715900602555,5.764538619934413,4.550000000000001,5.478125,5.17196,4.801005980387102,4.474795738092611,5.681699236020055,8.1875,8.26125,8.286240000000001,7.017727624100766,8.595,7.99516632914174,9.393333333333334,10.510833333333332,9.822533333333332,4.4057962293595,8.583349118708957,10.878304037646581,7.47125,8.4625,8.5448,7.5310713226753245,7.999204425725318,8.455001730427341,6.52,7.710833333333333,7.710853333333333,6.688642471420519,7.922458122357137,7.550173850906892,5.569060457516339,5.569060457516339,5.623935686274509,5.569300051866297,5.988977761272758,5.726969525560525,8.748750000000001,9.799166666666666,9.702639999999999,7.9310120974302265,8.227510049814493,4.668803128265852,8.397175755718955,8.397175755718955,8.490717549019609,8.194880372593254,8.58370835865148,8.931159911406539,5.934999999999999,8.237499999999999,7.318960000000001,5.483623635751004,7.808265074679808,8.625096165917107,2.5437499999999997,2.9208333333333334,2.664266666666667,3.7885987390350295,2.8332940491636016,3.153548337593727,3.6100000000000003,3.56375,3.79892,3.494620741559408,2.909959851972851,3.17442280059045,7.7125,8.6075,8.18888,7.056080901225389,3.728446703315458
1997-02-28,POMRB,5.65,7.44,2.3875,6.1,4.6466666666666665,3.94,2.513333333333333,4.332941176470587,5.076666666666667,7.154411764705883,2.36,1.35,2.45,4.6,6.025,6.075000000000001,5.731648,4.4977803075889025,5.667033480255291,9.26,9.634999999999998,8.783568,9.407431702245331,7.59034943707113,7.53373557623984,4.4621875,4.6825,4.058176,3.92740138212697,4.470674808605614,5.095326893238997,6.93625,8.33375,7.4117440000000006,6.679699883859321,5.8100000000000005,8.460679228312879,8.297083333333333,10.106666666666666,7.752186666666667,3.8524713870273217,6.2633471870290975,8.867375793479512,7.234999999999999,7.6075,6.70288,6.058385479555433,7.2647789996656265,8.190325411514456,6.047499999999999,6.823333333333334,5.631845333333333,5.078626636747283,5.520046307587993,7.476962776335642,5.263574346405228,5.569060457516339,5.10753788235294,4.997591452264649,4.625934209143016,5.481744091358868,8.331666666666667,8.955833333333333,7.852250666666666,6.6020886552177345,7.391996447354304,7.971984620031435,8.089849366830066,8.397175755718955,7.9561952352941185,8.078832703030024,7.245655823672671,8.104310141475947,4.31625,6.734999999999999,5.335376,4.453817875388392,6.447329382993913,6.415977289067152,1.9395833333333337,2.825,2.13856,1.6497203680856025,2.5232361811441066,1.993984720527966,3.6587499999999995,3.6075000000000004,3.259352,3.2853648463634078,2.9829694294240783,3.2629175835710487,7.15,8.15,6.753327999999999,6.033841056509103,5.517768557510242
1997-05-31,PREMON,6.9,10.1,5.45,8.0,9.823333333333332,6.92,5.916666666666668,5.727647058823528,8.753333333333332,7.949117647058824,3.91,1.6333333333333335,3.6,7.0,6.0275,6.000000000000001,6.1989888,6.674346686158604,6.59683592889127,9.430625,9.278749999999999,9.3101408,9.534812058408601,11.218869179023173,8.326532486342284,4.34,4.4175,4.6149056,4.144406445578855,5.280062333819921,4.524614955959979,5.25,8.04125,7.647046400000001,6.621733758146609,9.243905817174515,7.292712471575125,7.050416666666665,8.679999999999998,8.580645333333333,5.124698669921854,15.117962183484929,10.730802764079016,6.8575,7.335000000000001,6.789728,5.974344103697153,7.6025805141445435,6.5423692755885465,5.360416666666667,6.216666666666669,5.745773866666667,4.979573540690924,6.768581476959835,5.284312974355711,4.958088235294117,5.569060457516339,5.3555815529411746,5.212445776780867,5.777018820529356,5.4102571256347884,7.569999999999999,8.541666666666666,8.212683733333332,6.7558214036710265,10.128474593498497,8.66910531924932,7.782522977941177,8.397175755718955,7.953364200000001,8.135912960034332,7.9716520027064846,7.785090585701234,3.1075,5.135,4.7652256,3.8615245816690624,4.605005807964809,5.5281136947343725,1.5241666666666667,2.2625,1.9364693333333336,1.1980741378568922,2.701587284633841,2.7245275156980577,3.51125,3.6125000000000003,3.3956112000000003,3.3123191827225913,3.7484499464897523,3.5517257058377676,7.34875,7.275,6.8519968,8.844023321635655,8.019864248899902
1997-08-31,MONSOON,7.35,11.125,5.9925,0.63,8.603333333333332,9.14,7.2399999999999975,3.95,9.296666666666667,7.5,3.96,1.7666666666666666,3.92,9.7,5.772812500000001,6.050000000000001,6.65939328,8.010881376708872,6.684037817611567,9.310625,9.241249999999999,10.03608448,9.770993718878987,9.33097073503824,8.65925834329051,4.3025,4.506875000000001,5.16594336,4.55915368034311,5.533774826082583,4.353341453526951,4.43125,5.831250000000001,4.84022784,5.6798362929578605,9.23975253412727,7.413645308756474,5.797083333333332,7.914166666666665,8.589720533333331,5.981211027561951,9.833689027204603,9.203886919009117,6.28,7.135000000000002,7.7298368,6.594498568523263,8.098580103151965,7.278781837367983,4.685,5.878333333333334,6.343464319999999,5.311677480619912,6.862965666821757,6.4979070967848465,4.958088235294117,4.958088235294117,4.7933489317647044,4.632619288724074,6.316688119860547,5.762407121940948,6.747083333333332,8.121666666666666,8.646276906666666,7.184144184364867,10.594936925681466,9.777283342793538,7.782522977941177,7.782522977941177,7.7720185200000005,8.096693292227243,10.134548613417557,8.672024460943907,2.60875,3.4975,4.443135359999999,3.422222709129121,4.315204889722714,5.880193912101909,1.40875,1.6166666666666665,1.8685482666666666,1.3534485343888372,2.470018955556451,2.618429297929748,3.2737500000000006,3.705,3.60536672,3.3934494380799984,4.349557879940475,3.5521922072803522,7.7225,7.0249999999999995,7.99119808,9.618912723111343,8.126249162886527
1997-11-30,POMKH,4.12,9.815,2.8625,3.945,1.6733333333333336,6.32,3.7000000000000006,5.8217647058823525,4.946666666666666,8.5265625,0.64,0.9766666666666666,3.3,9.39,5.164375000000001,6.005000000000001,5.643635968,5.327509996256634,4.3828899220489745,9.258333333333333,9.619999999999997,9.947650688,9.82188695364406,10.960041793552804,7.365000056508462,4.219687499999999,4.173125000000001,4.244566016,3.983503753942106,3.810211013222515,4.496679218543225,3.806875,4.668750000000001,4.482136704,5.255005883494709,6.128298998907046,5.9991064698166685,4.985833333333333,6.186666666666664,5.823165653333332,4.609098352075515,6.130478694566501,8.019127718410274,5.546250000000001,6.580000000000002,7.16590208,6.171893396683048,7.033710451569416,7.541557680809568,4.420833333333333,4.8425,5.286078591999999,4.523497034912921,6.257399568568305,5.612745320265284,4.730882352941176,4.958088235294117,5.204715241411764,5.033682578167625,4.93312403581093,4.793795350103401,6.291666666666666,7.018333333333333,7.166432810666666,6.229949682887667,7.764809774316197,8.666279043287547,7.288258272058823,7.782522977941176,8.073836112,8.261050589765595,8.087734452265058,7.649307951556207,2.41375,2.7175000000000002,2.921881215999999,2.623237302248682,1.4574550679833937,0.8419289545852655,1.4016666666666666,1.4316666666666664,1.5117956266666666,0.8618722145606342,1.406723436724875,0.8756634165762327,3.2249999999999996,3.3175000000000003,3.483220032,3.3533913942477134,3.204820242676975,4.123052817133926,8.06,7.6724999999999985,8.550718847999999,6.813938193239874,5.916315618163639
1998-02-28,POMRB,3.7925,4.965,3.4225,4.2,1.53,1.54,1.2533333333333334,4.332941176470587,2.9066666666666663,7.154411764705883,1.49,1.1666666666666667,2.1,5.0,4.73859375,5.540625,4.9031815808,4.511632112850517,5.2395558506973074,8.908958333333333,9.001249999999999,7.954590412799999,9.282220746508935,7.71428700297786,7.801518899831757,3.9513541666666665,4.431875000000001,3.9157396096,3.672318651787407,3.235178569058122,3.3658778418559674,4.180625000000001,4.193750000000001,4.3692820224,4.918825635815549,2.3935426512054474,5.640051158864483,4.1475,5.407499999999997,4.1058993919999995,3.450702724596097,1.8882921880079917,4.288789077718935,4.1025,5.980000000000001,4.915541248,4.46804258863264,5.799843341441079,5.620269384583113,3.714166666666667,4.527500000000001,3.672980488533333,3.294308640587119,1.5669392025798545,1.2886426502697268,4.571176470588235,4.958088235294117,4.8560056154352935,4.681272105784232,4.047290980031352,4.637864703105038,5.7179166666666665,6.475833333333332,5.462526353066666,4.864307998111452,5.625931881092999,5.457284319673688,6.6796185661764715,7.782522977941175,7.706066373082353,8.133009796029375,6.889024919321285,7.9547397635594015,2.22375,2.5000000000000004,2.3491287295999994,2.1166216931684425,2.3302114812312333,1.4122934790613049,1.4,1.3858333333333333,1.3737440426666667,0.929577863621976,1.3414734128052914,0.8096413797315015,3.1275,3.2300000000000004,2.9299320192,3.1070788746349587,2.7709231497125595,2.848114994543049,7.9575000000000005,7.772499999999999,7.1304313087999995,5.7177868732991275,4.819945107130119
1998-05-31,PREMON,3.89,12.156666666666665,3.7525,4.905,6.45,3.45,5.0633333333333335,3.91,7.28,3.995,3.22,1.7599999999999998,3.56,9.3,4.6753124999999995,4.788125000000001,4.49790894848,5.819210763988507,5.504516528954301,8.201458333333331,9.515416666666665,9.635420914346664,9.672039679877049,10.996840296712282,8.125441991466916,4.107395833333333,4.007500000000001,3.8504437657599997,3.535141552299994,5.264786028168555,4.7200861877798,5.203125,3.4200000000000017,4.583569213440001,4.7163258119568505,5.531809513901088,6.127099460875031,3.965,4.564166666666663,5.0435396352,4.038526032225641,9.53730858855755,8.021417140412781,2.65625,5.112500000000001,4.3293247488,3.9083639788374853,5.765378728902592,4.594194612151163,2.7320833333333336,4.314166666666667,4.229121626453333,3.569378432591324,4.898329088518407,4.114455602661116,4.529705882352941,4.503676470588235,4.4776033692611765,4.301162984586964,5.459902937407688,5.128354170634363,5.075,6.1075,6.18951581184,5.185762735503327,8.461805392484381,8.100077193142795,6.045673253676471,6.793993566176469,6.2216398238494115,7.423512330629796,7.715215927540472,7.6506122938848975,2.15,2.3275000000000006,2.69747723776,1.9789018110438714,2.7328548477574355,3.8657618211481655,1.4300000000000002,1.4174999999999998,1.5282464256,1.7387675013846378,1.8758306646226455,2.064962361031549,2.90875,3.22,3.1819592115199997,3.157531863565187,3.498498543585635,3.3057588766093735,6.711250000000001,8.3475,7.99825878528,8.487208418448278,5.602114520799585
