Date,Season,Champawat,Champawat_Trend,Champawat_SMA,Champawat_EWMA,Champawat_DES,Champawat_TES,Champawat_ARIMA
1996-02-29,POMRB,16.916666666666668,,,16.916666666666668,17.32871616688483,17.306948219603928,0.0
1996-05-31,PREMON,20.52230769230769,,,18.358923076923077,18.28084309682632,20.148231623109105,15.96120685270067
1996-08-31,MONSOON,15.79,17.09336858974359,,17.331353846153846,17.409386083895203,15.382096791522807,18.30569564385855
1996-11-30,POMKH,15.144500000000004,17.09336858974359,17.09336858974359,16.45661230769231,16.613794720168375,14.780123141237866,17.098997272494625
1997-02-28,POMRB,16.916666666666668,17.09336858974359,17.09336858974359,16.640634051282053,16.643429028683983,17.608025700951703,16.193294072697505
1997-05-31,PREMON,20.52230769230769,17.09336858974359,17.09336858974359,18.193303507692306,17.81770995237377,20.32979329576778,18.024949859454495
1997-08-31,MONSOON,15.79,17.09336858974359,17.09336858974359,17.231982104615383,17.09638982651084,15.491585687308175,16.716694966511774
1997-11-30,POMKH,15.144500000000004,17.09336858974359,17.09336858974359,16.39698926276923,16.402264497574567,14.846149291607343,15.943482527690783
1998-02-28,POMRB,16.916666666666668,17.09336858974359,17.09336858974359,16.604860224328206,16.500471935699835,17.64784209056218,16.275117201857263
1998-05-31,PREMON,20.52230769230769,17.09336858974359,17.09336858974359,18.171839211520002,17.721096191068742,20.353804159232332,18.921987639614795
1998-08-31,MONSOON,15.79,17.09336858974359,17.09336858974359,17.219103526912,17.031095977295955,15.506065191099266,16.133617683378613
1998-11-30,POMKH,15.144500000000004,17.09336858974359,17.09336858974359,16.3892621161472,16.358137380612046,14.85488100716373,15.377816061192462
1999-02-28,POMRB,16.916666666666668,17.09336858974359,17.09336858974359,16.600223936354986,16.470649793571017,17.653107661651998,16.35625323035336
1999-05-31,PREMON,20.52230769230769,17.09336858974359,17.09336858974359,18.16905743873607,17.700941686936808,20.356979507618647,18.924138676042602
1999-08-31,MONSOON,15.79,17.09336858974359,17.09336858974359,17.21743446324164,17.017475090001895,15.507980052223042,16.098612562867682
1999-11-30,POMKH,15.144500000000004,17.09336858974359,17.09336858974359,16.388260677944984,16.348932065042728,14.856035744432585,15.3600820059636
2000-02-29,POMRB,16.916666666666668,17.09336858974359,17.09336858974359,16.59962307343366,16.464428625089013,17.653804014062878,16.346546012410297
2000-05-31,PREMON,20.52230769230769,17.09336858974359,17.09336858974359,18.168696920983272,17.696737275149943,20.35739943576437,18.918024322575555
2000-08-31,MONSOON,15.79,17.09336858974359,17.09336858974359,17.217218152589965,17.014633649760455,15.508233285564097,16.094603045780655
2000-11-30,POMKH,15.144500000000004,17.09336858974359,17.09336858974359,16.38813089155398,16.347011752986024,14.856188454189393,15.357783559374186
2001-02-28,POMRB,16.916666666666668,17.09336858974359,17.09336858974359,16.599545201599057,16.463130833095594,17.65389610410806,16.34521834101875
2001-05-31,PREMON,20.52230769230769,17.09336858974359,17.09336858974359,18.16865019788251,17.695860196837433,20.357454969717118,18.91724706640653
2001-08-31,MONSOON,15.79,17.09336858974359,17.09336858974359,17.217190118729505,17.01404089963549,15.508266774741996,16.094145736915397
2001-11-30,POMKH,15.144500000000004,17.09336858974359,17.09336858974359,16.388114071237705,16.346611158528685,14.85620864949298,15.357518380952348
2002-02-28,POMRB,16.916666666666668,17.09336858974359,17.09336858974359,16.59953510940929,16.462860101951907,17.65390828267773,16.34506444166764
2002-05-31,PREMON,20.52230769230769,17.09336858974359,17.09336858974359,18.16864414256865,17.695677230371423,20.35746231387801,18.917157615550064
2002-08-31,MONSOON,15.79,17.09336858974359,17.09336858974359,17.217186485541188,17.01391724660013,15.508271203562481,16.094093715665352
2002-11-30,POMKH,15.144500000000004,18.62183012820513,17.09336858974359,16.388111891324712,16.346527590902948,14.856211320247485,15.357488177081517
2003-02-28,POMRB,16.916666666666668,21.47966666666667,17.09336858974359,16.599533801461494,16.462803624987544,17.653909893248656,16.345046903411205
2003-05-31,PREMON,32.75,24.399729166666667,20.150291666666668,23.059720280876896,21.61002068070831,20.357463285116154,18.91714743001422
2003-08-31,MONSOON,26.425,27.687083333333337,22.809041666666666,24.40583216852614,23.06384457837704,20.362180252385464,20.813585163967034
2003-11-30,POMKH,27.87,28.915625,25.990416666666665,25.791499301115685,24.50895255131038,22.004983994308006,22.202870939038934
2004-02-29,POMRB,30.49,28.254687500000003,29.383749999999996,27.67089958066941,26.324316167204376,27.016421945756363,25.231802964444945
2004-05-31,PREMON,29.005000000000006,27.830625,28.447499999999998,28.20453974840165,27.075796932091592,31.39150423646543,32.4198072141164
2004-08-31,MONSOON,24.8825,26.6946875,28.061874999999997,26.875723849040988,26.263952797433816,25.52952860650563,26.90837191038524
2004-11-30,POMKH,26.020000000000003,26.258125,27.599374999999995,26.533434309424592,26.079430869950667,24.508788902199598,25.76726936449899
2005-02-28,POMRB,23.2525,26.919062500000003,25.789999999999996,25.221060585654755,25.068782576612463,27.79193913134991,26.910426976635858
2005-05-31,PREMON,32.75,27.343125,26.72624999999999,28.232636351392856,27.426143398876636,28.98617167927337,31.711310248637
2005-08-31,MONSOON,26.425,28.4790625,27.11187499999999,27.509581810835712,26.994516924073018,25.565633934522275,27.94722510320442
2005-11-30,POMKH,27.87,28.447499999999998,27.57437499999999,27.653749086501428,27.165393248642303,25.142873118070348,27.952658589678695
2006-02-28,POMRB,30.49,27.125625000000003,29.383749999999992,28.788249451900853,28.119601186615434,28.908693647304847,28.07134513006259
2006-05-31,PREMON,25.26,26.277500000000003,27.51124999999999,27.376949671140515,27.09022715892443,32.53261918707522,30.469623965491337
2006-08-31,MONSOON,23.34,24.005625000000002,26.73999999999999,25.762169802684312,25.779913328446575,24.731049878033275,24.723923379128802
2006-11-30,POMKH,24.17,21.841250000000002,25.81499999999999,25.12530188161059,25.160075645426826,23.41496326309891,24.823035068383195
2007-02-28,POMRB,16.015,20.4725,22.196249999999992,21.481181128966355,22.130560994769976,26.3979422875446,23.806576157236933
