Date,Season,Kundagol,Hubli,Navalgund,Kalghatgi,Dharwad,Kundagol_Trend,Kundagol_SMA,Kundagol_EWMA,Kundagol_DES,Kundagol_TES,Kundagol_ARIMA,Hubli_Trend,Hubli_SMA,Hubli_EWMA,Hubli_DES,Hubli_TES,Hubli_ARIMA,Navalgund_Trend,Navalgund_SMA,Navalgund_EWMA,Navalgund_DES,Navalgund_TES,Navalgund_ARIMA,Kalghatgi_Trend,Kalghatgi_SMA,Kalghatgi_EWMA,Kalghatgi_DES,Kalghatgi_TES,Kalghatgi_ARIMA,Dharwad_Trend,Dharwad_SMA,Dharwad_EWMA,Dharwad_DES,Dharwad_TES,Dharwad_ARIMA
1996-02-29,POMRB,16.475,7.643333333333333,10.3525,4.89,7.51111111111111,,,16.475,16.152530600195913,16.56615144562772,0.0,,,7.643333333333333,6.964391953577918,7.898349255447217,0.0,,,10.3525,10.715261858455492,10.54822611589069,0.0,,,4.89,3.986359582035037,3.6359819467538057,0.0,,,7.51111111111111,7.883766328852513,7.554761441977005,0.0
1996-05-31,PREMON,19.395,8.959999999999997,10.696666666666667,1.23,9.572222222222221,,,17.643,17.367210070646834,18.50327001068003,16.196088756210553,,,8.169999999999998,7.344651665575682,8.577664833646427,7.6433228227687025,,,10.490166666666667,10.695948815676498,11.344741753676239,10.352478040781765,,,3.4259999999999997,3.62480537647624,6.848331691747512,2.0154264487852807,,,8.335555555555555,8.448222395068097,9.594731743863827,6.240448511284322
1996-08-31,MONSOON,18.595,8.1,10.9,4.0200000000000005,8.125555555555557,17.575,,18.0238,17.70719891451841,19.040046512846285,18.26194156653483,7.985833333333332,,8.142,7.311153875248686,8.315839398008217,8.542618719607034,11.017395833333333,,10.6541,10.71492328160079,10.414108417001177,10.526576296896579,2.94625,,3.6635999999999997,3.6735513157164728,-0.42683962965542355,2.5028582092243488,7.742222222222223,,8.251555555555555,8.29803071933258,7.458496954495705,7.85214372086909
1996-11-30,POMKH,16.11,7.033333333333334,12.0,1.895,5.57,17.566875,17.64375,17.25828,16.816823639338338,17.34241813355134,18.017277211350162,8.074166666666667,7.934166666666667,7.698533333333334,6.929844443898732,6.696153027178424,8.023281886456273,11.146041666666667,10.987291666666666,11.19246,10.919627317793017,10.311088982904648,10.655829083174227,3.956875,3.00875,2.9561599999999997,3.4394455883561976,1.2932752164080705,1.7615914294228225,7.905416666666667,7.6947222222222225,7.178933333333333,7.2966074088309165,6.0443770084682065,7.223216381804376
1997-02-28,POMRB,15.925,8.056666666666667,10.593333333333332,4.3900000000000015,7.891111111111113,17.674999999999997,17.50625,16.724968,16.235569441291403,16.36138260522145,16.693501550727714,8.107916666666666,8.037500000000001,7.841786666666667,7.05261852695961,8.101241202054204,7.568276534229433,11.477083333333333,11.0475,10.952809333333333,10.847133424255926,10.806073390563581,10.872984877241885,4.6431249999999995,2.88375,3.5296960000000004,3.560583332068257,3.9968392217466344,4.202993289203151,7.993611111111111,7.789722222222223,7.463804444444445,7.476131822677217,7.695163019916485,6.6303540630953535
1997-05-31,PREMON,19.88,9.253333333333332,11.485,9.815,10.497777777777776,17.5025,17.6275,17.986980799999998,17.63799907254365,18.158221387859733,16.85533900575379,8.119583333333335,8.110833333333336,8.406405333333332,7.573525376241937,8.853722626965775,8.323778652381835,11.395416666666666,11.244583333333333,11.1656856,10.940425183946475,11.59929301472939,10.907340676471906,4.30625,5.03,6.043817600000001,4.371692113056577,6.932109611690459,1.25282744086347,8.14079861111111,8.02111111111111,8.677393777777777,8.51447606893483,9.866718226721876,9.053279301353777
1997-08-31,MONSOON,18.975,8.076666666666668,12.76,0.925,7.905555555555555,16.924375,17.722500000000004,18.38218848,18.03847135248297,19.032276368420934,18.53026113492909,8.059166666666666,8.105000000000002,8.274509866666666,7.517532074511491,8.597903516983353,8.432964817551076,11.038958333333332,11.709583333333333,11.80341136,11.2366355480337,10.772066221309496,11.05059496034659,4.199375,4.2562500000000005,3.9962905600000003,3.9200380904352214,2.3931794757735956,5.216345196792961,8.446597222222222,7.966111111111109,8.368658488888888,8.262624719000621,8.243239697878307,8.594439694074456
1997-11-30,POMKH,14.35,7.15,9.486666666666666,2.295,6.9675,16.175,17.282500000000002,16.769313088,16.247205102375222,17.49221288434188,18.00092972423349,7.980833333333333,8.134166666666669,7.8247059199999995,7.163848414159835,6.872037161857296,7.765758366756735,10.801041666666666,11.081249999999999,10.876713482666666,10.919027522701128,10.96002881649746,11.583753320462515,3.975625,4.35625,3.315774336,3.705723613973776,2.209459939371997,2.961540603681858,8.494950396825399,8.31548611111111,7.8081950933333335,7.768821888518147,6.021047733249849,5.595919568188663
1998-02-28,POMRB,13.06,7.456666666666666,10.255,3.135,8.940000000000003,16.0125,16.566250000000004,15.2855878528,14.675330141868095,15.735159361542365,15.900557736968109,8.034166666666668,7.984166666666669,7.677490218666667,7.04824616318469,8.256536724114476,7.781814018213081,10.187291666666667,10.996666666666666,10.6280280896,10.788500061102873,10.842404160968238,10.924873379453738,4.104375,4.0425,3.2434646016,3.6287388993336527,4.746882431765441,3.480696574626566,8.472435515873016,8.577708333333332,8.260917056,8.15057044610799,8.584797000378682,8.18742477177738
1998-05-31,PREMON,16.75,9.226666666666668,9.92,9.28,9.835714285714284,16.572499999999998,15.783750000000005,15.87135271168,15.400612038473463,16.62230298045364,15.527182614697141,8.142083333333334,7.977500000000003,8.297160797866667,7.613943636799358,8.746418490410774,8.265674540763433,9.731250000000001,10.605416666666667,10.344816853760001,10.623033381539445,11.563042255056814,11.037823055520606,4.153125,3.908750000000001,5.65807876096,4.361323756750427,7.036800687872489,5.875405414899034,8.716272321428573,8.412192460317458,8.890835947885714,8.712719210539232,10.946311503786623,10.385958146787239
1998-08-31,MONSOON,20.805,8.53,9.415,2.49,8.3875,17.708750000000002,16.241250000000008,17.844811627008,17.587802333139635,16.848625527991015,16.749240860742585,8.415416666666665,8.090833333333336,8.39029647872,7.756483440728083,8.518635256913905,8.36609569687736,9.648958333333333,9.769166666666667,9.972890112256,10.39947185849307,10.439659631732683,11.177743964400952,4.045,4.300000000000001,4.3908472565759995,4.114641060020982,2.2919767342891397,2.24624636860983,8.903772321428571,8.53267857142857,8.689501568731428,8.560499087538506,8.167921888238293,7.748207769347043
1998-11-30,POMKH,17.0,7.56,9.183333333333334,1.12,8.436250000000001,19.051250000000003,16.90375000000001,17.5068869762048,17.163934818802254,16.939452103905296,18.220713889521406,8.632083333333334,8.193333333333337,8.058177887231999,7.515233185052965,6.977942774272099,7.820392096535686,9.6125,9.693333333333335,9.657067400686934,10.17485386532353,10.044009764239227,10.13492575063164,3.805625,4.006250000000001,3.0825083539455997,3.7219906596147285,2.6445486300670025,2.594357713639431,9.295357142857144,8.89986607142857,8.588200941238858,8.480100582986738,6.552399295110711,6.497372518331527
1999-02-28,POMRB,19.5,9.233333333333333,9.9,3.445,8.971250000000003,18.63875,18.51375000000001,18.304132185722878,18.0204125127028,16.483794972823567,16.725472864463878,8.831041666666666,8.637500000000005,8.528240065672533,7.96200333482693,8.468169273806708,7.908841305434835,9.665625,9.604583333333334,9.754240440412161,10.112319465957635,10.045077203022677,10.180698433627722,3.34625,4.083750000000002,3.22750501236736,3.6832101565131583,4.663740808481839,3.419586758097574,9.873209325396825,8.90767857142857,8.741420564743315,8.617989976457165,9.46689632260349,9.483207522238262
1999-05-31,PREMON,21.05,9.183333333333334,9.983333333333333,7.055,12.937142857142858,18.713749999999997,19.588750000000008,19.402479311433726,19.187498740742587,19.683543743100568,18.448307455125658,8.7925,8.62666666666667,8.790277372736853,8.255244962242342,9.502179017891217,9.311686741205298,9.779583333333333,9.620416666666667,9.84587759758063,10.074944323719873,10.85140476354583,10.059843289408418,3.1337499999999996,3.527500000000002,4.7585030074204155,4.119183710212788,7.080197377724192,6.269359285208155,9.858226686507937,9.683035714285714,10.419709481703132,10.110997362294967,11.02259019846666,10.032183641866567
1999-08-31,MONSOON,13.205,10.165,9.776666666666667,1.04,9.908888888888887,19.81375,17.688750000000006,16.923487586860233,16.41880307389483,20.413218527103954,19.63005300497454,8.437083333333334,9.03541666666667,9.340166423642112,8.816907556652575,8.99656840563629,8.523575562293685,9.873333333333333,9.710833333333335,9.818193225215046,10.008535177616302,9.878152798137654,9.927809078462774,3.1937499999999996,3.1650000000000023,3.271101804452249,3.715530520320417,1.6052571668197233,2.4569087782705457,9.651307043650794,10.063382936507935,10.215381244577433,9.996432637890592,10.164407515659871,10.02055240244249
1999-11-30,POMKH,25.2,5.616666666666667,9.733333333333333,0.87,6.795,19.45125,19.738750000000007,20.234092552116138,20.111408342735942,15.967471178173742,15.395871339780083,8.314166666666667,8.549583333333336,7.850766520851934,7.569294042441551,7.858162645761227,8.814914785775137,9.9025,9.848333333333336,9.78424926846236,9.946191157337479,9.661344043464117,9.85060821379467,3.443125,3.102500000000002,2.3106610826713494,3.3425742695977285,1.7121562245094628,0.9819609829654968,9.482713293650793,9.653070436507935,8.84722874674646,8.820131167602286,8.703303774400073,8.748116894913311
2000-02-29,POMRB,20.1,8.333333333333334,10.1,4.175,8.957142857142857,20.200625000000002,19.88875000000001,20.180455531269683,19.972518742251726,19.238718333719465,21.356545806495106,7.931041666666667,8.324583333333337,8.043793245844494,7.707895939976695,8.366701731444014,7.456257371654031,9.984583333333333,9.898333333333337,9.910549561077417,9.957660000603923,9.843091468932009,10.005573745358795,3.49875,3.285000000000002,3.056396649602809,3.4484142323631666,3.9509862605321864,3.0394217514910844,8.974303075396824,9.649543650793648,8.891194390905019,8.831155482885878,9.03740198547812,7.876380044476717
2000-05-31,PREMON,17.55,9.1,10.016666666666667,8.32,11.6025,20.534375000000004,19.01375000000001,19.12827331876181,18.77746349966926,21.562844577509804,19.418231198145726,7.454166666666667,8.303750000000004,8.466275947506697,8.085718711408818,9.123079284146266,9.110841218085813,10.217708333333333,9.90666666666667,9.952996403313117,9.952821252810896,10.727293422023905,10.039035070139052,3.424375,3.601250000000002,5.161837989761686,4.079692112613596,6.831814231607529,5.948147180245937,8.574598214285714,9.315882936507933,9.975716634543012,9.775093463990284,11.399012689098127,10.858904814837324
2000-08-31,MONSOON,22.70000000000001,7.183333333333334,10.4,0.22,7.1762500000000005,19.525000000000002,21.387500000000014,20.55696399125709,20.36098598793043,20.106716806846478,17.285695111431043,7.19375,7.558333333333339,7.953098901837352,7.6576023966842115,8.720300151246144,8.712265169885317,10.285416666666668,10.062500000000004,10.13179784198787,10.01469136481031,9.784542311844293,9.986315687598513,3.3175000000000003,3.396250000000002,3.185102793857012,3.5745197853827273,1.8439782575600745,2.374861872082968,8.526830357142856,8.632723214285711,8.855929980725808,8.81314262330577,9.109624215025582,9.159049416568653
2000-11-30,POMKH,18.375,4.783333333333334,10.975,1.095,6.33,19.846250000000005,19.681250000000013,19.68417839475425,19.364389063152,19.643670585666424,21.512642784905736,6.920833333333333,7.350000000000005,6.685192674435745,6.516392362627491,6.64128680238554,6.8642241042751735,10.295208333333333,10.37291666666667,10.469078705192722,10.164642129134377,9.706622975645717,10.034902195102253,3.0893749999999995,3.4525000000000023,2.349061676314207,3.249287355383561,1.6101126316459604,1.281543858007143,8.38890625,8.51647321428571,7.845557988435485,7.896257497838066,6.360762333270411,6.023670146997546
2001-02-28,POMRB,18.85,7.083333333333332,9.4,3.095,9.04,20.403750000000002,19.368750000000013,19.35050703685255,19.00867086451304,18.647904387889835,18.463861092414525,6.945,7.037500000000003,6.84444893799478,6.577415494434876,7.2831751922280485,7.02040279697791,10.493750000000002,10.19791666666667,10.041447223115632,10.017960283596762,10.120139742222085,10.256693833901755,3.0012499999999998,3.182500000000002,2.6474370057885244,3.2268195092836494,3.954206374446786,3.3815924470341647,8.605260416666667,8.537187499999996,8.32333479306129,8.267747818726363,8.13065828283817,7.6558610898039765
2001-05-31,PREMON,21.37,8.166666666666666,10.795,7.5749999999999975,10.41625,21.148125,20.323750000000015,20.158304222111532,19.91449490277041,20.70417973329023,18.595289950313642,7.558333333333334,6.804166666666669,7.373336029463535,7.0160062000705485,7.9816735800082,8.067711771466895,10.608125,10.392500000000004,10.34286833386938,10.136414101160245,10.815063730851962,10.114746326476405,3.1349999999999993,2.9962500000000016,4.618462203473114,3.7901629008229714,6.486384297264758,6.456753360453347,8.826458333333333,8.240624999999996,9.160500875836775,8.993498791956926,11.08356394438443,11.593789025451951
2001-08-31,MONSOON,23.34,8.31,11.21,0.26,10.093333333333334,22.045,20.483750000000015,21.43098253326692,21.296880809914214,21.149161025631667,20.53386212799729,8.170416666666666,7.085833333333336,7.748001617678121,7.372380270294593,7.651236638619663,7.648900303215572,10.890625,10.595000000000004,10.68972100032163,10.305646779863373,10.006091439607722,10.303431023300519,3.586874999999999,3.0062500000000014,2.8750773220838686,3.3280773933139587,1.3699409230068982,1.240555648561413,8.724895833333335,8.969895833333329,9.533633858835397,9.34477397097157,7.814470132281945,7.207504042383321
2001-11-30,POMKH,23.69,8.563333333333333,11.08,2.125,5.1825,22.94375,21.812500000000014,22.334589519960154,22.238910680258716,20.522587307364134,20.83927689362426,8.665416666666667,8.030833333333337,8.074134303940205,7.712375178590407,6.33563043126,6.655982082375673,11.605625,10.621250000000003,10.845832600192978,10.42320622939959,10.042169319743694,10.570224039152952,4.1206249999999995,3.2637500000000013,2.575046393250321,3.1690984056102787,1.3015256420516046,1.0805197311490875,9.058239583333334,8.683020833333329,7.793180315301239,7.830956865102571,7.751601534559641,7.634559964254155
2002-02-28,POMRB,20.71,8.200000000000001,11.555,5.68,9.375,23.808125,22.277500000000018,21.684753711976093,21.466411551448253,21.32936059583517,21.52229279001505,9.058020833333334,8.310000000000006,8.124480582364123,7.816969346154201,8.398011776885339,8.414147591965918,11.9125,11.160000000000004,11.129499560115786,10.602009674098456,10.411023662816085,10.265295176358823,4.45125,3.9100000000000015,3.817027835950192,3.493444708310291,4.076462952595256,3.325392296530801,9.805697916666666,8.766770833333329,8.425908189180742,8.344493039478486,8.410837798491345,7.5145411014148795
2002-05-31,PREMON,26.7,11.01,14.36,9.26,12.748,24.4425,23.610000000000017,23.690852227185655,23.664043942945327,23.05184886868733,20.610234121906057,9.043854166666668,9.02083333333334,9.278688349418474,8.91845891063274,9.09714644413573,8.547186360244963,11.885625,12.051250000000003,12.42169973606947,11.231816865963827,11.467072179361486,10.783052632180985,5.241874999999999,4.3312500000000025,5.9942167015701155,4.241129636824506,7.4013104371100304,7.279016247620278,11.239874999999998,9.349708333333329,10.154744913508445,9.868537571084728,11.008868905498144,10.700419585654195
2002-08-31,MONSOON,24.925,8.6075,10.1,1.22,13.741249999999996,25.4025,24.006250000000016,24.184511336311395,24.13595415759931,24.708657984639668,23.599837871979346,9.053437500000001,9.09520833333334,9.010213009651084,8.799857756147139,9.367448625813902,9.389096010912091,11.771875,11.773750000000003,11.493019841641683,11.020436291123719,11.222417051988868,11.391230107823443,7.065,4.571250000000002,4.084530020942069,3.8449397299702395,2.5327264637662505,2.2930392846342036,12.865770833333332,10.261687499999994,11.589346948105065,11.198119381187677,9.726866855207916,9.85222301511366
2002-11-30,POMKH,27.18,8.1525,11.975,7.49,13.008,25.826249999999998,24.878750000000018,25.38270680178684,25.399547670326072,23.27977544780328,23.050775899080946,8.588125,8.992500000000007,8.66712780579065,8.553144504876837,7.558587430933301,7.476556980371154,10.831875,11.997500000000004,11.685811904985009,11.167887049101811,10.807829200206902,11.176448350751262,8.471875,5.912500000000001,5.446718012565242,4.316348028299413,2.3990417258945866,2.2005371421970725,13.815729166666666,12.218062499999993,12.156808168863039,11.791487504188604,9.399714653175916,9.3489445494967
2003-02-28,POMRB,24.9,8.6875,9.75,14.9,14.556666666666667,25.8015625,25.926250000000017,25.189624081072104,25.116464877513934,24.384316435837103,23.969032537557833,8.0578125,9.114375000000006,8.67527668347439,8.579817488442245,9.05293577308274,8.74982122026116,10.192083333333334,11.546250000000004,10.911487142991007,10.907445743135774,11.201739863745733,11.40383839397228,9.843125,8.217500000000001,9.228030807539145,5.690156140437339,6.54753040817302,5.677347196591912,14.20865625,13.51347916666666,13.11675156798449,12.720656083057891,14.17892246482697,13.767052797542828
