Date,Season,Ramanagaram,Kanakapura,Magadi,Channapatna,Ramanagaram_Trend,Ramanagaram_SMA,Ramanagaram_EWMA,Ramanagaram_DES,Ramanagaram_TES,Ramanagaram_ARIMA,Kanakapura_Trend,Kanakapura_SMA,Kanakapura_EWMA,Kanakapura_DES,Kanakapura_TES,Kanakapura_ARIMA,Magadi_Trend,Magadi_SMA,Magadi_EWMA,Magadi_DES,Magadi_TES,Magadi_ARIMA,Channapatna_Trend,Channapatna_SMA,Channapatna_EWMA,Channapatna_DES,Channapatna_TES,Channapatna_ARIMA
1996-02-29,POMRB,7.4375,7.169090909090909,8.83,4.885833333333332,,,7.4375,7.186227787336428,7.115506942458239,0.0,,,7.169090909090909,6.884376145314403,7.179090909090909,0.0,,,8.83,8.861466476288326,8.469959789352702,0.0,,,4.885833333333332,5.550994495455688,5.158861516781505,0.0
1996-05-31,PREMON,9.22,7.59,10.0925,6.4575,,,8.150500000000001,7.678326130092011,7.99099026763428,7.4374863774373,,,7.337454545454545,6.972439555645523,7.609445983379501,7.169073927744707,,,9.335,9.181193104994835,10.201593677391305,8.829972916220383,,,5.5145,5.798083627232854,6.533747424469134,4.885782157077209
1996-08-31,MONSOON,8.770000000000001,4.715,10.46,6.0150000000000015,7.217812500000001,,8.398300000000003,7.940213464456979,8.011509230749992,8.78100597028988,5.24561553030303,,6.288472727272727,6.24041593687643,4.743340942749058,7.380882128790902,8.658750000000001,,9.785,9.51341075745507,9.193877323262562,9.670789703706127,6.2315625,,5.714700000000001,5.842422779041877,6.76898101618246,5.7192932185299235
1996-11-30,POMKH,4.3125,3.0100000000000007,6.105,6.2925,6.850625000000001,7.4350000000000005,6.763980000000002,7.0501738870288655,6.516776784181381,8.220659061844735,4.867253787878788,5.621022727272727,4.977083636363637,5.24764137220119,3.0466892395957057,6.3861622769128354,8.337312500000001,8.871875,8.312999999999999,8.510910170707389,8.355050875725286,9.928847616534151,6.630729166666668,5.912708333333334,5.945820000000001,5.954891813303389,3.8311182038331015,5.836802346566153
1997-02-28,POMRB,5.7,4.1658333333333335,7.125,7.4366666666666665,6.461875,7.000625000000001,6.338388000000001,6.716496497444162,7.219998260924949,6.054878453721105,5.116299242424243,4.870208333333333,4.652583515151515,4.859916307467599,7.210955850298684,5.605159526346354,8.11125,8.445625,7.8378,8.087289734201217,8.216462719343049,7.8523827164904985,6.812916666666666,6.550416666666667,6.542158666666667,6.369101112985768,5.73627139923787,5.993974879080292
1997-05-31,PREMON,8.02,7.566363636363636,9.226,7.1,6.169312499999999,6.700625000000002,7.011032800000001,7.03064943737046,7.570336916434946,7.382647878243094,5.453299242424242,4.864299242424242,5.818095563636364,5.524533050136528,7.470412600692308,5.557508711702913,8.294125000000001,8.229,8.393080000000001,8.383415417916083,9.446103505267908,8.21505153344598,6.457604166666665,6.7110416666666675,6.765295200000001,6.562060943696993,7.752222435227864,6.4579190481778355
1997-08-31,MONSOON,6.86,6.731,9.518,6.83,5.926500000000001,6.223125000000001,6.950619680000001,6.984847948036685,7.368667135044855,7.66350562742736,5.508570075757576,5.368299242424242,6.183257338181818,5.768416041783123,4.599690719502915,5.316045117763192,8.574875,7.993499999999999,8.843048000000001,8.677347452561511,8.399995104851262,8.816131060553404,5.362708333333333,6.914791666666668,6.79117712,6.618813783695515,7.800350976574572,6.657397758302042
1997-11-30,POMKH,3.882,3.69,8.510000000000002,2.635,5.5043750000000005,6.115500000000002,5.723171808000001,6.223466941365781,5.512672823451317,6.598926298894312,5.359795454545455,5.538299242424242,5.185954402909091,5.101957393925925,3.012140718844999,5.282679118016667,8.5865,8.594749999999998,8.7098288,8.599850684910589,7.509943059481975,8.92636507177759,4.564374999999999,6.000416666666667,5.1287062720000005,5.430336841798484,4.792200544830649,6.710119701380636
1998-02-28,POMRB,4.188,3.928,6.9659999999999975,2.335,4.885833333333333,5.737500000000002,5.1091030848,5.723031442656672,6.37942659237085,5.558042462436113,4.913375000000001,5.478840909090909,4.682772641745455,4.693038255049441,6.421934358978741,5.631364182023524,8.1655,8.554999999999996,8.012297279999999,8.105381656657174,8.495384122099983,8.604160909297162,4.2,4.7250000000000005,4.0112237632,4.505964443674395,5.197010729873968,5.475663202564852
1998-05-31,PREMON,6.154999999999999,6.6140000000000025,9.478,5.815,4.397666666666667,5.271250000000001,5.52746185088,5.825072249983387,6.538343602303232,6.019033266446653,4.625125000000001,5.240750000000001,5.455263585047274,5.144858272293994,7.538138333030465,6.242602186608678,7.19125,8.617999999999997,8.598578367999998,8.467994909099158,9.573572562529762,7.98701427170634,4.0600000000000005,4.4037500000000005,4.732734257920001,4.874383613969389,5.7308675986295405,4.528142203886927
1998-08-31,MONSOON,3.776666666666667,4.112,5.8980000000000015,5.2,4.402041666666666,4.500416666666668,4.827143777194667,5.321714464605084,6.0991868053686344,6.362818589814483,5.033931818181818,4.586,4.9179581510283645,4.77578443505923,5.147661413399954,5.486986575811002,6.6045,7.712999999999997,7.5183470208,7.707634833083048,8.57053240069747,8.95603428740605,4.471875,3.9962500000000003,4.919640554752,4.953609097739483,6.018200456510643,4.915607285923835
1998-11-30,POMKH,3.06,4.002999999999999,4.336,3.145,4.444791666666666,4.294916666666667,4.1202862663168,4.766595815012126,3.7260699498841334,4.670538124167053,5.223863636363637,4.66425,4.551974890617019,4.482951770230651,3.0004824156622707,3.9798819021846237,6.303250000000001,6.669499999999997,6.24540821248,6.721816454137343,6.369547021172843,7.3583877491700225,4.498125,4.123750000000001,4.2097843328512,4.407606618902712,3.0594760071237808,5.001152736741668
1999-02-28,POMRB,5.045,6.885454545454545,6.4460000000000015,5.12,4.849833333333334,4.509166666666668,4.49017175979008,4.831724193354265,4.867828303417646,4.711289522428585,5.473863636363636,5.4036136363636365,5.4853667525520295,5.072130820472236,5.583120641465527,4.824412812110746,6.582428571428572,6.539499999999998,6.325644927488001,6.620193579804876,6.3058353523844115,6.720397901649436,4.9037500000000005,4.820000000000001,4.57387059971072,4.601636260658912,4.192833576598455,4.44308758886911
1999-05-31,PREMON,5.64,5.176000000000001,7.588000000000001,3.24,5.273416666666667,4.380416666666669,4.950103055874047,5.026129896378325,5.702023613283146,5.380415741628908,5.8422386363636365,5.044113636363637,5.361620051531219,5.0201842183116785,7.313188247659553,7.032872239859538,7.078107142857142,6.066999999999998,6.830586956492801,6.872747495878709,7.961426668593178,7.23143093974895,5.48,4.1762500000000005,4.0403223598264315,4.187685324469301,5.957601802389684,4.646558464233796
1999-08-31,MONSOON,7.532000000000001,7.55,10.02142857142857,11.02,5.250395833333333,5.319250000000002,5.982861833524428,5.634720662702821,5.354473914491447,5.04848181938581,5.486327651515152,5.903613636363637,6.236972030918731,5.641233293051996,4.827113989564256,5.23741961683624,7.16864880952381,7.097857142857141,8.10692360246711,7.744918704478065,6.862292422251766,7.437425787983963,5.3081249999999995,5.6312500000000005,6.832193415895859,6.174540842506605,5.334793404979402,4.223813985418257
1999-11-30,POMKH,2.6933333333333334,3.512,4.178,1.935,5.524708333333334,5.227583333333336,4.66705043344799,4.913542081351682,4.264303001371685,5.944011017937062,5.170132575757576,5.780863636363637,5.146983218551239,4.967453759788693,3.422123233070509,4.624560000511812,7.190857142857142,7.05835714285714,6.5353541614802655,6.703411132648766,6.678152703111408,8.442184814576178,6.245833333333334,5.32875,4.873316049537515,4.912648961643278,4.4886958598890665,6.266309608063727
2000-02-29,POMRB,5.2275,4.529166666666666,7.328333333333332,4.955,5.525708333333333,5.273208333333336,4.891230260068794,4.987260563252921,5.148077911223158,3.6082691717091437,4.757431818181818,5.191791666666667,4.89985659779741,4.768444236525539,6.041105733859391,5.699993764476455,6.860273809523809,7.278940476190473,6.8525458302214926,6.858123453217344,6.453068412572027,6.1267479363186075,6.812666666666666,5.2875000000000005,4.905989629722509,4.908799185167862,4.764704839136307,4.964632619946395
2000-05-31,PREMON,7.652000000000001,5.002727272727274,6.883333333333333,10.906666666666665,5.211666666666668,5.7762083333333365,5.9955381560412775,5.634646549021142,5.954405182305554,5.816548083634508,4.150458333333333,5.148473484848485,4.941004867769355,4.757930992117457,6.71559950238983,5.96065323190494,6.734809523809523,7.102773809523805,6.864860831466229,6.841677035093954,8.362889505879137,7.514064843613937,6.868291666666666,7.204166666666666,7.306260444500171,6.648917781644045,6.290100987813915,4.961737792964472
2000-08-31,MONSOON,5.5280000000000005,4.421666666666668,8.081428571428571,7.888,5.0216875000000005,5.275208333333336,5.808522893624767,5.6052899155553355,6.108515958464375,6.131373433800765,3.716089015151516,4.3663901515151515,4.73326958732828,4.590102515906357,5.529683167678207,5.3341973375842064,6.784761904761904,6.617773809523804,7.351487927451165,7.170840081866394,6.881207371544825,7.001415772021019,7.622791666666666,6.421166666666665,7.538956266700103,6.989763430874809,8.049791397369942,6.748315891174271
2000-11-30,POMKH,2.185,1.7845454545454549,5.114285714285714,5.5120000000000005,4.992916666666666,5.148125000000002,4.35911373617486,4.767251970951685,4.232037822508765,4.913934284983352,3.4701856060606064,3.934526515151515,3.55377993421515,3.7418328790447855,3.218415466914295,3.6369058326310553,7.038690476190476,6.851845238095232,6.456607042184984,6.56102780827232,6.019589314112906,7.582396390815601,7.787145833333334,7.315416666666666,6.728173760020061,6.533906821659765,5.304300938655416,7.090814209970206
2001-02-28,POMRB,4.215999999999998,2.7816666666666667,6.791666666666668,7.414,6.108333333333333,4.895250000000002,4.301868241704915,4.629901376759877,4.980087524966297,4.066774865094448,3.6407058080808086,3.4976515151515155,3.244934627195757,3.413132494105188,5.31969605396768,4.539298173815557,7.523452380952381,6.717678571428566,6.590630891977657,6.604051773046617,6.3460734928097455,6.330074877315783,7.473749999999999,7.930166666666667,7.0025042560120365,6.770010069999661,6.477346987512565,6.616349083342196
2001-05-31,PREMON,8.433333333333334,4.783000000000001,9.45142857142857,9.7625,7.462125,5.090583333333335,5.954454278356282,5.555397801759523,5.545933435996961,5.382260857428838,3.9916464646464656,3.4427196969696974,3.860160776317455,3.73249504965097,5.868491333171152,5.02308377952326,7.624791666666666,7.359702380952376,7.734949963758022,7.391423385701826,8.1072953314685,7.03578460413084,7.081041666666666,7.644124999999999,8.106502553607221,7.623906033710661,8.245196924655101,6.85605889247603
2001-08-31,MONSOON,13.67,6.005555555555557,9.391428571428571,6.525,8.151166666666667,7.1260833333333355,9.040672567013768,7.532493660654079,6.039253083147642,6.513705502482381,4.278281565656566,3.8386919191919198,4.718318688012696,4.299432154172368,4.857688915416122,4.784222223454347,7.42667261904762,7.6872023809523755,8.397541406826242,7.93499514521983,7.602168310148612,7.945237981665107,6.585083333333334,7.303374999999999,7.473901532164333,7.276892552448654,8.998094201354844,7.729501356048919
2001-11-30,POMKH,4.873333333333333,3.0081818181818183,4.615000000000001,3.733333333333333,8.7975,7.79816666666667,7.373736873541595,6.87907155825953,6.50377454201687,8.395902014424433,4.724996212121213,4.1446010101010105,4.034263940080345,3.875176967464372,2.568571275622358,3.6209946496058185,7.142035714285714,7.562380952380947,6.884524844095745,6.963085911058093,6.944265683966107,8.044462646746476,6.480729166666666,6.8587083333333325,5.977674252631933,6.21515850636846,5.501778759829989,7.3675251797794195
2002-02-28,POMRB,7.04,3.851111111111112,5.706,5.225,8.505208333333332,8.50416666666667,7.240242124124958,6.914281614698351,7.3705943434212084,4.33214576776855,5.219585858585859,4.411962121212122,3.9610028084926516,3.8060179502515314,4.472247836047787,4.717390599717193,7.054,7.2909642857142805,6.413114906457448,6.581448255713769,6.778281588081397,6.316174267768597,7.549791666666667,6.3114583333333325,5.676604551579159,5.904649847375635,6.032875753567222,6.275379667751576
2002-05-31,PREMON,10.78,7.287272727272727,8.26,11.116666666666667,8.518854166666667,9.090833333333336,8.656145274474975,7.853629317152735,8.060027500139194,7.802655979555458,5.792868686868688,5.038030303030304,5.291510776004682,4.709312281068133,5.503849001267466,5.378356711683923,7.856767857142858,6.993107142857138,7.151868943874469,7.036351854192478,8.01455604681216,6.775961087157158,9.581041666666666,6.6499999999999995,7.852629397614162,7.411353207293839,7.234016829141799,5.959720110382773
2002-08-31,MONSOON,8.985,7.458000000000001,9.87857142857143,13.723333333333334,9.528125,7.919583333333335,8.787687164684984,8.125101122957137,8.505614237555786,8.78460089047521,6.718742784992786,5.401141414141415,6.15810646560281,5.403602493245479,5.239384970694223,5.75413174316188,9.116330357142857,7.114892857142854,8.242549937753253,7.8207673549624825,7.129454289114493,7.520559306925652,11.5884375,8.449583333333333,10.20091097190183,9.235174849306793,8.755295227948224,7.509483003081902
