Date,Season,Parner,Pathardi,Jamkhed,Karjat,Nevasa,Nagar,Sangamner,Shrigonda,Shrirampur,Kopargaon,Rahata,Rahuri,Akola,Shevgaon,Parner_Trend,Parner_SMA,Parner_EWMA,Parner_DES,Parner_TES,Parner_ARIMA,Pathardi_Trend,Pathardi_SMA,Pathardi_EWMA,Pathardi_DES,Pathardi_TES,Pathardi_ARIMA,Jamkhed_Trend,Jamkhed_SMA,Jamkhed_EWMA,Jamkhed_DES,Jamkhed_TES,Jamkhed_ARIMA,Karjat_Trend,Karjat_SMA,Karjat_EWMA,Karjat_DES,Karjat_TES,Karjat_ARIMA,Nevasa_Trend,Nevasa_SMA,Nevasa_EWMA,Nevasa_DES,Nevasa_TES,Nevasa_ARIMA,Nagar_Trend,Nagar_SMA,Nagar_EWMA,Nagar_DES,Nagar_TES,Nagar_ARIMA,Sangamner_Trend,Sangamner_SMA,Sangamner_EWMA,Sangamner_DES,Sangamner_TES,Sangamner_ARIMA,Shrigonda_Trend,Shrigonda_SMA,Shrigonda_EWMA,Shrigonda_DES,Shrigonda_TES,Shrigonda_ARIMA,Shrirampur_Trend,Shrirampur_SMA,Shrirampur_EWMA,Shrirampur_DES,Shrirampur_TES,Shrirampur_ARIMA,Kopargaon_Trend,Kopargaon_SMA,Kopargaon_EWMA,Kopargaon_DES,Kopargaon_TES,Kopargaon_ARIMA,Rahata_Trend,Rahata_SMA,Rahata_EWMA,Rahata_DES,Rahata_TES,Rahata_ARIMA,Rahuri_Trend,Rahuri_SMA,Rahuri_EWMA,Rahuri_DES,Rahuri_TES,Rahuri_ARIMA,Akola_Trend,Akola_SMA,Akola_EWMA,Akola_DES,Akola_TES,Akola_ARIMA,Shevgaon_Trend,Shevgaon_SMA,Shevgaon_EWMA,Shevgaon_DES,Shevgaon_TES,Shevgaon_ARIMA
1996-02-29,POMRB,5.15,3.9,8.3,5.163333333333333,7.738333333333332,6.75,11.903333333333334,12.05,4.3933333333333335,6.466666666666666,7.545,7.085,10.022222222222222,8.16,,,5.15,5.145403696548855,4.056016561102664,0.0,,,3.9,3.669888240066767,4.03875,0.0,,,8.3,7.593329471482619,7.09897807335052,0.0,,,5.163333333333333,5.076885686711769,5.255953254539761,0.0,,,7.738333333333332,7.928835361001829,8.126464556390024,0.0,,,6.75,6.57982813777362,6.577874813295543,0.0,,,11.903333333333334,10.809878175426725,9.60761748617622,0.0,,,12.05,8.731078692575018,9.95567375794611,0.0,,,4.3933333333333335,0.87933302522676,4.4165624999999995,0.0,,,6.466666666666666,6.098843626969789,6.057815035371664,0.0,,,7.545,7.302801147730871,5.764574089096199,0.0,,,7.085,7.104681364396809,6.879259051305435,0.0,,,10.022222222222222,9.596929614965333,9.222679813698777,0.0,,,8.16,7.645202573719107,7.218565113344955,0.0
1996-05-31,PREMON,5.65,7.3,6.6,7.32,12.6275,9.538333333333336,13.264,15.44,1.73,8.015,11.58,8.506666666666666,7.952857142857141,9.62,,,5.3500000000000005,5.215635561017449,7.100063631306401,3.6199315441593036,,,5.26,4.296909997994974,7.561357340720221,1.85789456534723e-21,,,7.620000000000001,7.103703934467282,7.7426565952929325,8.299975168749993,,,6.026,5.389117661936422,6.960966084612817,0.821154092884866,,,9.693999999999999,9.863747740106389,9.89824861200687,7.738321983047674,,,7.865333333333334,7.126962640794469,8.583160737282947,6.749985341391681,,,12.447600000000001,11.290804051782539,13.82530064532374,10.526883396246408,,,13.406,8.723243762622255,13.591181455341424,10.021847678068628,,,3.3280000000000003,0.42446918254832683,1.7737557710064626,4.393326204731415,,,7.086,6.295974925388556,8.097821855795598,6.46662662093516,,,9.159,7.936904738976754,8.748920892069044,7.544975012930086,,,7.653666666666666,7.52084275067535,8.515892496922909,6.1578354352944995,,,9.19447619047619,9.193588280481983,10.257302175035539,5.891586885289462,,,8.744,7.956876242626642,9.598338809200964,8.15999055044625
1996-08-31,MONSOON,6.33,5.8,6.5,5.435714285714285,6.200000000000001,6.57,12.28,7.3125,0.89,6.5,3.3,7.0,9.54857142857143,7.237500000000002,5.201250000000001,,5.742000000000001,5.383232892961567,5.60232558686973,4.443199372336847,4.73125,,5.475999999999999,4.483803704830073,6.168162719362189,2.095226798969367e-20,6.0375,,7.172000000000001,6.78689999151056,7.689287976541228,7.324541338877767,5.264345238095238,,5.789885714285713,5.417777813165238,4.982828517094861,4.913196841601286,7.312083333333333,,8.296399999999998,7.8333973964428,9.799645142434011,11.431621585718785,6.693444444444445,,7.3472,7.056248804880469,6.936300075880809,8.264940284013793,10.515583333333332,,12.38056,11.478205979402341,10.489974538829207,11.808895266315542,9.317708333333332,,10.9686,8.715415811729867,11.43057776271227,12.503943715376597,2.0091666666666668,,2.3528000000000002,0.21423014182261527,0.9516368516649907,3.0013156934903793,6.428333333333334,,6.8515999999999995,6.23006020637078,6.43415871860951,7.2720570536621105,6.2631250000000005,,6.8154,7.1743535019483105,5.075013383091559,10.146287149538278,6.820729166666666,,7.392199999999999,7.373000543541308,6.813515091662144,7.219931300928755,9.04454117063492,,9.336114285714284,9.268740708045824,8.4905503521046,5.560553040393902,6.5718749999999995,,8.1414,7.80069032675165,7.319331714499784,9.415529111844366
1996-11-30,POMKH,4.2,2.15,4.65,3.494285714285714,4.151666666666667,4.5310000000000015,6.758333333333334,4.576666666666667,1.925,4.665,3.8,5.2525,9.01,2.7,4.9325,5.3325000000000005,5.1252,5.183080051868934,3.2087367822686734,4.993958151198498,4.675,4.7875,4.145599999999999,3.6259418274011685,2.6096460612566683,3.29150256313217e-20,5.562500000000001,6.512499999999999,6.163200000000001,5.807369210373079,5.8048639658195915,6.929432140200746,4.963107142857143,5.353333333333333,4.871645714285714,5.191043265973378,4.552582370558331,0.06542819555359447,6.088604166666667,7.679374999999999,6.6385066666666654,5.849203394141574,6.6223172434437405,6.995096972006307,6.290138888888889,6.847333333333334,6.22072,6.638150661502989,6.4918130730005865,7.548022654010324,9.786333333333333,11.051416666666666,10.131669333333333,10.52326306267217,10.055141641666232,11.930037396670102,8.131458333333333,9.844791666666667,8.411826666666666,8.707594867991041,8.690140513385398,10.538910049351035,1.8524999999999998,2.234583333333333,2.18168,0.24985379723568832,2.0019527565016793,2.1952171858534846,6.47125,6.411666666666666,5.97696,5.876468123715029,5.035712962886085,6.981221715207166,5.813124999999999,6.55625,5.60924,6.612805462015456,4.760205274182599,5.860126220783171,6.785833333333334,6.961041666666667,6.53632,6.755618111736978,6.528797506235348,7.430131367235019,9.279776785714285,9.133412698412698,9.205668571428571,9.197043823496097,8.609307707291585,7.533309979354258,6.186875000000001,6.929375,5.964840000000001,6.886295209971413,6.192442983766538,6.988053033381392
1997-02-28,POMRB,4.1,3.45,4.5,4.451428571428571,4.8,5.518888888888887,7.616666666666667,7.833333333333332,2.5900000000000003,6.6,5.2,5.9625,9.31125,5.3,5.12375,5.07,4.71512,4.999349504283393,4.429908534148305,4.787752510334188,4.6775,4.675,3.8673599999999997,3.3178242284560104,4.356077599170494,3.8999988290720755,5.4662500000000005,5.562499999999999,5.497920000000001,5.19529754970136,6.098581099675446,5.898684171478947,4.791392857142856,5.175357142857142,4.703558857142857,5.116902750237737,5.259777531135879,5.171805214880113,5.108166666666667,6.944791666666666,5.903103999999999,5.150760176203525,5.840470582715334,5.605531225683315,6.086833333333334,6.539555555555555,5.939987555555555,6.466387548811029,6.271103338914697,6.290221032976463,9.466041666666667,9.97975,9.125668266666667,9.931976723261954,9.793821728404758,10.40156283772087,7.754791666666667,8.790625000000002,8.180429333333333,8.699780963302304,8.528156520608704,10.715159907463324,2.04625,1.7837499999999997,2.345008,0.3940958426271571,4.47824678116348,2.1079825206515665,6.536250000000001,6.444999999999999,6.226176000000001,5.887679144929433,6.335560569005355,6.230700060379956,6.145,5.970000000000001,5.445544,6.360590876805199,6.0406495916938185,6.318147841324347,6.9684375,6.680416666666666,6.306792,6.527363535022698,6.607819405402709,6.694743158314762,9.64015625,8.955669642857142,9.247901142857142,9.21461170724879,9.37794926557135,9.338147953238686,6.492187500000001,6.2143749999999995,5.698904000000001,6.58421242985147,6.522198308950677,5.336530911502042
1997-05-31,PREMON,4.550000000000002,7.3,6.6,5.622000000000001,5.7780000000000005,7.543000000000001,11.716666666666667,10.166666666666666,2.28,8.225,10.325,9.35,10.545714285714283,9.4,5.6275,4.795,4.649072,4.917332452499865,7.224041775143785,4.674309706471184,5.0112499999999995,4.675,5.240416,4.287380458075946,7.70482245274101,7.2999978082631145,5.66375,5.562499999999998,5.938752000000001,5.764583148931086,5.43666126714593,5.277705333856862,5.056750000000001,4.750857142857142,5.070935314285714,5.203886731783016,6.639005116325486,6.644592634252509,5.111833333333333,5.232416666666667,5.8530624,5.256831326720373,7.187257630035562,7.1416318256466464,6.377933080808081,6.040722222222222,6.581192533333334,6.681208493407385,7.940701678117781,6.943869357525459,9.408958333333333,9.592916666666667,10.162067626666666,10.279790721503513,12.955301092618395,9.65402280338808,8.277708333333333,7.472291666666669,8.974924266666665,8.691974085463471,11.235217112788039,12.63217592805888,2.2493749999999997,1.9212499999999997,2.3190048,0.4927626465122423,1.6118581687293618,2.250017209024379,6.554375,6.497499999999999,7.0257056,6.174580970989933,8.242715151096343,7.148511357380108,6.8254166666666665,5.65625,7.3973264,6.950256729043928,9.132150841819614,8.537114849265182,7.0953124999999995,6.891249999999999,7.5240752,7.360050451218719,7.8996987107192735,7.16366460815407,9.723616071428571,9.603883928571427,9.767026399999999,9.523177052346357,9.75315512588709,7.2398446329574515,7.637500000000001,6.159375000000001,7.1793424,7.045755449161064,8.324959646355577,7.711525005454241
1997-08-31,MONSOON,8.96,5.82,5.73,5.76,5.206,6.938888888888887,11.265,9.5725,1.89,6.8100000000000005,7.21,7.6175,9.83875,9.9,5.777500000000001,5.452500000000001,6.3734432000000005,5.553801985672959,5.511477697142693,4.704422310720959,5.47375,4.68,5.4722496,4.748438410737068,6.210993942953387,5.7999982586200085,6.2075,5.369999999999998,5.8552512000000005,5.705038294989154,6.458696438589462,5.86139281169264,5.452821428571428,4.831928571428572,5.346561188571428,5.297852396464271,4.034522676706188,4.268613375293963,5.185583333333334,4.983916666666667,5.594237440000001,5.044802391494856,4.392428756113142,4.966501630838567,6.627123106060606,6.132944444444443,6.724271075555555,6.752438196569588,5.8025247519512755,6.1640936692712485,9.451666666666668,9.339166666666667,10.603240576,10.467335187243307,9.460032406937623,10.10678805728813,8.445208333333333,8.037291666666668,9.21395456,8.68417420951465,8.103484804716361,6.273334134800383,2.31,2.1712499999999997,2.14740288,0.5439987694222055,0.8458566137209744,2.2584235254297265,6.140000000000001,6.574999999999999,6.93942336,6.203825816041532,6.623815199772414,6.632604128163298,6.975416666666666,6.63375,7.32239584,6.957933084106604,4.988475202351172,5.26127811240873,7.0621875,7.045624999999999,7.56144512,7.440501902996464,6.788557890407339,6.718014336204203,9.794218749999997,9.67642857142857,9.79571584,9.5885554900524,9.356824510285035,10.176713630509035,8.762500000000001,6.825,8.26760544,7.512126563723601,6.32687484307128,7.946361564804885
1997-11-30,POMKH,5.6,4.8,7.0,5.292857142857144,5.175,6.49090909090909,7.316666666666666,6.5,2.5500000000000003,4.5,5.333333333333333,5.65,9.3875,9.2,5.89,5.802500000000001,6.06406592,5.54990114330534,3.5954374198786114,5.174912388801799,5.6049999999999995,5.3425,5.20334976,4.845787580301894,2.5731593757705875,2.1499993544884513,6.340833333333334,5.957499999999998,6.31315072,6.2227744494341914,4.789069864607759,5.803498211877339,5.948821428571428,5.2815714285714295,5.325079570285714,5.319438209855175,4.183534222359414,2.7934452737146356,5.17875,5.239750000000001,5.426542464000001,4.924830705196996,4.090297233409177,5.152252810881747,6.6996994949494955,6.622921717171715,6.6309262816969685,6.732379142652623,5.9037524412517515,5.755531643828806,9.32725,9.47875,9.288611012266667,9.827271172609333,9.028727878182545,10.331578176581193,8.679583333333333,8.518125000000001,8.128372736,8.676381313380455,7.2228691290802916,5.491649184647507,2.2906250000000004,2.3274999999999997,2.308441728,0.7167095224285919,2.006543662584871,2.157883998765631,5.726875,6.5337499999999995,5.963654016,5.853518250080352,5.160664036582786,5.710183034619853,6.89,7.017083333333333,6.526770837333334,6.670970799768243,4.756768116449585,6.188294757805981,6.798958333333334,7.144999999999999,6.7968670719999995,6.920007091735843,6.7640918594470065,6.140123660726308,9.88924107142857,9.770803571428571,9.632429504,9.530314965267793,9.216595102755319,8.85220716277456,9.019375,8.45,8.640563264,7.774634302410648,6.17471477184292,6.836982655154343
1998-02-28,POMRB,3.9,4.5,6.5,5.821428571428571,4.366666666666666,5.552500000000001,7.399999999999999,7.25,2.45,3.45,4.866666666666666,5.3,9.498571428571427,7.8,5.370000000000001,5.752500000000001,5.198439552,5.27478447168676,4.994458003399256,5.201557968286725,4.99,5.605,4.922009856,4.822829603233071,4.349735204936322,3.6203168661337886,6.282916666666668,6.457499999999998,6.387890432000001,6.294967013769694,6.652429265008792,6.330404713954822,5.906785714285714,5.62407142857143,5.523619170742857,5.406869224420521,5.877385557170143,4.058414466136922,5.042,5.131416666666667,5.002592145066667,4.487844380898974,5.624751917295685,5.7359342580946855,6.47925505050505,6.631324494949492,6.199555769018181,6.550289720537264,6.608375526856215,6.338247300279208,9.005125,9.424583333333333,8.53316660736,9.332527028750143,9.141623079052776,9.631985681646729,8.3871875,8.37229166666667,7.7770236416,8.668595415154583,8.189543614721142,9.353483653395571,2.2275,2.2924999999999995,2.3650650368,0.8743874623021559,4.170890814088078,2.2633298151148558,5.5062500000000005,5.74625,4.9581924096,5.374586687241992,6.530044979653901,6.379744552256188,6.440833333333334,6.933749999999999,5.862729169066667,6.35727285957405,6.049405740182785,6.468249108636103,6.433541666666666,6.979374999999999,6.1981202432,6.449199878967754,6.908821282224524,6.810430595346467,10.270290178571427,9.817633928571428,9.57888627382857,9.51262644480646,9.855746564252241,9.396194829101479,8.298125,9.075,8.304337958400001,7.748158845202928,8.242662011877414,8.356270838096522
1998-05-31,PREMON,5.65,7.3,5.666666666666668,8.22,6.156666666666666,8.09,10.937999999999999,12.625,2.265,8.07,9.975,7.906666666666666,11.118571428571427,8.955,4.09375,6.027500000000001,5.3790637312000005,5.324064042161832,7.654401650593633,5.04111879023114,4.0625,5.605,5.8732059136,5.686622399462256,8.117395550692589,7.2999995077441895,5.866666666666667,6.224166666666665,6.099400925866668,5.973740796433288,6.664924139860531,6.405076548906395,5.094285714285715,6.2735714285714295,6.602171502445715,5.794415588361173,7.599086606991395,4.8692743486591885,4.467291666666666,5.226083333333333,5.464221953706667,5.106813946441781,6.82976370365458,6.2702994859295895,5.874648892773894,6.768074494949493,6.955733461410908,6.847102768598786,8.16769486316922,7.244733636511982,8.477208333333333,9.229916666666664,9.495099964416,9.645043846406804,12.405947023916521,9.11546718756957,7.4171875,8.986875000000003,9.71621418496,8.660816538028065,10.81514210527792,11.269785376716484,2.0587500000000003,2.28875,2.3250390220800004,1.0041221364540431,1.866232019541398,2.3131303163869172,4.983124999999999,5.7075,6.20291544576,5.717182575606912,7.662185690224616,6.561836037040907,5.74375,6.846249999999999,7.5076375014400005,6.892753422068868,9.348300323072877,9.071350298499272,6.0735416666666655,6.618541666666665,6.881538812586666,6.881206749331355,7.810397761633798,8.121341847284757,10.62893353174603,9.960848214285715,10.19476033572571,9.886603548932145,10.252323861267275,8.860465404284554,7.007499999999999,8.96375,8.564602775040001,7.926416207819667,10.253315370068975,8.34462911373672
