Date,Season,Rajim,Gariyaband,Chhura,Simga,Bilaigarh,Palari,Dharsiwa,Abhanpur,Balodabazar,Bhatapara,Kasdol,Arang,Tilda,Deobhog,Mainpur,Rajim_Trend,Rajim_SMA,Rajim_EWMA,Rajim_DES,Rajim_TES,Rajim_ARIMA,Gariyaband_Trend,Gariyaband_SMA,Gariyaband_EWMA,Gariyaband_DES,Gariyaband_TES,Gariyaband_ARIMA,Chhura_Trend,Chhura_SMA,Chhura_EWMA,Chhura_DES,Chhura_TES,Chhura_ARIMA,Simga_Trend,Simga_SMA,Simga_EWMA,Simga_DES,Simga_TES,Simga_ARIMA,Bilaigarh_Trend,Bilaigarh_SMA,Bilaigarh_EWMA,Bilaigarh_DES,Bilaigarh_TES,Bilaigarh_ARIMA,Palari_Trend,Palari_SMA,Palari_EWMA,Palari_DES,Palari_TES,Palari_ARIMA,Dharsiwa_Trend,Dharsiwa_SMA,Dharsiwa_EWMA,Dharsiwa_DES,Dharsiwa_TES,Dharsiwa_ARIMA,Abhanpur_Trend,Abhanpur_SMA,Abhanpur_EWMA,Abhanpur_DES,Abhanpur_TES,Abhanpur_ARIMA,Balodabazar_Trend,Balodabazar_SMA,Balodabazar_EWMA,Balodabazar_DES,Balodabazar_TES,Balodabazar_ARIMA,Bhatapara_Trend,Bhatapara_SMA,Bhatapara_EWMA,Bhatapara_DES,Bhatapara_TES,Bhatapara_ARIMA,Kasdol_Trend,Kasdol_SMA,Kasdol_EWMA,Kasdol_DES,Kasdol_TES,Kasdol_ARIMA,Arang_Trend,Arang_SMA,Arang_EWMA,Arang_DES,Arang_TES,Arang_ARIMA,Tilda_Trend,Tilda_SMA,Tilda_EWMA,Tilda_DES,Tilda_TES,Tilda_ARIMA,Deobhog_Trend,Deobhog_SMA,Deobhog_EWMA,Deobhog_DES,Deobhog_TES,Deobhog_ARIMA,Mainpur_Trend,Mainpur_SMA,Mainpur_EWMA,Mainpur_DES,Mainpur_TES,Mainpur_ARIMA
1996-02-29,POMRB,5.19,2.1,4.8625,0.69,3.2299999999999995,4.51,5.506,4.705,5.95,4.89,3.75,4.045,3.5,4.003333333333334,4.238,,,5.19,2.1839961798773593,5.316663120182414,0.0,,,2.1,6.950281868105166,2.5268576835467744,0.0,,,4.8625,6.605541412571335,5.184044593660255,0.0,,,0.69,0.12507115373644279,0.7693750000000001,0.0,,,3.2299999999999995,1.9959572532917076,3.298934915277594,0.0,,,4.51,10.164639960357954,4.651927043531053,0.0,,,5.506,4.556037367442051,5.032899706953582,0.0,,,4.705,4.61681636983488,5.048125,0.0,,,5.95,5.680521122237749,5.636189533798455,0.0,,,4.89,11.362946841625666,6.783584913433645,0.0,,,3.75,3.0133623202000646,4.277920082112944,0.0,,,4.045,3.18127605266865,4.399210588810162,0.0,,,3.5,8.885470051860958,3.728089780362114,0.0,,,4.003333333333334,7.164133556228373,4.20023003172064,0.0,,,4.238,7.716758287217457,4.404403101086402,0.0
1996-05-31,PREMON,7.5775000000000015,4.765,7.5074999999999985,0.27,6.285,8.445,8.66,3.92,10.0,10.67,9.36,6.28,6.48,5.94,6.224000000000001,,,6.145000000000001,2.627266491555945,7.172040023007673,1.4222515354858416,,,3.166,10.90939599626954,5.055162143182059,7.649051105496121e-07,,,5.9205,5.4956574693922775,7.938915777985088,3.873583954023265e-06,,,0.522,0.05657411579271823,0.4243524930747933,0.0,,,4.452,0.999643404733282,5.701970151949888,3.2299899468032356,,,6.084,14.810365231351925,7.456289993980347,4.509975526028568,,,6.7676,4.709277670166493,7.815689613298227,0.0,,,4.391,4.5293834024016375,4.543518005540165,-6.493441787682333e-11,,,7.57,5.356613014716496,10.421128560944945,5.94995157355628,,,7.202,9.821743550727769,12.13812872056409,4.889829477261663,,,5.994,4.034924163625674,9.434898687465576,0.0,,,4.939,2.5333596331507153,6.616041077917843,4.044988557353059,,,4.692,12.744772214458449,6.7548444101988085,1.0062034358162567e-11,,,4.7780000000000005,9.013323495784354,5.676865414076673,8.65817896229866e-07,,,5.032400000000001,9.80502610461048,6.453831272733913,1.3454836276957505
1996-08-31,MONSOON,3.5175,1.14,2.6300000000000003,0.14,0.805,1.01,2.4516666666666667,0.76,1.15,1.03,1.3250000000000002,1.72,1.56,3.9,2.1833333333333336,4.939375000000001,,5.094000000000001,2.286879583072792,3.1436619393855185,1.8237196930234139,2.609375,,2.3556,9.257700205568613,0.9470094903661295,1.9003322628390933e-06,5.0709375,,4.6043,4.048793343950857,1.6996355922869468,6.862465650502255e-06,0.46375,,0.3692,0.0267793417546471,0.36495623307065017,0.0,3.1693750000000005,,2.9932,0.3469009397144134,1.2900808799211854,5.032798555200035,4.044375,,4.054399999999999,11.02417324010887,2.1515029692548864,6.6774657685857335,4.594416666666667,,5.041226666666667,4.668192524549541,1.3418153098663517,0.0,2.9875,,2.9386,4.245459958322482,1.604093661036976,-1.0714226815868737e-10,4.95125,,5.002,3.59272919902055,1.561999203231741,8.568017480412374,5.53125,,4.7332,7.132310893123075,-1.4919054186311609,8.280004806616105,4.343125,,4.126399999999999,3.1344635184003464,1.386197797109483,0.0,3.9581250000000003,,3.6514,1.6010037209825534,1.629367735065121,5.421977601167279,3.555,,3.4392,10.984360385963303,2.0426654613278323,4.95914384206381e-11,4.4875,,4.4268,8.36485555964445,3.5253406554322595,1.5157718959760369e-06,4.359083333333333,,3.892773333333334,8.56275481953775,2.3464876051737362,1.7224477788390529
1996-11-30,POMKH,3.4000000000000004,1.79,4.86,0.74,1.9775,2.135,2.196,2.87,3.72,4.62,1.81,3.335,2.28,3.723333333333333,4.248,4.9234375,4.921250000000001,4.416400000000001,2.0862176447138014,4.281634016903746,1.4276774804310781,3.011458333333333,2.4487500000000004,2.12936,6.90448908727013,1.6707720348103736,5.073122806051145e-07,5.225,4.965,4.706580000000001,3.374062082247402,3.551432216304808,2.2017742351122116e-06,0.5325,0.46,0.51752,0.0540510438886268,1.0312208392909055,0.0,3.3568750000000005,3.074375,2.58692,0.2640846845562062,2.2211315720968425,2.7315051741250427,4.175625,4.025,3.28664,7.536583323205803,2.963291240708676,4.144652713602783,4.276166666666667,4.7034166666666675,3.903136,4.618123316929013,2.882780424486199,0.0,3.640625,3.0637499999999998,2.91116,4.103501427991808,3.878797695169103,-1.3105071121994552e-10,4.91625,5.204999999999999,4.4892,2.8776305200590504,3.192868143121237,3.8901147011793076,6.083749999999999,5.3025,4.68792,5.668352830699816,1.8150053308961045,4.354857048534541,4.650625,4.061249999999999,3.1998399999999996,2.5345844077158417,2.046630307360068,0.0,4.42875,3.8449999999999998,3.52484,1.3276267975517704,2.835694458299564,3.2669194590357185,3.78625,3.455,2.97552,8.599906461882997,2.8854870482642787,6.831031472256555e-11,4.56875,4.3916666666666675,4.145413333333333,7.047473923958502,3.6616106680516323,9.50932351209509e-07,4.562833333333333,4.223333333333334,4.034864000000001,7.949818622536745,3.576606034097237,0.9312367670824687
1997-02-28,POMRB,5.335,3.385,5.710000000000001,0.72,3.99,4.665,4.634,4.095,3.92,6.72,6.005,4.95,4.3,4.77,5.324,4.8393749999999995,4.9575000000000005,4.7838400000000005,2.4193289539551874,5.303935173361411,5.023349992835116,3.286458333333333,2.7700000000000005,2.631616,5.598487706558952,2.4465346591595765,2.0999991111861793,5.107291666666668,5.176875,5.107948,3.0785372706814647,5.635420150705583,4.862497802822686,0.70125,0.4675,0.5985119999999999,0.07487677915095085,1.0223029708367135,0.6899983375793054,3.58125,3.2643750000000002,3.148152,0.5584520283997202,3.3270272643268006,3.140502264029794,4.4174999999999995,4.063750000000001,3.8379839999999996,6.18110409828805,4.282395068084487,4.1620721578674384,3.960708333333334,4.4854166666666675,4.1954816,4.643312156773135,5.069927220740727,5.505994550445634,4.415,2.9112499999999994,3.384696,4.045175600238131,5.77316811655316,4.308330035143758,5.33125,4.697499999999999,4.26152,2.48791250585488,5.639657989889576,5.602390152802959,6.468750000000001,5.76,5.500752,4.953782428303842,7.226361145817405,4.950190043118843,4.772499999999999,4.624999999999999,4.321904,3.060884639753785,4.163830687857849,3.7499950500428887,4.80375,4.071249999999999,4.0949040000000005,1.4944929893937773,4.314605171952657,3.9883246248159816,4.10125,3.6550000000000002,3.505312,7.270127579757576,4.152325270549785,3.29325884860413,4.507708333333333,4.583333333333334,4.395248,6.310005977732948,4.296999848750268,4.003333141086811,4.724388888888889,4.494833333333334,4.5505184,7.603536617717642,4.374664974021245,4.141110715339362
1997-05-31,PREMON,7.305,6.696666666666666,7.8925,0.79,7.025,9.34,6.9860000000000015,9.755,11.75,13.26,9.565,9.14,7.53,5.823333333333334,6.767999999999999,4.895625,4.889375,5.792304000000001,3.249171310593312,7.1802543707824515,7.341107025552929,3.31625,3.2529166666666667,4.257636266666666,6.82844057752736,5.1878554753531745,5.237761461303135,4.740520833333333,5.273125,6.2217687999999995,3.285600018255328,8.495675895642876,7.816563663271794,0.7912499999999999,0.5975,0.6751072,0.10014220404997226,0.6431216666143422,0.2699993494875544,3.7459375,3.4493750000000007,4.6988912,1.410510580811146,5.730192209585592,5.972781393701717,4.62625,4.2875000000000005,6.0387904,8.296471043924278,7.25935765897545,8.072225510398956,3.8940000000000006,4.066916666666668,5.311688960000001,4.741431230314375,7.8527827970928925,8.659991428779366,4.448125,4.369999999999999,5.9328176,4.351728736711251,4.90991553687445,3.5895119527646773,5.58,5.134999999999999,7.256912,3.996506212747379,9.890024546142334,8.490255573397995,6.49625,6.407499999999999,8.6044512,5.606481346495301,12.760608322885474,9.332189991864412,4.95375,4.67625,6.4191424,4.532520858396039,9.418712249076552,9.359987644907047,4.73125,4.786249999999999,6.112942400000001,2.524689979293331,6.742544634301419,6.324708348188519,4.333749999999999,3.9175000000000004,5.1151872,7.952114197916191,7.188988750887803,6.097233525412836,4.392916666666667,4.554166666666667,4.966482133333334,6.240647261545306,6.178778318821905,6.251553378179482,4.767944444444444,4.630833333333334,5.4375110399999995,7.826202155430194,6.580921907397683,6.219651859965698
1997-08-31,MONSOON,3.1175,1.4083333333333332,1.3033333333333337,0.97,1.86,2.05,1.6019999999999999,1.12,2.72,1.52,2.095,1.86,3.03,3.5283333333333333,2.9317777777777785,4.93625,4.789375,4.722382400000001,3.0735602729696985,3.1146044993329536,3.357115540376826,3.19,3.32,3.117915093333333,3.9083782961335887,1.4533519871476583,1.8133972997283299,4.341145833333333,4.941458333333334,4.254394613333333,2.498452998462729,2.2107008160012165,2.7296418669427025,0.97,0.805,0.79306432,0.14016114821504802,0.5791393365086193,0.13999966269725042,3.6374999999999997,3.7131250000000007,3.5633347200000003,1.2387633605956287,1.3184291015542393,1.4266040043788486,4.64625,4.5475,4.44327424,5.082355210341332,2.3138759508717204,1.8670737688314336,3.70875,3.854500000000001,3.8278133760000004,4.670846068383743,1.3784321948915075,2.4516642401336504,4.316875,4.459999999999999,4.00769056,4.107351028777752,2.8318866307754833,0.6959257867465594,5.755,5.527499999999999,5.4421472,3.4177366685934314,1.630567834393453,2.994257669796463,6.175000000000001,6.5299999999999985,5.77067072,4.286950286718951,-0.6145498156689477,3.4828776514351762,4.66625,4.8687499999999995,4.68948544,4.033274329620344,1.3729722733256136,1.3249982510151543,4.490625,4.821249999999999,4.411765440000001,2.09888063889877,2.406530019790422,2.9147520650894236,4.2425,4.285000000000001,4.28111232,5.640579069323191,2.4630237430446438,1.467852515380216,4.21125,4.461250000000001,4.391222613333333,4.81024788949967,3.858158918955015,3.7973271737938257,4.596444444444444,4.8179444444444455,4.435217735111111,5.912496756211669,2.57102673677862,2.241898840986653
1997-11-30,POMKH,4.25,1.76,3.2525,0.63,2.24,2.765,2.512,2.7750000000000004,4.14,4.35,2.49,2.615,2.67,3.1766666666666663,3.848,4.77875,5.001875,4.533429440000001,3.2056249395874032,4.20332475734104,3.1763731211010606,2.7804166666666665,3.3125,2.574749056,2.324462786121062,2.1246606883729044,1.6793441455761504,4.058020833333334,4.539583333333335,3.853636768,2.219905182736063,3.573589039641659,4.233064067822106,1.08125,0.7775000000000001,0.727838592,0.14560159800575084,1.2602227755003534,0.7399982171140379,3.183125,3.7787500000000005,3.0340008320000003,1.2084983032446186,2.2496617848785903,2.267823251764897,4.319375,4.705,3.7719645440000003,3.396788991283411,3.414451397543372,2.7540961482702744,3.3275000000000006,3.933500000000001,3.3014880256000003,4.62770019055945,2.916474425567562,2.195997826512643,3.4262500000000005,4.4362499999999985,3.514614336,3.9748365531931165,4.954689720212386,2.6280355368389268,5.583749999999999,5.632499999999999,4.9212883199999995,3.2777947225288786,3.656143598633391,4.697286449847528,5.22625,6.462499999999998,5.2024024319999995,3.73623354580575,2.642182218036476,4.714755724555614,4.230625,5.038749999999999,3.809691264,3.657937561292121,1.9954918692823678,1.809997610820701,3.984375000000001,4.641249999999999,3.6930592640000004,1.9276875629918349,3.55233703019375,3.2768945852657705,3.3874999999999997,4.3825,3.636667392,3.818124212235803,3.3791390397008865,2.1453229070932607,4.117083333333333,4.324583333333334,3.9054002346666667,3.6551039273274326,3.6336756551995255,3.4460648973033785,4.458444444444445,4.717944444444445,4.200330641066667,4.8176830778578825,4.246305335884582,4.121801415645759
1998-02-28,POMRB,4.81,2.405,4.1225,2.26,2.86,4.195,2.8360000000000003,3.14,4.9,4.42,3.0250000000000004,3.745,3.18,3.8633333333333333,4.352,4.754375,4.8706249999999995,4.644057664,3.4858970803445004,5.348881978317188,5.396525839525922,2.5141666666666667,3.0675,2.5068494336,1.914570514505698,3.0911397437038346,2.8169909135682194,4.087916666666667,4.142708333333334,3.9611820607999997,2.185447323523822,5.224024661288221,4.863155655216795,1.0362500000000001,1.1625,1.3407031552,0.32459144781583776,1.2294527573666838,0.7078443623097871,2.7062500000000003,3.4962500000000003,2.9644004992,1.3378463968144578,3.355599014186473,3.6136161576403762,3.8406249999999997,4.5875,3.9411787264000004,3.3062264178706426,4.792403291836327,4.8034506887593444,3.0854999999999997,3.484000000000001,3.11529281536,4.593863609896979,5.104107065564593,5.063942491672107,2.74125,4.197499999999999,3.3647686016000002,3.8707979774160166,6.540426070997835,4.331710955919275,5.0600000000000005,5.8774999999999995,4.912772992,3.377427776553345,6.091556889682182,4.9889491299094315,4.525,5.8874999999999975,4.8894414591999995,3.363047440912098,7.9114078383636794,5.8076938864257475,3.9506250000000005,4.29375,3.4958147584,3.4489455827569535,4.5617278292256,4.952476710311947,3.6856250000000004,4.34,3.7138355584000005,2.0431844280625344,4.753916238061316,4.298774214081636,2.44375,4.1025,3.4540004352,2.9957239357074332,4.900478037954901,3.8024588466260765,4.182708333333334,4.097916666666667,3.8885734741333335,3.352012240907921,4.248729765476108,4.286887612408834,4.497222222222223,4.474944444444445,4.260998384640001,4.2877127636504655,4.987336838882198,4.617478001121143
1998-05-31,PREMON,6.57,4.4,7.215,0.14,4.5200000000000005,7.195,5.734,3.585,9.4,7.97,9.06,6.295,1.81,5.976666666666668,6.636,4.705937499999999,4.686875,5.4144345984,4.20163961861726,7.149526609918652,7.104919723252269,2.5525,2.493333333333334,3.26410966016,3.2353500947106757,5.803881584224503,5.605001090581399,4.159270833333333,3.973333333333334,5.262709236479999,2.7383222712835926,7.771390708672222,7.250401452310416,1.0499999999999998,1.0,0.86042189312,0.26734513907526497,1.0412255845046068,0.5793136914325046,2.476875,2.8700000000000006,3.58664029952,1.8254860688380612,5.758558705003483,6.2293595064394065,3.4725,4.0512500000000005,5.24270723584,5.505043921758907,7.446889705470332,8.526358111332051,2.94325,3.1710000000000003,4.162775689216,4.6498261180882325,7.885462623305678,7.8113721833001595,2.785,2.654999999999999,3.4528611609600004,3.79996186760423,6.374221779431586,5.878811386767582,4.725,5.289999999999999,6.7076637952,4.589053028839624,10.480754372572143,10.365500107937853,4.10375,4.564999999999998,6.12166487552,3.736264757761445,13.058966895898267,10.473627640962441,3.56375,4.1675,5.7214888550400005,4.837084146343221,9.450326657119142,9.469310507871288,3.70375,3.62875,4.74630133504,2.7154610661364837,7.152564143227099,7.244684921264783,2.4362500000000002,2.6724999999999994,2.79640026112,1.959168937564068,7.789879385010682,6.815256823320732,4.331666666666667,4.136250000000001,4.723810751146668,4.545903182957981,5.520015522196466,5.626021567072899,4.541499999999999,4.441944444444445,5.210999030784,5.108885165193086,6.604484616379954,6.206853570426796
