Date,Season,Payyannur,Panoor,Edakkad,Iritty,Taliparamba,Peravoor,Koothuparamba,Irikkur,Thalassery,Kannur,Kalliassery,Payyannur_Trend,Payyannur_SMA,Payyannur_EWMA,Payyannur_DES,Payyannur_TES,Payyannur_ARIMA,Panoor_Trend,Panoor_SMA,Panoor_EWMA,Panoor_DES,Panoor_TES,Panoor_ARIMA,Edakkad_Trend,Edakkad_SMA,Edakkad_EWMA,Edakkad_DES,Edakkad_TES,Edakkad_ARIMA,Iritty_Trend,Iritty_SMA,Iritty_EWMA,Iritty_DES,Iritty_TES,Iritty_ARIMA,Taliparamba_Trend,Taliparamba_SMA,Taliparamba_EWMA,Taliparamba_DES,Taliparamba_TES,Taliparamba_ARIMA,Peravoor_Trend,Peravoor_SMA,Peravoor_EWMA,Peravoor_DES,Peravoor_TES,Peravoor_ARIMA,Koothuparamba_Trend,Koothuparamba_SMA,Koothuparamba_EWMA,Koothuparamba_DES,Koothuparamba_TES,Koothuparamba_ARIMA,Irikkur_Trend,Irikkur_SMA,Irikkur_EWMA,Irikkur_DES,Irikkur_TES,Irikkur_ARIMA,Thalassery_Trend,Thalassery_SMA,Thalassery_EWMA,Thalassery_DES,Thalassery_TES,Thalassery_ARIMA,Kannur_Trend,Kannur_SMA,Kannur_EWMA,Kannur_DES,Kannur_TES,Kannur_ARIMA,Kalliassery_Trend,Kalliassery_SMA,Kalliassery_EWMA,Kalliassery_DES,Kalliassery_TES,Kalliassery_ARIMA
1996-02-29,POMRB,8.721250000000001,2.23,8.91,5.516,10.2275,4.984,2.06,7.653333333333332,4.91,10.3,4.42,,,8.721250000000001,7.251189935499473,8.733838112946641,0.0,,,2.23,2.008531952742906,2.1958995316863543,0.0,,,8.91,13.279289862467804,9.322153680256758,0.0,,,5.516,9.526555726182876,5.526,0.0,,,10.2275,8.268516184873613,9.658281168356732,0.0,,,4.984,4.312942365943822,5.0543917293872305,0.0,,,2.06,1.6388563046427118,2.079338686319283,0.0,,,7.653333333333332,6.962248206488158,7.0518549569140365,0.0,,,4.91,5.676750991531783,4.579909042007426,0.0,,,10.3,8.570326376250314,9.960888545936102,0.0,,,4.42,6.764957808843815,4.620111570212175,0.0
1996-05-31,PREMON,9.71625,2.5,11.725,8.190000000000001,11.51,5.9380000000000015,3.22,9.303333333333333,5.3533333333333335,11.585,5.919999999999999,,,9.119250000000001,7.601837163171284,9.55485947242118,-1.2682913073894455e-07,,,2.338,2.1326334687894546,2.6567077361858495,2.2299988045658323,,,10.036000000000001,15.576314569253217,11.140343005119366,8.909981341856446,,,6.585600000000001,11.85216082791289,8.207451523545707,5.515990038848322,,,10.740499999999999,8.662354317133111,11.200794284506859,10.227470965140343,,,5.365600000000001,4.607982481697031,5.592008691672264,8.735749079422136e-22,,,2.524,1.6883307277188508,2.8007547511579034,2.059995211853298,,,8.313333333333333,7.471856990224294,8.192323572347314,7.653322080639027,,,5.0873333333333335,6.037641529068525,5.572398391079965,4.909998166917991,,,10.814,8.552619963676902,11.996570548035638,10.299977460784612,,,5.02,8.017097340773898,5.262347918012835,4.41999488213096
1996-08-31,MONSOON,4.54375,1.46,7.495,2.4619999999999997,5.65,3.4219999999999997,0.7,4.833333333333333,2.546666666666667,6.71,2.8833333333333333,7.710156250000001,,7.2890500000000005,6.4688170395536195,4.521560869102286,1.2896415939564585e-06,1.99375,,1.9868000000000001,2.017336904541004,1.1659780030838163,2.4122226417655144,9.15,,9.0196,13.638141213046941,7.133513048584408,10.630751679204838,4.84875,,4.936160000000001,8.11333172808561,2.4845608305645293,7.1928515543543226,8.723125,,8.7043,7.833668732919216,6.204401487768239,11.00853838313489,4.721749999999999,,4.58816,4.107708872086873,3.216865009272262,-7.761935937080249e-22,1.94375,,1.7944,1.6991820727597395,1.3281637936378896,2.6347388186864644,6.8741666666666665,,6.921333333333333,6.622526098626537,5.489163241843711,8.669891516643094,3.9170833333333337,,4.071066666666667,5.305941868407915,2.85078368003955,5.353333203055872,9.058125,,9.1724,8.534950126414987,7.360642269558288,11.156291020695996,4.315833333333333,,4.165333333333333,6.4930041168464125,3.2034673508608535,5.21402876742055
1996-11-30,POMKH,7.823749999999999,1.8,8.45,3.7,7.95,4.6,2.0,6.55,3.22,8.075,4.1,7.673125000000001,7.70125,7.502929999999999,6.50270176186191,7.594710237171208,2.926042412795558e-06,2.0025,1.9975,1.91208,1.9949262859118362,1.8284826147421727,1.8227801849285346,8.995624999999999,9.145,8.79176,11.966149023602297,8.439286216597113,8.65979683857557,4.47175,4.967,4.441696,5.79414459453317,3.725594567992042,4.36261888981301,8.5465625,8.834375,8.40258,7.591215091284849,7.73538753743196,8.34782467252965,4.61275,4.736000000000001,4.592896,4.081441885524237,4.34201333157283,-5.65554920266588e-22,1.6962500000000003,1.995,1.87664,1.72996064394959,1.6964296113288513,2.0014807158581105,6.494166666666667,7.084999999999999,6.7728,6.40494773085185,6.457008868543886,6.574919547049527,3.7725,4.0075,3.73064,4.796525249670568,3.5248890084754816,2.546669687743757,8.91,9.1675,8.73344,8.517316797107704,8.459539343211896,8.479321754054755,4.24,4.330833333333333,4.1392,5.685192589209758,3.9877528327913825,4.292375114143813
1997-02-28,POMRB,8.7925,2.2,8.95,4.569999999999999,9.3375,4.87,1.65,5.966666666666666,4.1866666666666665,9.425,4.3,7.49265625,7.719062499999999,8.018758,6.897739295049995,8.813487656141307,8.721249837765914,1.94625,1.9900000000000002,2.027248,2.0596374238399866,2.435915358280294,2.0677015902908273,8.68875,9.155000000000001,8.855056000000001,10.675431106545647,9.40132445687738,8.890222449968423,4.1505,4.730499999999999,4.4930176,4.778524168049932,5.539171028044585,5.407259878425105,8.3678125,8.611875,8.776548,7.704926826531937,9.937779023128806,9.898439996001672,4.386000000000001,4.707500000000001,4.7037376,4.18506266416091,5.236857358881826,4.983999230345623,1.7550000000000001,1.8925,1.785984,1.7553766223473615,2.3326839071282484,1.92845240953591,6.1899999999999995,6.663333333333333,6.4503466666666665,6.081841583832017,7.250951532708729,7.416795225127125,3.569166666666667,3.826666666666667,3.913050666666667,4.63338676054992,4.395881846847772,5.674999320395927,8.681875000000002,8.94875,9.010064,8.499719900309316,9.438979170760167,9.819811769507998,4.105416666666667,4.300833333333333,4.20352,5.059350551840189,4.7173429972948,4.22139967023741
1997-05-31,PREMON,9.34875,2.6,10.45,6.12,10.9875,5.1800000000000015,1.65,7.95,4.92,11.275,5.433333333333334,7.290156250000001,7.627187499999998,8.5507548,7.47879652838528,9.685515486131049,9.714936584714943,1.8675000000000002,2.015,2.2563488,2.194423478758504,2.7533668083434377,2.3716665072360015,8.61,8.836250000000001,9.4930336,10.520443436313247,11.339864156993912,11.379868761317677,4.05175,4.212999999999999,5.14381056,5.2740329046682275,7.970083776063099,7.658613664571371,8.099375,8.481250000000001,9.6609288,8.205960893250456,11.250193744409941,10.891288016290115,4.265750000000001,4.518000000000001,4.89424256,4.409124105160199,5.725268414456695,5.937999083024141,1.8625,1.5,1.7315904,1.7807944331288428,2.8884978158547265,2.8421740615332474,6.0025,6.324999999999999,7.050208,6.4327510797387175,8.093071179017578,8.25506527515904,3.42875,3.7183333333333333,4.315830399999999,4.726280458841169,5.126153612497624,4.630001315515014,8.664375,8.87125,9.916038400000001,8.48215936140741,11.218105034758024,10.859991011888845,3.97375,4.179166666666667,4.695445333333334,5.241049131342443,5.282814772133431,5.395405054355761
1997-08-31,MONSOON,3.4675,0.91,6.315,1.962,4.7425,2.366,2.74,3.753333333333334,1.3533333333333335,5.195,2.293333333333333,7.13640625,7.3581249999999985,6.5174528800000004,6.267298233117287,4.50606334610468,4.563912761155647,1.82875,1.8775000000000002,1.71780928,1.953273638505356,1.3345501485013003,1.7503092035162622,8.765,8.541250000000002,8.22182016,8.083499103299477,6.944232996149912,7.423521947266098,4.0032499999999995,4.087999999999999,3.8710863360000003,3.1008245829938934,1.7324059576873134,1.9515362088353356,7.898125,8.254375000000001,7.69355728,7.372653138538781,5.985191769985312,6.154812275349424,4.26775,4.2540000000000004,3.8829455360000003,3.7231109561050837,3.202197827808055,3.421999471557528,1.6825,2.0100000000000002,2.13495424,1.822921633161855,0.5811891494741044,0.38699389885384394,6.041666666666666,6.055,5.731458133333334,5.538533885512278,5.191501122744356,5.189067122907961,3.3995833333333336,3.42,3.1308315733333334,3.662484479561929,2.3247018921054545,1.9558719552363681,8.740625,8.4925,8.027623040000002,8.464635094854629,6.792868815139009,7.259902617057373,3.8704166666666664,4.031666666666667,3.7346005333333334,3.617800737921228,3.0374511559093267,3.1079084975532325
1997-11-30,POMKH,7.2799999999999985,1.72,9.0,3.41,6.71,4.694,0.82,6.13,3.2900000000000005,9.45,3.6366666666666654,6.8855312500000005,7.222187499999999,6.822471728,6.349300284167803,7.4206132402539895,7.826678165671832,1.8125,1.8575000000000002,1.7186855680000002,1.926850728978697,1.6445340723336281,1.4702787715391303,8.92625,8.67875,8.533092096,7.981784889193037,7.962601342918466,8.092218057323796,3.99225,4.015499999999999,3.6866518016,2.7784118818159667,2.9094956452096095,3.6403028298515654,7.8628125,7.944375000000002,7.300134368,7.039998777156508,7.57617835514633,7.76748067912527,4.303000000000001,4.2775,4.2073673216,3.8879581489229142,4.154510851716615,4.599999289644836,1.75,1.7150000000000003,1.608972544,1.835622045677646,2.1899665572741114,2.543453781509224,6.085416666666665,5.949999999999999,5.89087488,5.485418418014664,6.0355720923031715,6.288703173610631,3.3345833333333332,3.4374999999999996,3.1944989440000002,3.376915842228536,2.640873159295566,2.4802712612228595,8.73875,8.83625,8.596573824,8.447147039306723,7.442932623458663,7.430915301413267,3.7812499999999996,3.915833333333334,3.6954269866666665,3.282414236774546,3.6591976822754426,3.759177219041793
1998-02-28,POMRB,8.106250000000001,1.97,9.64,4.4719999999999995,8.9675,4.792,1.39,6.6999999999999975,3.8833333333333333,8.66,3.936666666666667,6.799499999999999,7.050624999999999,7.3359830368,6.717331369385267,8.48644138645124,8.357194987508127,1.8937499999999998,1.8,1.8192113408000001,1.9573083702892269,2.2632151515652064,2.0496140000910286,9.220624999999998,8.85125,8.975855257600001,8.481534041801245,9.114891085062848,9.036339801708865,4.08075,3.9909999999999997,4.00079108096,3.482652864494986,4.393602150781275,4.787308205906571,8.0021875,7.8518750000000015,7.9670806208,7.244293657525894,9.4441411134005,9.264354325635463,4.491750000000001,4.258,4.44122039296,4.0959773118912475,5.096077275763096,4.915433526766635,1.61375,1.6500000000000004,1.5213835263999997,1.857060353049465,1.9975175850139228,1.6905383473205378,6.221666666666667,6.133333333333332,6.2145249279999994,5.655914981839683,6.82974206588794,6.618730532509475,3.4683333333333337,3.3616666666666664,3.4700326997333333,3.360029522020657,3.764577419725053,3.6276389918432117,9.03125,8.645,8.6219442944,8.42969511331484,9.665078657283376,10.225748644381213,3.7162499999999996,3.825,3.7919228586666667,3.334802896710355,4.327236775268911,3.8474544527446755
1998-05-31,PREMON,8.027999999999999,2.7,11.05,6.13,11.075,5.540000000000001,2.45,7.566666666666666,4.703333333333333,12.025,5.083333333333333,6.889499999999999,6.720437499999997,7.61278982208,7.055382525722739,9.187761374072696,9.09287478718937,1.96,1.8250000000000002,2.17152680448,2.1328010140137317,2.569492383150622,2.2933595693265487,9.377500000000001,9.001249999999999,9.805513154560002,9.846032869471136,11.234485541905016,11.116944777683477,4.19675,3.993499999999999,4.852474648576,5.392818735877925,6.674344368909728,6.711953529280036,8.3371875,7.87375,9.210248372479999,7.924914308058317,10.846604916621702,10.764411181925277,4.61625,4.348000000000001,4.880732235776001,4.5493746646503554,5.5949082606821925,5.482095292600496,1.40625,1.85,1.8928301158399998,1.8947479217565064,2.472720879957376,1.942754554806328,6.3895833333333325,6.037499999999999,6.755381623466667,6.11121054165801,7.854523381016582,8.299694712478423,3.60375,3.3074999999999997,3.9633529531733336,3.6530935952346426,4.5689170951218525,4.438308125478173,8.970625,8.8325,9.98316657664,8.412279247700372,10.952786679552624,10.650142850705496,3.669583333333333,3.7375,4.308487048533333,4.170462531081502,4.888918359325746,4.829195450357752
