Date,Season,Vamanapuram,Parassala,Kilimanoor,Athiyannur,Nemom,Varkala,Pothencode,Chirayinkizh,Perumkadavila,Vellanad,Nedumangadu,Vamanapuram_Trend,Vamanapuram_SMA,Vamanapuram_EWMA,Vamanapuram_DES,Vamanapuram_TES,Vamanapuram_ARIMA,Parassala_Trend,Parassala_SMA,Parassala_EWMA,Parassala_DES,Parassala_TES,Parassala_ARIMA,Kilimanoor_Trend,Kilimanoor_SMA,Kilimanoor_EWMA,Kilimanoor_DES,Kilimanoor_TES,Kilimanoor_ARIMA,Athiyannur_Trend,Athiyannur_SMA,Athiyannur_EWMA,Athiyannur_DES,Athiyannur_TES,Athiyannur_ARIMA,Nemom_Trend,Nemom_SMA,Nemom_EWMA,Nemom_DES,Nemom_TES,Nemom_ARIMA,Varkala_Trend,Varkala_SMA,Varkala_EWMA,Varkala_DES,Varkala_TES,Varkala_ARIMA,Pothencode_Trend,Pothencode_SMA,Pothencode_EWMA,Pothencode_DES,Pothencode_TES,Pothencode_ARIMA,Chirayinkizh_Trend,Chirayinkizh_SMA,Chirayinkizh_EWMA,Chirayinkizh_DES,Chirayinkizh_TES,Chirayinkizh_ARIMA,Perumkadavila_Trend,Perumkadavila_SMA,Perumkadavila_EWMA,Perumkadavila_DES,Perumkadavila_TES,Perumkadavila_ARIMA,Vellanad_Trend,Vellanad_SMA,Vellanad_EWMA,Vellanad_DES,Vellanad_TES,Vellanad_ARIMA,Nedumangadu_Trend,Nedumangadu_SMA,Nedumangadu_EWMA,Nedumangadu_DES,Nedumangadu_TES,Nedumangadu_ARIMA
1996-02-29,POMRB,4.795714285714285,12.656666666666665,7.596666666666668,55.5,8.80875,11.906,4.06,4.415,6.4350000000000005,7.098000000000001,3.31,,,4.795714285714285,4.533120676475766,4.976338708284645,0.0,,,12.656666666666665,12.354371284941397,12.016181259231953,0.0,,,7.596666666666668,7.496943002177463,7.549112306048545,0.0,,,55.5,55.65718422184147,56.73047832398599,0.0,,,8.80875,8.139741144297489,8.013236148030536,0.0,,,11.906,9.853207187012439,10.806818257182055,0.0,,,4.06,4.09932758890821,4.165201277517085,0.0,,,4.415,3.8372567332490126,4.580134578131496,0.0,,,6.4350000000000005,6.492518076406479,6.700132613908037,0.0,,,7.098000000000001,6.710505118613973,7.285364316189676,0.0,,,3.31,3.34238659067367,3.3247916666666666,0.0
1996-05-31,PREMON,6.037142857142857,13.863333333333333,8.403333333333334,56.9,9.58375,12.476,4.73,5.359999999999999,7.2275,8.374,3.2433333333333336,,,5.292285714285715,4.9732670662918,5.86545564967302,4.795710688814517,,,13.139333333333333,12.45809078406085,14.228935790764288,12.656598729799118,,,7.919333333333334,7.7070250779524745,8.923229073060517,7.596646917101464,,,56.06,55.33691811242082,55.800334599104474,55.49724450743525,,,9.11875,8.15040344568288,9.026918288830116,3.958781294938034e-08,,,12.134,9.849669540492213,12.907765887612548,5.871136947655878,,,4.327999999999999,4.252183715844764,4.752747911307241,3.8318557448469615,,,4.792999999999999,4.1010313943117165,4.474046607891109,4.414992712781842,,,6.752000000000001,6.65639826182956,6.774350117033238,2.3781698526437323,,,7.6084000000000005,7.1729411086381605,8.144231399677569,6.864663032533429,,,3.283333333333333,3.3593136989574486,3.2720971837488464,3.3099973629508286
1996-08-31,MONSOON,4.78,12.333333333333336,6.7700000000000005,56.0,8.6025,10.092,4.52,4.425000000000002,6.665,7.1160000000000005,3.2300000000000004,4.95,,5.087371428571429,4.862588820245754,4.557287764863176,5.448612663370239,12.662083333333335,,12.816933333333335,12.283359665006437,12.179480278801238,13.261682085509298,7.517916666666666,,7.459600000000001,7.519931699932816,6.446146792246871,8.021556803241257,56.3025,,56.036,54.792905442622015,53.47543644256479,56.491433388262166,8.77953125,,8.91225,8.16106373095722,8.066761699544863,1.2863512168560345e-07,10.837166666666667,,11.3172,9.846132948423508,10.580309840352044,7.000128722683798,4.185,,4.4048,4.315435576415119,4.002685075686146,4.280700504956228,4.4799999999999995,,4.6458,4.052547330814993,4.450137232656788,5.056490025825843,6.5471875,,6.717200000000001,6.662642133992138,6.512377074248036,2.0756504018128568,7.159250000000001,,7.411440000000001,7.061268180354844,6.811224837970936,7.755637690965587,3.19375,,3.262,3.376320126511791,3.2719209778163165,3.2708701606419814
1996-11-30,POMKH,4.264285714285714,11.606666666666667,7.09,56.4,8.21875,9.951666666666666,3.25,3.725,5.755,6.0020000000000024,2.91,5.0566964285714295,4.969285714285714,4.7581371428571435,4.571115119518169,4.046921393299146,5.188859059005038,12.864166666666666,12.615,12.332826666666667,12.008609253835337,11.041740934491806,12.94927615854433,7.599583333333333,7.465,7.3117600000000005,7.441843081425109,6.057245347759419,7.533264514061339,56.317499999999995,56.2,56.1816,54.6287369802025,55.87864513350014,55.9819306994499,8.80921875,8.8034375,8.63485,8.171731606708875,7.348214880855992,1.8470350709307208e-07,10.363,11.106416666666668,10.770986666666666,9.842597613800866,9.947122327396668,7.894924990938646,4.285,4.14,3.9428799999999997,4.049781303250989,3.314915845930737,4.356983545417521,4.4975000000000005,4.48125,4.277480000000001,3.836293064798677,3.9657563488279495,4.5128416067819,6.544062500000001,6.520625,6.332320000000001,6.469914396051248,5.869541962343773,3.873558394763677,7.206750000000001,7.147500000000001,6.847664000000002,6.514916266270503,6.106786115566035,7.1475293288297355,3.306666666666667,3.173333333333334,3.1212,3.3933402441568257,2.9642695002353143,3.2563621785087444
1997-02-28,POMRB,4.641428571428572,13.033333333333333,8.02,56.32,8.6175,9.752,4.42,4.405,6.6475,7.192,3.473333333333333,5.145178571428572,4.930714285714286,4.711453714285715,4.498116030894128,5.169456619803442,4.757436813084009,13.177916666666665,12.709166666666667,12.613029333333333,12.038231700872464,12.163850900373745,12.621491822292091,7.5666666666666655,7.570833333333332,7.5950560000000005,7.581025129668128,7.940589056144733,7.420986541451708,55.830000000000005,56.405,56.236959999999996,54.50011867863633,57.968670980198226,56.182018588144096,8.90609375,8.755624999999998,8.62791,8.182419667389446,8.060505208886427,8.65504689237036,10.092583333333334,10.567916666666669,10.363392,9.839063530794506,10.864698380886619,11.670256243025067,4.35625,4.2299999999999995,4.133728,4.138425773080875,4.308507309264938,3.9360648607292843,4.515000000000001,4.478750000000001,4.328488,3.861131759360331,5.135077369352678,4.226586372488045,6.5659375,6.573749999999999,6.458392000000001,6.512732984829579,6.819192943594788,6.2769584818111985,7.26625,7.171000000000001,6.985398400000001,6.6167061311222595,7.368067670839333,6.821807795784825,3.387083333333333,3.214166666666667,3.2620533333333332,3.41056426829102,3.3750392606242214,3.1208956441927067
1997-05-31,PREMON,7.044999999999999,15.103333333333332,8.633333333333333,56.2,10.0125,10.836666666666664,5.17,5.51,6.99,8.66,3.983333333333333,4.972321428571428,5.182678571428571,5.644872228571428,5.477237526376894,5.959646593536976,5.43330836630747,13.076666666666666,13.019166666666667,13.609150933333332,12.455174105782634,14.41063704179086,13.146990935641593,7.37125,7.62833333333333,8.010366933333334,7.822742173812498,9.324921532003735,8.068768357669867,55.379999999999995,56.23,56.222176,54.3767675088203,56.86089969581539,56.37692086932503,8.790625,8.862812499999999,9.181746,8.1931439615976,9.074145260374282,9.416523984730423,9.918333333333331,10.158083333333336,10.552701866666666,9.835530815371078,12.268539302676533,11.364638207793131,4.1850000000000005,4.339999999999999,4.5482368,4.39014385581468,4.968713748679296,4.453568516899497,4.406874999999999,4.516250000000001,4.8010928,4.176995487771929,4.877830041317204,4.686213802116716,6.5475,6.514374999999999,6.6710352,6.62065990982297,6.92470005194014,7.100626654000806,7.12375,7.2425000000000015,7.6552390400000005,7.402582195307894,8.230789111484505,7.9558373617607305,3.3037499999999995,3.3991666666666664,3.550565333333333,3.4279817082306643,3.327487429510151,3.2847064222978006
1997-08-31,MONSOON,4.48,13.603333333333332,6.276666666666666,52.8,8.94875,9.568,4.65,4.415,7.0775,7.305999999999999,3.1333333333333333,4.796428571428571,5.107678571428571,5.178923337142857,5.243674508330681,4.911655114319524,5.201882816932923,12.602916666666667,13.336666666666668,13.606823893333331,12.56003603218101,12.518456979516628,12.74279792735046,7.130416666666666,7.504999999999996,7.316886826666666,7.50451518900059,6.7927812382590265,7.329513268053451,55.365,55.42999999999999,54.8533056,52.96425753242226,53.78820055131852,56.07426498586025,8.5121875,8.949374999999998,9.0885476,8.203864992998081,8.114056207277038,8.452395730688572,9.576833333333331,10.027083333333335,10.158821119999999,9.831999253725606,9.625884833926929,9.407983269382132,3.7887500000000003,4.3725,4.588942080000001,4.451341118006717,4.2937719644209835,4.541122905099886,4.277500000000001,4.513750000000001,4.64665568,4.1236792739720975,4.7860169041233345,4.802652754087712,6.3825,6.6175,6.83362112,6.724221780811353,6.532849931218907,6.372264673697481,6.86675,7.290000000000001,7.515543424,7.470897007345588,6.965831230200498,7.37628106807771,3.1795833333333334,3.375,3.3836725333333333,3.4453007439730223,3.3644734103044924,3.4899312976607413
1997-11-30,POMKH,3.181428571428572,9.526666666666667,6.02,56.0,6.94875,9.081666666666667,1.75,2.87,5.194999999999999,4.6720000000000015,2.34,4.606160714285714,4.836964285714286,4.379925430857143,4.48628096927499,4.214950509983625,4.693692279795603,12.384583333333332,12.816666666666666,11.974761002666664,11.915695989975472,11.519078479163468,12.539191386738972,7.014583333333333,7.237499999999996,6.798132096,7.198945960294074,6.1345205153171385,7.1970688047093985,54.10125,55.32999999999999,55.31198336,53.389566674306515,54.69936076537899,54.339908447364,8.35515625,8.631874999999997,8.23262856,8.214567699628514,7.395562341693592,8.075341751224167,9.494916666666667,9.809583333333336,9.727959338666667,9.828468916356949,9.128352122509789,9.968887809017682,3.49875,3.9974999999999996,3.4533652480000003,3.78207915535554,3.5519885776102083,3.8424254485373233,4.211875,4.300000000000001,3.9359934080000003,3.67877407231509,4.20909045669796,4.28552149508698,6.257812499999999,6.4775,6.1781726720000005,6.396549442651458,6.0212906949123965,5.852974099631333,6.767249999999999,6.957500000000001,6.378126054400001,6.3617459973810275,6.273468624275361,6.43225076390091,3.0900000000000003,3.2325,2.9662035199999996,3.46253309601435,3.04751153269419,3.2931268168367462
1998-02-28,POMRB,4.317142857142857,11.323333333333332,7.163333333333334,56.6,7.66,7.8900000000000015,2.75,4.225,5.8875,6.4659999999999975,3.0500000000000003,4.410178571428571,4.7558928571428565,4.354812401371428,4.3109157203707404,4.981282244048556,4.456607027056782,12.188333333333333,12.389166666666666,11.71418993493333,11.682452135624107,12.261138470750666,12.856022469041068,7.044166666666666,7.023333333333329,6.944212590933334,7.205278515489435,7.649958193350667,7.341833964288139,51.585,55.39999999999999,55.827190015999996,53.87751251163671,57.120388073749396,55.763834780487244,8.2553125,8.392499999999997,8.003577136,8.22529566167895,8.10761984412796,8.634135044348719,9.556999999999999,9.344083333333336,8.9927756032,9.82493973889169,10.029782348410777,10.290739557281082,3.1812499999999995,3.5799999999999996,3.1720191488,3.5250049741763894,3.9631209718791283,3.784294765547663,4.101875000000001,4.255000000000001,4.0515960448,3.713308840735545,5.0845348564918,3.8768548165472163,6.108750000000001,6.2875,6.0619036032,6.2902069908714315,6.732602469968796,6.112592268098866,6.549250000000001,6.776000000000002,6.41327563264,6.228504540056537,7.024089824377351,6.507669072321009,3.0220833333333332,3.126666666666667,2.9997221119999997,3.480001957110731,3.43141868265676,3.026775956018337
1998-05-31,PREMON,5.847142857142857,15.066666666666668,8.563333333333334,45.81,9.71375,12.043333333333335,4.52,5.165,6.7525,8.59,3.69,4.338035714285714,4.456428571428571,4.95174458368,4.824512457165536,5.732713031563681,5.737889634386592,11.889583333333334,12.38,13.055180627626665,12.171425517370155,14.239340749980103,13.428488232823433,7.111875,7.00583333333333,7.5918608878933345,7.512206993425554,8.852775378433225,7.686525825616021,50.445,52.802499999999995,51.8203140096,49.915004916740926,56.49185557111562,56.63011059968364,8.1009375,8.317812499999995,8.6876462816,8.236070503026085,9.121082331200876,9.713602423256575,9.185291666666666,9.645750000000003,10.212998695253333,9.821412205401481,11.109922579296354,10.329313509708998,2.8337499999999998,3.417499999999999,3.7112114892799997,3.768105477935597,4.179170280310496,3.898325284988526,3.9987499999999994,4.168750000000001,4.4969576268800004,3.992690612973477,4.79264913511487,4.557479697101948,5.74875,6.228125,6.3381421619200005,6.394735804791564,6.612608801684694,6.633381821226019,6.17625,6.758500000000001,7.283965379584,7.109384129675713,7.756467275921441,7.904440484147483,2.9825,3.053333333333334,3.2758332671999995,3.4976934071455315,3.3861236882482757,3.1484459948646024
