Date,Season,Elaichipalayam,Erumaipatti,Namakkal,Mohanur,Mallasamudram,Vennanthur,Senthamangalam,Namagiripettai,Paramathi-velur,Tiruchengode,Rasipuram,Kabilamalai,Puduchatram,Elaichipalayam_Trend,Elaichipalayam_SMA,Elaichipalayam_EWMA,Elaichipalayam_DES,Elaichipalayam_TES,Elaichipalayam_ARIMA,Erumaipatti_Trend,Erumaipatti_SMA,Erumaipatti_EWMA,Erumaipatti_DES,Erumaipatti_TES,Erumaipatti_ARIMA,Namakkal_Trend,Namakkal_SMA,Namakkal_EWMA,Namakkal_DES,Namakkal_TES,Namakkal_ARIMA,Mohanur_Trend,Mohanur_SMA,Mohanur_EWMA,Mohanur_DES,Mohanur_TES,Mohanur_ARIMA,Mallasamudram_Trend,Mallasamudram_SMA,Mallasamudram_EWMA,Mallasamudram_DES,Mallasamudram_TES,Mallasamudram_ARIMA,Vennanthur_Trend,Vennanthur_SMA,Vennanthur_EWMA,Vennanthur_DES,Vennanthur_TES,Vennanthur_ARIMA,Senthamangalam_Trend,Senthamangalam_SMA,Senthamangalam_EWMA,Senthamangalam_DES,Senthamangalam_TES,Senthamangalam_ARIMA,Namagiripettai_Trend,Namagiripettai_SMA,Namagiripettai_EWMA,Namagiripettai_DES,Namagiripettai_TES,Namagiripettai_ARIMA,Paramathi-velur_Trend,Paramathi-velur_SMA,Paramathi-velur_EWMA,Paramathi-velur_DES,Paramathi-velur_TES,Paramathi-velur_ARIMA,Tiruchengode_Trend,Tiruchengode_SMA,Tiruchengode_EWMA,Tiruchengode_DES,Tiruchengode_TES,Tiruchengode_ARIMA,Rasipuram_Trend,Rasipuram_SMA,Rasipuram_EWMA,Rasipuram_DES,Rasipuram_TES,Rasipuram_ARIMA,Kabilamalai_Trend,Kabilamalai_SMA,Kabilamalai_EWMA,Kabilamalai_DES,Kabilamalai_TES,Kabilamalai_ARIMA,Puduchatram_Trend,Puduchatram_SMA,Puduchatram_EWMA,Puduchatram_DES,Puduchatram_TES,Puduchatram_ARIMA
1996-02-29,POMRB,5.85,10.3,6.235,2.527058823529412,8.975,5.574999999999998,14.78,13.74,2.55,7.243333333333332,8.015,1.6,8.5875,,,5.85,5.427090666987424,5.564085665772535,0.0,,,10.3,10.872828414796235,10.311088811878404,0.0,,,6.235,6.0184357667320425,5.312744387726341,0.0,,,2.527058823529412,4.59756792990703,2.5433408958514043,0.0,,,8.975,10.252672891669329,8.691119616378288,0.0,,,5.574999999999998,5.9561397260038245,5.420449167949082,0.0,,,14.78,11.358164270934221,9.139182373844903,0.0,,,13.74,14.673619464889219,13.808812988797676,0.0,,,2.55,2.4761428253315403,1.799971227283871,0.0,,,7.243333333333332,7.291150068648873,6.577279451237098,0.0,,,8.015,9.49483160351736,9.243511805545284,0.0,,,1.6,2.5830494241143027,1.0937355520335799,0.0,,,8.5875,8.624991496417644,8.581892028662827,0.0
1996-05-31,PREMON,7.33,10.6,7.21,3.9,13.85,8.4,9.16,19.262000000000004,2.17,6.0,14.646666666666668,2.12,10.6975,,,6.442,6.8000982203449265,10.1920302564532,4.471101700053701,,,10.420000000000002,11.153355900020772,10.621688141411298,0.0,,,6.625,6.339601713755892,7.066270753034749,5.744241660026037,,,3.076235294117647,4.142422818013999,3.588660112308599,-6.66646310944352e-13,,,10.925,10.967083748380485,14.231304076878862,5.14774876401847,,,6.704999999999999,7.255214904476627,9.485841725357696,4.768287386631086,,,12.531999999999998,9.742668026984731,14.458392459727946,12.13079402171751,,,15.948800000000002,16.620359213081358,18.197742728030263,10.980834738256291,,,2.3979999999999997,2.3336634285400417,2.919591746013725,2.5499967364080156,,,6.7459999999999996,7.288472055984826,9.161911388399043,3.39788440835692,,,10.667666666666669,11.18376555362574,11.088585528107618,8.014958173923079,,,1.808,3.1658916916465945,2.925910012838605,1.2079717738246138,,,9.4315,8.942062159364916,10.841844247220187,4.122729432144265
1996-08-31,MONSOON,7.79,14.02,6.635,4.19875,12.495,10.385,8.83,16.77,2.9,9.573333333333332,12.815,1.45,13.4375,6.8675,,6.981199999999999,7.226843811253339,9.422563806780007,5.621091521338387,16.63625,,11.860000000000001,11.815331322346859,14.05167463284152,0.0,5.941875,,6.629,6.394877557581641,7.315744634768029,6.64249917703091,3.389981617647059,,3.5252411764705887,3.9494614443823095,4.075024415837776,-1.2866044792537861e-12,10.819375,,11.553,11.272641781412643,11.152951152319968,8.680205432006916,6.690625,,8.177,8.925076966326488,7.930481655011352,6.898979751052027,8.09,,11.051199999999998,8.553334198486764,11.062864411195829,11.057144612541986,15.30875,,16.27728,16.605571622058065,18.48550379185096,15.019180290819266,2.1174999999999997,,2.5987999999999998,2.469477530266002,3.628713674864959,2.29742746313827,8.001666666666667,,7.876933333333332,7.356382043715132,11.382473640949275,1.5650754528912736,10.963125000000002,,11.526600000000002,11.469167138528212,13.362212557703417,12.765577930467703,1.555,,1.6648,3.3604692353574657,1.8836949600103647,1.6002825563158387,9.788645833333332,,11.0339,9.668834941655568,13.59587374743645,5.375035151322559
1996-11-30,POMKH,3.71,31.625,4.135,2.934117647058823,7.3000000000000025,3.12,4.83,13.356,1.4,10.333333333333334,8.84,1.3,7.613333333333332,7.6475,6.17,5.672719999999999,3.441795961456982,3.56242513766244,6.083571974553599,16.63625,16.63625,19.766000000000002,14.604040367920826,31.666052899280295,0.0,5.10375,6.053749999999999,5.631399999999999,5.696330890040965,5.615045174878519,6.112757564438293,3.3899816176470585,3.389981617647059,3.2887917647058824,3.400104542321409,2.919248887217078,-2.131682773089043e-12,10.584375,10.655000000000001,9.8518,10.490945124504847,8.943425217723666,11.846064807579678,6.617500000000001,6.87,6.1541999999999994,5.457145288587191,8.305476050027162,8.247735616646823,6.61875,9.399999999999999,8.562719999999999,6.5839218455331725,7.625175258879418,9.808769968774747,14.280000000000001,15.782000000000002,15.108768000000001,15.095936296790516,14.49629456409598,14.00947883435374,2.05125,2.255,2.11928,2.086439490859968,1.629688708700396,2.6919718206409686,7.6066666666666665,8.2875,8.859493333333333,7.438167499345184,8.165481195750345,7.15345815627599,9.5675,11.079166666666666,10.451960000000001,10.109728487849134,9.57561382087565,11.587529747301971,1.52,1.6175,1.51888,3.340947176398983,1.061194631115081,1.6271575989792098,9.199270833333333,10.083958333333332,9.665673333333332,9.281555996447276,7.829618708110767,7.191884870853385
1997-02-28,POMRB,11.43,10.3,5.34,2.527058823529412,10.29,4.14,4.3,9.954,1.45,4.956666666666667,7.086666666666668,1.1,6.2250000000000005,8.653749999999999,7.5649999999999995,7.975631999999999,10.603700226267737,5.39659818006515,4.058486375347401,16.63625,16.63625,15.979600000000001,14.818588369977613,10.339298987622039,10.3,4.390000000000001,5.829999999999999,5.5148399999999995,5.562643709143644,4.932906631523049,3.809533161861694,3.389981617647059,3.3899816176470585,2.984098588235294,2.9027182732383063,2.687701343873535,2.2559325747768284,10.215625,10.98375,10.02708,10.45458830760203,8.739152277673847,9.241979331826887,6.319375,6.51125,5.34852,4.613444129033319,2.717714903852676,3.8880982075046417,6.451250000000001,6.779999999999998,6.857631999999999,5.096651901774594,7.467754815784215,9.785024750826793,14.1885625,14.835500000000001,13.046860800000001,12.761389831567552,12.653663658901753,13.205453718977708,2.22875,1.9799999999999998,1.8515679999999999,1.8444527532624375,1.5963655577314513,1.9911514806351873,8.317499999999999,7.715833333333334,7.298362666666667,7.412449959127415,6.630516653453108,5.498704214803524,8.009791666666667,10.847083333333332,9.105842666666668,8.640476940016995,9.739655666716601,9.017930028238629,1.66875,1.4925000000000002,1.351328,3.110001330068661,1.105451003607672,1.5169422055147206,8.663958333333333,9.493333333333332,8.289404,8.726029007044325,8.796902915280524,5.9554148638414635
1997-05-31,PREMON,7.99,10.6,1.4,3.9,10.655,9.25,7.87,14.818,2.74,5.126666666666666,4.41,2.34,8.344999999999999,10.025,7.73,7.981379199999999,7.412385372517867,15.385460318447752,10.576589502346234,16.63625,16.63625,13.827760000000001,15.005195701192497,10.638001700255945,10.600000000000001,4.251875,4.377499999999999,3.8689039999999997,4.307155052679228,6.504573348419467,4.919687323903615,3.389981617647059,3.389981617647058,3.3504591529411765,3.0512458416240777,3.7105611289707934,3.4815719205704663,10.394375,10.185,10.278248,10.497560217373929,14.690063151123798,11.04254572235845,6.525,6.723750000000001,6.909112,7.188831102540696,7.805743829101761,5.7945572305740125,6.58,6.457499999999997,7.262579199999999,5.210770701591989,9.60835218130691,6.43912796075835,14.737375000000002,13.724500000000003,13.755316480000001,13.603970310167549,15.360203465023822,15.291780604451905,2.3000000000000003,2.1225,2.2069408,2.0903951214197978,2.3575910096314567,1.793066303938973,9.131666666666666,7.4975000000000005,6.4296842666666665,7.390515745812542,9.215148587989345,2.4111574946982643,7.2475000000000005,8.287916666666666,7.227505600000001,6.7523421154073135,10.909543936693645,10.60766425902977,1.8199999999999998,1.5475,1.7467967999999998,3.230158220810557,2.794465162601541,1.3714403069200147,8.156979166666666,8.905208333333333,8.311642399999998,8.626535347030337,11.056686578579896,5.734026846192038
1997-08-31,MONSOON,15.18,14.02,6.735,4.19875,12.74,7.15,8.78,20.4825,3.75,16.133333333333333,10.59,2.42,11.5075,9.6875,9.5775,10.860827519999999,14.082604499977624,10.248094306810474,6.064413464236952,16.63625,16.63625,13.904656000000001,15.54396375832125,14.057253106070696,14.02,3.998125,4.402499999999998,5.0153424,5.001491084935529,4.901321266204081,1.289805665442895,3.389981617647059,3.3899816176470585,3.6897754917647063,3.2785428895341573,4.177960213466965,3.7482692567936415,10.04,10.246250000000002,11.2629488,10.944214925825248,10.427231895907545,10.912115931649433,7.4937499999999995,5.915000000000001,7.0054672,7.047558437926118,8.291324195710608,9.573618905495795,6.581249999999999,6.444999999999997,7.869547519999999,5.748846842216471,7.497480572688491,6.293660630996252,14.965125,14.652625000000004,16.446189888,16.563068215358125,14.620656744857378,13.574339358017074,2.1725000000000003,2.335,2.82416448,2.5785429549352648,3.5193078130631026,2.581013239876215,9.480833333333333,9.137500000000001,10.311143893333334,7.586235731576717,11.435710841467474,6.317508863779034,6.652083333333334,7.731666666666666,8.572503359999999,8.020219763128553,8.415974857716442,6.877540728835321,1.9075,1.7899999999999998,2.0160780799999998,3.293694643029533,1.8505722352329896,1.4363933210478113,7.8309375,8.422708333333333,9.58998544,9.080727404187504,13.810548177477248,7.456236257244179
1997-11-30,POMKH,7.29,31.625,2.93,2.934117647058823,8.485,8.0,5.91,14.034,1.12,10.286666666666667,4.966666666666668,1.54,5.4875,9.1425,10.4725,9.432496512,6.762989908092021,10.880518942282034,9.11288936323359,16.63625,16.63625,20.9927936,18.185965575664714,31.662022051715443,31.625,4.822187500000001,4.1012499999999985,4.181205439999999,4.365496506962101,4.0882492581510395,6.204886540541357,3.3899816176470585,3.3899816176470585,3.387512353882353,3.0127718508456094,3.006170052632048,2.61931836196154,10.00625,10.5425,10.15176928,10.461587776831175,8.532394450892149,7.613892832903858,7.746249999999999,7.135000000000001,7.40328032,7.47556651245683,5.765679664028369,3.125975104856579,7.745,6.714999999999996,7.085728511999999,5.371940207831482,5.328333384427969,5.902060944586912,15.724267857142856,14.822125000000005,15.4813139328,15.370504917675792,15.477048423452942,16.078776832913128,2.3625,2.265,2.142498688,2.074568641225833,1.9038710917991812,2.701349003664966,10.474375,9.125833333333334,10.301353002666668,7.663281348777297,8.218718398996492,11.061297516732083,7.698083333333333,6.763333333333333,7.130168682666667,6.602977770460884,5.919210816138324,9.101046867341223,2.9266666666666667,1.8499999999999999,1.8256468479999999,2.977974903307579,1.3087109833683104,1.7124234400707212,8.307291666666668,7.8912499999999985,7.948991264,8.434974459084586,8.04415286568796,5.848134412334101
1998-02-28,POMRB,5.15,10.3,4.5150000000000015,2.527058823529412,6.27,7.01,3.23,11.097999999999999,0.71,7.796666666666668,6.196666666666666,1.56,5.7425,9.11625,8.9025,7.719497907199999,4.777695202561579,9.482119933312564,10.105981470582574,16.611250000000002,16.63625,16.715676159999997,18.223704276202657,10.336722012758552,10.3,5.738125000000001,3.8949999999999987,4.314723264,4.387661942630124,3.5197092810376764,2.6993789998197735,3.263887867647059,3.3899816176470585,3.0433309417411767,2.7007184994279805,2.7610994150120636,2.369461207615911,10.051875,9.5375,8.599061568,9.636349546108278,8.845523950347987,9.791462879602607,8.44875,7.852500000000001,7.245968192,7.085481039230491,6.16320568819153,7.302225340367146,9.005,6.447499999999996,5.543437107199999,4.31211597872183,6.389461418685308,7.641250265135886,15.741098214285712,15.108125000000003,13.72798835968,13.416989049220408,13.440810921354892,11.147960881330867,2.8875,2.08,1.5694992127999998,1.6053316808091516,1.6489755530112724,1.7816474748027158,10.036875,9.835833333333333,9.299478468266667,7.68989028785758,6.683753854064131,0.4173232014556001,10.592416666666665,6.5408333333333335,6.756767876266666,6.245583966131558,5.980430235155298,6.2311418416405715,3.7233333333333336,1.9649999999999999,1.7193881088,2.648584878558406,1.3508645402167243,1.8036722604357722,8.725208333333335,7.770624999999997,7.0663947583999995,7.94458424709422,9.011283994123993,3.670119245230263
1998-05-31,PREMON,9.91,10.6,8.8175,3.9,14.405,8.4,18.25,19.74714285714285,5.0,10.235,13.668,10.033333333333333,12.638333333333335,9.43125,9.382499999999999,8.59569874432,9.19358436065733,8.441603079702702,3.1347709670578507,14.014375,16.63625,14.269405695999998,18.207525643793556,10.636376625477801,10.6,5.95375,5.749374999999999,6.1158339584000005,5.671976811803039,5.299018084715594,4.159623271053339,3.1110294117647057,3.389981617647058,3.385998565044706,2.977067323423811,3.7725400131830575,3.6567802156642197,9.541249999999998,10.475,10.9214369408,10.582110364549209,13.458744589927136,10.667024825427674,9.682500000000001,7.640000000000001,7.7075809152,7.719944814303274,10.787006563375705,9.123950094937861,9.135000000000002,9.042499999999997,10.62606226432,8.94893421235582,8.533051493604223,6.2938420507755115,14.854535714285712,16.340410714285717,16.13565015866514,16.135826710616524,16.375552753574958,15.312440102936293,3.1625,2.645,2.94169952768,2.6550353648085103,2.093300838794785,1.6192573054958013,9.054583333333333,11.112916666666667,9.67368708096,7.764193905587111,9.268385786944119,6.467077723313082,13.941583333333332,8.855333333333334,9.52126072576,8.905582363711275,8.510297646290562,8.00596207598324,3.4595833333333332,3.8883333333333328,5.044966198613333,5.570627575196685,3.099912576962762,1.7046085354272456,9.242708333333333,8.843958333333331,9.295170188373334,8.708979323815877,11.27102204239712,4.962999444136953
