Date,Season,Naraini,Kamasin,Mahuva,Jaspura,Tindwari,Badokhar Khurd,Baberu,Bisanda,Naraini_Trend,Naraini_SMA,Naraini_EWMA,Naraini_DES,Naraini_TES,Naraini_ARIMA,Kamasin_Trend,Kamasin_SMA,Kamasin_EWMA,Kamasin_DES,Kamasin_TES,Kamasin_ARIMA,Mahuva_Trend,Mahuva_SMA,Mahuva_EWMA,Mahuva_DES,Mahuva_TES,Mahuva_ARIMA,Jaspura_Trend,Jaspura_SMA,Jaspura_EWMA,Jaspura_DES,Jaspura_TES,Jaspura_ARIMA,Tindwari_Trend,Tindwari_SMA,Tindwari_EWMA,Tindwari_DES,Tindwari_TES,Tindwari_ARIMA,Badokhar Khurd_Trend,Badokhar Khurd_SMA,Badokhar Khurd_EWMA,Badokhar Khurd_DES,Badokhar Khurd_TES,Badokhar Khurd_ARIMA,Baberu_Trend,Baberu_SMA,Baberu_EWMA,Baberu_DES,Baberu_TES,Baberu_ARIMA,Bisanda_Trend,Bisanda_SMA,Bisanda_EWMA,Bisanda_DES,Bisanda_TES,Bisanda_ARIMA
1996-02-29,POMRB,11.564,17.915,7.414999999999999,20.07,7.81,5.627999999999999,4.99,8.083333333333334,,,11.564,9.944235367092112,12.001472004414005,0.0,,,17.915,13.962065076053305,14.2332703980402,0.0,,,7.414999999999999,8.070417551410786,8.244292204218226,0.0,,,20.07,20.030983329246958,20.204771775792377,0.0,,,7.81,11.007084655076213,7.81,0.0,,,5.627999999999999,4.250075950810089,4.713992912693915,0.0,,,4.99,4.608963818670459,4.407643045173583,0.0,,,8.083333333333334,7.97345616704148,7.790294572483125,0.0
1996-05-31,PREMON,15.534,16.66,10.465833333333334,21.72,9.565,6.35,7.04,11.566666666666668,,,13.152000000000001,11.218005838547988,13.717981537238437,11.56395766109138,,,17.413,14.409905304320537,16.36368762085533,17.91470620793266,,,8.635333333333332,8.368125791384488,10.138998576600017,2.823592169721798,,,20.73,20.69678322326609,20.607544750272073,14.443758247800863,,,8.512,12.73375904901819,9.565,5.6791430248408235,,,5.916799999999999,4.2803607214335875,6.860613248389558,5.627981922847065,,,5.8100000000000005,5.0621674146585365,6.196938415704288,4.989993467642627,,,9.476666666666668,8.824536869564433,10.860325903964378,8.083232944401804
1996-08-31,MONSOON,9.238,8.15,7.168333333333332,19.185,2.425,3.278,4.42,2.105,11.85575,,11.586400000000001,10.341204877944284,10.799131820393393,13.68650841882265,12.680625,,13.707799999999999,13.461328186677243,13.336187243933164,17.193085693726307,8.293453525641025,,8.048533333333332,8.220180072294848,6.087318077656551,4.31513763818893,19.7125,,20.112000000000002,19.90807066355809,19.64766495326636,16.616572664388737,6.078749999999999,,6.0771999999999995,11.333719467421261,2.425,7.31092124845391,4.714250000000001,,4.86128,4.296836581923176,3.5997147327162327,6.00632345352016,4.675000000000001,,5.2540000000000004,4.944377027151066,4.828349947910559,6.07585061223299,7.292916666666667,,6.5280000000000005,6.851035323945955,4.578897239621458,10.419801317213974
1996-11-30,POMKH,10.54,12.015,7.81923076923077,18.42,4.75,3.78,3.52,7.376666666666666,11.7425,11.719,11.167840000000002,10.089691744148169,10.703452090349188,11.880351815163277,11.54375,13.685,13.03068,13.2617594422565,11.31073746411073,13.394349226989924,8.257155448717947,8.217099358974359,7.9568123076923065,8.171249466277391,6.79428749400166,4.346313319366876,18.839166666666667,19.84875,19.435200000000002,19.134045353913017,19.7233267710347,17.01055651184547,5.9418750000000005,6.1375,5.54632,10.422124443047927,4.75,5.798856366649002,4.883,4.7589999999999995,4.428768,4.315564082933858,4.538533494175479,4.936166677632661,4.085,4.992500000000001,4.5604000000000005,4.681182466511666,4.4554145464593455,5.419955721136254,7.025833333333334,7.282916666666667,6.867466666666667,6.884064043943813,6.854736375252736,5.0896784633789105
1997-02-28,POMRB,12.658,9.88,8.025833333333333,18.98,7.34,5.2700000000000005,2.45,8.163333333333332,11.491999999999999,11.9925,11.763904,10.55633422908525,11.884845102310091,11.224493074336968,12.81875,11.676250000000001,11.770408,12.759907581746555,14.931530742333125,15.148314858803966,7.963802447552448,8.369807692307692,7.984420717948717,8.153991567092092,8.656938450681116,7.086534186883711,17.94729166666667,19.57625,19.253120000000003,18.968708036809346,19.569893648842964,19.418722558972796,5.717500000000001,6.0200000000000005,6.263792,10.219183267739318,7.81,6.800004584046327,4.938,4.669499999999999,4.7652608,4.341012330639158,4.665149999522262,4.9191396928814095,3.656875,4.3575,3.71624,4.267968199726506,4.462032598366763,4.714080801115392,7.360208333333333,7.3029166666666665,7.385813333333333,7.121976157202338,7.779770050920037,7.731242752866863
1997-05-31,PREMON,13.534,15.6,9.564615384615383,15.823333333333332,8.940000000000003,8.058,4.86,9.35,11.42225,11.4925,12.4719424,11.199628509489822,14.009378865514304,13.581111024517936,14.270625,11.411250000000003,13.3022448,13.227597039009233,15.066932389811061,13.53095018442536,7.714928613053614,8.144503205128203,8.616498584615384,8.329627392021811,10.59891506857282,9.909570139289915,17.911875000000002,18.102083333333336,17.881205333333334,17.447976838370547,19.725868566589924,20.35812184920026,5.185625,5.863750000000001,7.3342752,10.416791993830076,9.445221606648198,7.882811222521943,4.6937500000000005,5.096499999999999,6.08235648,4.3790713493687425,6.720253600872416,5.67865495241118,3.52125,3.8125,4.173744,4.37930144592476,5.481850657897771,4.813180532813538,7.992916666666666,6.748749999999999,8.171488,7.614656731694173,11.075505381328648,10.039072695782187
1997-08-31,MONSOON,9.234,19.41,5.722727272727273,17.946666666666673,1.255,2.01,3.175,6.996666666666666,11.02125,11.4915,11.17676544,10.421449001112085,10.318246928821734,10.620004718900972,14.955,14.226250000000002,15.74534688,14.21753944365152,11.195302679341708,11.28016247962117,7.648430215617715,7.783101689976687,7.458990059860139,8.007245176752933,6.2225859752487755,6.514089676633189,17.837500000000002,17.792500000000004,17.90738986666667,17.586993779551147,14.662214948162884,15.437484475137055,5.2543750000000005,5.571250000000001,4.90256512,7.92459257747106,2.155636044843118,3.718307118990748,4.31675,4.779499999999999,4.453413888,4.389927446745528,4.006506827931815,4.652708709572557,3.6837500000000003,3.50125,3.7742464,4.156833131547242,3.6787797385238497,3.8127664050832557,7.629166666666666,7.971666666666665,7.701559466666667,7.323687603233998,2.766274095504629,3.9779432036721376
1997-11-30,POMKH,9.986,12.37,7.273846153846155,19.375,1.665,3.094,3.68,7.546666666666668,10.938375,11.353,10.700459264000001,10.070836291213874,10.383294331575565,10.778975514711396,16.005625,14.315000000000001,14.395208128,13.956850602178655,12.343227975892473,14.932848206887357,7.600986305361305,7.646755536130533,7.384932497454545,7.917082227146293,6.5524960115032895,6.808167679797848,18.1475,18.031250000000004,18.49443392,18.309871548723272,17.6218218783574,17.580903205209598,5.531875,4.800000000000001,3.607539072,5.873762671052151,4.207887951125837,4.793350357796076,3.6610625,4.607999999999999,3.9096483328,4.405632090085259,4.449553343527971,3.9475689542491437,3.7675,3.5412500000000007,3.73654784,4.0694914032676825,3.2775405463965153,3.272961967606061,7.2316666666666665,8.014166666666666,7.639602346666667,7.266618669916519,7.6926428555280975,8.711415146398974
1998-02-28,POMRB,10.004,15.0,8.039230769230768,17.43,10.975,2.9400000000000004,3.59,5.083333333333333,11.20225,10.689499999999999,10.4218755584,9.82778838552638,11.485874209332442,11.233511813601588,14.540000000000003,15.595,14.6371248768,14.14655998199377,14.92411247887743,13.965426529910836,7.612199883449884,7.650104895104892,7.646651806165034,7.932969219743256,8.342735984434205,7.346049692823149,18.547916666666666,17.64375,18.068660352,17.819570038303507,19.94724949789406,19.54136472254659,5.278125,5.708750000000001,6.554523443199999,7.158373450244093,6.536698438861465,5.953725146945189,3.2475625,4.025499999999999,3.52178899968,4.420621934663088,4.399439929750202,4.739421369013934,3.7068750000000006,3.826250000000001,3.6779287039999997,3.9816288791098846,3.6809624192458044,3.133258542723491,7.132083333333334,7.244166666666667,6.617094741333333,6.554606075073655,8.435163519381673,7.987687161826597
1998-05-31,PREMON,15.525,18.885,9.171666666666667,19.853333333333328,7.525,5.1425,4.3900000000000015,9.25,11.1845,11.187249999999999,12.46312533504,11.330364316126138,12.850383133936553,12.319229500541198,11.64625,16.41625,16.33627492608,14.913044053539044,16.810415159174944,15.516425802853366,7.6849358974358974,7.551867715617713,8.256657750365687,8.087271305482908,10.36284951854056,9.256929183152053,18.285625,18.651249999999997,18.78252954453333,18.652709224570607,18.28141045753976,17.245163832301643,5.24,5.355,6.942714065919999,7.222249929349506,9.22694446097468,7.467431834802815,3.1620625,3.296624999999999,4.170073399808,4.445527249077837,5.843472068711135,5.745979453431893,3.703125,3.708750000000001,3.9627572224000005,4.058742322294141,5.270556098771811,4.522604054961123,6.872500000000002,7.219166666666666,7.6702568448,7.183804607357813,10.030050282858706,7.271292681688617
